subsample,block_id,task_in_block,task_index_within_subsample,task_id,alternative_id,alternative_name,display_label,trip_length_km,is_available,avail_es,avail_bs,avail_walk,avail_car,avail_cs,avail_rp,avail_pt,travel_time_min,access_time_min,waiting_time_min,egress_time_min,detour_time_min,parking_search_time_min,availability_pct,cost_eur,scheme,engine,range_km,crowding_pct,transfer_count,scheme_free_floating,scheme_hybrid,pedelec,provenance,source_note
SD,3,5,17,SD_B03_T05,private_car,Private Car,D,2.0,1,1,1,1,1,0,0,0,4.0,5.0,,5.0,,4.0,,1.4,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,5,17,SD_B03_T05,carsharing,Car Sharing,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,5,17,SD_B03_T05,ridepooling,Ridepooling,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,5,17,SD_B03_T05,public_transport,Public Transport,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,6,18,SD_B03_T06,e_scooter,E-Scooter Sharing,A,4.0,1,1,1,1,1,0,0,0,16.0,2.0,,1.0,,0.0,50.0,3.7,station-based,,4.0,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,6,18,SD_B03_T06,bikesharing,Bike Sharing,B,4.0,1,1,1,1,1,0,0,0,21.0,2.0,,1.0,,0.0,100.0,4.0,station-based,bike,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,6,18,SD_B03_T06,walking,Walking,C,4.0,1,1,1,1,1,0,0,0,44.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,6,18,SD_B03_T06,private_car,Private Car,D,4.0,1,1,1,1,1,0,0,0,8.0,2.0,,5.0,,4.0,,1.8,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,6,18,SD_B03_T06,carsharing,Car Sharing,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,6,18,SD_B03_T06,ridepooling,Ridepooling,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,3,6,18,SD_B03_T06,public_transport,Public Transport,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,1,19,SD_B04_T01,e_scooter,E-Scooter Sharing,A,4.0,1,1,1,1,1,0,0,0,16.0,2.0,,1.0,,0.0,10.0,3.7,station-based,,1.0,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,1,19,SD_B04_T01,bikesharing,Bike Sharing,B,4.0,1,1,1,1,1,0,0,0,21.0,2.0,,1.0,,0.0,50.0,4.0,station-based,bike,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,1,19,SD_B04_T01,walking,Walking,C,4.0,1,1,1,1,1,0,0,0,44.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,1,19,SD_B04_T01,private_car,Private Car,D,4.0,1,1,1,1,1,0,0,0,8.0,2.0,,1.0,,1.0,,1.8,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,1,19,SD_B04_T01,carsharing,Car Sharing,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,1,19,SD_B04_T01,ridepooling,Ridepooling,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,1,19,SD_B04_T01,public_transport,Public Transport,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,2,20,SD_B04_T02,e_scooter,E-Scooter Sharing,A,0.5,1,1,1,1,1,0,0,0,5.0,5.0,,3.0,,1.0,10.0,1.8,free-floating,,1.0,,,1,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,2,20,SD_B04_T02,bikesharing,Bike Sharing,B,0.5,1,1,1,1,1,0,0,0,3.0,5.0,,3.0,,1.0,50.0,1.5,free-floating,pedelec,4.0,,,1,0,1,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,2,20,SD_B04_T02,walking,Walking,C,0.5,1,1,1,1,1,0,0,0,14.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,2,20,SD_B04_T02,private_car,Private Car,D,0.5,1,1,1,1,1,0,0,0,1.0,5.0,,1.0,,1.0,,0.5,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,2,20,SD_B04_T02,carsharing,Car Sharing,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,2,20,SD_B04_T02,ridepooling,Ridepooling,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,2,20,SD_B04_T02,public_transport,Public Transport,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,3,21,SD_B04_T03,e_scooter,E-Scooter Sharing,A,1.0,1,1,1,1,1,0,0,0,13.0,2.0,,1.0,,0.0,10.0,1.8,station-based,,1.0,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,3,21,SD_B04_T03,bikesharing,Bike Sharing,B,1.0,1,1,1,1,1,0,0,0,5.0,2.0,,1.0,,0.0,50.0,1.5,station-based,bike,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,3,21,SD_B04_T03,walking,Walking,C,1.0,1,1,1,1,1,0,0,0,27.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,3,21,SD_B04_T03,private_car,Private Car,D,1.0,1,1,1,1,1,0,0,0,5.5,2.0,,1.0,,1.0,,0.5,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,3,21,SD_B04_T03,carsharing,Car Sharing,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,3,21,SD_B04_T03,ridepooling,Ridepooling,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,3,21,SD_B04_T03,public_transport,Public Transport,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,4,22,SD_B04_T04,e_scooter,E-Scooter Sharing,A,2.0,1,1,1,1,1,0,0,0,9.0,5.0,,3.0,,1.0,10.0,3.0,free-floating,,1.0,,,1,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,4,22,SD_B04_T04,bikesharing,Bike Sharing,B,2.0,1,1,1,1,1,0,0,0,15.0,5.0,,3.0,,1.0,50.0,2.5,free-floating,pedelec,4.0,,,1,0,1,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,4,22,SD_B04_T04,walking,Walking,C,2.0,1,1,1,1,1,0,0,0,44.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,4,22,SD_B04_T04,private_car,Private Car,D,2.0,1,1,1,1,1,0,0,0,4.0,5.0,,1.0,,1.0,,1.4,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,4,22,SD_B04_T04,carsharing,Car Sharing,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,4,22,SD_B04_T04,ridepooling,Ridepooling,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,4,22,SD_B04_T04,public_transport,Public Transport,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,5,23,SD_B04_T05,e_scooter,E-Scooter Sharing,A,4.0,1,1,1,1,1,0,0,0,16.0,2.0,,1.0,,0.0,10.0,3.7,station-based,,1.0,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,5,23,SD_B04_T05,bikesharing,Bike Sharing,B,4.0,1,1,1,1,1,0,0,0,21.0,2.0,,1.0,,0.0,50.0,4.0,station-based,bike,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,5,23,SD_B04_T05,walking,Walking,C,4.0,1,1,1,1,1,0,0,0,44.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,5,23,SD_B04_T05,private_car,Private Car,D,4.0,1,1,1,1,1,0,0,0,8.0,2.0,,1.0,,1.0,,1.8,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,5,23,SD_B04_T05,carsharing,Car Sharing,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,5,23,SD_B04_T05,ridepooling,Ridepooling,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,5,23,SD_B04_T05,public_transport,Public Transport,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,6,24,SD_B04_T06,e_scooter,E-Scooter Sharing,A,0.5,1,1,1,1,1,0,0,0,5.0,5.0,,3.0,,1.0,10.0,1.8,free-floating,,1.0,,,1,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,6,24,SD_B04_T06,bikesharing,Bike Sharing,B,0.5,1,1,1,1,1,0,0,0,3.0,5.0,,3.0,,1.0,50.0,1.5,free-floating,pedelec,4.0,,,1,0,1,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,6,24,SD_B04_T06,walking,Walking,C,0.5,1,1,1,1,1,0,0,0,14.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,6,24,SD_B04_T06,private_car,Private Car,D,0.5,1,1,1,1,1,0,0,0,1.0,5.0,,1.0,,1.0,,0.5,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,6,24,SD_B04_T06,carsharing,Car Sharing,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,6,24,SD_B04_T06,ridepooling,Ridepooling,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,4,6,24,SD_B04_T06,public_transport,Public Transport,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,1,25,SD_B05_T01,e_scooter,E-Scooter Sharing,A,0.5,1,1,1,1,1,0,0,0,5.0,5.0,,3.0,,1.0,100.0,1.8,free-floating,,10.0,,,1,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,1,25,SD_B05_T01,bikesharing,Bike Sharing,B,0.5,1,1,1,1,1,0,0,0,3.0,5.0,,3.0,,1.0,10.0,1.5,free-floating,pedelec,1.0,,,1,0,1,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,1,25,SD_B05_T01,walking,Walking,C,0.5,1,1,1,1,1,0,0,0,14.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,1,25,SD_B05_T01,private_car,Private Car,D,0.5,1,1,1,1,1,0,0,0,1.0,5.0,,10.0,,8.0,,0.5,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,1,25,SD_B05_T01,carsharing,Car Sharing,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,1,25,SD_B05_T01,ridepooling,Ridepooling,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,1,25,SD_B05_T01,public_transport,Public Transport,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,2,26,SD_B05_T02,e_scooter,E-Scooter Sharing,A,1.0,1,1,1,1,1,0,0,0,13.0,2.0,,1.0,,0.0,100.0,1.8,station-based,,10.0,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,2,26,SD_B05_T02,bikesharing,Bike Sharing,B,1.0,1,1,1,1,1,0,0,0,5.0,2.0,,1.0,,0.0,10.0,1.5,station-based,bike,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,2,26,SD_B05_T02,walking,Walking,C,1.0,1,1,1,1,1,0,0,0,27.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,2,26,SD_B05_T02,private_car,Private Car,D,1.0,1,1,1,1,1,0,0,0,5.5,2.0,,10.0,,8.0,,0.5,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,2,26,SD_B05_T02,carsharing,Car Sharing,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,2,26,SD_B05_T02,ridepooling,Ridepooling,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,2,26,SD_B05_T02,public_transport,Public Transport,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,3,27,SD_B05_T03,e_scooter,E-Scooter Sharing,A,2.0,1,1,1,1,1,0,0,0,9.0,5.0,,3.0,,1.0,100.0,3.0,free-floating,,10.0,,,1,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,3,27,SD_B05_T03,bikesharing,Bike Sharing,B,2.0,1,1,1,1,1,0,0,0,15.0,5.0,,3.0,,1.0,10.0,2.5,free-floating,pedelec,1.0,,,1,0,1,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,3,27,SD_B05_T03,walking,Walking,C,2.0,1,1,1,1,1,0,0,0,44.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,3,27,SD_B05_T03,private_car,Private Car,D,2.0,1,1,1,1,1,0,0,0,4.0,5.0,,10.0,,8.0,,1.4,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,3,27,SD_B05_T03,carsharing,Car Sharing,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,3,27,SD_B05_T03,ridepooling,Ridepooling,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,3,27,SD_B05_T03,public_transport,Public Transport,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,4,28,SD_B05_T04,e_scooter,E-Scooter Sharing,A,4.0,1,1,1,1,1,0,0,0,16.0,2.0,,1.0,,0.0,100.0,3.7,station-based,,10.0,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,4,28,SD_B05_T04,bikesharing,Bike Sharing,B,4.0,1,1,1,1,1,0,0,0,21.0,2.0,,1.0,,0.0,10.0,4.0,station-based,bike,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,4,28,SD_B05_T04,walking,Walking,C,4.0,1,1,1,1,1,0,0,0,44.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,4,28,SD_B05_T04,private_car,Private Car,D,4.0,1,1,1,1,1,0,0,0,8.0,2.0,,10.0,,8.0,,1.8,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,4,28,SD_B05_T04,carsharing,Car Sharing,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,4,28,SD_B05_T04,ridepooling,Ridepooling,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,4,28,SD_B05_T04,public_transport,Public Transport,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,5,29,SD_B05_T05,e_scooter,E-Scooter Sharing,A,0.5,1,1,1,1,1,0,0,0,5.0,5.0,,3.0,,1.0,100.0,1.8,free-floating,,10.0,,,1,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,5,29,SD_B05_T05,bikesharing,Bike Sharing,B,0.5,1,1,1,1,1,0,0,0,3.0,5.0,,3.0,,1.0,10.0,1.5,free-floating,pedelec,1.0,,,1,0,1,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,5,29,SD_B05_T05,walking,Walking,C,0.5,1,1,1,1,1,0,0,0,14.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,5,29,SD_B05_T05,private_car,Private Car,D,0.5,1,1,1,1,1,0,0,0,1.0,5.0,,10.0,,8.0,,0.5,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,5,29,SD_B05_T05,carsharing,Car Sharing,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,5,29,SD_B05_T05,ridepooling,Ridepooling,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,5,29,SD_B05_T05,public_transport,Public Transport,,0.5,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,6,30,SD_B05_T06,e_scooter,E-Scooter Sharing,A,1.0,1,1,1,1,1,0,0,0,5.0,2.0,,1.0,,0.0,100.0,1.8,station-based,,10.0,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,6,30,SD_B05_T06,bikesharing,Bike Sharing,B,1.0,1,1,1,1,1,0,0,0,11.0,2.0,,1.0,,0.0,10.0,1.5,station-based,bike,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,6,30,SD_B05_T06,walking,Walking,C,1.0,1,1,1,1,1,0,0,0,35.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,6,30,SD_B05_T06,private_car,Private Car,D,1.0,1,1,1,1,1,0,0,0,2.0,2.0,,10.0,,8.0,,0.5,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,6,30,SD_B05_T06,carsharing,Car Sharing,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,6,30,SD_B05_T06,ridepooling,Ridepooling,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,5,6,30,SD_B05_T06,public_transport,Public Transport,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,1,31,SD_B06_T01,e_scooter,E-Scooter Sharing,A,1.0,1,1,1,1,1,0,0,0,13.0,2.0,,1.0,,0.0,50.0,1.8,station-based,,4.0,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,1,31,SD_B06_T01,bikesharing,Bike Sharing,B,1.0,1,1,1,1,1,0,0,0,5.0,2.0,,1.0,,0.0,100.0,1.5,station-based,bike,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,1,31,SD_B06_T01,walking,Walking,C,1.0,1,1,1,1,1,0,0,0,27.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,1,31,SD_B06_T01,private_car,Private Car,D,1.0,1,1,1,1,1,0,0,0,5.5,2.0,,5.0,,4.0,,0.5,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,1,31,SD_B06_T01,carsharing,Car Sharing,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,1,31,SD_B06_T01,ridepooling,Ridepooling,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,1,31,SD_B06_T01,public_transport,Public Transport,,1.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,2,32,SD_B06_T02,e_scooter,E-Scooter Sharing,A,2.0,1,1,1,1,1,0,0,0,9.0,5.0,,3.0,,1.0,50.0,3.0,free-floating,,4.0,,,1,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,2,32,SD_B06_T02,bikesharing,Bike Sharing,B,2.0,1,1,1,1,1,0,0,0,15.0,5.0,,3.0,,1.0,100.0,2.5,free-floating,pedelec,10.0,,,1,0,1,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,2,32,SD_B06_T02,walking,Walking,C,2.0,1,1,1,1,1,0,0,0,44.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,2,32,SD_B06_T02,private_car,Private Car,D,2.0,1,1,1,1,1,0,0,0,4.0,5.0,,5.0,,4.0,,1.4,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,2,32,SD_B06_T02,carsharing,Car Sharing,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,2,32,SD_B06_T02,ridepooling,Ridepooling,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,2,32,SD_B06_T02,public_transport,Public Transport,,2.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,3,33,SD_B06_T03,e_scooter,E-Scooter Sharing,A,4.0,1,1,1,1,1,0,0,0,16.0,2.0,,1.0,,0.0,50.0,3.7,station-based,,4.0,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,3,33,SD_B06_T03,bikesharing,Bike Sharing,B,4.0,1,1,1,1,1,0,0,0,21.0,2.0,,1.0,,0.0,100.0,4.0,station-based,bike,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,3,33,SD_B06_T03,walking,Walking,C,4.0,1,1,1,1,1,0,0,0,44.0,0.0,,0.0,,0.0,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,3,33,SD_B06_T03,private_car,Private Car,D,4.0,1,1,1,1,1,0,0,0,8.0,2.0,,5.0,,4.0,,1.8,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,3,33,SD_B06_T03,carsharing,Car Sharing,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,3,33,SD_B06_T03,ridepooling,Ridepooling,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,3,33,SD_B06_T03,public_transport,Public Transport,,4.0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
SD,6,4,34,SD_B06_T04,e_scooter,E-Scooter Sharing,A,0.5,1,1,1,1,1,0,0,0,5.0,5.0,,3.0,,1.0,50.0,1.8,free-floating,,4.0,,,1,0,0,inferred_from_public,Task-level combination inferred from public attribute levels; underlying level values are public exact.
