persona_id,age_years,female,metropolis,household_cars,accessible_bikes,pt_pass,choice,avail_es,avail_bs,avail_walk,avail_car,time_es,access_es,egress_es,parking_es,cost_es,availability_es,freefloat_es,pedelec_es,time_bs,access_bs,egress_bs,parking_bs,cost_bs,availability_bs,freefloat_bs,pedelec_bs,time_walk,access_walk,egress_walk,parking_walk,cost_walk,availability_walk,freefloat_walk,pedelec_walk,time_car,access_car,egress_car,parking_car,cost_car,availability_car,freefloat_car,pedelec_car
P020,53,1,1,0,1,0,3,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P020,53,1,1,0,1,0,3,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P021,48,0,1,1,1,0,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P021,48,0,1,1,1,0,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P021,48,0,1,1,1,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P021,48,0,1,1,1,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P021,48,0,1,1,1,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P022,26,0,0,1,3,1,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P022,26,0,0,1,3,1,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P022,26,0,0,1,3,1,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P022,26,0,0,1,3,1,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P022,26,0,0,1,3,1,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P023,53,0,0,2,2,1,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P023,53,0,0,2,2,1,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P023,53,0,0,2,2,1,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P023,53,0,0,2,2,1,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P023,53,0,0,2,2,1,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P024,55,0,0,2,3,1,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P024,55,0,0,2,3,1,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P024,55,0,0,2,3,1,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P024,55,0,0,2,3,1,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P024,55,0,0,2,3,1,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P025,51,0,0,1,2,1,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P025,51,0,0,1,2,1,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P025,51,0,0,1,2,1,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P025,51,0,0,1,2,1,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P025,51,0,0,1,2,1,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P026,66,0,1,2,0,0,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P026,66,0,1,2,0,0,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P026,66,0,1,2,0,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P026,66,0,1,2,0,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P026,66,0,1,2,0,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P027,54,1,1,1,1,0,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P027,54,1,1,1,1,0,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P027,54,1,1,1,1,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P027,54,1,1,1,1,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P027,54,1,1,1,1,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P028,36,0,1,1,3,0,2,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P028,36,0,1,1,3,0,2,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P028,36,0,1,1,3,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P028,36,0,1,1,3,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P028,36,0,1,1,3,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P029,79,1,1,0,1,1,3,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P029,79,1,1,0,1,1,3,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P029,79,1,1,0,1,1,3,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P029,79,1,1,0,1,1,3,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P029,79,1,1,0,1,1,3,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
P030,35,0,1,1,2,0,4,1,1,1,1,5.0,5.0,1.0,1.0,2.4,50.0,0,0,5.0,2.0,3.0,1.0,1.5,10.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,10.0,1.0,0.9,0.0,0,0
P030,35,0,1,1,2,0,4,1,1,1,1,2.0,2.0,1.0,0.0,1.3,100.0,1,0,3.0,2.0,1.0,0.0,1.0,100.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,5.0,1.0,0.2,0.0,0,0
P030,35,0,1,1,2,0,4,1,1,1,1,9.0,2.0,1.0,0.0,2.4,50.0,0,0,11.0,5.0,3.0,1.0,2.5,50.0,1,1,27.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,10.0,4.0,0.9,0.0,0,0
P030,35,0,1,1,2,0,4,1,1,1,1,18.0,5.0,3.0,1.0,4.5,10.0,0,0,21.0,5.0,3.0,1.0,5.0,10.0,1,1,55.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,5.0,10.0,8.0,2.5,0.0,0,0
P030,35,0,1,1,2,0,4,1,1,1,1,13.0,5.0,1.0,1.0,1.8,100.0,1,0,11.0,2.0,1.0,0.0,2.0,50.0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0,0,5.5,2.0,1.0,1.0,1.8,0.0,0,0
