respondent_id,persona_id,female,gender_text,age_band,age_years,income_band,metropolis,city_type_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text,subsample,assigned_block_id
363,P0363,0,male,30_39,38,500_1999_eur,1,metropolis,2,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
364,P0364,1,female,68_plus,72,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
365,P0365,1,female,60_67,67,500_1999_eur,1,metropolis,2,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
366,P0366,0,male,30_39,37,500_1999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
367,P0367,0,male,40_49,41,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
368,P0368,1,female,30_39,37,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
369,P0369,1,female,68_plus,72,4000_plus_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
370,P0370,1,female,30_39,36,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
371,P0371,0,male,18_29,22,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
372,P0372,1,female,50_59,54,500_1999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
373,P0373,0,male,50_59,58,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
374,P0374,0,male,40_49,45,500_1999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
375,P0375,1,female,40_49,47,2000_3999_eur,0,large city,3,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
376,P0376,0,male,68_plus,73,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
377,P0377,1,female,18_29,29,500_1999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
378,P0378,1,female,30_39,35,2000_3999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
379,P0379,1,female,60_67,67,500_1999_eur,1,metropolis,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
380,P0380,0,male,50_59,56,500_1999_eur,1,metropolis,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
381,P0381,0,male,60_67,60,4000_plus_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
382,P0382,1,female,50_59,58,500_1999_eur,1,metropolis,2,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
383,P0383,0,male,68_plus,68,4000_plus_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
384,P0384,0,male,30_39,37,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
385,P0385,0,male,50_59,51,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
386,P0386,1,female,40_49,43,2000_3999_eur,0,large city,1,5,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
387,P0387,0,male,18_29,25,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
388,P0388,1,female,68_plus,77,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
389,P0389,0,male,68_plus,70,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,3
390,P0390,0,male,40_49,41,500_1999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
391,P0391,0,male,50_59,58,2000_3999_eur,0,large city,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
392,P0392,0,male,60_67,65,4000_plus_eur,0,large city,1,3,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,4
393,P0393,1,female,40_49,47,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
394,P0394,1,female,40_49,41,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
395,P0395,0,male,30_39,33,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
396,P0396,0,male,50_59,50,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
397,P0397,1,female,30_39,33,4000_plus_eur,0,large city,1,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
398,P0398,0,male,60_67,60,4000_plus_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
399,P0399,0,male,40_49,44,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
400,P0400,0,male,50_59,54,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
401,P0401,0,male,50_59,55,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
402,P0402,1,female,60_67,67,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
403,P0403,1,female,40_49,48,2000_3999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
404,P0404,0,male,40_49,47,4000_plus_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
405,P0405,0,male,50_59,50,2000_3999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
406,P0406,0,male,40_49,45,2000_3999_eur,1,metropolis,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
407,P0407,1,female,30_39,38,4000_plus_eur,1,metropolis,1,3,1,holds a public transport pass,1,has an active MaaS subscription,MD,5
408,P0408,0,male,60_67,66,500_1999_eur,0,large city,0,0,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,2
409,P0409,0,male,68_plus,76,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,6
410,P0410,1,female,68_plus,72,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
411,P0411,0,male,68_plus,73,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
412,P0412,1,female,30_39,34,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
413,P0413,0,male,50_59,57,500_1999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
414,P0414,0,male,50_59,59,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
415,P0415,0,male,68_plus,78,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
416,P0416,0,male,60_67,63,500_1999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
417,P0417,0,male,30_39,35,500_1999_eur,1,metropolis,4,2,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,8
418,P0418,1,female,50_59,52,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
419,P0419,1,female,40_49,45,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
420,P0420,0,male,30_39,34,500_1999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
421,P0421,0,male,18_29,28,500_1999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
422,P0422,1,female,30_39,38,4000_plus_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
423,P0423,0,male,68_plus,72,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,1,has an active MaaS subscription,MD,1
424,P0424,0,male,60_67,67,500_1999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
425,P0425,0,male,50_59,52,500_1999_eur,1,metropolis,2,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
426,P0426,0,male,40_49,44,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
427,P0427,1,female,30_39,37,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
428,P0428,1,female,40_49,49,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,1,has an active MaaS subscription,SD,3
429,P0429,0,male,68_plus,78,500_1999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
430,P0430,0,male,40_49,46,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,4
431,P0431,0,male,60_67,66,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
432,P0432,0,male,40_49,42,500_1999_eur,1,metropolis,0,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
433,P0433,1,female,40_49,46,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
434,P0434,0,male,68_plus,76,2000_3999_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
435,P0435,0,male,40_49,49,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
436,P0436,0,male,68_plus,71,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
437,P0437,1,female,30_39,38,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
438,P0438,1,female,30_39,38,4000_plus_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
439,P0439,0,male,50_59,51,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
440,P0440,0,male,30_39,31,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
441,P0441,1,female,30_39,31,4000_plus_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
442,P0442,0,male,68_plus,73,4000_plus_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
443,P0443,0,male,68_plus,74,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
444,P0444,0,male,40_49,43,4000_plus_eur,0,large city,0,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
445,P0445,0,male,50_59,52,2000_3999_eur,0,large city,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
446,P0446,1,female,40_49,46,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
447,P0447,0,male,50_59,53,500_1999_eur,0,large city,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,1
448,P0448,1,female,60_67,65,2000_3999_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,1
449,P0449,1,female,60_67,60,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
450,P0450,1,female,68_plus,75,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
451,P0451,1,female,60_67,62,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
452,P0452,0,male,68_plus,75,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
453,P0453,1,female,30_39,33,500_1999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
454,P0454,0,male,68_plus,74,4000_plus_eur,0,large city,3,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
455,P0455,0,male,30_39,31,2000_3999_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
456,P0456,1,female,60_67,66,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
457,P0457,1,female,30_39,33,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,7
458,P0458,0,male,50_59,50,500_1999_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
459,P0459,1,female,40_49,47,500_1999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
460,P0460,1,female,40_49,40,4000_plus_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
461,P0461,0,male,68_plus,68,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
462,P0462,0,male,60_67,67,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
463,P0463,0,male,18_29,29,4000_plus_eur,0,large city,4,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
464,P0464,1,female,68_plus,71,500_1999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,1
465,P0465,1,female,30_39,34,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
466,P0466,0,male,40_49,46,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
467,P0467,1,female,40_49,46,500_1999_eur,1,metropolis,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
468,P0468,1,female,40_49,46,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
469,P0469,1,female,50_59,53,500_1999_eur,0,large city,3,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
470,P0470,0,male,68_plus,70,4000_plus_eur,0,large city,3,1,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,6
471,P0471,0,male,30_39,38,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
472,P0472,1,female,30_39,31,2000_3999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
473,P0473,0,male,68_plus,70,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
474,P0474,0,male,30_39,36,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
475,P0475,0,male,30_39,39,500_1999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
476,P0476,0,male,40_49,44,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
477,P0477,0,male,60_67,66,4000_plus_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
478,P0478,1,female,40_49,41,4000_plus_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
479,P0479,0,male,40_49,44,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
480,P0480,0,male,50_59,50,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
481,P0481,1,female,50_59,56,500_1999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
482,P0482,1,female,40_49,43,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,1
483,P0483,1,female,60_67,60,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
484,P0484,1,female,50_59,53,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
485,P0485,0,male,40_49,47,4000_plus_eur,1,metropolis,0,1,1,holds a public transport pass,1,has an active MaaS subscription,SD,5
486,P0486,1,female,60_67,60,500_1999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
487,P0487,1,female,40_49,41,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
488,P0488,1,female,30_39,36,500_1999_eur,0,large city,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
489,P0489,0,male,40_49,41,4000_plus_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
490,P0490,0,male,60_67,62,2000_3999_eur,1,metropolis,2,4,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
491,P0491,1,female,60_67,64,2000_3999_eur,1,metropolis,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
492,P0492,0,male,40_49,42,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
493,P0493,0,male,30_39,34,2000_3999_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
494,P0494,0,male,50_59,59,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
495,P0495,1,female,60_67,65,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,1,has an active MaaS subscription,SD,4
496,P0496,0,male,40_49,49,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
497,P0497,1,female,68_plus,68,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,8
498,P0498,0,male,40_49,44,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,MD,1
499,P0499,1,female,30_39,37,4000_plus_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
500,P0500,0,male,40_49,48,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
501,P0501,1,female,50_59,54,lt_500_eur,1,metropolis,3,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
502,P0502,1,female,18_29,22,500_1999_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
503,P0503,0,male,60_67,61,4000_plus_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
504,P0504,0,male,60_67,63,2000_3999_eur,0,large city,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
505,P0505,0,male,40_49,44,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
506,P0506,0,male,40_49,49,500_1999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
507,P0507,1,female,40_49,41,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
508,P0508,0,male,50_59,52,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,4
509,P0509,0,male,30_39,32,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,1
510,P0510,1,female,18_29,18,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,7
511,P0511,1,female,40_49,46,4000_plus_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
512,P0512,0,male,40_49,40,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,7
513,P0513,0,male,68_plus,69,2000_3999_eur,1,metropolis,1,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
514,P0514,1,female,68_plus,70,500_1999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
515,P0515,0,male,60_67,61,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
516,P0516,1,female,68_plus,79,500_1999_eur,0,large city,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
517,P0517,1,female,40_49,47,500_1999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
518,P0518,0,male,40_49,43,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
519,P0519,1,female,30_39,32,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
520,P0520,0,male,68_plus,74,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,3
521,P0521,1,female,50_59,55,500_1999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
522,P0522,0,male,50_59,57,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
523,P0523,1,female,60_67,63,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,4
524,P0524,1,female,50_59,51,2000_3999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
525,P0525,1,female,60_67,61,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,5
526,P0526,0,male,68_plus,80,2000_3999_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
527,P0527,1,female,60_67,61,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,8
528,P0528,1,female,18_29,25,500_1999_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
529,P0529,0,male,50_59,51,2000_3999_eur,0,large city,2,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
530,P0530,0,male,50_59,52,2000_3999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
531,P0531,0,male,30_39,33,2000_3999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,7
532,P0532,0,male,40_49,44,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
533,P0533,1,female,50_59,51,4000_plus_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
534,P0534,0,male,50_59,53,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
535,P0535,1,female,50_59,59,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,5
536,P0536,0,male,40_49,45,2000_3999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
537,P0537,0,male,50_59,57,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
538,P0538,1,female,68_plus,73,500_1999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,3
539,P0539,0,male,68_plus,77,4000_plus_eur,0,large city,3,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
540,P0540,1,female,60_67,61,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
541,P0541,0,male,30_39,38,500_1999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,8
542,P0542,1,female,50_59,50,2000_3999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,7
543,P0543,0,male,60_67,65,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
544,P0544,1,female,50_59,51,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,SD,5
545,P0545,0,male,50_59,59,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
546,P0546,0,male,60_67,64,4000_plus_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
547,P0547,0,male,68_plus,70,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,2
548,P0548,0,male,68_plus,76,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
549,P0549,0,male,30_39,35,500_1999_eur,0,large city,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,5
550,P0550,0,male,50_59,55,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
551,P0551,1,female,50_59,51,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,4
552,P0552,0,male,18_29,21,2000_3999_eur,0,large city,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription,SD,1
553,P0553,1,female,68_plus,73,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
554,P0554,0,male,30_39,32,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
555,P0555,1,female,50_59,55,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription,SD,6
556,P0556,1,female,18_29,19,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
557,P0557,1,female,50_59,58,2000_3999_eur,1,metropolis,2,3,1,holds a public transport pass,0,does not have a MaaS subscription,MD,6
558,P0558,0,male,60_67,61,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,1
559,P0559,1,female,50_59,56,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,4
560,P0560,0,male,60_67,64,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,3
561,P0561,0,male,60_67,63,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,6
562,P0562,1,female,60_67,67,4000_plus_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
563,P0563,1,female,30_39,34,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription,SD,2
564,P0564,1,female,50_59,57,500_1999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,MD,2
565,P0565,0,male,68_plus,80,500_1999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,8
566,P0566,1,female,50_59,58,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription,SD,6
567,P0567,1,female,50_59,53,500_1999_eur,1,metropolis,0,4,1,holds a public transport pass,0,does not have a MaaS subscription,MD,5
568,P0568,0,male,40_49,44,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,4
569,P0569,1,female,50_59,53,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,2
570,P0570,1,female,30_39,39,2000_3999_eur,0,large city,1,1,1,holds a public transport pass,1,has an active MaaS subscription,MD,2
571,P0571,1,female,30_39,37,500_1999_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription,MD,8
572,P0572,0,male,18_29,21,2000_3999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription,MD,3
