model_key,block_template_id,task_index,task_role,pair_id,manipulation_type,n_repeats,exact_repeat_flip_rate,response_entropy
poe_gpt54_nano,POT0020,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0020,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0020,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0020,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0020,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0020,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0020,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0020,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0020,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0020,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0020,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0020,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0021,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0021,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0021,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0021,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0021,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0021,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0021,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0021,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0021,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0021,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0021,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0021,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0021,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0021,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0021,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0021,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0022,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0022,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0022,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0022,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0022,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0022,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0022,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0022,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0022,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0022,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0022,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0022,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0022,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0022,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0022,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0022,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0023,1,core,CORE_1,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0023,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0023,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0023,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0023,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0023,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0023,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0023,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0023,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0023,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0023,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0023,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0023,13,monotonicity,MONO_1,monotonicity,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0023,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0023,15,dominance,DOM_1,dominance,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0023,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0024,1,core,CORE_1,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0024,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0024,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0024,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0024,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0024,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0024,7,paraphrase_twin,PARA_1,paraphrase,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0024,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0024,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0024,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0024,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0024,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0024,13,monotonicity,MONO_1,monotonicity,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0024,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0024,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0024,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0025,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0025,2,core,CORE_2,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0025,3,core,CORE_3,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0025,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0025,5,core,CORE_5,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0025,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0025,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0025,8,paraphrase_twin,PARA_2,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0025,9,label_mask_twin,LABEL_1,label_mask,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0025,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0025,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0025,12,order_twin,ORDER_2,order_randomization,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0025,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0025,14,monotonicity,MONO_2,monotonicity,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0025,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0025,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0026,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0026,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0026,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0026,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0026,5,core,CORE_5,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0026,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0026,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0026,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0026,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0026,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0026,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0026,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0026,13,monotonicity,MONO_1,monotonicity,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0026,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0026,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0026,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0027,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0027,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0027,3,core,CORE_3,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0027,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0027,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0027,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0027,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0027,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0027,9,label_mask_twin,LABEL_1,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0027,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0027,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0027,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0027,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0027,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0027,15,dominance,DOM_1,dominance,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0027,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0028,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0028,2,core,CORE_2,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0028,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0028,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0028,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0028,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0028,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0028,8,paraphrase_twin,PARA_2,paraphrase,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0028,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0028,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0028,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0028,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0028,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0028,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0028,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0028,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0029,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0029,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0029,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0029,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0029,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0029,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0029,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0029,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0029,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0029,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0029,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0029,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0029,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0029,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0029,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0029,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0030,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0030,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0030,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0030,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0030,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0030,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0030,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0030,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0030,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0030,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0030,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0030,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0030,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0030,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0030,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0030,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0031,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0031,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0031,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0031,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0031,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0031,6,core,CORE_6,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0031,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0031,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0031,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0031,10,label_mask_twin,LABEL_2,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0031,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0031,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0031,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0031,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0031,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0031,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0032,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0032,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0032,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0032,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0032,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0032,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0032,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0032,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0032,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0032,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0032,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0032,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0032,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0032,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0032,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0032,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0033,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0033,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0033,3,core,CORE_3,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0033,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0033,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0033,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0033,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0033,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0033,9,label_mask_twin,LABEL_1,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0033,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0033,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0033,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0033,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0033,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0033,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0033,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0034,1,core,CORE_1,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0034,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0034,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0034,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0034,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0034,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0034,7,paraphrase_twin,PARA_1,paraphrase,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0034,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0034,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0034,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0034,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0034,12,order_twin,ORDER_2,order_randomization,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0034,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0034,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0034,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0034,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0035,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0035,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0035,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0035,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0035,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0035,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0035,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0035,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0035,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0035,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0035,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0035,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0035,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0035,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0035,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0035,16,dominance,DOM_2,dominance,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0036,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0036,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0036,3,core,CORE_3,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0036,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0036,5,core,CORE_5,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0036,6,core,CORE_6,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0036,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0036,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0036,9,label_mask_twin,LABEL_1,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0036,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0036,11,order_twin,ORDER_1,order_randomization,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0036,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0036,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0036,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0036,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0036,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0037,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0037,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0037,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0037,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0037,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0037,6,core,CORE_6,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0037,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0037,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0037,9,label_mask_twin,LABEL_1,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0037,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0037,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0037,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0037,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0037,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0037,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0037,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0038,1,core,CORE_1,core,4,0.0,-0.0
poe_gpt54_nano,POT0038,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0038,3,core,CORE_3,core,4,0.0,-0.0
poe_gpt54_nano,POT0038,4,core,CORE_4,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0038,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0038,6,core,CORE_6,core,4,0.0,-0.0
poe_gpt54_nano,POT0038,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0038,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0038,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
poe_gpt54_nano,POT0038,10,label_mask_twin,LABEL_2,label_mask,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0038,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0038,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
poe_gpt54_nano,POT0038,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0038,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
poe_gpt54_nano,POT0038,15,dominance,DOM_1,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0038,16,dominance,DOM_2,dominance,4,0.0,-0.0
poe_gpt54_nano,POT0039,1,core,CORE_1,core,4,0.8333333333333334,1.0397207708399179
poe_gpt54_nano,POT0039,2,core,CORE_2,core,4,0.0,-0.0
poe_gpt54_nano,POT0039,3,core,CORE_3,core,4,0.6666666666666666,0.6931471805599453
poe_gpt54_nano,POT0039,4,core,CORE_4,core,4,0.0,-0.0
poe_gpt54_nano,POT0039,5,core,CORE_5,core,4,0.0,-0.0
poe_gpt54_nano,POT0039,6,core,CORE_6,core,4,0.5,0.5623351446188083
poe_gpt54_nano,POT0039,7,paraphrase_twin,PARA_1,paraphrase,4,0.8333333333333334,1.0397207708399179
poe_gpt54_nano,POT0039,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
poe_gpt54_nano,POT0039,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
