respondent_id,source_observation_id,human_id,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,TimeCar_scaled,CostCarCHF_scaled,distance_km_scaled,CAR_AVAILABLE,pt_proxy,car_proxy,slow_proxy,complexity_score,complexity_rank,scenario_id
H0518,650,30330486,118,99,19,3.8,38,4.66,29.0,0.59,0.495,0.3166666666666666,0.38,0.19,0.466,5.8,1,1.1916666666666664,0.656,5.8,0.6511829824180596,0.5577124868835257,S0518
H0519,651,30330513,277,254,23,29.3,88,12.91,100.5,1.385,1.27,0.3833333333333333,2.93,0.44,1.291,20.1,1,4.583333333333334,1.7309999999999999,20.1,0.259582936748291,0.09758656873032528,S0519
H0520,652,30330535,65,61,4,3.8,10,1.1,5.5,0.325,0.305,0.0666666666666666,0.38,0.05,0.11,1.1,1,0.7516666666666666,0.16,1.1,0.741656365883807,0.6873032528856243,S0520
H0521,653,30330535,43,43,0,3.8,10,1.1,5.5,0.215,0.215,0.0,0.38,0.05,0.11,1.1,1,0.595,0.16,1.1,0.6968641114982578,0.6217208814270724,S0521
H0522,654,30330535,80,61,19,3.8,10,1.1,5.5,0.4,0.305,0.3166666666666666,0.38,0.05,0.11,1.1,1,1.0016666666666665,0.16,1.1,0.9104704097116841,0.9045120671563484,S0522
H0523,655,30330536,170,161,9,27.5,93,19.86,155.0,0.85,0.805,0.15,2.75,0.465,1.986,31.0,1,3.705,2.451,31.0,0.44365572315882873,0.2974816369359916,S0523
H0524,657,30330558,96,91,5,3.8,31,3.28,18.5,0.48,0.455,0.0833333333333333,0.38,0.155,0.3279999999999999,3.7,1,0.9183333333333333,0.4829999999999999,3.7,0.6967022758941013,0.6206715634837355,S0524
H0525,658,30330558,59,59,0,3.8,28,2.94,16.05,0.295,0.295,0.0,0.38,0.14,0.294,3.21,1,0.675,0.434,3.21,0.8058017727639,0.770199370409234,S0525
H0526,659,30330565,86,86,0,3.8,34,3.42,19.5,0.43,0.43,0.0,0.38,0.17,0.3419999999999999,3.9,1,0.81,0.5119999999999999,3.9,0.7704160246533127,0.7290136411332634,S0526
H0527,660,30330569,43,43,0,3.8,25,2.67,16.0,0.215,0.215,0.0,0.38,0.125,0.267,3.2,1,0.595,0.392,3.2,0.831255195344971,0.8074501573976915,S0527
H0528,662,30330624,278,234,44,0.0,133,27.14,210.0,1.39,1.17,0.7333333333333333,0.0,0.665,2.714,42.0,0,1.9033333333333333,1000000.0,42.0,0.024332873712385433,0.002098635886673662,S0528
H0529,663,30330629,123,118,5,5.7,23,2.51,13.0,0.615,0.59,0.0833333333333333,0.5700000000000001,0.115,0.251,2.6,1,1.2433333333333332,0.366,2.6,0.5326704545454546,0.40661070304302205,S0529
H0530,665,30330631,28,28,0,2.2,15,1.72,11.0,0.14,0.14,0.0,0.22,0.075,0.172,2.2,1,0.36,0.247,2.2,0.8984725965858041,0.8906086044071354,S0530
H0531,666,30330632,28,28,0,2.2,15,1.72,11.0,0.14,0.14,0.0,0.22,0.075,0.172,2.2,1,0.36,0.247,2.2,0.8984725965858041,0.8906086044071354,S0531
H0532,668,30330639,85,79,6,0.0,10,0.96,5.0,0.425,0.395,0.1,0.0,0.05,0.096,1.0,1,0.495,0.14600000000000002,1.0,0.7412898443291327,0.6859916054564533,S0532
H0533,669,30330653,84,84,0,3.8,30,4.13,19.0,0.42,0.42,0.0,0.38,0.15,0.413,3.8,1,0.8,0.563,3.8,0.8084074373484236,0.7749213011542497,S0533
H0534,670,30330653,92,92,0,3.8,30,4.13,19.0,0.46,0.46,0.0,0.38,0.15,0.413,3.8,1,0.8400000000000001,0.563,3.8,0.783085356303837,0.74501573976915,S0534
H0535,671,30330669,74,74,0,3.8,29,3.04,18.0,0.37,0.37,0.0,0.38,0.145,0.304,3.6,1,0.75,0.44899999999999995,3.6,0.7686395080707148,0.7266526757607555,S0535
H0536,672,30330669,89,79,10,3.8,13,1.33,7.0,0.445,0.395,0.1666666666666666,0.38,0.065,0.133,1.4,1,0.9416666666666667,0.198,1.4,0.6857142857142857,0.602308499475341,S0536
H0537,673,30330673,86,83,3,7.6,38,4.57,28.0,0.43,0.415,0.05,0.76,0.19,0.457,5.6,1,1.225,0.647,5.6,0.6337135614702154,0.5383001049317944,S0537
H0538,674,30330673,102,94,8,7.6,36,4.4,28.0,0.51,0.47,0.1333333333333333,0.76,0.18,0.44,5.6,1,1.3633333333333333,0.62,5.6,0.5736137667304015,0.46432318992654775,S0538
H0539,675,30330674,86,83,3,3.8,37,4.5,28.0,0.43,0.415,0.05,0.38,0.185,0.45,5.6,1,0.845,0.635,5.6,0.8264462809917356,0.8001049317943337,S0539
H0540,676,30330674,189,164,25,5.7,40,4.99,31.5,0.945,0.82,0.4166666666666667,0.5700000000000001,0.2,0.499,6.3,1,1.8066666666666666,0.6990000000000001,6.3,0.4744583267436343,0.33945435466946483,S0540
H0541,677,30330675,301,209,92,10.8,50,8.77,66.0,1.505,1.045,1.5333333333333334,1.08,0.25,0.877,13.2,0,3.658333333333333,1000000.0,13.2,0.09486166007905139,0.012591815320041973,S0541
H0542,683,30330693,118,115,3,3.8,42,5.27,34.0,0.59,0.575,0.05,0.38,0.21,0.5269999999999999,6.8,1,1.005,0.7369999999999999,6.8,0.7886435331230284,0.7502623294858342,S0542
H0543,684,30330717,152,148,4,15.2,54,5.66,33.5,0.76,0.74,0.0666666666666666,1.52,0.27,0.5660000000000001,6.7,1,2.3266666666666667,0.8360000000000001,6.7,0.4014989293361884,0.25236096537250785,S0543
H0544,685,30330718,268,208,60,23.4,60,7.75,51.5,1.34,1.04,1.0,2.34,0.3,0.775,10.3,1,4.38,1.075,10.3,0.23228803716608595,0.08394543546694648,S0544
H0545,686,30330725,226,213,13,16.2,72,10.46,80.0,1.13,1.065,0.2166666666666666,1.62,0.36,1.046,16.0,1,2.9016666666666664,1.4060000000000001,16.0,0.4006945371978096,0.25131164742917106,S0545
H0546,687,30330726,84,84,0,7.6,18,1.92,10.0,0.42,0.42,0.0,0.76,0.09,0.192,2.0,1,1.18,0.28200000000000003,2.0,0.5494505494505494,0.433105981112277,S0546
H0547,688,30330751,182,142,40,15.0,69,12.55,93.0,0.91,0.71,0.6666666666666666,1.5,0.345,1.255,18.6,1,2.8766666666666665,1.5999999999999999,18.6,0.4392386530014642,0.2932843651626443,S0547
H0548,689,30330770,141,125,16,4.9,33,3.64,21.1,0.705,0.625,0.2666666666666666,0.49,0.165,0.364,4.220000000000001,1,1.3816666666666666,0.529,4.220000000000001,0.5397625044980209,0.41867785939139557,S0548
H0549,690,30330778,47,47,0,0.0,28,3.18,19.0,0.235,0.235,0.0,0.0,0.14,0.318,3.8,1,0.235,0.458,3.8,0.8176614881439084,0.7885624344176285,S0549
H0550,691,30330795,280,258,22,11.4,106,11.52,68.0,1.4,1.29,0.3666666666666666,1.14,0.53,1.152,13.6,1,2.796666666666667,1.682,13.6,0.47288776796973514,0.33630640083945434,S0550
H0551,692,30330798,41,37,4,2.2,5,0.54,3.0,0.205,0.185,0.0666666666666666,0.22,0.025,0.054,0.6,1,0.47166666666666657,0.079,0.6,0.8862629246676513,0.8777544596012592,S0551
H0552,693,30330798,22,22,0,2.2,4,0.4,2.5,0.11,0.11,0.0,0.22,0.02,0.04,0.5,1,0.33,0.06,0.5,0.8547008547008548,0.8431269674711438,S0552
H0553,694,30330821,55,55,0,0.0,24,2.69,17.5,0.275,0.275,0.0,0.0,0.12,0.269,3.5,1,0.275,0.389,3.5,0.8976660682226213,0.8895592864637986,S0553
H0554,695,30330833,83,83,0,3.8,31,3.58,22.0,0.415,0.415,0.0,0.38,0.155,0.358,4.4,1,0.7949999999999999,0.513,4.4,0.7800312012480499,0.7408184679958028,S0554
H0555,696,30330851,93,93,0,3.8,25,2.97,17.5,0.465,0.465,0.0,0.38,0.125,0.297,3.5,1,0.845,0.422,3.5,0.7027406886858749,0.6327387198321092,S0555
H0556,697,30330852,115,73,42,10.9,40,5.88,41.0,0.575,0.365,0.7,1.09,0.2,0.588,8.2,1,2.1550000000000002,0.788,8.2,0.4224757076468103,0.27177334732423925,S0556
H0557,698,30330875,109,97,12,3.8,37,6.29,38.0,0.545,0.485,0.2,0.38,0.185,0.629,7.6,1,1.065,0.8140000000000001,7.6,0.7993605115907275,0.7623294858342078,S0557
H0558,699,30330875,23,23,0,3.8,4,0.52,1.8,0.115,0.115,0.0,0.38,0.02,0.052,0.36,1,0.495,0.072,0.36,0.8810572687224669,0.8709338929695698,S0558
H0559,700,30330879,79,75,4,6.7,24,3.51,26.0,0.395,0.375,0.0666666666666666,0.67,0.12,0.351,5.2,1,1.1116666666666666,0.471,5.2,0.609508329947176,0.5086568730325288,S0559
H0560,701,30330920,106,101,5,3.8,37,4.63,27.0,0.53,0.505,0.0833333333333333,0.38,0.185,0.4629999999999999,5.4,0,0.9683333333333333,1000000.0,5.4,0.18410555385087451,0.05089192025183631,S0560
H0561,702,30330951,33,33,0,2.2,15,1.81,11.0,0.165,0.165,0.0,0.22,0.075,0.181,2.2,1,0.385,0.256,2.2,0.8857395925597874,0.8767051416579223,S0561
H0562,704,30330972,48,43,5,2.2,17,1.75,10.0,0.24,0.215,0.0833333333333333,0.22,0.085,0.175,2.0,1,0.5183333333333333,0.26,2.0,0.794701986754967,0.7565582371458552,S0562
H0563,705,30330986,162,156,6,7.6,50,6.13,34.5,0.81,0.78,0.1,0.76,0.25,0.613,6.9,1,1.6400000000000001,0.863,6.9,0.56274620146314,0.44858342077649527,S0563
H0564,706,30330997,45,40,5,2.2,16,1.79,11.0,0.225,0.2,0.0833333333333333,0.22,0.08,0.179,2.2,1,0.5033333333333333,0.259,2.2,0.8036431824270024,0.7670514165792235,S0564
H0565,707,30331017,58,58,0,0.0,30,3.07,18.0,0.29,0.29,0.0,0.0,0.15,0.307,3.6,1,0.29,0.45699999999999996,3.6,0.856898029134533,0.8436516264428122,S0565
H0566,708,30331035,160,136,24,11.4,67,10.19,74.0,0.8,0.68,0.4,1.14,0.335,1.019,14.8,1,2.2199999999999998,1.3539999999999999,14.8,0.5359056806002144,0.4121196222455404,S0566
H0567,710,30332010,210,189,21,24.6,74,12.22,86.0,1.05,0.945,0.35,2.46,0.37,1.222,17.2,1,3.755,1.592,17.2,0.3161555485298767,0.15372507869884575,S0567
H0568,711,30860007,68,56,12,3.9,21,2.06,13.0,0.34,0.28,0.2,0.39,0.105,0.206,2.6,1,0.8700000000000001,0.311,2.6,0.6414368184733803,0.5472193074501573,S0568
H0569,712,30860007,80,69,11,23.7,10,0.96,6.5,0.4,0.345,0.1833333333333333,2.37,0.05,0.096,1.3,1,2.8983333333333334,0.14600000000000002,1.3,0.46425255338904364,0.3247639034627492,S0569
H0570,713,30860015,122,115,7,0.0,44,4.99,29.0,0.61,0.575,0.1166666666666666,0.0,0.22,0.499,5.8,0,0.6916666666666665,1000000.0,5.8,0.1637107776261937,0.035676810073452254,S0570
H0571,715,30860017,121,100,21,18.4,52,5.49,34.0,0.605,0.5,0.35,1.84,0.26,0.549,6.8,1,2.69,0.809,6.8,0.3471017007983339,0.18363064008394545,S0571
H0572,716,30860018,152,152,0,3.8,42,4.16,25.0,0.76,0.76,0.0,0.38,0.21,0.416,5.0,0,1.1400000000000001,1000000.0,5.0,0.20576131687242802,0.06453305351521511,S0572
H0573,717,30860031,248,197,51,11.4,71,7.18,56.5,1.24,0.985,0.85,1.14,0.355,0.718,11.3,1,2.9749999999999996,1.073,11.3,0.3445899379738112,0.18048268625393493,S0573
H0574,718,30860032,232,181,51,9.5,57,5.86,38.5,1.16,0.905,0.85,0.95,0.285,0.5860000000000001,7.7,1,2.705,0.871,7.7,0.3528581510232886,0.1930745015739769,S0574
H0575,719,30860033,59,30,29,5.7,12,1.23,7.0,0.295,0.15,0.4833333333333333,0.5700000000000001,0.06,0.123,1.4,1,1.2033333333333334,0.183,1.4,0.8356545961002786,0.8147953830010494,S0575
H0576,720,30860061,190,168,22,34.6,93,14.6,104.5,0.95,0.84,0.3666666666666666,3.46,0.465,1.46,20.9,1,4.666666666666666,1.925,20.9,0.267260579064588,0.10388247639034627,S0576
H0577,722,30860095,99,99,0,3.8,3,0.37,2.3,0.495,0.495,0.0,0.38,0.015,0.037,0.4599999999999999,1,0.875,0.052,0.4599999999999999,0.7102272727272728,0.6442812172088143,S0577
H0578,723,30860109,96,71,25,7.6,8,0.86,5.0,0.48,0.355,0.4166666666666667,0.76,0.04,0.086,1.0,1,1.5316666666666667,0.126,1.0,0.6528835690968444,0.5587618048268626,S0578
H0579,726,30860139,20,20,0,2.2,1,0.32,0.9,0.1,0.1,0.0,0.22,0.005,0.032,0.18,1,0.32,0.037,0.18,0.8771929824561403,0.8672612801678908,S0579
H0580,727,30860139,54,46,8,3.8,13,1.29,7.5,0.27,0.23,0.1333333333333333,0.38,0.065,0.129,1.5,1,0.7433333333333333,0.194,1.5,0.6454388984509467,0.5498426023084995,S0580
H0581,728,30860141,93,81,12,7.6,26,2.72,17.0,0.465,0.405,0.2,0.76,0.13,0.272,3.4,1,1.365,0.402,3.4,0.5094243504839531,0.38195173137460653,S0581
H0582,729,30860142,123,87,36,7.6,58,6.79,45.0,0.615,0.435,0.6,0.76,0.29,0.679,9.0,1,1.795,0.9690000000000001,9.0,0.547645125958379,0.4315320041972718,S0582
H0583,730,30860145,55,47,8,2.2,13,1.38,8.0,0.275,0.235,0.1333333333333333,0.22,0.065,0.1379999999999999,1.6,1,0.5883333333333333,0.2029999999999999,1.6,0.7218479307025987,0.6584470094438615,S0583
H0584,731,30860145,23,15,8,2.2,22,2.24,13.0,0.115,0.075,0.1333333333333333,0.22,0.11,0.224,2.6,1,0.42833333333333334,0.334,2.6,0.9137983551629607,0.9076600209863589,S0584
H0585,732,30860149,187,130,57,13.6,54,7.91,58.0,0.935,0.65,0.95,1.36,0.27,0.791,11.6,1,2.96,1.061,11.6,0.3449465332873405,0.18100734522560336,S0585
H0586,733,30860155,61,55,6,0.0,17,1.63,9.5,0.305,0.275,0.1,0.0,0.085,0.1629999999999999,1.9,1,0.375,0.2479999999999999,1.9,0.8873114463176573,0.8793284365162645,S0586
H0587,734,30860157,119,119,0,19.0,57,5.63,28.6,0.595,0.595,0.0,1.9,0.285,0.563,5.720000000000001,1,2.495,0.8479999999999999,5.720000000000001,0.3777861730260672,0.22245540398740818,S0587
H0588,735,30860167,115,88,27,5.8,44,5.36,31.0,0.575,0.44,0.45,0.58,0.22,0.536,6.2,1,1.47,0.756,6.2,0.5834305717619603,0.47481636935991606,S0588
H0589,736,30860168,212,179,33,7.6,62,6.45,36.3,1.06,0.895,0.55,0.76,0.31,0.645,7.26,1,2.205,0.9550000000000001,7.26,0.4444444444444444,0.2990556138509968,S0589
H0590,737,30860175,444,399,45,33.4,100,12.64,85.5,2.22,1.995,0.75,3.34,0.5,1.264,17.1,1,6.085,1.764,17.1,0.18793459875963167,0.055613850996852045,S0590
H0591,738,30860176,46,46,0,11.4,34,3.48,19.5,0.23,0.23,0.0,1.14,0.17,0.348,3.9,1,1.3699999999999999,0.518,3.9,0.5399568034557236,0.419202518363064,S0591
H0592,739,30860181,73,73,0,3.8,24,2.38,14.0,0.365,0.365,0.0,0.38,0.12,0.238,2.8,1,0.745,0.358,2.8,0.7209805335255948,0.6573976915005246,S0592
H0593,741,30860197,73,68,5,15.2,35,3.38,18.0,0.365,0.34,0.0833333333333333,1.52,0.175,0.3379999999999999,3.6,1,1.9433333333333334,0.5129999999999999,3.6,0.41146619119462347,0.26180482686253936,S0593
H0594,742,30860215,6,6,0,2.2,5,0.67,3.7,0.03,0.03,0.0,0.22,0.025,0.067,0.74,1,0.25,0.092,0.74,0.8635578583765113,0.85099685204617,S0594
H0595,743,30860216,118,118,0,5.8,36,3.27,15.5,0.59,0.59,0.0,0.58,0.18,0.327,3.1,1,1.17,0.507,3.1,0.6013229104028864,0.4963273871983211,S0595
H0596,746,30860227,135,117,18,14.1,53,7.28,54.0,0.675,0.585,0.3,1.41,0.265,0.728,10.8,1,2.295,0.993,10.8,0.43440486533449174,0.2869884575026233,S0596
H0597,747,30860227,77,70,7,8.6,29,3.54,24.0,0.385,0.35,0.1166666666666666,0.86,0.145,0.354,4.8,1,1.3266666666666667,0.499,4.8,0.5471457231442641,0.4302203567681007,S0597
H0598,748,30860239,83,71,12,7.6,26,2.72,14.5,0.415,0.355,0.2,0.76,0.13,0.272,2.9,1,1.315,0.402,2.9,0.5227391531625719,0.3950682056663169,S0598
H0599,749,30860240,129,122,7,7.6,43,4.27,23.5,0.645,0.61,0.1166666666666666,0.76,0.215,0.4269999999999999,4.7,1,1.4866666666666666,0.6419999999999999,4.7,0.5421033610408384,0.4233997901364113,S0599
H0600,750,30860245,181,157,24,7.1,42,4.8,27.4,0.905,0.785,0.4,0.71,0.21,0.48,5.4799999999999995,1,1.895,0.69,5.4799999999999995,0.4535147392290249,0.31217208814270725,S0600
H0601,751,30860246,149,133,16,3.8,37,4.69,30.0,0.745,0.665,0.2666666666666666,0.38,0.185,0.469,6.0,1,1.3116666666666665,0.6539999999999999,6.0,0.6032575909913533,0.49895068205666315,S0601
H0602,752,30860249,29,29,0,2.2,104,13.81,102.0,0.145,0.145,0.0,0.22,0.52,1.381,20.4,1,0.365,1.901,20.4,0.3943217665615142,0.24239244491080797,S0602
H0603,753,30860250,213,192,21,11.5,90,8.61,49.0,1.065,0.96,0.35,1.15,0.45,0.861,9.8,1,2.46,1.311,9.8,0.4653327128897161,0.32581322140608604,S0603
H0604,754,30860253,163,140,23,17.1,88,10.99,76.0,0.815,0.7,0.3833333333333333,1.7100000000000002,0.44,1.099,15.2,1,2.7933333333333334,1.539,15.2,0.44359012272660064,0.2969569779643232,S0604
H0605,755,30860254,156,139,17,4.8,57,5.29,32.0,0.78,0.695,0.2833333333333333,0.48,0.285,0.529,6.4,1,1.4583333333333333,0.8140000000000001,6.4,0.608149199270221,0.5057712486883525,S0605
H0606,756,30860265,100,94,6,22.8,49,7.72,55.0,0.5,0.47,0.1,2.28,0.245,0.772,11.0,1,2.8499999999999996,1.017,11.0,0.3529827038475115,0.19359916054564533,S0606
H0607,757,30860274,122,117,5,7.6,65,6.86,43.0,0.61,0.585,0.0833333333333333,0.76,0.325,0.686,8.6,1,1.4283333333333332,1.0110000000000001,8.6,0.7055503292568205,0.6353620146904512,S0607
H0608,759,30860310,143,128,15,6.7,42,4.11,21.0,0.715,0.64,0.25,0.67,0.21,0.411,4.2,1,1.56,0.621,4.2,0.5157297576070139,0.38693599160545644,S0608
H0609,761,30860391,85,72,13,3.8,30,3.11,19.0,0.425,0.36,0.2166666666666666,0.38,0.15,0.311,3.8,1,0.9566666666666666,0.46099999999999997,3.8,0.6685981724983285,0.5802728226652676,S0609
H0610,762,30860394,87,86,1,2.9,16,1.88,11.0,0.435,0.43,0.0166666666666666,0.29,0.08,0.188,2.2,1,0.7366666666666666,0.268,2.2,0.6808896958692692,0.5983735571878279,S0610
H0611,763,30860430,263,218,45,11.4,77,7.77,47.0,1.315,1.09,0.75,1.14,0.385,0.7769999999999999,9.4,1,2.98,1.162,9.4,0.35486160397444994,0.195697796432319,S0611
H0612,764,30860443,157,137,20,16.5,64,8.28,62.0,0.785,0.685,0.3333333333333333,1.65,0.32,0.828,12.4,1,2.668333333333333,1.148,12.4,0.39677291363576245,0.24501573976915006,S0612
H0613,765,30860444,138,131,7,5.8,56,6.61,39.0,0.69,0.655,0.1166666666666666,0.58,0.28,0.661,7.8,1,1.3516666666666666,0.9410000000000001,7.8,0.7088846880907373,0.6411332633788038,S0613
H0614,766,30860447,62,62,0,0.0,7,0.79,5.5,0.31,0.31,0.0,0.0,0.035,0.079,1.1,1,0.31,0.114,1.1,0.8361204013377926,0.8161070304302204,S0614
H0615,767,30860447,19,19,0,3.8,13,1.29,8.0,0.095,0.095,0.0,0.38,0.065,0.129,1.6,1,0.475,0.194,1.6,0.7806401249024201,0.7413431269674712,S0615
H0616,768,30860448,35,35,0,7.6,17,1.92,10.5,0.175,0.175,0.0,0.76,0.085,0.192,2.1,1,0.935,0.277,2.1,0.6031363088057902,0.49842602308499473,S0616
H0617,769,30860449,95,92,3,11.6,14,1.69,10.0,0.475,0.46,0.05,1.16,0.07,0.1689999999999999,2.0,1,1.67,0.2389999999999999,2.0,0.7518796992481203,0.703305351521511,S0617
H0618,770,30860450,29,29,0,3.8,3,0.4,1.9,0.145,0.145,0.0,0.38,0.015,0.04,0.38,1,0.525,0.055,0.38,0.8733624454148472,0.8609653725078699,S0618
H0619,771,30860450,291,263,28,46.0,85,9.11,54.5,1.455,1.315,0.4666666666666667,4.6,0.425,0.911,10.9,1,6.381666666666666,1.336,10.9,0.18121413470250675,0.047743966421825816,S0619
H0620,772,30860491,193,157,36,0.0,85,12.71,87.0,0.965,0.785,0.6,0.0,0.425,1.271,17.4,1,1.385,1.696,17.4,0.7627765064836003,0.7179958027282266,S0620
H0621,773,30860495,92,85,7,5.7,49,4.41,23.0,0.46,0.425,0.1166666666666666,0.5700000000000001,0.245,0.441,4.6,1,1.1116666666666668,0.6859999999999999,4.6,0.7014262333411269,0.6285414480587618,S0621
H0622,774,30860533,146,134,12,15.2,48,4.69,28.0,0.73,0.67,0.2,1.52,0.24,0.469,5.6,1,2.39,0.709,5.6,0.37299515106303616,0.21511017838405036,S0622
H0623,775,30860533,289,248,41,30.4,103,12.67,89.0,1.445,1.24,0.6833333333333333,3.04,0.515,1.267,17.8,1,4.963333333333333,1.782,17.8,0.23915816326530615,0.08709338929695698,S0623
H0624,776,30860539,18,18,0,2.2,8,0.75,4.5,0.09,0.09,0.0,0.22,0.04,0.075,0.9,1,0.31,0.11499999999999999,0.9,0.8368200836820083,0.8171563483735572,S0624
H0625,777,30860539,36,36,0,3.8,46,3.93,24.0,0.18,0.18,0.0,0.38,0.23,0.393,4.8,1,0.56,0.623,4.8,0.9407337723424272,0.9378279118572928,S0625
H0626,778,30860539,97,80,17,3.8,35,4.49,31.0,0.485,0.4,0.2833333333333333,0.38,0.175,0.449,6.2,1,1.0633333333333335,0.624,6.2,0.6947660954145437,0.6169989506820567,S0626
H0627,779,30860540,224,201,23,11.5,89,12.75,86.0,1.12,1.005,0.3833333333333333,1.15,0.445,1.275,17.2,1,2.538333333333333,1.72,17.2,0.5499541704857929,0.43441762854144805,S0627
H0628,780,30860545,122,113,9,3.8,60,6.66,42.0,0.61,0.565,0.15,0.38,0.3,0.666,8.4,1,1.095,0.966,8.4,0.8857395925597874,0.8767051416579223,S0628
H0629,781,30860546,112,100,12,5.7,33,3.37,18.3,0.56,0.5,0.2,0.5700000000000001,0.165,0.337,3.66,1,1.27,0.502,3.66,0.5656108597285068,0.45383001049317945,S0629
H0630,784,30860595,100,92,8,3.8,49,4.94,30.0,0.5,0.46,0.1333333333333333,0.38,0.245,0.494,6.0,1,0.9733333333333333,0.739,6.0,0.8101539292465568,0.7804302203567681,S0630
H0631,785,30860603,144,137,7,5.7,53,5.32,33.5,0.72,0.685,0.1166666666666666,0.5700000000000001,0.265,0.532,6.7,0,1.3716666666666666,1000000.0,6.7,0.15801948907031868,0.03305351521511018,S0631
H0632,787,30860616,426,366,60,22.8,136,17.01,116.0,2.13,1.83,1.0,2.28,0.68,1.701,23.2,1,5.109999999999999,2.3810000000000002,23.2,0.26816840976133016,0.10519412381951732,S0632
H0633,788,30860644,55,48,7,17.0,23,2.24,11.0,0.275,0.24,0.1166666666666666,1.7,0.115,0.224,2.2,1,2.0566666666666666,0.339,2.2,0.8746355685131194,0.8630640083945436,S0633
H0634,789,30860650,327,280,47,0.0,192,37.39,283.0,1.635,1.4,0.7833333333333333,0.0,0.96,3.739,56.6,1,2.183333333333333,4.699,56.6,0.2844410732909832,0.12381951731374606,S0634
H0635,790,30860667,41,34,7,0.0,21,2.06,10.0,0.205,0.17,0.1166666666666666,0.0,0.105,0.206,2.0,0,0.2866666666666666,1000000.0,2.0,0.36855036855036855,0.20933892969569778,S0635
H0636,791,30860672,35,35,0,3.8,4,0.7,1.3,0.175,0.175,0.0,0.38,0.02,0.0699999999999999,0.26,1,0.5549999999999999,0.0899999999999999,0.26,0.8547008547008546,0.8423399790136411,S0636
H0637,793,30860708,235,223,12,38.7,147,25.92,190.0,1.175,1.115,0.2,3.87,0.735,2.592,38.0,1,5.1850000000000005,3.327,38.0,0.3498950314905528,0.18782791185729275,S0637
H0638,794,30860711,169,159,10,7.6,74,7.75,47.0,0.845,0.795,0.1666666666666666,0.76,0.37,0.775,9.4,1,1.7216666666666667,1.145,9.4,0.6342494714587738,0.5396117523609654,S0638
H0639,795,30860712,250,218,32,11.6,76,7.48,42.0,1.25,1.09,0.5333333333333333,1.16,0.38,0.748,8.4,1,2.783333333333333,1.1280000000000001,8.4,0.3766005523474768,0.21983210912906612,S0639
H0640,797,30860718,418,302,116,23.6,126,15.15,101.0,2.09,1.51,1.9333333333333331,2.3600000000000003,0.63,1.515,20.2,1,5.803333333333334,2.145,20.2,0.21466905187835422,0.06977964323189927,S0640
H0641,798,30860723,132,118,14,6.7,42,4.08,20.0,0.66,0.59,0.2333333333333333,0.67,0.21,0.408,4.0,1,1.4933333333333332,0.618,4.0,0.5332385353714896,0.40766002098635884,S0641
H0642,799,30860725,112,107,5,0.0,90,9.16,53.7,0.56,0.535,0.0833333333333333,0.0,0.45,0.916,10.74,1,0.6183333333333333,1.366,10.74,0.5721914934197977,0.46065057712486884,S0642
H0643,800,30860726,141,127,14,0.0,138,11.79,78.5,0.705,0.635,0.2333333333333333,0.0,0.69,1.1789999999999998,15.7,1,0.8683333333333333,1.8689999999999998,15.7,0.49983338887037654,0.3709338929695698,S0643
H0644,801,30860737,211,179,32,0.0,129,24.5,186.0,1.055,0.895,0.5333333333333333,0.0,0.645,2.45,37.2,1,1.4283333333333332,3.095,37.2,0.37499999999999994,0.21773347324239245,S0644
H0645,802,30860762,227,190,37,27.0,19,1.85,13.0,1.135,0.95,0.6166666666666667,2.7,0.095,0.185,2.6,1,4.266666666666667,0.28,2.6,0.375,0.21825813221406087,S0645
H0646,803,30860762,53,44,9,2.9,24,2.32,12.0,0.265,0.22,0.15,0.29,0.12,0.2319999999999999,2.4,1,0.6599999999999999,0.35199999999999987,2.4,0.764525993883792,0.722193074501574,S0646
H0647,805,30860768,109,99,10,5.8,51,5.33,30.0,0.545,0.495,0.1666666666666666,0.58,0.255,0.533,6.0,1,1.2416666666666667,0.788,6.0,0.687915615684476,0.6044071353620147,S0647
H0648,806,30860803,187,175,12,11.8,48,4.86,26.0,0.935,0.875,0.2,1.1800000000000002,0.24,0.486,5.2,1,2.255,0.726,5.2,0.3954132068011072,0.24344176285414482,S0648
H0649,807,30860804,10,10,0,0.0,2,0.29,0.2,0.05,0.05,0.0,0.0,0.01,0.0289999999999999,0.04,1,0.05,0.0389999999999999,0.04,0.9990009990009989,0.9965897166841553,S0649
H0650,808,30860804,10,10,0,0.0,2,0.29,0.2,0.05,0.05,0.0,0.0,0.01,0.0289999999999999,0.04,1,0.05,0.0389999999999999,0.04,0.9990009990009989,0.9965897166841553,S0650
H0651,809,31320005,104,80,24,9.6,75,8.2,55.0,0.52,0.4,0.4,0.96,0.375,0.82,11.0,1,1.76,1.1949999999999998,11.0,0.6389776357827476,0.5448583420776495,S0651
H0652,810,31320005,266,207,59,38.3,188,30.15,230.0,1.33,1.035,0.9833333333333332,3.83,0.94,3.0149999999999997,46.0,1,5.848333333333333,3.9549999999999996,46.0,0.3456221198156682,0.1825813221406086,S0652
