respondent_id,normalized_weight,Choice,CAR_AVAILABLE,PT_AVAILABLE,SLOW_AVAILABLE,TimePT,TimeCar,WaitingTimePT,MarginalCostPT,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,task_index,panel_row_index
H0124,2.029711386372872,1,1,1,1,146,59,0,18.4,6.03,28.0,0.73,0.295,0.0,1.84,0.603,5.6,0,1,0,1,0,0,7.0,1,0,0,0,1,1,2,3,4,2,3,1,1
H0125,0.2290902236010023,1,1,1,1,239,69,12,19.8,6.91,33.0,1.195,0.345,0.2,1.98,0.6910000000000001,6.6,0,0,0,1,0,0,5.0,1,0,1,0,1,1,2,2,4,2,2,1,1
H0126,0.5414274486172608,1,1,1,1,203,57,16,23.25,6.94,46.0,1.015,0.285,0.2666666666666666,2.325,0.6940000000000001,9.2,1,0,0,0,0,0,15.0,1,0,0,0,1,4,6,1,4,2,3,1,1
H0127,0.7944811628173415,0,1,1,1,82,30,0,6.0,2.89,14.0,0.41,0.15,0.0,0.6,0.289,2.8,1,0,0,0,0,1,5.0,1,1,0,0,1,2,3,2,4,3,2,1,1
H0128,0.2290902236010023,1,1,1,1,138,53,1,20.0,5.23,31.0,0.69,0.265,0.0166666666666666,2.0,0.523,6.2,1,0,0,0,0,0,7.0,1,0,0,0,1,1,6,1,5,1,2,1,1
H0129,2.029711386372872,0,1,1,1,98,48,0,0.0,4.74,30.0,0.49,0.24,0.0,0.0,0.474,6.0,0,1,0,1,0,1,3.25,1,1,0,1,0,1,1,1,3,1,2,1,1
H0130,0.8584724543995766,1,1,1,1,15,10,0,0.0,1.23,7.0,0.075,0.05,0.0,0.0,0.123,1.4,0,1,0,1,0,0,7.0,0,0,1,1,0,1,5,6,3,1,1,1,1
H0131,0.6019450605361366,0,1,1,1,95,130,5,12.1,16.29,121.0,0.475,0.65,0.0833333333333333,1.21,1.629,24.2,1,0,0,0,0,0,9.0,0,1,0,1,0,3,3,1,4,1,3,1,1
H0132,2.029711386372872,0,0,1,1,61,17,0,4.1,1.95,13.5,0.305,0.085,0.0,0.41,0.195,2.7,0,1,0,1,0,1,9.0,1,0,0,1,0,2,2,3,5,1,4,1,1
H0133,0.3735873657560173,2,1,1,1,46,6,0,2.2,0.66,3.2,0.23,0.03,0.0,0.22,0.066,0.64,1,0,0,0,0,0,7.0,1,0,0,1,0,4,3,2,5,2,2,1,1
H0134,0.3735873657560173,2,1,1,1,51,6,0,2.2,0.66,3.2,0.255,0.03,0.0,0.22,0.066,0.64,1,0,0,0,0,0,7.0,1,0,0,1,0,4,3,2,5,2,2,1,1
H0135,0.954424398357919,2,1,1,1,36,6,0,0.0,0.75,2.5,0.18,0.03,0.0,0.0,0.075,0.5,0,1,0,1,0,0,7.0,0,0,1,0,1,2,2,2,5,1,2,1,1
H0136,0.954424398357919,2,1,1,1,34,6,0,3.0,0.75,2.5,0.17,0.03,0.0,0.3,0.075,0.5,0,1,0,1,0,0,7.0,0,0,1,1,0,2,2,2,5,1,2,1,1
H0137,0.3735873657560173,2,1,1,1,26,13,0,2.2,1.33,7.6,0.13,0.065,0.0,0.22,0.133,1.52,0,1,0,0,0,1,-0.001,0,0,1,0,1,1,4,1,5,6,4,1,1
H0138,0.7944811628173415,0,1,1,1,219,177,17,0.0,24.26,180.5,1.095,0.885,0.2833333333333333,0.0,2.426,36.1,1,0,0,0,0,0,15.0,1,0,0,0,1,4,2,1,4,1,2,1,1
H0139,0.2290902236010023,2,1,1,1,18,4,0,2.2,0.49,1.9,0.09,0.02,0.0,0.22,0.049,0.38,1,0,0,0,0,0,9.0,1,0,1,1,0,2,4,1,4,1,2,1,1
H0140,0.3735873657560173,1,1,1,1,69,14,0,3.0,1.63,7.0,0.345,0.07,0.0,0.3,0.1629999999999999,1.4,1,0,0,0,0,0,9.0,0,0,1,0,1,4,6,3,4,2,2,1,1
H0141,0.3735873657560173,1,1,1,1,58,14,0,2.6,1.62,6.0,0.29,0.07,0.0,0.26,0.162,1.2,1,0,0,0,0,0,9.0,0,0,1,0,1,4,6,3,4,2,2,1,1
H0142,2.256576028779217,1,1,1,1,105,37,6,16.6,3.58,23.6,0.525,0.185,0.1,1.66,0.358,4.720000000000001,0,1,1,0,0,0,7.0,1,0,0,0,1,1,5,1,5,1,3,1,1
H0143,2.256576028779217,1,1,1,1,39,21,0,6.2,1.99,12.6,0.195,0.105,0.0,0.62,0.199,2.52,0,1,1,0,0,0,7.0,1,0,0,1,0,1,5,1,5,1,3,1,1
H0144,0.7944811628173415,1,1,1,1,29,8,0,6.0,0.37,2.4,0.145,0.04,0.0,0.6,0.037,0.48,1,0,0,0,0,0,7.0,1,0,1,0,1,1,5,1,5,1,3,1,1
H0145,0.7944811628173415,0,1,1,1,83,33,7,8.0,4.7,35.0,0.415,0.165,0.1166666666666666,0.8,0.47,7.0,1,0,0,0,0,1,10.807,1,0,0,1,0,4,2,2,5,1,2,1,1
H0146,0.954424398357919,0,1,1,1,168,114,11,18.5,13.54,101.0,0.84,0.57,0.1833333333333333,1.85,1.354,20.2,0,1,0,1,0,0,7.0,0,1,0,1,0,4,4,2,5,4,2,1,1
H0147,0.6019450605361366,0,1,1,1,215,163,21,0.0,20.71,150.0,1.075,0.815,0.35,0.0,2.071,30.0,0,0,0,0,0,0,9.0,1,0,1,1,0,1,1,1,5,2,3,1,1
H0148,0.379687884439486,0,0,1,1,140,56,10,0.0,10.02,69.0,0.7,0.28,0.1666666666666666,0.0,1.002,13.8,0,0,0,0,0,1,9.321,1,0,1,1,0,3,1,3,5,1,1,1,1
H0149,0.8832827856419051,0,1,1,1,280,199,19,0.0,33.47,235.0,1.4,0.995,0.3166666666666666,0.0,3.347,47.0,1,0,0,0,0,1,10.807,1,0,0,1,0,2,3,1,4,1,4,1,1
H0150,0.2545934244605354,1,1,1,1,46,16,0,3.1,1.48,9.1,0.23,0.08,0.0,0.31,0.148,1.82,1,0,1,0,0,0,15.0,1,0,0,0,1,3,1,2,5,1,3,1,1
H0151,0.2545934244605354,1,1,1,1,46,16,0,3.1,1.48,9.1,0.23,0.08,0.0,0.31,0.148,1.82,1,0,1,0,0,0,15.0,1,0,0,0,1,3,1,2,5,1,3,1,1
H0152,2.256576028779217,1,1,1,1,160,40,7,21.8,4.86,32.8,0.8,0.2,0.1166666666666666,2.18,0.486,6.56,0,1,0,1,0,0,9.0,0,1,0,0,1,3,2,3,5,2,2,1,1
H0153,2.256576028779217,1,1,1,1,168,72,5,38.8,11.16,85.0,0.84,0.36,0.0833333333333333,3.88,1.116,17.0,0,1,0,1,0,0,9.0,0,1,0,1,0,3,2,3,5,2,2,1,1
H0154,0.5414274486172608,1,1,1,1,237,13,33,81.4,1.35,8.5,1.185,0.065,0.55,8.14,0.135,1.7,1,0,0,0,0,1,9.0,1,0,0,0,1,2,2,1,4,1,2,1,1
H0155,0.5414274486172608,1,1,1,1,237,13,33,81.4,1.35,8.5,1.185,0.065,0.55,8.14,0.135,1.7,1,0,0,0,0,1,9.0,1,0,0,1,0,2,2,1,4,1,2,1,1
H0156,0.5414274486172608,1,1,1,1,106,25,15,10.8,2.85,19.2,0.53,0.125,0.25,1.08,0.285,3.84,0,0,0,1,0,1,7.0,1,0,0,0,1,1,1,4,4,1,1,1,1
H0157,0.5414274486172608,1,1,1,1,76,23,8,6.2,2.31,15.3,0.38,0.115,0.1333333333333333,0.62,0.231,3.06,0,0,0,1,0,1,7.0,1,0,0,1,0,1,1,4,4,1,1,1,1
H0158,0.6019450605361366,0,1,1,1,281,194,51,0.0,25.67,189.2,1.405,0.97,0.85,0.0,2.567,37.84,1,0,0,1,0,0,7.0,1,0,0,1,0,4,2,2,5,2,3,1,1
H0159,0.6019450605361366,0,1,1,1,281,194,51,0.0,25.67,189.2,1.405,0.97,0.85,0.0,2.567,37.84,1,0,0,1,0,0,7.0,1,0,0,1,0,4,2,2,4,2,3,1,1
H0160,0.3735873657560173,1,1,1,1,90,11,16,4.3,1.16,7.5,0.45,0.055,0.2666666666666666,0.43,0.1159999999999999,1.5,1,0,1,0,0,0,15.0,0,0,1,0,1,3,2,4,3,4,4,1,1
H0161,0.954424398357919,0,1,1,1,57,23,8,0.0,2.51,16.1,0.285,0.115,0.1333333333333333,0.0,0.251,3.22,0,1,0,1,0,0,5.0,0,0,1,1,0,5,1,3,5,1,4,1,1
H0162,2.256576028779217,1,1,1,1,79,12,16,11.2,1.2,7.5,0.395,0.06,0.2666666666666666,1.12,0.12,1.5,0,1,1,0,0,0,7.0,1,0,0,0,1,1,3,1,5,1,1,1,1
H0163,2.256576028779217,1,1,1,1,81,8,16,11.2,0.82,4.6,0.405,0.04,0.2666666666666666,1.12,0.0819999999999999,0.92,0,1,1,0,0,0,7.0,1,0,0,1,0,1,3,1,5,1,1,1,1
H0164,2.256576028779217,1,1,1,1,99,10,36,11.2,1.1,7.0,0.495,0.05,0.6,1.12,0.11,1.4,0,1,1,0,0,0,7.0,1,0,0,1,0,1,3,1,5,1,1,1,1
H0165,0.954424398357919,1,1,1,1,82,14,16,11.0,1.39,10.0,0.41,0.07,0.2666666666666666,1.1,0.1389999999999999,2.0,0,1,0,1,0,0,7.0,1,0,0,0,1,2,3,2,3,3,2,1,1
H0166,0.954424398357919,1,1,1,1,82,14,16,11.0,1.39,10.0,0.41,0.07,0.2666666666666666,1.1,0.1389999999999999,2.0,0,1,0,1,0,0,7.0,1,0,0,1,0,2,3,2,3,3,2,1,1
H0167,5.694231137832636,0,0,1,1,144,57,8,14.2,10.09,69.0,0.72,0.285,0.1333333333333333,1.42,1.009,13.8,0,1,0,0,0,1,6.101,0,0,0,1,0,6,1,2,4,6,2,1,1
H0168,5.694231137832636,0,0,1,1,144,57,8,0.0,10.09,69.0,0.72,0.285,0.1333333333333333,0.0,1.009,13.8,0,1,0,0,0,1,6.101,0,0,1,1,0,5,6,4,5,6,3,1,1
H0169,0.954424398357919,1,1,1,1,193,92,0,12.1,9.62,73.74,0.965,0.46,0.0,1.21,0.962,14.748,0,1,0,1,0,0,7.0,1,0,1,0,1,3,4,1,4,1,2,1,1
H0170,3.4343260688387685,1,1,1,1,61,8,0,3.2,0.87,5.0,0.305,0.04,0.0,0.32,0.087,1.0,0,1,0,0,0,0,7.0,0,0,0,0,1,2,3,4,2,1,2,1,1
H0171,0.6019450605361366,1,1,1,1,39,6,0,3.0,0.72,3.4,0.195,0.03,0.0,0.3,0.072,0.6799999999999999,1,0,1,0,0,0,15.0,1,0,1,1,0,6,4,3,5,3,4,1,1
H0172,0.2545934244605354,0,1,1,1,189,178,10,32.0,24.26,180.0,0.945,0.89,0.1666666666666666,3.2,2.426,36.0,1,0,0,1,0,0,9.0,0,0,0,1,0,6,4,1,4,1,2,1,1
H0173,0.2545934244605354,0,1,1,1,109,129,4,0.0,15.76,116.0,0.545,0.645,0.0666666666666666,0.0,1.576,23.2,1,0,0,0,0,0,9.0,0,0,1,1,0,2,2,2,2,2,2,1,1
H0174,2.029711386372872,1,1,1,1,82,38,5,18.4,4.1,26.0,0.41,0.19,0.0833333333333333,1.84,0.41,5.2,0,1,0,0,1,0,9.0,1,0,1,1,0,2,6,1,5,1,4,1,1
H0175,0.8584724543995766,1,1,1,1,132,53,2,0.0,7.32,52.0,0.66,0.265,0.0333333333333333,0.0,0.732,10.4,0,1,0,1,0,0,5.0,1,0,0,1,0,2,2,1,4,1,2,1,1
H0176,0.3735873657560173,0,1,1,1,93,32,9,0.0,4.14,26.0,0.465,0.16,0.15,0.0,0.414,5.2,1,0,0,0,0,0,15.0,0,0,1,1,0,4,3,4,2,1,4,1,1
H0177,0.7495589495214057,0,1,1,1,86,28,0,3.8,3.38,22.0,0.43,0.14,0.0,0.38,0.3379999999999999,4.4,0,1,0,0,0,0,9.0,0,0,1,1,0,1,3,3,3,3,4,1,1
H0178,0.3360277669782562,1,1,1,1,225,60,20,23.1,9.33,69.0,1.125,0.3,0.3333333333333333,2.31,0.933,13.8,1,0,0,0,0,0,15.0,1,1,0,0,1,3,5,1,3,1,5,1,1
H0179,0.3735873657560173,1,1,1,1,112,29,10,4.8,4.18,26.5,0.56,0.145,0.1666666666666666,0.48,0.418,5.3,1,0,1,0,0,0,15.0,1,0,0,1,0,3,2,2,4,1,3,1,1
H0180,0.8832827856419051,1,1,1,1,113,27,1,3.8,2.94,18.5,0.565,0.135,0.0166666666666666,0.38,0.294,3.7,1,0,0,0,0,0,15.0,1,0,1,0,1,4,4,2,2,5,4,1,1
H0181,0.1999290444257219,1,1,1,1,142,38,3,3.8,3.98,25.0,0.71,0.19,0.05,0.38,0.398,5.0,0,1,0,0,0,0,3.25,0,0,0,1,0,2,4,3,3,3,3,1,1
H0182,0.2290902236010023,0,1,1,1,87,26,1,3.8,2.72,16.5,0.435,0.13,0.0166666666666666,0.38,0.272,3.3,0,0,0,0,0,0,15.0,0,0,1,1,0,4,4,3,3,1,3,1,1
H0183,0.8832827856419051,1,1,1,1,73,12,5,5.7,1.62,11.0,0.365,0.06,0.0833333333333333,0.5700000000000001,0.162,2.2,1,0,0,0,0,0,15.0,1,0,1,0,1,3,5,2,4,2,2,1,1
H0184,0.7944811628173415,1,1,1,1,200,66,49,8.6,7.44,46.5,1.0,0.33,0.8166666666666667,0.86,0.744,9.3,1,0,1,0,0,0,15.0,0,0,1,0,1,5,4,1,5,1,1,1,1
H0185,0.7944811628173415,1,1,1,1,118,38,19,3.8,4.66,29.0,0.59,0.19,0.3166666666666666,0.38,0.466,5.8,1,0,1,0,0,0,15.0,0,0,1,1,0,5,4,1,5,1,1,1,1
H0186,0.3735873657560173,1,1,1,1,277,88,23,29.3,12.91,100.5,1.385,0.44,0.3833333333333333,2.93,1.291,20.1,1,0,1,0,0,0,15.0,0,0,1,0,1,5,4,2,4,1,4,1,1
H0187,0.2545934244605354,0,1,1,1,96,31,5,3.8,3.28,18.5,0.48,0.155,0.0833333333333333,0.38,0.3279999999999999,3.7,0,0,0,0,0,0,15.0,0,0,1,1,0,2,4,4,3,3,4,1,1
H0188,0.5414274486172608,0,1,1,1,86,34,0,3.8,3.42,19.5,0.43,0.17,0.0,0.38,0.3419999999999999,3.9,1,0,0,0,0,0,9.0,0,0,1,0,1,5,5,1,5,1,4,1,1
H0189,0.2290902236010023,1,1,1,1,123,23,5,5.7,2.51,13.0,0.615,0.115,0.0833333333333333,0.5700000000000001,0.251,2.6,1,0,0,0,0,0,5.0,1,0,1,0,1,3,4,1,3,1,2,1,1
H0190,2.029711386372872,0,1,1,1,74,29,0,3.8,3.04,18.0,0.37,0.145,0.0,0.38,0.304,3.6,0,1,0,1,0,0,5.0,0,0,1,1,0,3,3,2,3,2,1,1,1
H0191,0.2545934244605354,1,1,1,1,86,37,3,3.8,4.5,28.0,0.43,0.185,0.05,0.38,0.45,5.6,0,0,0,0,0,0,15.0,1,1,0,0,1,1,1,4,3,3,2,1,1
H0192,0.2545934244605354,1,1,1,1,189,40,25,5.7,4.99,31.5,0.945,0.2,0.4166666666666667,0.5700000000000001,0.499,6.3,0,0,0,0,0,0,15.0,1,1,0,0,1,1,1,4,3,3,2,1,1
H0193,0.8584724543995766,0,0,1,1,301,50,92,10.8,8.77,66.0,1.505,0.25,1.5333333333333334,1.08,0.877,13.2,0,1,0,1,0,0,5.0,1,0,1,0,1,2,3,3,4,1,1,1,1
H0194,0.3735873657560173,1,1,1,1,118,42,3,3.8,5.27,34.0,0.59,0.21,0.05,0.38,0.5269999999999999,6.8,1,0,0,0,0,0,9.0,1,1,0,1,0,1,2,1,3,2,4,1,1
H0195,0.3735873657560173,1,1,1,1,152,54,4,15.2,5.66,33.5,0.76,0.27,0.0666666666666666,1.52,0.5660000000000001,6.7,1,0,0,0,0,0,2.0,0,1,0,0,1,1,1,1,1,3,3,1,1
H0196,0.2545934244605354,1,1,1,1,226,72,13,16.2,10.46,80.0,1.13,0.36,0.2166666666666666,1.62,1.046,16.0,0,0,0,1,0,0,15.0,0,0,0,0,1,1,1,2,5,3,2,1,1
H0197,0.954424398357919,1,1,1,1,182,69,40,15.0,12.55,93.0,0.91,0.345,0.6666666666666666,1.5,1.255,18.6,0,1,1,0,0,0,15.0,0,0,1,1,0,1,3,2,4,2,2,1,1
H0198,0.3735873657560173,2,1,1,1,141,33,16,4.9,3.64,21.1,0.705,0.165,0.2666666666666666,0.49,0.364,4.220000000000001,1,0,0,0,0,0,7.0,0,1,0,0,1,4,5,2,4,1,2,1,1
H0199,0.954424398357919,1,1,1,1,280,106,22,11.4,11.52,68.0,1.4,0.53,0.3666666666666666,1.14,1.152,13.6,0,1,1,0,0,0,7.384,0,0,1,0,1,1,6,1,6,2,5,1,1
H0200,0.8832827856419051,0,1,1,1,55,24,0,0.0,2.69,17.5,0.275,0.12,0.0,0.0,0.269,3.5,1,0,0,1,0,0,15.0,1,0,0,1,0,5,1,2,4,1,2,1,1
H0201,0.3735873657560173,2,1,1,1,83,31,0,3.8,3.58,22.0,0.415,0.155,0.0,0.38,0.358,4.4,1,0,0,0,0,0,15.0,0,0,1,1,0,5,5,2,5,1,3,1,1
H0202,0.3735873657560173,1,1,1,1,93,25,0,3.8,2.97,17.5,0.465,0.125,0.0,0.38,0.297,3.5,1,0,0,0,0,0,9.0,1,0,1,1,0,5,4,2,3,1,4,1,1
H0203,0.8584724543995766,0,1,1,1,58,30,0,0.0,3.07,18.0,0.29,0.15,0.0,0.0,0.307,3.6,0,1,0,1,0,0,7.0,0,0,1,1,0,3,4,6,2,3,4,1,1
H0204,0.954424398357919,1,1,1,1,160,67,24,11.4,10.19,74.0,0.8,0.335,0.4,1.14,1.019,14.8,0,1,0,0,0,0,15.0,1,0,1,1,0,1,4,2,3,4,3,1,1
H0205,0.2290902236010023,1,1,1,1,210,74,21,24.6,12.22,86.0,1.05,0.37,0.35,2.46,1.222,17.2,1,0,0,1,0,0,15.0,0,0,1,0,1,1,4,1,4,1,4,1,1
H0206,0.8584724543995766,0,0,1,1,122,44,7,0.0,4.99,29.0,0.61,0.22,0.1166666666666666,0.0,0.499,5.8,0,1,0,1,0,0,5.0,0,0,0,0,1,2,3,3,4,1,3,1,1
H0207,5.121759864312539,0,0,1,1,152,42,0,3.8,4.16,25.0,0.76,0.21,0.0,0.38,0.416,5.0,0,1,0,0,0,1,5.0,1,0,0,1,0,3,6,3,3,6,3,1,1
H0208,0.8584724543995766,1,1,1,1,248,71,51,11.4,7.18,56.5,1.24,0.355,0.85,1.14,0.718,11.3,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1,1,1
H0209,0.8584724543995766,1,1,1,1,232,57,51,9.5,5.86,38.5,1.16,0.285,0.85,0.95,0.5860000000000001,7.7,0,1,0,1,0,0,5.0,0,0,0,0,1,2,2,1,1,2,1,1,1
H0210,0.5414274486172608,1,1,1,1,99,3,0,3.8,0.37,2.3,0.495,0.015,0.0,0.38,0.037,0.4599999999999999,0,0,0,1,0,1,7.0,1,0,0,1,0,2,5,2,3,3,2,1,1
H0211,0.2290902236010023,1,1,1,1,93,26,12,7.6,2.72,17.0,0.465,0.13,0.2,0.76,0.272,3.4,1,0,1,0,0,0,9.0,1,0,1,1,0,4,4,6,5,6,6,1,1
H0212,0.2545934244605354,0,1,1,1,119,57,0,19.0,5.63,28.6,0.595,0.285,0.0,1.9,0.563,5.720000000000001,0,1,0,0,0,1,15.0,0,0,1,0,1,4,4,1,4,1,2,1,1
H0213,0.8584724543995766,1,1,1,1,46,34,0,11.4,3.48,19.5,0.23,0.17,0.0,1.14,0.348,3.9,0,1,0,0,0,1,5.0,0,0,0,0,1,1,2,4,3,2,3,1,1
H0214,2.029711386372872,2,1,1,1,73,35,5,15.2,3.38,18.0,0.365,0.175,0.0833333333333333,1.52,0.3379999999999999,3.6,0,1,0,0,0,1,9.0,1,0,0,1,0,5,3,1,5,1,3,1,1
H0215,2.029711386372872,1,1,1,1,129,43,7,7.6,4.27,23.5,0.645,0.215,0.1166666666666666,0.76,0.4269999999999999,4.7,0,1,0,1,0,0,7.0,0,0,0,0,1,2,1,2,6,3,1,1,1
H0216,0.3735873657560173,1,1,1,1,181,42,24,7.1,4.8,27.4,0.905,0.21,0.4,0.71,0.48,5.48,1,0,0,1,0,0,9.0,0,0,0,0,1,2,5,2,4,1,2,1,1
H0217,0.3735873657560173,1,1,1,1,149,37,16,3.8,4.69,30.0,0.745,0.185,0.2666666666666666,0.38,0.469,6.0,1,0,0,1,0,0,9.0,0,0,0,1,0,2,5,2,4,1,2,1,1
H0218,0.2290902236010023,1,1,1,1,213,90,21,11.5,8.61,49.0,1.065,0.45,0.35,1.15,0.861,9.8,0,0,0,1,0,0,15.0,0,1,0,1,0,2,5,1,5,2,3,1,1
H0219,8.119879017681459,1,1,1,1,163,88,23,17.1,10.99,76.0,0.815,0.44,0.3833333333333333,1.7100000000000002,1.099,15.2,0,1,0,1,0,0,7.0,1,0,0,1,0,4,1,2,4,2,2,1,1
H0220,0.2545934244605354,0,1,1,1,122,65,5,7.6,6.86,43.0,0.61,0.325,0.0833333333333333,0.76,0.686,8.6,1,0,0,0,0,0,9.0,1,0,1,1,0,2,3,3,2,1,1,1,1
H0221,5.121759864312539,0,1,1,1,143,42,15,6.7,4.11,21.0,0.715,0.21,0.25,0.67,0.411,4.2,0,1,0,1,0,1,15.0,1,0,1,0,1,1,4,4,2,3,3,1,1
H0222,0.5414274486172608,0,1,1,1,85,30,13,3.8,3.11,19.0,0.425,0.15,0.2166666666666666,0.38,0.311,3.8,1,0,0,1,0,0,9.0,1,0,0,1,0,2,4,4,3,2,3,1,1
H0223,0.3360277669782562,1,1,1,1,263,77,45,11.4,7.77,47.0,1.315,0.385,0.75,1.14,0.7769999999999999,9.4,1,0,0,0,0,0,3.25,0,0,0,0,1,2,4,2,4,3,4,1,1
H0224,0.954424398357919,2,1,1,1,138,56,7,5.8,6.61,39.0,0.69,0.28,0.1166666666666666,0.58,0.661,7.8,0,1,0,1,0,0,15.0,1,0,0,1,0,2,3,1,3,2,2,1,1
H0225,0.2290902236010023,0,1,1,1,193,85,36,0.0,12.71,87.0,0.965,0.425,0.6,0.0,1.271,17.4,1,0,1,0,0,0,15.0,0,0,1,1,0,5,5,1,5,1,3,1,1
H0226,0.3735873657560173,1,1,1,1,224,89,23,11.5,12.75,86.0,1.12,0.445,0.3833333333333333,1.15,1.275,17.2,1,0,0,0,0,0,15.0,0,1,0,0,1,1,6,1,5,1,1,1,1
H0227,0.3360277669782562,1,1,1,1,122,60,9,3.8,6.66,42.0,0.61,0.3,0.15,0.38,0.666,8.4,1,0,1,0,0,0,15.0,1,0,1,0,1,2,4,1,3,1,3,1,1
H0228,0.3735873657560173,1,1,1,1,112,33,12,5.7,3.37,18.3,0.56,0.165,0.2,0.5700000000000001,0.337,3.66,1,0,0,0,0,0,15.0,0,0,1,0,1,5,4,2,4,1,4,1,1
H0229,0.7495589495214057,1,1,1,1,169,74,10,7.6,7.75,47.0,0.845,0.37,0.1666666666666666,0.76,0.775,9.4,0,1,0,0,0,0,7.0,1,1,0,0,1,2,3,2,3,2,2,1,1
H0230,0.7495589495214057,1,1,1,1,250,76,32,11.6,7.48,42.0,1.25,0.38,0.5333333333333333,1.16,0.748,8.4,0,1,0,0,0,0,7.0,1,1,0,0,1,2,3,2,3,2,2,1,1
H0231,0.7495589495214057,1,1,1,1,418,126,116,23.6,15.15,101.0,2.09,0.63,1.9333333333333331,2.3600000000000003,1.515,20.2,0,1,0,1,0,0,7.0,0,0,0,0,1,6,5,3,3,6,3,1,1
H0232,2.256576028779217,1,1,1,1,132,42,14,6.7,4.08,20.0,0.66,0.21,0.2333333333333333,0.67,0.408,4.0,0,1,0,1,0,0,7.0,1,0,0,0,1,1,3,2,3,3,3,1,1
H0233,0.954424398357919,0,1,1,1,112,90,5,0.0,9.16,53.7,0.56,0.45,0.0833333333333333,0.0,0.916,10.74,0,1,0,1,0,0,15.0,0,0,1,0,1,5,4,3,2,6,3,1,1
H0234,0.2545934244605354,1,1,1,1,109,51,10,5.8,5.33,30.0,0.545,0.255,0.1666666666666666,0.58,0.533,6.0,1,0,0,1,0,0,9.0,0,0,1,1,0,4,5,6,5,6,4,1,1
H0235,0.8584724543995766,1,1,1,1,187,48,12,11.8,4.86,26.0,0.935,0.24,0.2,1.1800000000000002,0.486,5.2,0,1,0,0,0,0,2.0,1,0,1,0,1,4,3,1,5,1,2,1,1
H0236,3.818189834136154,1,1,1,1,10,2,0,0.0,0.29,0.2,0.05,0.01,0.0,0.0,0.0289999999999999,0.04,0,1,0,0,0,0,2.0,0,0,0,1,0,5,3,1,5,1,2,1,1
H0237,3.818189834136154,1,1,1,1,10,2,0,0.0,0.29,0.2,0.05,0.01,0.0,0.0,0.0289999999999999,0.04,0,1,0,0,0,0,2.0,0,0,0,1,0,5,3,1,5,1,2,1,1
H0238,0.2545934244605354,0,1,1,1,95,70,22,0.0,7.97,54.0,0.475,0.35,0.3666666666666666,0.0,0.7969999999999999,10.8,1,0,1,0,0,0,15.0,0,0,1,1,0,2,4,3,5,3,2,1,1
H0239,0.8584724543995766,0,1,1,1,136,80,20,7.6,9.03,60.0,0.68,0.4,0.3333333333333333,0.76,0.903,12.0,0,1,0,1,0,0,5.0,1,0,1,1,0,2,4,1,2,1,2,1,1
H0240,2.029711386372872,0,0,1,1,116,75,0,0.0,6.71,40.0,0.58,0.375,0.0,0.0,0.671,8.0,0,1,0,1,0,0,3.25,1,0,0,1,0,4,6,2,4,6,2,1,1
H0241,0.3735873657560173,0,1,1,1,319,256,53,0.0,42.86,321.0,1.595,1.28,0.8833333333333333,0.0,4.286,64.2,1,0,0,0,0,0,9.0,1,0,0,0,1,4,3,2,2,1,2,1,1
H0242,0.8584724543995766,1,1,1,1,71,12,0,4.0,1.05,6.0,0.355,0.06,0.0,0.4,0.105,1.2,0,1,0,1,0,0,5.0,1,0,0,1,0,2,6,2,5,2,2,1,1
H0243,2.029711386372872,1,1,1,1,34,26,0,4.0,2.64,14.0,0.17,0.13,0.0,0.4,0.264,2.8,0,1,0,0,1,1,7.0,1,0,1,1,0,1,3,2,3,2,1,1,1
H0244,0.3735873657560173,0,1,1,1,138,75,20,0.0,10.25,79.0,0.69,0.375,0.3333333333333333,0.0,1.025,15.8,1,0,0,1,0,0,9.0,1,0,1,1,0,3,3,2,4,2,2,1,1
H0245,0.954424398357919,0,1,1,1,42,15,0,6.8,1.75,12.5,0.21,0.075,0.0,0.6799999999999999,0.175,2.5,0,1,0,0,0,1,-0.001,0,0,0,1,0,2,3,2,3,2,4,1,1
H0246,0.3735873657560173,0,1,1,1,141,85,9,0.0,10.07,82.0,0.705,0.425,0.15,0.0,1.007,16.4,1,0,0,0,0,0,15.0,0,1,0,1,0,5,5,1,3,2,2,1,1
H0247,0.3735873657560173,0,1,1,1,101,28,11,7.2,3.45,24.0,0.505,0.14,0.1833333333333333,0.72,0.345,4.8,1,0,0,0,0,0,7.0,1,1,0,1,0,5,3,3,4,1,4,1,1
H0248,0.5414274486172608,0,1,1,1,228,299,24,0.0,54.84,428.5,1.14,1.495,0.4,0.0,5.484,85.7,0,0,0,0,0,1,7.0,1,0,1,0,1,4,4,2,5,1,2,1,1
H0249,0.954424398357919,1,1,1,1,84,14,11,3.5,1.71,11.0,0.42,0.07,0.1833333333333333,0.35,0.1709999999999999,2.2,0,1,0,1,0,0,5.0,0,0,1,0,1,4,3,2,4,2,4,1,1
