respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,Choice
H0167,19650699,1.1100015300256885,51,male,51 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,3,2,1,2,37,37,0,6.8,17,2.03,10.0,0.185,0.185,0.085,0.0,0.6799999999999999,0.20299999999999999,2.0,1
H0168,19650699,1.1100015300256885,51,male,51 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,3,2,1,2,43,43,0,6.4,9,1.0,5.0,0.215,0.215,0.045,0.0,0.64,0.1,1.0,1
H0169,19650700,1.1100015300256885,51,male,51 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,3,2,1,2,103,103,0,6.0,28,2.92,12.8,0.515,0.515,0.14,0.0,0.6,0.292,2.56,1
H0170,19730033,0.6296835007540205,37,female,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,4,6,1,4,2,3,203,187,16,23.25,57,6.94,46.0,1.015,0.935,0.285,0.26666666666666666,2.325,0.6940000000000001,9.2,1
H0171,19730034,0.6296835007540205,37,female,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,4,6,1,4,2,3,303,184,119,44.6,96,11.82,77.0,1.515,0.92,0.48,1.9833333333333334,4.46,1.182,15.4,1
H0172,19730078,0.9984088205497536,46,female,46 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,0,1,3,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,4,6,3,3,1,4,150,149,1,8.4,53,5.32,30.9,0.75,0.745,0.265,0.016666666666666666,0.8400000000000001,0.532,6.18,1
H0173,19730085,0.9239865491924742,27,female,30 or younger,5000,around CHF 5000 per month,1,0,0,0,0,1,5.0,1,1,0,1,1,2,-1,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,4,3,2,82,82,0,6.0,30,2.89,14.0,0.41,0.41,0.15,0.0,0.6,0.28900000000000003,2.8,0
H0174,19730092,0.26643335936145884,60,female,60 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,2,138,137,1,20.0,53,5.23,31.0,0.69,0.685,0.265,0.016666666666666666,2.0,0.523,6.2,1
H0175,20860315,0.9984088205497536,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,2,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,6,3,1,1,15,15,0,0.0,10,1.23,7.0,0.075,0.075,0.05,0.0,0.0,0.123,1.4,1
H0176,28000144,0.2960937410777467,63,male,63 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,2,1,2,0,0,1,a non-work trip,high education,1,car is available for this trip,1,4,3,3,1,3,33,33,0,4.4,8,1.02,3.5,0.165,0.165,0.04,0.0,0.44000000000000006,0.10200000000000001,0.7,1
H0177,28000144,0.2960937410777467,63,male,63 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,2,1,2,0,0,1,a non-work trip,high education,1,car is available for this trip,1,4,3,3,1,3,40,40,0,4.4,6,0.73,2.5,0.2,0.2,0.03,0.0,0.44000000000000006,0.073,0.5,2
H0178,28000244,0.7000658609902283,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,a work trip,high education,1,car is available for this trip,3,3,1,4,1,3,95,90,5,12.1,130,16.29,121.0,0.475,0.45,0.65,0.08333333333333333,1.21,1.629,24.2,0
H0179,28000306,2.3605670058945383,29,female,30 or younger,9000,around CHF 9000 per month,0,1,0,1,0,1,9.0,1,0,0,1,2,3,1,1,0,a work trip,not high education,0,car is not available for this trip,2,2,3,5,1,4,61,61,0,4.1,17,1.95,13.5,0.305,0.305,0.085,0.0,0.41,0.195,2.7,0
H0180,28000341,0.4344844372177664,55,male,55 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,1,5,3,-1,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,5,1,4,64,64,0,5.5,46,5.86,41.9,0.32,0.32,0.23,0.0,0.55,0.5860000000000001,8.379999999999999,0
H0181,28000344,0.4344844372177664,52,male,52 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,6,5,1,1,0,a work trip,high education,1,car is available for this trip,4,3,2,5,2,2,46,46,0,2.2,6,0.66,3.2,0.23,0.23,0.03,0.0,0.22000000000000003,0.066,0.64,2
H0182,28000344,0.4344844372177664,52,male,52 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,6,5,1,1,0,a work trip,high education,1,car is available for this trip,4,3,2,5,2,2,51,51,0,2.2,6,0.66,3.2,0.255,0.255,0.03,0.0,0.22000000000000003,0.066,0.64,2
H0183,28000366,1.1100015300256885,42,male,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,1,2,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,2,5,1,2,36,36,0,0.0,6,0.75,2.5,0.18,0.18,0.03,0.0,0.0,0.075,0.5,2
H0184,28000366,1.1100015300256885,42,male,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,1,2,3,0,1,0,a work trip,not high education,1,car is available for this trip,2,2,2,5,1,2,34,34,0,3.0,6,0.75,2.5,0.17,0.17,0.03,0.0,0.3,0.075,0.5,2
H0185,28000414,0.2960937410777467,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,5,5,3,0,1,a non-work trip,high education,1,car is available for this trip,5,1,1,5,1,1,81,67,14,11.2,36,3.67,22.0,0.405,0.335,0.18,0.23333333333333334,1.1199999999999999,0.367,4.4,0
H0186,28000460,0.9239865491924742,37,female,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,1,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,2,1,4,1,2,219,202,17,0.0,177,24.26,180.5,1.095,1.01,0.885,0.2833333333333333,0.0,2.426,36.1,0
H0187,28000701,0.4344844372177664,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,6,5,3,0,1,a non-work trip,high education,1,car is available for this trip,4,6,3,4,2,2,69,69,0,3.0,14,1.63,7.0,0.345,0.345,0.07,0.0,0.3,0.16299999999999998,1.4,1
H0188,28000701,0.4344844372177664,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,6,5,3,0,1,a non-work trip,high education,1,car is available for this trip,4,6,3,4,2,2,58,58,0,2.6,14,1.62,6.0,0.29,0.29,0.07,0.0,0.26,0.162,1.2,1
H0189,28240110,2.6244120004410196,36,male,36 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,5,1,5,1,3,105,99,6,16.6,37,3.58,23.6,0.525,0.495,0.185,0.1,1.6600000000000001,0.358,4.720000000000001,1
H0190,28240110,2.6244120004410196,36,male,36 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,1,5,1,3,39,39,0,6.2,21,1.99,12.6,0.195,0.195,0.105,0.0,0.62,0.199,2.52,1
H0191,28240111,0.9239865491924742,31,female,31 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,1,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,1,5,1,5,1,3,29,29,0,6.0,8,0.37,2.4,0.145,0.145,0.04,0.0,0.6,0.037,0.48,1
H0192,28240111,0.9239865491924742,31,female,31 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,1,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,1,5,1,5,1,3,70,44,26,14.0,9,0.82,5.2,0.35,0.22,0.045,0.43333333333333335,1.4,0.08199999999999999,1.04,1
H0193,28240179,1.1100015300256885,51,male,51 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,1,0,3,4,4,0,1,0,a work trip,not high education,1,car is available for this trip,4,4,2,5,4,2,168,157,11,18.5,114,13.54,101.0,0.84,0.785,0.57,0.18333333333333332,1.85,1.3539999999999999,20.2,0
H0194,28240202,0.7000658609902283,39,male,39 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,1,1,5,2,3,215,194,21,0.0,163,20.71,150.0,1.075,0.97,0.815,0.35,0.0,2.071,30.0,0
H0195,28240515,2.3605670058945383,30,female,30 or younger,9000,around CHF 9000 per month,0,1,0,1,0,1,9.0,1,0,0,2,6,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,5,5,1,5,1,4,138,119,19,25.0,40,7.24,49.0,0.69,0.595,0.2,0.31666666666666665,2.5,0.724,9.8,1
H0196,28240523,0.2960937410777467,41,male,41 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,2,6,4,2,0,1,a non-work trip,high education,1,car is available for this trip,3,1,2,5,1,3,46,46,0,3.1,16,1.48,9.1,0.23,0.23,0.08,0.0,0.31,0.148,1.8199999999999998,1
H0197,28240523,0.2960937410777467,41,male,41 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,2,6,4,2,0,1,a non-work trip,high education,1,car is available for this trip,3,1,2,5,1,3,46,46,0,3.1,16,1.48,9.1,0.23,0.23,0.08,0.0,0.31,0.148,1.8199999999999998,1
H0198,28240755,2.6244120004410196,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,3,5,2,2,160,153,7,21.8,40,4.86,32.8,0.8,0.765,0.2,0.11666666666666667,2.18,0.48600000000000004,6.56,1
H0199,28240755,2.6244120004410196,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,3,2,3,5,2,2,168,163,5,38.8,72,11.16,85.0,0.84,0.815,0.36,0.08333333333333333,3.88,1.116,17.0,1
H0200,28240756,0.6296835007540205,30,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,2,1,4,1,2,237,204,33,81.4,13,1.35,8.5,1.185,1.02,0.065,0.55,8.14,0.135,1.7,1
H0201,28240756,0.6296835007540205,30,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,0,2,2,2,0,1,0,a work trip,high education,1,car is available for this trip,2,2,1,4,1,2,237,204,33,81.4,13,1.35,8.5,1.185,1.02,0.065,0.55,8.14,0.135,1.7,1
H0202,28240762,0.6296835007540205,25,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,4,4,1,1,106,91,15,10.8,25,2.85,19.2,0.53,0.455,0.125,0.25,1.08,0.28500000000000003,3.84,1
H0203,28240762,0.6296835007540205,25,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,1,4,4,1,1,76,68,8,6.2,23,2.31,15.3,0.38,0.34,0.115,0.13333333333333333,0.62,0.231,3.06,1
H0204,28240797,0.7000658609902283,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,4,2,2,5,2,3,281,230,51,0.0,194,25.67,189.2,1.405,1.15,0.97,0.85,0.0,2.567,37.839999999999996,0
H0205,28240798,0.7000658609902283,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,4,2,2,4,2,3,281,230,51,0.0,194,25.67,189.2,1.405,1.15,0.97,0.85,0.0,2.567,37.839999999999996,0
H0206,28240945,0.4344844372177664,61,male,61 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,1,2,0,0,1,a non-work trip,high education,1,car is available for this trip,3,2,4,3,4,4,90,74,16,4.3,11,1.16,7.5,0.45,0.37,0.055,0.26666666666666666,0.43,0.11599999999999999,1.5,1
H0207,28240945,0.4344844372177664,61,male,61 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,1,2,0,0,1,a non-work trip,high education,1,car is available for this trip,3,2,4,3,4,4,110,94,16,6.5,24,2.31,14.8,0.55,0.47,0.12,0.26666666666666666,0.65,0.231,2.96,1
H0208,28240955,3.9941426451134805,58,female,58 years old,3250,around CHF 3250 per month,0,1,0,0,1,0,3.25,0,0,0,1,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,4,3,1,5,56,40,16,6.2,19,1.92,12.7,0.28,0.2,0.095,0.26666666666666666,0.62,0.192,2.54,1
H0209,28240965,1.1100015300256885,47,male,47 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,3,4,0,1,0,a work trip,not high education,1,car is available for this trip,5,1,3,5,1,4,57,49,8,0.0,23,2.51,16.1,0.285,0.245,0.115,0.13333333333333333,0.0,0.251,3.22,0
H0210,28240969,2.6244120004410196,34,male,34 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,1,5,1,1,79,63,16,11.2,12,1.2,7.5,0.395,0.315,0.06,0.26666666666666666,1.1199999999999999,0.12,1.5,1
H0211,28240969,2.6244120004410196,34,male,34 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,3,1,5,1,1,81,65,16,11.2,8,0.82,4.6,0.405,0.325,0.04,0.26666666666666666,1.1199999999999999,0.08199999999999999,0.9199999999999999,1
H0212,28240969,2.6244120004410196,34,male,34 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,3,1,5,1,1,99,63,36,11.2,10,1.1,7.0,0.495,0.315,0.05,0.6,1.1199999999999999,0.11000000000000001,1.4,1
H0213,28240993,1.1100015300256885,61,male,61 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,2,3,3,2,82,66,16,11.0,14,1.39,10.0,0.41,0.33,0.07,0.26666666666666666,1.1,0.13899999999999998,2.0,1
H0214,28240993,1.1100015300256885,61,male,61 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,1,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,3,2,3,3,2,82,66,16,11.0,14,1.39,10.0,0.41,0.33,0.07,0.26666666666666666,1.1,0.13899999999999998,2.0,1
H0215,28240993,1.1100015300256885,61,male,61 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,2,3,3,2,44,44,0,6.2,18,1.83,12.1,0.22,0.22,0.09,0.0,0.62,0.183,2.42,1
H0216,28241131,1.1100015300256885,53,male,53 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,6,6,2,4,1,2,309,276,33,116.8,200,42.93,282.0,1.545,1.38,1.0,0.55,11.68,4.293,56.4,1
H0217,28420050,1.1100015300256885,58,male,58 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,1,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,4,1,4,1,2,193,193,0,12.1,92,9.62,73.74,0.965,0.965,0.46,0.0,1.21,0.962,14.748,1
H0218,28420051,3.9941426451134805,51,female,51 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,5,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,4,2,1,2,61,61,0,3.2,8,0.87,5.0,0.305,0.305,0.04,0.0,0.32,0.087,1.0,1
H0219,28420052,0.7000658609902283,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,6,4,3,5,3,4,39,39,0,3.0,6,0.72,3.4,0.195,0.195,0.03,0.0,0.3,0.072,0.6799999999999999,1
H0220,28420056,2.3605670058945383,37,female,37 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,1,4,1,2,241,200,41,29.7,169,21.88,164.0,1.205,1.0,0.845,0.6833333333333333,2.9699999999999998,2.1879999999999997,32.8,1
H0221,28420168,0.2960937410777467,47,male,47 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,6,4,1,4,1,2,189,179,10,32.0,178,24.26,180.0,0.945,0.895,0.89,0.16666666666666666,3.2,2.426,36.0,0
H0222,28420168,0.2960937410777467,47,male,47 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,6,4,1,4,1,2,82,75,7,2.2,13,1.32,6.5,0.41,0.375,0.065,0.11666666666666667,0.22000000000000003,0.132,1.3,1
H0223,28420388,0.2960937410777467,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,5,5,3,1,0,a work trip,high education,1,car is available for this trip,2,2,2,2,2,2,109,105,4,0.0,129,15.76,116.0,0.545,0.525,0.645,0.06666666666666667,0.0,1.576,23.2,0
H0224,28630155,0.7000658609902283,30,male,30 or younger,5000,around CHF 5000 per month,1,0,1,0,0,1,5.0,1,0,0,1,1,1,-1,0,1,a non-work trip,high education,1,car is available for this trip,4,4,2,4,2,3,36,36,0,4.0,16,1.86,12.0,0.18,0.18,0.08,0.0,0.4,0.186,2.4,1
H0225,28630155,0.7000658609902283,30,male,30 or younger,5000,around CHF 5000 per month,1,0,1,0,0,1,5.0,1,0,0,1,1,1,-1,0,1,a non-work trip,high education,1,car is available for this trip,4,4,2,4,2,3,180,137,43,24.6,82,10.17,66.0,0.9,0.685,0.41,0.7166666666666667,2.46,1.017,13.2,1
H0226,28640112,0.9984088205497536,46,female,46 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,1,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,4,2,4,1,3,135,130,5,26.4,52,7.28,50.5,0.675,0.65,0.26,0.08333333333333333,2.6399999999999997,0.728,10.1,1
H0227,28640121,2.3605670058945383,38,female,38 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,6,1,5,1,4,74,74,0,6.0,8,0.97,6.0,0.37,0.37,0.04,0.0,0.6,0.097,1.2,1
H0228,28640121,2.3605670058945383,38,female,38 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,6,1,5,1,4,43,43,0,12.4,24,2.75,18.0,0.215,0.215,0.12,0.0,1.24,0.275,3.6,1
H0229,28640122,2.3605670058945383,38,female,38 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,6,1,5,1,4,106,93,13,26.4,42,5.6,39.0,0.53,0.465,0.21,0.21666666666666667,2.6399999999999997,0.5599999999999999,7.8,1
H0230,28640122,2.3605670058945383,38,female,38 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,6,1,5,1,4,82,77,5,18.4,38,4.1,26.0,0.41,0.385,0.19,0.08333333333333333,1.8399999999999999,0.41,5.2,1
H0231,28640182,1.1100015300256885,57,male,57 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,1,1,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,4,5,2,2,121,121,0,37.2,79,8.98,57.5,0.605,0.605,0.395,0.0,3.72,0.898,11.5,0
H0232,30330009,0.9984088205497536,41,female,41 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,6,6,4,1,0,a work trip,not high education,1,car is available for this trip,2,2,1,4,1,2,132,130,2,0.0,53,7.32,52.0,0.66,0.65,0.265,0.03333333333333333,0.0,0.732,10.4,1
H0233,30330035,0.4344844372177664,53,male,53 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,1,2,3,0,1,0,a work trip,high education,1,car is available for this trip,4,3,4,2,1,4,93,84,9,0.0,32,4.14,26.0,0.465,0.42,0.16,0.15,0.0,0.414,5.2,0
H0234,30330170,0.390802389501682,62,female,62 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,1,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,3,5,1,3,1,5,225,205,20,23.1,60,9.33,69.0,1.125,1.025,0.3,0.3333333333333333,2.31,0.933,13.8,1
H0235,30330353,0.4344844372177664,53,male,53 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,3,7,5,1,1,0,a work trip,high education,1,car is available for this trip,3,2,2,4,1,3,112,102,10,4.8,29,4.18,26.5,0.56,0.51,0.145,0.16666666666666666,0.48,0.418,5.3,1
H0236,30330355,1.0272633905783595,33,male,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,2,3,1,0,1,a non-work trip,high education,1,car is available for this trip,4,4,2,2,5,4,113,112,1,3.8,27,2.94,18.5,0.565,0.56,0.135,0.016666666666666666,0.38,0.294,3.7,1
H0237,30330364,0.23251872604151755,73,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,4,3,3,3,3,142,139,3,3.8,38,3.98,25.0,0.71,0.695,0.19,0.05,0.38,0.398,5.0,1
H0238,30330370,0.26643335936145884,44,female,44 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,1,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,4,2,2,73,73,0,3.8,34,3.61,22.0,0.365,0.365,0.17,0.0,0.38,0.361,4.4,1
H0239,30330409,0.26643335936145884,43,female,43 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,0,0,1,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,4,4,3,3,1,3,87,86,1,3.8,26,2.72,16.5,0.435,0.43,0.13,0.016666666666666666,0.38,0.272,3.3,0
H0240,30330485,1.0272633905783595,36,male,36 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,3,3,1,0,1,a non-work trip,high education,1,car is available for this trip,3,5,2,4,2,2,73,68,5,5.7,12,1.62,11.0,0.365,0.34,0.06,0.08333333333333333,0.5700000000000001,0.162,2.2,1
H0241,30330486,0.9239865491924742,34,female,34 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,2,3,1,0,1,a non-work trip,high education,1,car is available for this trip,5,4,1,5,1,1,200,151,49,8.6,66,7.44,46.5,1.0,0.755,0.33,0.8166666666666667,0.86,0.744,9.3,1
H0242,30330486,0.9239865491924742,34,female,34 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,5,4,1,5,1,1,118,99,19,3.8,38,4.66,29.0,0.59,0.495,0.19,0.31666666666666665,0.38,0.466,5.8,1
H0243,30330513,0.4344844372177664,48,male,48 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,1,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,2,4,1,4,277,254,23,29.3,88,12.91,100.5,1.385,1.27,0.44,0.38333333333333336,2.93,1.291,20.1,1
H0244,30330535,0.4344844372177664,42,male,42 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,5,5,3,0,1,a non-work trip,high education,1,car is available for this trip,1,1,1,4,1,4,65,61,4,3.8,10,1.1,5.5,0.325,0.305,0.05,0.06666666666666667,0.38,0.11000000000000001,1.1,1
H0245,30330535,0.4344844372177664,42,male,42 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,5,5,3,0,1,a non-work trip,high education,1,car is available for this trip,1,1,1,4,1,4,43,43,0,3.8,10,1.1,5.5,0.215,0.215,0.05,0.0,0.38,0.11000000000000001,1.1,1
H0246,30330535,0.4344844372177664,42,male,42 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,1,5,5,3,0,1,a non-work trip,high education,1,car is available for this trip,1,1,1,4,1,4,80,61,19,3.8,10,1.1,5.5,0.4,0.305,0.05,0.31666666666666665,0.38,0.11000000000000001,1.1,1
H0247,30330558,0.2960937410777467,47,male,47 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,0,0,1,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,4,4,3,3,4,96,91,5,3.8,31,3.28,18.5,0.48,0.455,0.155,0.08333333333333333,0.38,0.32799999999999996,3.7,0
H0248,30330558,0.2960937410777467,47,male,47 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,0,0,1,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,4,3,3,4,59,59,0,3.8,28,2.94,16.05,0.295,0.295,0.14,0.0,0.38,0.294,3.21,1
H0249,30330565,0.6296835007540205,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,0,5,4,2,0,1,a non-work trip,high education,1,car is available for this trip,5,5,1,5,1,4,86,86,0,3.8,34,3.42,19.5,0.43,0.43,0.17,0.0,0.38,0.34199999999999997,3.9,0
H0250,30330569,0.26643335936145884,41,female,41 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,1,1,2,2,1,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,2,4,2,3,43,43,0,3.8,25,2.67,16.0,0.215,0.215,0.125,0.0,0.38,0.267,3.2,0
