ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight,normalized_weight,respondent_id,human_id,CAR_AVAILABLE,PT_AVAILABLE,SLOW_AVAILABLE,ScaledIncome,TimePT_non_wait,TimePT_non_wait_scaled,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,high_education,low_education,top_manager,employees,artisans,age_30_less,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip,sex_text,age_text,income_text,education_text,trip_purpose_text,car_availability_text
50270439,7,4,183,58,47,25.4,5.92,47,3,1,2,0,5,1,2,1,1,2,2,0,2,2,5.0,5,4,2,1977,1,3,2,6,7000,3,2,2,2,2,2,1,25.4,8.48,1,2,3,4,3,3,4,3,3,4,2,2,4,3,3,4,4,1,5,4,3,3,3,2,4,1,1,3,5,4,1,1,3,3,2,3,2,1,1,5,2,4,4,4,3,3,2,5,3,3,2,4,4,3,3,7,1,2,2,4,4,3,3,2,3,3,5,64.5,1,78,5,55,5,33,0.00087004,2.3605670058945383,H0483,50270439,1,1,1,7.0,136,0.68,0.915,0.235,0.7833333333333333,2.54,0.8480000000000001,12.9,0,1,0,1,0,0,1,0,1,0,1,female,33 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
50270475,1,4,174,57,56,17.6,5.48,48,2,0,1,0,2,0,2,1,1,1,1,0,1,1,5.0,6,5,1,1951,1,2,1,3,9000,7,2,2,2,2,2,1,17.6,7.85,4,2,2,2,4,5,4,2,1,1,5,2,2,1,5,2,2,1,3,1,5,4,1,3,3,2,5,4,4,4,1,2,4,2,4,2,2,1,4,4,4,4,1,3,2,2,1,5,2,2,2,5,5,4,1,7,1,2,2,4,2,2,3,2,2,4,5,58.0,1,61,4,60,5,59,0.000160139,0.4344844372177664,H0484,50270475,1,1,1,9.0,118,0.59,0.87,0.24,0.9333333333333333,1.7600000000000002,0.7849999999999999,11.6,1,0,0,0,0,0,1,1,0,1,0,male,59 years old,around CHF 9000 per month,high education,a work trip,car is available for this trip
50270477,10,5,264,64,64,82.2,21.21,151,3,1,0,0,10,0,8,1,1,1,2,1,2,2,3.0,2,5,2,1975,1,7,2,6,9000,7,2,2,1,2,2,2,0.0,30.39,5,5,1,1,4,5,4,4,4,6,2,2,5,1,5,1,2,1,6,6,6,2,2,2,5,5,2,4,4,5,1,1,5,2,4,4,4,1,2,5,4,2,4,4,2,2,1,4,2,2,2,4,5,4,3,7,1,2,2,4,5,3,3,2,2,3,5,231.0,0,136,5,310,5,35,0.000340556,0.9239865491924742,H0485,50270477,1,1,1,9.0,200,1.0,1.32,0.755,1.0666666666666667,0.0,3.039,46.2,1,0,0,1,0,0,1,0,0,0,1,female,35 years old,around CHF 9000 per month,high education,a non-work trip,car is available for this trip
50270478,10,5,268,73,57,82.2,21.21,151,3,1,0,0,10,0,8,1,1,1,2,1,2,1,3.0,5,5,1,1971,1,7,2,6,9000,8,2,2,1,2,2,2,0.0,30.39,5,4,2,3,4,5,4,2,4,4,3,2,4,2,6,3,2,5,6,2,4,3,3,3,4,4,6,2,4,4,3,4,3,3,3,2,2,2,3,4,4,2,4,3,4,6,3,4,2,3,3,3,2,4,3,7,1,2,2,4,4,3,3,1,2,4,5,231.0,0,138,4,310,5,39,0.000378621,1.0272633905783595,H0486,50270478,1,1,1,9.0,211,1.055,1.34,0.755,0.95,0.0,3.039,46.2,1,0,0,1,0,0,1,0,1,0,1,male,39 years old,around CHF 9000 per month,high education,a non-work trip,car is available for this trip
50270501,1,5,119,40,2,27.8,6.25,53,2,0,3,1,2,0,0,2,1,1,2,0,1,1,5.0,6,6,1,1945,1,7,1,3,15000,7,1,2,2,2,2,1,13.9,8.96,4,2,4,2,4,5,3,6,1,3,2,2,4,2,4,2,3,1,5,4,4,4,4,2,2,1,1,1,4,2,1,1,6,3,4,4,3,2,4,4,1,1,3,4,6,2,1,5,3,3,2,4,4,4,1,7,1,2,2,4,1,2,1,2,2,3,5,68.0,1,77,3,80,5,65,0.000125765,0.34122190875859343,H0487,50270501,1,1,1,15.0,117,0.585,0.595,0.265,0.03333333333333333,1.3900000000000001,0.8960000000000001,13.6,1,0,0,0,0,0,0,1,0,1,0,male,65 or older,around CHF 15000 per month,high education,a work trip,car is available for this trip
50270502,1,4,127,25,2,46.4,9.68,84,2,0,3,1,2,0,2,2,1,1,2,0,1,1,5.0,5,3,2,1947,1,2,1,6,5000,5,2,2,1,2,2,1,0.0,13.87,5,3,2,2,4,4,3,4,4,6,6,5,5,2,4,4,4,1,4,3,5,2,4,2,5,4,4,2,3,4,1,4,3,4,3,3,5,4,4,3,1,4,4,4,3,4,3,5,3,2,2,3,4,2,1,7,1,2,2,4,3,2,3,2,2,3,5,103.0,0,100,4,155,5,63,9.82e-05,0.26643335936145884,H0488,50270502,1,1,1,5.0,125,0.625,0.635,0.42,0.03333333333333333,0.0,1.387,20.6,0,0,0,1,0,0,1,0,1,1,0,female,63 years old,around CHF 5000 per month,not high education,a work trip,car is available for this trip
50270516,1,5,204,44,22,79.6,20.32,136,1,0,1,0,1,0,4,0,1,2,2,0,1,1,4.0,2,4,1,1969,1,1,1,6,7000,6,2,2,1,2,2,1,0.0,29.12,1,5,3,3,2,2,2,4,3,3,4,5,3,2,4,6,5,3,5,4,4,4,5,4,5,5,3,4,5,5,1,3,5,1,3,1,4,1,3,5,3,1,3,5,5,3,1,5,1,3,5,3,4,4,2,7,1,2,2,4,3,2,2,2,3,3,5,228.0,1,138,4,150,5,41,0.000109132,0.2960937410777467,H0489,50270516,1,1,1,7.0,182,0.91,1.02,0.68,0.36666666666666664,0.0,2.912,45.6,1,0,0,1,0,0,0,0,1,0,1,male,41 years old,around CHF 7000 per month,high education,a non-work trip,car is available for this trip
50270533,4,0,101,75,0,16.5,1.76,22,4,2,2,0,4,2,1,1,1,2,2,0,1,1,5.5,8,5,1,1970,1,3,1,3,9000,6,1,2,2,2,1,1,8.25,2.52,4,2,2,3,4,5,1,2,1,5,2,5,4,3,4,3,4,1,5,2,4,4,4,2,2,1,4,1,4,3,2,4,4,1,4,4,2,1,1,5,2,5,4,4,4,3,1,4,2,3,4,3,3,4,3,7,1,2,2,4,5,4,3,2,3,3,5,17.6,1,26,4,22,5,40,0.000109132,0.2960937410777467,H0490,50270533,1,1,1,9.0,101,0.505,0.505,0.11,0.0,0.825,0.252,3.5200000000000005,1,0,0,0,0,0,1,0,0,0,1,male,40 years old,around CHF 9000 per month,high education,a non-work trip,car is available for this trip
50270533,1,5,235,69,67,35.0,8.76,85,4,2,2,0,4,2,1,1,1,2,2,0,1,1,5.5,8,5,1,1970,1,3,1,3,9000,6,1,2,2,2,1,1,17.5,12.55,4,2,2,3,4,5,1,2,1,5,2,5,4,3,4,3,4,1,5,2,4,4,4,2,2,1,4,1,4,3,2,4,4,1,4,4,2,1,1,5,2,5,4,4,4,3,1,4,2,3,4,3,3,4,1,7,1,2,2,4,5,2,3,2,3,3,5,93.0,1,99,4,81,5,40,0.000109132,0.2960937410777467,H0491,50270533,1,1,1,9.0,168,0.84,1.175,0.425,1.1166666666666667,1.75,1.2550000000000001,18.6,1,0,0,0,0,0,1,0,0,1,0,male,40 years old,around CHF 9000 per month,high education,a work trip,car is available for this trip
50270601,1,8,277,88,38,47.7,10.0,98,1,0,1,0,1,0,1,2,1,1,1,0,2,2,2.0,6,3,2,1978,1,1,1,6,5000,3,2,2,2,2,2,1,47.7,14.33,1,4,3,2,3,3,4,6,6,5,2,3,5,1,4,6,5,5,5,4,4,5,5,3,4,3,1,1,5,6,1,1,3,4,2,5,4,2,3,4,1,3,1,4,6,3,3,2,1,2,4,2,4,2,2,7,1,2,2,4,5,5,4,1,1,4,5,101.5,1,151,5,90,5,32,0.00087004,2.3605670058945383,H0492,50270601,1,1,1,5.0,239,1.195,1.385,0.49,0.6333333333333333,4.7700000000000005,1.433,20.3,0,1,0,1,0,0,1,0,0,0,1,female,32 years old,around CHF 5000 per month,not high education,a non-work trip,car is available for this trip
50270611,1,4,265,61,55,44.8,8.36,74,2,0,2,2,2,0,2,2,1,2,2,0,1,2,4.0,6,3,2,1972,1,5,2,6,5000,3,2,2,2,2,2,1,44.8,11.98,2,3,3,2,3,4,5,1,4,3,2,3,5,4,3,6,4,3,5,3,3,3,5,1,6,6,2,1,5,6,1,1,3,1,1,1,3,1,1,5,1,2,1,3,5,3,2,5,1,3,4,4,2,4,1,7,1,2,2,4,5,4,4,1,2,4,5,90.0,1,149,4,82,5,38,0.00087004,2.3605670058945383,H0493,50270611,1,1,1,5.0,210,1.05,1.325,0.37,0.9166666666666666,4.4799999999999995,1.198,18.0,0,1,0,1,0,0,1,0,0,1,0,female,38 years old,around CHF 5000 per month,not high education,a work trip,car is available for this trip
50270631,2,0,81,68,0,8.0,1.4,19,2,0,1,0,1,-1,2,0,1,1,0,-1,1,1,6.0,36,6,1,1945,1,2,2,2,15000,7,1,2,2,2,2,1,4.0,2.01,5,4,2,2,4,5,5,1,6,6,5,6,5,2,5,1,2,1,4,2,4,4,2,2,4,4,6,2,5,5,1,5,4,2,4,2,2,2,2,5,4,2,5,2,2,3,2,5,2,2,3,4,4,4,1,7,1,2,2,4,4,2,3,2,2,1,5,14.5,1,13,5,40,5,65,0.000125765,0.34122190875859343,H0494,50270631,1,1,1,15.0,81,0.405,0.405,0.095,0.0,0.4,0.20099999999999998,2.9,1,0,0,0,0,0,1,0,1,1,0,male,65 or older,around CHF 15000 per month,high education,a work trip,car is available for this trip
50270638,1,1,67,39,2,9.3,1.49,16,2,0,1,0,2,0,1,1,1,1,2,0,1,1,4.0,60,3,1,1949,1,2,1,6,5000,3,2,2,2,2,2,1,9.3,2.14,1,2,2,2,3,5,4,2,5,5,6,5,3,3,6,6,5,1,5,3,3,4,5,2,5,4,3,4,4,2,2,4,4,3,3,3,3,3,3,3,1,1,4,3,3,4,1,5,2,3,2,4,5,5,1,7,1,2,2,4,5,2,1,2,2,4,5,15.5,1,26,4,19,5,61,0.000409116,1.1100015300256885,H0495,50270638,1,1,1,5.0,65,0.325,0.335,0.08,0.03333333333333333,0.93,0.21400000000000002,3.1,0,1,0,1,0,0,0,0,0,1,0,male,61 years old,around CHF 5000 per month,not high education,a work trip,car is available for this trip
50270639,1,1,94,18,11,15.2,3.28,46,3,0,1,0,3,0,3,3,1,1,2,0,1,1,6.0,19,-1,1,1960,1,3,1,6,8418,4,2,2,2,1,2,1,0.0,4.7,1,6,3,2,2,3,5,2,4,5,3,1,5,3,6,3,4,3,5,4,4,4,2,2,5,5,6,1,5,3,1,5,3,3,3,3,3,1,1,5,2,4,4,4,2,6,3,5,3,3,3,3,3,3,1,7,1,2,2,4,5,2,2,4,2,4,5,31.0,0,65,4,-1,5,50,0.000109132,0.2960937410777467,H0496,50270639,1,1,1,8.418,83,0.415,0.47,0.23,0.18333333333333332,0.0,0.47000000000000003,6.2,0,0,0,1,0,0,0,0,0,1,0,male,50 years old,around CHF 8418 per month,not high education,a work trip,car is available for this trip
50760031,1,2,139,58,0,41.6,8.21,69,2,0,1,0,2,0,1,2,1,1,4,1,1,1,4.5,15,6,2,1959,1,2,1,3,15000,6,2,2,1,2,2,1,0.0,11.76,1,5,4,3,3,3,1,5,1,5,4,4,4,5,4,6,5,2,4,3,5,5,4,2,4,4,1,4,5,2,1,4,4,1,3,1,2,1,2,5,2,2,2,5,2,4,2,4,2,1,4,4,2,4,1,7,1,2,4,4,4,2,3,1,2,3,5,86.0,0,81,5,91,5,51,9.82e-05,0.26643335936145884,H0497,50760031,1,1,1,15.0,139,0.695,0.695,0.345,0.0,0.0,1.176,17.2,1,0,0,0,0,0,1,0,1,1,0,female,51 years old,around CHF 15000 per month,high education,a work trip,car is available for this trip
50760043,1,4,127,43,6,33.0,3.11,41,2,0,1,1,2,0,1,1,1,2,1,0,1,1,6.0,33,3,1,1949,1,-1,1,5,5000,3,2,1,2,2,2,1,0.0,4.46,2,1,3,4,4,4,4,2,3,4,4,2,4,3,3,5,4,3,5,2,4,2,4,4,4,4,3,5,1,3,1,4,2,2,2,4,3,1,1,4,1,3,4,3,2,6,6,4,2,3,2,2,4,5,2,7,1,2,4,4,5,2,-1,2,-1,3,5,30.0,0,78,4,88,5,61,0.000409116,1.1100015300256885,H0498,50760043,1,1,1,5.0,121,0.605,0.635,0.205,0.1,0.0,0.446,6.0,0,1,0,0,1,0,0,0,0,0,1,male,61 years old,around CHF 5000 per month,not high education,a non-work trip,car is available for this trip
50760116,1,5,174,44,21,40.6,6.22,50,2,0,2,0,0,0,2,2,1,2,2,0,2,2,3.5,5,4,2,1971,1,5,1,6,7000,3,2,2,2,2,2,1,40.6,8.91,1,4,3,3,2,4,4,2,2,4,4,5,5,4,5,6,4,1,5,5,5,4,5,5,3,1,1,1,1,3,1,4,4,1,4,1,3,1,1,5,2,2,5,4,2,1,1,5,1,1,4,1,3,4,1,7,1,2,4,4,5,2,1,2,2,4,5,69.0,1,109,3,63,5,39,0.00087004,2.3605670058945383,H0499,50760116,1,1,1,7.0,153,0.765,0.87,0.25,0.35,4.0600000000000005,0.891,13.8,0,1,0,1,0,0,0,0,0,1,0,female,39 years old,around CHF 7000 per month,not high education,a work trip,car is available for this trip
50760131,4,0,45,30,0,10.6,1.21,16,2,0,2,1,0,0,5,1,1,2,2,2,1,1,5.0,9,4,1,1960,1,2,1,3,7000,4,2,2,2,2,1,1,10.6,1.73,2,5,4,1,4,5,2,4,2,1,3,5,5,1,3,6,4,1,5,3,4,2,4,4,2,4,1,3,5,4,3,6,3,2,4,2,4,1,4,5,2,1,4,5,3,3,3,4,1,3,4,4,4,4,3,7,1,2,4,4,3,2,3,2,2,3,5,12.0,1,15,5,40,5,50,0.000109132,0.2960937410777467,H0500,50760131,1,1,1,7.0,45,0.225,0.225,0.08,0.0,1.06,0.173,2.4,0,0,0,0,0,0,1,0,1,0,1,male,50 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
50760131,10,4,146,44,19,29.2,6.05,49,2,0,2,1,0,0,5,1,1,2,2,2,1,1,5.0,9,4,1,1960,1,2,1,3,7000,4,2,2,2,2,1,1,29.2,8.67,2,5,4,1,4,5,2,4,2,1,3,5,5,1,3,6,4,1,5,3,4,2,4,4,2,4,1,3,5,4,3,6,3,2,4,2,4,1,4,5,2,1,4,5,3,3,3,4,1,3,4,4,4,4,3,7,1,2,4,4,3,2,3,2,2,3,5,64.0,1,83,5,120,5,50,0.000109132,0.2960937410777467,H0501,50760131,1,1,1,7.0,127,0.635,0.73,0.245,0.31666666666666665,2.92,0.867,12.8,0,0,0,0,0,0,1,0,1,0,1,male,50 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
50760132,10,12,425,103,56,112.4,16.3,160,2,0,2,1,1,0,5,1,1,2,2,2,1,1,5.0,10,4,2,1960,1,3,1,6,7000,4,1,2,2,2,2,1,56.2,23.36,1,4,4,1,4,5,1,5,3,1,3,4,5,3,2,6,4,2,3,2,4,3,5,3,3,2,2,3,5,4,4,1,1,2,4,2,4,1,4,4,2,1,4,5,3,2,3,2,1,3,4,3,3,4,3,7,1,2,4,4,4,4,2,2,3,3,5,175.0,1,266,4,240,5,50,9.82e-05,0.26643335936145884,H0502,50760132,1,1,1,7.0,369,1.845,2.125,0.8,0.9333333333333333,5.62,2.336,35.0,0,0,0,1,0,0,0,0,1,0,1,female,50 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
50760137,2,5,334,182,20,47.6,8.27,75,5,3,2,0,5,3,1,1,1,1,2,0,1,1,6.0,8,3,2,1972,1,3,1,3,5000,3,2,2,2,2,2,1,47.6,11.85,3,3,3,1,4,5,6,3,6,5,3,5,5,3,4,5,5,2,5,2,4,3,6,3,6,6,6,4,4,3,2,6,6,2,6,3,3,1,1,5,3,2,4,5,5,6,2,5,3,6,3,1,3,4,-1,7,1,2,4,4,4,5,3,2,2,2,5,86.0,1,132,4,95,5,38,0.00087004,2.3605670058945383,H0503,50760137,1,1,1,5.0,314,1.57,1.67,0.375,0.3333333333333333,4.76,1.185,17.2,0,1,0,0,0,0,1,0,1,0,1,female,38 years old,around CHF 5000 per month,not high education,a non-work trip,car is available for this trip
50760209,1,6,143,58,42,17.6,3.33,37,2,0,1,0,2,0,2,1,1,2,2,0,2,2,3.5,3,4,2,1978,1,2,1,1,7000,5,1,2,2,2,2,1,8.8,4.77,3,3,2,2,4,4,4,1,3,5,3,3,5,1,3,6,4,1,5,4,4,4,3,1,4,3,4,2,4,4,1,4,3,2,2,4,2,1,1,4,2,2,4,3,3,2,2,4,2,2,4,3,4,4,2,7,1,2,4,4,5,2,3,2,2,4,5,35.0,1,43,8,50,5,32,0.000232084,0.6296835007540205,H0504,50760209,1,1,1,7.0,101,0.505,0.715,0.185,0.7,0.8800000000000001,0.477,7.0,0,0,1,0,0,0,1,0,0,0,1,female,32 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
50760209,9,2,129,27,36,19.2,2.83,38,2,0,1,0,2,0,2,1,1,2,2,0,2,2,3.5,3,4,2,1978,1,2,1,1,7000,5,1,2,2,2,2,1,9.6,4.06,3,3,2,2,4,4,4,1,3,5,3,3,5,1,3,6,4,1,5,4,4,4,3,1,4,3,4,2,4,4,1,4,3,2,2,4,2,1,1,4,2,2,4,3,3,2,2,4,2,2,4,3,4,4,3,7,1,2,4,4,5,2,3,2,2,4,5,32.0,1,66,8,60,5,32,0.000232084,0.6296835007540205,H0505,50760209,1,1,1,7.0,93,0.465,0.645,0.19,0.6,0.96,0.40599999999999997,6.4,0,0,1,0,0,0,1,0,0,0,1,female,32 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
50760210,1,6,119,34,42,17.6,3.21,36,2,0,1,0,2,0,2,1,1,2,2,0,2,2,3.5,3,4,2,1978,1,2,1,1,7000,5,1,2,2,2,2,1,8.8,4.6,3,3,2,2,4,4,4,1,3,5,3,3,5,1,3,6,4,1,5,4,4,4,3,1,4,3,4,2,4,4,1,4,3,2,2,4,2,1,1,4,2,2,4,3,3,2,2,4,2,2,4,3,4,4,1,7,1,2,4,4,5,2,3,2,2,4,5,35.0,1,43,8,50,5,32,0.000232084,0.6296835007540205,H0506,50760210,1,1,1,7.0,77,0.385,0.595,0.18,0.7,0.8800000000000001,0.45999999999999996,7.0,0,0,1,0,0,0,1,0,0,1,0,female,32 years old,around CHF 7000 per month,not high education,a work trip,car is available for this trip
50760210,10,11,605,46,89,176.4,37.53,301,2,0,1,0,2,0,2,1,1,2,2,0,2,2,3.5,3,4,2,1978,1,2,1,1,7000,5,1,2,2,2,2,1,88.2,53.78,3,3,2,2,4,4,4,1,3,5,3,3,5,1,3,6,4,1,5,4,4,4,3,1,4,3,4,2,4,4,1,4,3,2,2,4,2,1,1,4,2,2,4,3,3,2,2,4,2,2,4,3,4,4,3,7,1,2,4,4,5,4,3,2,2,4,5,395.0,1,470,8,269,5,32,0.000232084,0.6296835007540205,H0507,50760210,1,1,1,7.0,516,2.58,3.025,1.505,1.4833333333333334,8.82,5.378,79.0,0,0,1,0,0,0,1,0,0,0,1,female,32 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
50760217,7,2,233,166,3,32.0,5.93,57,1,0,1,1,1,0,1,0,2,2,1,0,2,2,3.0,2,3,2,1966,1,1,1,6,5000,8,1,2,2,2,2,1,16.0,8.5,2,3,2,2,3,4,2,4,2,4,1,5,4,3,4,6,4,1,5,3,4,5,5,3,4,4,2,4,5,4,1,3,3,2,4,5,3,2,3,3,2,2,2,4,4,1,1,5,2,3,2,3,4,2,3,7,1,2,4,4,4,6,3,2,2,3,5,62.7,1,64,8,241,5,44,0.000144039,0.390802389501682,H0508,50760217,1,1,1,5.0,230,1.15,1.165,0.285,0.05,1.6,0.85,12.540000000000001,1,0,0,1,0,0,1,0,1,0,1,female,44 years old,around CHF 5000 per month,high education,a non-work trip,car is available for this trip
50760247,1,2,166,104,5,25.4,5.23,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,2,1952,1,3,2,6,7384,3,2,2,2,2,2,1,25.4,7.49,3,3,3,2,3,3,4,2,3,3,3,4,4,3,3,4,4,2,4,3,4,4,6,4,3,6,3,2,4,2,2,6,3,1,4,2,3,1,1,5,3,3,3,3,4,2,1,4,3,3,3,2,4,3,-1,7,1,2,4,4,3,6,3,2,2,3,5,48.8,1,57,3,63,5,58,0.000367986,0.9984088205497536,H0509,50760247,1,1,1,7.384,161,0.805,0.83,0.33,0.08333333333333333,2.54,0.749,9.76,0,1,0,1,0,0,1,0,1,0,1,female,58 years old,around CHF 7384 per month,not high education,a non-work trip,car is available for this trip
50760299,11,5,320,44,47,74.4,16.03,129,3,1,1,0,1,1,1,1,1,1,3,0,2,2,3.0,2,3,1,1978,1,3,1,6,5000,3,2,2,2,2,2,1,74.4,22.97,2,4,3,3,3,4,3,2,5,5,5,5,4,1,4,4,1,3,5,2,3,1,1,5,5,1,5,3,5,5,1,1,1,2,5,3,3,1,1,5,1,1,5,5,1,1,3,1,1,1,1,5,5,3,3,7,1,2,4,4,5,2,3,3,3,4,5,179.0,0,229,5,274,5,32,0.000967286,2.6244120004410196,H0510,50760299,1,1,1,5.0,273,1.365,1.6,0.645,0.7833333333333333,7.44,2.2969999999999997,35.8,0,1,0,1,0,0,0,0,0,0,1,male,32 years old,around CHF 5000 per month,not high education,a non-work trip,car is available for this trip
50760334,1,1,57,34,9,8.0,0.58,7,2,0,2,0,2,0,1,2,1,2,2,0,1,1,4.0,3,5,2,1968,1,7,1,3,9000,3,2,2,2,2,2,1,8.0,0.83,1,2,3,1,4,4,5,3,6,6,6,6,5,3,5,6,5,1,5,3,3,5,6,2,3,1,3,1,5,1,6,6,5,1,3,1,6,1,1,5,2,3,5,6,2,6,2,5,1,5,5,3,6,5,2,7,1,2,4,4,6,2,4,1,1,4,5,5.5,1,14,6,13,5,42,0.000367986,0.9984088205497536,H0511,50760334,1,1,1,9.0,48,0.24,0.285,0.035,0.15,0.8,0.08299999999999999,1.1,0,1,0,0,0,0,1,0,0,0,1,female,42 years old,around CHF 9000 per month,not high education,a non-work trip,car is available for this trip
50760337,1,5,240,72,42,44.2,9.8,72,1,0,1,0,1,0,1,1,1,1,1,0,2,2,3.5,3,4,2,1976,1,1,1,6,7000,4,2,2,2,2,2,1,44.2,14.04,1,4,3,2,3,4,2,5,2,5,3,5,5,2,4,6,4,2,5,2,4,4,6,3,6,6,6,2,5,3,2,6,2,3,2,4,3,1,1,5,3,3,4,5,3,6,1,5,1,2,2,4,4,2,1,7,1,2,4,4,5,2,3,2,2,3,5,107.0,1,126,3,70,5,34,0.000232084,0.6296835007540205,H0512,50760337,1,1,1,7.0,198,0.99,1.2,0.36,0.7,4.42,1.404,21.4,0,0,0,1,0,0,1,0,0,1,0,female,34 years old,around CHF 7000 per month,not high education,a work trip,car is available for this trip
50760337,10,4,141,16,47,18.8,1.66,24,1,0,1,0,1,0,1,1,1,1,1,0,2,2,3.5,3,4,2,1976,1,1,1,6,7000,4,2,2,2,2,2,1,18.8,2.38,1,4,3,2,3,4,2,5,2,5,3,5,5,2,4,6,4,2,5,2,4,4,6,3,6,6,6,2,5,3,2,6,2,3,2,4,3,1,1,5,3,3,4,5,3,6,1,5,1,2,2,4,4,2,3,7,1,2,4,4,5,2,3,2,2,3,5,15.0,1,78,3,14,5,34,0.000232084,0.6296835007540205,H0513,50760337,1,1,1,7.0,94,0.47,0.705,0.12,0.7833333333333333,1.8800000000000001,0.238,3.0,0,0,0,1,0,0,1,0,0,0,1,female,34 years old,around CHF 7000 per month,not high education,a non-work trip,car is available for this trip
50760357,1,6,356,112,60,73.4,12.99,116,3,0,2,1,4,2,3,2,1,1,3,1,1,1,10.0,5,6,1,1961,1,4,1,1,15000,8,2,2,2,2,2,1,73.4,18.61,2,2,1,1,4,5,5,1,3,5,3,4,4,1,3,1,5,1,4,4,5,3,4,1,3,2,2,1,5,4,1,2,4,1,2,1,2,1,1,5,4,2,5,4,3,1,2,5,3,3,1,5,5,4,2,7,1,2,4,4,5,4,3,2,2,3,5,147.0,1,184,2,108,5,49,0.000160139,0.4344844372177664,H0514,50760357,1,1,1,15.0,296,1.48,1.78,0.58,1.0,7.340000000000001,1.861,29.4,1,0,1,0,0,0,1,0,0,0,1,male,49 years old,around CHF 15000 per month,high education,a non-work trip,car is available for this trip
50760357,8,0,69,26,0,14.0,1.97,26,3,0,2,1,4,2,3,2,1,1,3,1,1,1,10.0,5,6,1,1961,1,4,1,1,15000,8,2,2,2,2,2,1,14.0,2.82,2,2,1,1,4,5,5,1,3,5,3,4,4,1,3,1,5,1,4,4,5,3,4,1,3,2,2,1,5,4,1,2,4,1,2,1,2,1,1,5,4,2,5,4,3,1,2,5,3,3,1,5,5,4,3,7,1,2,4,4,5,2,3,2,2,3,5,20.0,1,43,2,30,5,49,0.000160139,0.4344844372177664,H0515,50760357,1,1,1,15.0,69,0.345,0.345,0.13,0.0,1.4,0.282,4.0,1,0,1,0,0,0,1,0,0,0,1,male,49 years old,around CHF 15000 per month,high education,a non-work trip,car is available for this trip
50760429,1,2,107,30,26,22.0,5.86,45,4,0,1,0,5,0,3,2,1,1,4,0,1,1,5.5,12,5,1,1961,1,3,1,1,9000,4,1,2,2,2,2,1,11.0,8.4,2,2,4,2,2,4,4,4,2,5,4,4,4,1,3,2,5,1,5,4,4,2,1,1,5,3,2,1,5,4,1,3,2,2,2,4,2,1,1,5,2,3,1,4,5,3,1,5,1,2,3,3,1,4,1,7,1,2,4,4,5,2,2,3,3,4,5,65.0,1,51,4,40,5,49,0.000109132,0.2960937410777467,H0516,50760429,1,1,1,9.0,81,0.405,0.535,0.225,0.43333333333333335,1.1,0.8400000000000001,13.0,0,0,1,0,0,0,0,0,0,1,0,male,49 years old,around CHF 9000 per month,not high education,a work trip,car is available for this trip
