respondent_id,human_id,Choice,alternative_code,alternative_name,availability,travel_time,waiting_time,travel_cost,distance_km,scaled_time,scaled_waiting,scaled_cost,scaled_distance
H0095,14050047,1,0,PT,1,130,53,17.2,96.0,0.65,0.8833333333333333,1.72,19.2
H0095,14050047,1,1,CAR,1,69,0,12.93,96.0,0.345,0.0,1.293,19.2
H0095,14050047,1,2,SLOW_MODES,1,0,0,0.0,96.0,0.0,0.0,0.0,19.2
H0096,14050047,1,0,PT,1,165,16,18.2,75.0,0.825,0.26666666666666666,1.8199999999999998,15.0
H0096,14050047,1,1,CAR,1,53,0,9.76,75.0,0.265,0.0,0.976,15.0
H0096,14050047,1,2,SLOW_MODES,1,0,0,0.0,75.0,0.0,0.0,0.0,15.0
H0097,14050075,0,0,PT,1,125,20,0.0,76.0,0.625,0.3333333333333333,0.0,15.2
H0097,14050075,0,1,CAR,1,54,0,9.84,76.0,0.27,0.0,0.984,15.2
H0097,14050075,0,2,SLOW_MODES,1,0,0,0.0,76.0,0.0,0.0,0.0,15.2
H0098,14050133,1,0,PT,1,210,74,0.0,128.0,1.05,1.2333333333333334,0.0,25.6
H0098,14050133,1,1,CAR,1,95,0,17.77,128.0,0.475,0.0,1.777,25.6
H0098,14050133,1,2,SLOW_MODES,1,0,0,0.0,128.0,0.0,0.0,0.0,25.6
H0099,14050134,1,0,PT,1,90,15,10.9,28.0,0.45,0.25,1.09,5.6
H0099,14050134,1,1,CAR,1,24,0,3.93,28.0,0.12,0.0,0.393,5.6
H0099,14050134,1,2,SLOW_MODES,1,0,0,0.0,28.0,0.0,0.0,0.0,5.6
H0100,14050182,1,0,PT,1,85,22,9.6,33.0,0.425,0.36666666666666664,0.96,6.6
H0100,14050182,1,1,CAR,1,30,0,4.41,33.0,0.15,0.0,0.441,6.6
H0100,14050182,1,2,SLOW_MODES,1,0,0,0.0,33.0,0.0,0.0,0.0,6.6
H0101,14050186,1,0,PT,1,96,30,11.4,15.0,0.48,0.5,1.1400000000000001,3.0
H0101,14050186,1,1,CAR,1,20,0,2.32,15.0,0.1,0.0,0.23199999999999998,3.0
H0101,14050186,1,2,SLOW_MODES,1,0,0,0.0,15.0,0.0,0.0,0.0,3.0
H0102,14050186,1,0,PT,1,106,28,8.0,15.0,0.53,0.4666666666666667,0.8,3.0
H0102,14050186,1,1,CAR,1,20,0,2.32,15.0,0.1,0.0,0.23199999999999998,3.0
H0102,14050186,1,2,SLOW_MODES,1,0,0,0.0,15.0,0.0,0.0,0.0,3.0
H0103,14050193,1,0,PT,1,94,3,3.4,17.0,0.47,0.05,0.33999999999999997,3.4
H0103,14050193,1,1,CAR,1,24,0,2.74,17.0,0.12,0.0,0.274,3.4
H0103,14050193,1,2,SLOW_MODES,1,0,0,0.0,17.0,0.0,0.0,0.0,3.4
H0104,14050194,1,0,PT,1,57,0,3.7,9.0,0.285,0.0,0.37,1.8
H0104,14050194,1,1,CAR,1,17,0,1.69,9.0,0.085,0.0,0.16899999999999998,1.8
H0104,14050194,1,2,SLOW_MODES,1,0,0,0.0,9.0,0.0,0.0,0.0,1.8
H0105,14050278,1,0,PT,1,208,81,40.0,85.0,1.04,1.35,4.0,17.0
H0105,14050278,1,1,CAR,1,62,0,11.32,85.0,0.31,0.0,1.1320000000000001,17.0
H0105,14050278,1,2,SLOW_MODES,1,0,0,0.0,85.0,0.0,0.0,0.0,17.0
H0106,19130036,1,0,PT,1,170,83,41.0,53.5,0.85,1.3833333333333333,4.1,10.7
H0106,19130036,1,1,CAR,1,46,0,6.74,53.5,0.23,0.0,0.674,10.7
H0106,19130036,1,2,SLOW_MODES,1,0,0,0.0,53.5,0.0,0.0,0.0,10.7
H0107,19130080,1,0,PT,1,85,13,15.2,31.6,0.425,0.21666666666666667,1.52,6.32
H0107,19130080,1,1,CAR,1,31,0,4.57,31.6,0.155,0.0,0.457,6.32
H0107,19130080,1,2,SLOW_MODES,1,0,0,0.0,31.6,0.0,0.0,0.0,6.32
H0108,19130080,1,0,PT,1,14,0,0.0,1.2,0.07,0.0,0.0,0.24
H0108,19130080,1,1,CAR,1,2,0,0.37,1.2,0.01,0.0,0.037,0.24
H0108,19130080,1,2,SLOW_MODES,1,0,0,0.0,1.2,0.0,0.0,0.0,0.24
H0109,19130092,1,0,PT,1,127,0,29.0,39.0,0.635,0.0,2.9,7.8
H0109,19130092,1,1,CAR,1,36,0,5.36,39.0,0.18,0.0,0.536,7.8
H0109,19130092,1,2,SLOW_MODES,1,0,0,0.0,39.0,0.0,0.0,0.0,7.8
H0110,19130092,1,0,PT,1,28,0,0.0,2.4,0.14,0.0,0.0,0.48
H0110,19130092,1,1,CAR,1,6,0,0.63,2.4,0.03,0.0,0.063,0.48
H0110,19130092,1,2,SLOW_MODES,1,0,0,0.0,2.4,0.0,0.0,0.0,0.48
H0111,19130148,1,0,PT,1,72,4,7.9,25.5,0.36,0.06666666666666667,0.79,5.1
H0111,19130148,1,1,CAR,1,27,0,3.53,25.5,0.135,0.0,0.353,5.1
H0111,19130148,1,2,SLOW_MODES,1,0,0,0.0,25.5,0.0,0.0,0.0,5.1
H0112,19130149,1,0,PT,1,108,54,21.6,37.0,0.54,0.9,2.16,7.4
H0112,19130149,1,1,CAR,1,34,0,5.12,37.0,0.17,0.0,0.512,7.4
H0112,19130149,1,2,SLOW_MODES,1,0,0,0.0,37.0,0.0,0.0,0.0,7.4
H0113,19130149,1,0,PT,1,135,15,23.2,35.0,0.675,0.25,2.32,7.0
H0113,19130149,1,1,CAR,1,32,0,5.07,35.0,0.16,0.0,0.507,7.0
H0113,19130149,1,2,SLOW_MODES,1,0,0,0.0,35.0,0.0,0.0,0.0,7.0
H0114,19130179,1,0,PT,1,44,0,6.8,10.5,0.22,0.0,0.6799999999999999,2.1
H0114,19130179,1,1,CAR,1,12,0,1.39,10.5,0.06,0.0,0.13899999999999998,2.1
H0114,19130179,1,2,SLOW_MODES,1,0,0,0.0,10.5,0.0,0.0,0.0,2.1
H0115,19130202,1,0,PT,1,173,15,45.0,51.0,0.865,0.25,4.5,10.2
H0115,19130202,1,1,CAR,1,51,0,6.48,51.0,0.255,0.0,0.648,10.2
H0115,19130202,1,2,SLOW_MODES,1,0,0,0.0,51.0,0.0,0.0,0.0,10.2
H0116,19130203,2,0,PT,1,26,0,6.0,12.0,0.13,0.0,0.6,2.4
H0116,19130203,2,1,CAR,1,16,0,1.89,12.0,0.08,0.0,0.189,2.4
H0116,19130203,2,2,SLOW_MODES,1,0,0,0.0,12.0,0.0,0.0,0.0,2.4
H0117,19130203,2,0,PT,1,26,0,6.0,12.0,0.13,0.0,0.6,2.4
H0117,19130203,2,1,CAR,1,16,0,1.89,12.0,0.08,0.0,0.189,2.4
H0117,19130203,2,2,SLOW_MODES,1,0,0,0.0,12.0,0.0,0.0,0.0,2.4
H0118,19130213,1,0,PT,1,324,56,94.0,189.0,1.62,0.9333333333333333,9.4,37.8
H0118,19130213,1,1,CAR,1,135,0,25.31,189.0,0.675,0.0,2.5309999999999997,37.8
H0118,19130213,1,2,SLOW_MODES,1,0,0,0.0,189.0,0.0,0.0,0.0,37.8
H0119,19130252,0,0,PT,1,150,30,51.4,122.0,0.75,0.5,5.14,24.4
H0119,19130252,0,1,CAR,1,86,0,18.69,122.0,0.43,0.0,1.8690000000000002,24.4
H0119,19130252,0,2,SLOW_MODES,1,0,0,0.0,122.0,0.0,0.0,0.0,24.4
H0120,19130291,1,0,PT,1,189,8,63.6,160.0,0.945,0.13333333333333333,6.36,32.0
H0120,19130291,1,1,CAR,1,102,0,20.79,160.0,0.51,0.0,2.0789999999999997,32.0
H0120,19130291,1,2,SLOW_MODES,1,0,0,0.0,160.0,0.0,0.0,0.0,32.0
H0121,19130292,1,0,PT,1,115,14,32.0,37.0,0.575,0.23333333333333334,3.2,7.4
H0121,19130292,1,1,CAR,1,33,0,5.13,37.0,0.165,0.0,0.513,7.4
H0121,19130292,1,2,SLOW_MODES,1,0,0,0.0,37.0,0.0,0.0,0.0,7.4
H0122,19130374,1,0,PT,1,315,52,0.0,141.5,1.575,0.8666666666666667,0.0,28.3
H0122,19130374,1,1,CAR,1,133,0,26.14,141.5,0.665,0.0,2.614,28.3
H0122,19130374,1,2,SLOW_MODES,1,0,0,0.0,141.5,0.0,0.0,0.0,28.3
H0123,19130767,2,0,PT,1,27,0,3.0,2.5,0.135,0.0,0.3,0.5
H0123,19130767,2,1,CAR,1,2,0,0.39,2.5,0.01,0.0,0.039,0.5
H0123,19130767,2,2,SLOW_MODES,1,0,0,0.0,2.5,0.0,0.0,0.0,0.5
H0124,19130798,1,0,PT,1,113,0,34.6,42.0,0.565,0.0,3.46,8.4
H0124,19130798,1,1,CAR,1,42,0,5.4,42.0,0.21,0.0,0.54,8.4
H0124,19130798,1,2,SLOW_MODES,1,0,0,0.0,42.0,0.0,0.0,0.0,8.4
H0125,19130798,1,0,PT,1,151,37,34.6,42.0,0.755,0.6166666666666667,3.46,8.4
H0125,19130798,1,1,CAR,1,42,0,5.4,42.0,0.21,0.0,0.54,8.4
H0125,19130798,1,2,SLOW_MODES,1,0,0,0.0,42.0,0.0,0.0,0.0,8.4
H0126,19130827,1,0,PT,1,178,43,38.4,72.0,0.89,0.7166666666666667,3.84,14.4
H0126,19130827,1,1,CAR,1,56,0,9.49,72.0,0.28,0.0,0.9490000000000001,14.4
H0126,19130827,1,2,SLOW_MODES,1,0,0,0.0,72.0,0.0,0.0,0.0,14.4
H0127,19130855,1,0,PT,1,71,1,7.6,31.0,0.355,0.016666666666666666,0.76,6.2
H0127,19130855,1,1,CAR,1,27,0,4.13,31.0,0.135,0.0,0.413,6.2
H0127,19130855,1,2,SLOW_MODES,1,0,0,0.0,31.0,0.0,0.0,0.0,6.2
H0128,19130855,1,0,PT,1,111,15,14.8,31.0,0.555,0.25,1.48,6.2
H0128,19130855,1,1,CAR,1,27,0,4.14,31.0,0.135,0.0,0.414,6.2
H0128,19130855,1,2,SLOW_MODES,1,0,0,0.0,31.0,0.0,0.0,0.0,6.2
H0129,19130863,1,0,PT,1,266,72,51.8,101.0,1.33,1.2,5.18,20.2
H0129,19130863,1,1,CAR,1,63,0,14.32,101.0,0.315,0.0,1.432,20.2
H0129,19130863,1,2,SLOW_MODES,1,0,0,0.0,101.0,0.0,0.0,0.0,20.2
H0130,19130863,1,0,PT,1,64,0,8.2,15.0,0.32,0.0,0.82,3.0
H0130,19130863,1,1,CAR,1,18,0,1.91,15.0,0.09,0.0,0.191,3.0
H0130,19130863,1,2,SLOW_MODES,1,0,0,0.0,15.0,0.0,0.0,0.0,3.0
H0131,19130871,1,0,PT,1,183,37,20.9,78.5,0.915,0.6166666666666667,2.09,15.7
H0131,19130871,1,1,CAR,1,59,0,10.27,78.5,0.295,0.0,1.027,15.7
H0131,19130871,1,2,SLOW_MODES,1,0,0,0.0,78.5,0.0,0.0,0.0,15.7
H0132,19130963,1,0,PT,1,28,0,6.0,4.5,0.14,0.0,0.6,0.9
H0132,19130963,1,1,CAR,1,7,0,0.79,4.5,0.035,0.0,0.079,0.9
H0132,19130963,1,2,SLOW_MODES,1,0,0,0.0,4.5,0.0,0.0,0.0,0.9
H0133,19131061,1,0,PT,1,229,33,49.2,27.0,1.145,0.55,4.92,5.4
H0133,19131061,1,1,CAR,1,30,0,3.93,27.0,0.15,0.0,0.393,5.4
H0133,19131061,1,2,SLOW_MODES,1,0,0,0.0,27.0,0.0,0.0,0.0,5.4
H0134,19610035,1,0,PT,1,72,0,2.6,5.5,0.36,0.0,0.26,1.1
H0134,19610035,1,1,CAR,1,14,0,1.39,5.5,0.07,0.0,0.13899999999999998,1.1
H0134,19610035,1,2,SLOW_MODES,1,0,0,0.0,5.5,0.0,0.0,0.0,1.1
H0135,19610035,1,0,PT,1,70,3,2.6,5.5,0.35,0.05,0.26,1.1
H0135,19610035,1,1,CAR,1,14,0,1.39,5.5,0.07,0.0,0.13899999999999998,1.1
H0135,19610035,1,2,SLOW_MODES,1,0,0,0.0,5.5,0.0,0.0,0.0,1.1
H0136,19610114,1,0,PT,1,82,0,10.6,16.2,0.41,0.0,1.06,3.2399999999999998
H0136,19610114,1,1,CAR,1,26,0,2.67,16.2,0.13,0.0,0.267,3.2399999999999998
H0136,19610114,1,2,SLOW_MODES,1,0,0,0.0,16.2,0.0,0.0,0.0,3.2399999999999998
H0137,19610182,1,0,PT,1,75,0,6.2,25.0,0.375,0.0,0.62,5.0
H0137,19610182,1,1,CAR,1,39,0,3.97,25.0,0.195,0.0,0.397,5.0
H0137,19610182,1,2,SLOW_MODES,1,0,0,0.0,25.0,0.0,0.0,0.0,5.0
H0138,19650025,1,0,PT,1,44,0,3.2,7.1,0.22,0.0,0.32,1.42
H0138,19650025,1,1,CAR,1,15,0,1.63,7.1,0.075,0.0,0.16299999999999998,1.42
H0138,19650025,1,2,SLOW_MODES,1,0,0,0.0,7.1,0.0,0.0,0.0,1.42
H0139,19650025,1,0,PT,1,67,11,3.7,13.5,0.335,0.18333333333333332,0.37,2.7
H0139,19650025,1,1,CAR,1,27,0,2.81,13.5,0.135,0.0,0.281,2.7
H0139,19650025,1,2,SLOW_MODES,1,0,0,0.0,13.5,0.0,0.0,0.0,2.7
H0140,19650025,1,0,PT,1,72,0,3.2,14.0,0.36,0.0,0.32,2.8
H0140,19650025,1,1,CAR,1,30,0,2.94,14.0,0.15,0.0,0.294,2.8
H0140,19650025,1,2,SLOW_MODES,1,0,0,0.0,14.0,0.0,0.0,0.0,2.8
H0141,19650026,1,0,PT,1,85,4,7.4,14.0,0.425,0.06666666666666667,0.74,2.8
H0141,19650026,1,1,CAR,1,28,0,2.87,14.0,0.14,0.0,0.28700000000000003,2.8
H0141,19650026,1,2,SLOW_MODES,1,0,0,0.0,14.0,0.0,0.0,0.0,2.8
H0142,19650026,1,0,PT,1,119,0,12.4,9.5,0.595,0.0,1.24,1.9
H0142,19650026,1,1,CAR,1,22,0,2.45,9.5,0.11,0.0,0.24500000000000002,1.9
H0142,19650026,1,2,SLOW_MODES,1,0,0,0.0,9.5,0.0,0.0,0.0,1.9
H0143,19650041,1,0,PT,1,96,0,11.0,16.9,0.48,0.0,1.1,3.38
H0143,19650041,1,1,CAR,1,38,0,3.78,16.9,0.19,0.0,0.378,3.38
H0143,19650041,1,2,SLOW_MODES,1,0,0,0.0,16.9,0.0,0.0,0.0,3.38
H0144,19650059,1,0,PT,1,184,13,14.2,21.5,0.92,0.21666666666666667,1.42,4.3
H0144,19650059,1,1,CAR,1,33,0,3.44,21.5,0.165,0.0,0.344,4.3
H0144,19650059,1,2,SLOW_MODES,1,0,0,0.0,21.5,0.0,0.0,0.0,4.3
H0145,19650072,1,0,PT,1,225,37,27.6,39.3,1.125,0.6166666666666667,2.7600000000000002,7.859999999999999
H0145,19650072,1,1,CAR,1,61,0,6.48,39.3,0.305,0.0,0.648,7.859999999999999
H0145,19650072,1,2,SLOW_MODES,1,0,0,0.0,39.3,0.0,0.0,0.0,7.859999999999999
H0146,19650138,1,0,PT,1,74,1,4.4,14.0,0.37,0.016666666666666666,0.44000000000000006,2.8
H0146,19650138,1,1,CAR,1,34,0,3.25,14.0,0.17,0.0,0.325,2.8
H0146,19650138,1,2,SLOW_MODES,1,0,0,0.0,14.0,0.0,0.0,0.0,2.8
H0147,19650139,1,0,PT,1,207,50,23.7,110.0,1.035,0.8333333333333334,2.37,22.0
H0147,19650139,1,1,CAR,1,120,0,17.61,110.0,0.6,0.0,1.761,22.0
H0147,19650139,1,2,SLOW_MODES,1,0,0,0.0,110.0,0.0,0.0,0.0,22.0
H0148,19650218,1,0,PT,1,52,0,7.4,14.0,0.26,0.0,0.74,2.8
H0148,19650218,1,1,CAR,1,30,0,3.25,14.0,0.15,0.0,0.325,2.8
H0148,19650218,1,2,SLOW_MODES,1,0,0,0.0,14.0,0.0,0.0,0.0,2.8
H0149,19650224,1,0,PT,1,151,46,12.8,24.0,0.755,0.7666666666666667,1.28,4.8
H0149,19650224,1,1,CAR,1,40,0,4.06,24.0,0.2,0.0,0.40599999999999997,4.8
H0149,19650224,1,2,SLOW_MODES,1,0,0,0.0,24.0,0.0,0.0,0.0,4.8
H0150,19650224,1,0,PT,1,155,27,16.8,24.0,0.775,0.45,1.6800000000000002,4.8
H0150,19650224,1,1,CAR,1,40,0,4.06,24.0,0.2,0.0,0.40599999999999997,4.8
H0150,19650224,1,2,SLOW_MODES,1,0,0,0.0,24.0,0.0,0.0,0.0,4.8
H0151,19650242,1,0,PT,1,140,25,5.1,18.5,0.7,0.4166666666666667,0.51,3.7
H0151,19650242,1,1,CAR,1,33,0,3.4,18.5,0.165,0.0,0.33999999999999997,3.7
H0151,19650242,1,2,SLOW_MODES,1,0,0,0.0,18.5,0.0,0.0,0.0,3.7
H0152,19650281,0,0,PT,1,60,1,0.0,18.0,0.3,0.016666666666666666,0.0,3.6
H0152,19650281,0,1,CAR,1,36,0,4.24,18.0,0.18,0.0,0.42400000000000004,3.6
H0152,19650281,0,2,SLOW_MODES,1,0,0,0.0,18.0,0.0,0.0,0.0,3.6
H0153,19650295,1,0,PT,1,125,12,14.0,64.0,0.625,0.2,1.4,12.8
H0153,19650295,1,1,CAR,1,64,0,9.19,64.0,0.32,0.0,0.9189999999999999,12.8
H0153,19650295,1,2,SLOW_MODES,1,0,0,0.0,64.0,0.0,0.0,0.0,12.8
H0154,19650327,0,0,PT,1,127,0,8.0,14.7,0.635,0.0,0.8,2.94
H0154,19650327,0,1,CAR,1,23,0,2.31,14.7,0.115,0.0,0.231,2.94
H0154,19650327,0,2,SLOW_MODES,1,0,0,0.0,14.7,0.0,0.0,0.0,2.94
H0155,19650328,2,0,PT,1,24,0,3.0,1.4,0.12,0.0,0.3,0.27999999999999997
H0155,19650328,2,1,CAR,1,4,0,0.63,1.4,0.02,0.0,0.063,0.27999999999999997
H0155,19650328,2,2,SLOW_MODES,1,0,0,0.0,1.4,0.0,0.0,0.0,0.27999999999999997
H0156,19650328,2,0,PT,1,24,0,3.0,4.0,0.12,0.0,0.3,0.8
H0156,19650328,2,1,CAR,1,8,0,0.86,4.0,0.04,0.0,0.086,0.8
H0156,19650328,2,2,SLOW_MODES,1,0,0,0.0,4.0,0.0,0.0,0.0,0.8
H0157,19650425,1,0,PT,1,139,0,8.6,17.5,0.695,0.0,0.86,3.5
H0157,19650425,1,1,CAR,1,35,0,3.47,17.5,0.175,0.0,0.34700000000000003,3.5
H0157,19650425,1,2,SLOW_MODES,1,0,0,0.0,17.5,0.0,0.0,0.0,3.5
H0158,19650448,0,0,PT,1,45,0,7.4,10.0,0.225,0.0,0.74,2.0
H0158,19650448,0,1,CAR,1,23,0,2.32,10.0,0.115,0.0,0.23199999999999998,2.0
H0158,19650448,0,2,SLOW_MODES,1,0,0,0.0,10.0,0.0,0.0,0.0,2.0
H0159,19650490,1,0,PT,1,242,2,45.8,115.4,1.21,0.03333333333333333,4.58,23.080000000000002
H0159,19650490,1,1,CAR,1,95,0,16.04,115.4,0.475,0.0,1.6039999999999999,23.080000000000002
H0159,19650490,1,2,SLOW_MODES,1,0,0,0.0,115.4,0.0,0.0,0.0,23.080000000000002
H0160,19650491,2,0,PT,1,22,0,3.0,2.4,0.11,0.0,0.3,0.48
H0160,19650491,2,1,CAR,1,4,0,0.52,2.4,0.02,0.0,0.052000000000000005,0.48
H0160,19650491,2,2,SLOW_MODES,1,0,0,0.0,2.4,0.0,0.0,0.0,0.48
H0161,19650575,1,0,PT,1,24,0,3.0,2.0,0.12,0.0,0.3,0.4
H0161,19650575,1,1,CAR,1,4,0,0.54,2.0,0.02,0.0,0.054000000000000006,0.4
H0161,19650575,1,2,SLOW_MODES,1,0,0,0.0,2.0,0.0,0.0,0.0,0.4
H0162,19650575,1,0,PT,1,98,13,4.8,17.5,0.49,0.21666666666666667,0.48,3.5
H0162,19650575,1,1,CAR,1,31,0,3.17,17.5,0.155,0.0,0.317,3.5
H0162,19650575,1,2,SLOW_MODES,1,0,0,0.0,17.5,0.0,0.0,0.0,3.5
H0163,19650626,1,0,PT,1,119,30,8.5,19.0,0.595,0.5,0.85,3.8
H0163,19650626,1,1,CAR,1,27,0,2.99,19.0,0.135,0.0,0.29900000000000004,3.8
H0163,19650626,1,2,SLOW_MODES,1,0,0,0.0,19.0,0.0,0.0,0.0,3.8
H0164,19650626,1,0,PT,1,128,2,5.4,16.0,0.64,0.03333333333333333,0.54,3.2
H0164,19650626,1,1,CAR,1,24,0,2.52,16.0,0.12,0.0,0.252,3.2
H0164,19650626,1,2,SLOW_MODES,1,0,0,0.0,16.0,0.0,0.0,0.0,3.2
H0165,19650631,1,0,PT,1,146,0,18.4,28.0,0.73,0.0,1.8399999999999999,5.6
H0165,19650631,1,1,CAR,1,59,0,6.03,28.0,0.295,0.0,0.603,5.6
H0165,19650631,1,2,SLOW_MODES,1,0,0,0.0,28.0,0.0,0.0,0.0,5.6
H0166,19650656,1,0,PT,1,227,12,19.8,33.0,1.135,0.2,1.98,6.6
H0166,19650656,1,1,CAR,1,69,0,6.91,33.0,0.345,0.0,0.6910000000000001,6.6
H0166,19650656,1,2,SLOW_MODES,1,0,0,0.0,33.0,0.0,0.0,0.0,6.6
H0167,19650699,1,0,PT,1,37,0,6.8,10.0,0.185,0.0,0.6799999999999999,2.0
H0167,19650699,1,1,CAR,1,17,0,2.03,10.0,0.085,0.0,0.20299999999999999,2.0
H0167,19650699,1,2,SLOW_MODES,1,0,0,0.0,10.0,0.0,0.0,0.0,2.0
H0168,19650699,1,0,PT,1,43,0,6.4,5.0,0.215,0.0,0.64,1.0
H0168,19650699,1,1,CAR,1,9,0,1.0,5.0,0.045,0.0,0.1,1.0
H0168,19650699,1,2,SLOW_MODES,1,0,0,0.0,5.0,0.0,0.0,0.0,1.0
H0169,19650700,1,0,PT,1,103,0,6.0,12.8,0.515,0.0,0.6,2.56
H0169,19650700,1,1,CAR,1,28,0,2.92,12.8,0.14,0.0,0.292,2.56
H0169,19650700,1,2,SLOW_MODES,1,0,0,0.0,12.8,0.0,0.0,0.0,2.56
H0170,19730033,1,0,PT,1,187,16,23.25,46.0,0.935,0.26666666666666666,2.325,9.2
H0170,19730033,1,1,CAR,1,57,0,6.94,46.0,0.285,0.0,0.6940000000000001,9.2
H0170,19730033,1,2,SLOW_MODES,1,0,0,0.0,46.0,0.0,0.0,0.0,9.2
H0171,19730034,1,0,PT,1,184,119,44.6,77.0,0.92,1.9833333333333334,4.46,15.4
H0171,19730034,1,1,CAR,1,96,0,11.82,77.0,0.48,0.0,1.182,15.4
H0171,19730034,1,2,SLOW_MODES,1,0,0,0.0,77.0,0.0,0.0,0.0,15.4
H0172,19730078,1,0,PT,1,149,1,8.4,30.9,0.745,0.016666666666666666,0.8400000000000001,6.18
H0172,19730078,1,1,CAR,1,53,0,5.32,30.9,0.265,0.0,0.532,6.18
H0172,19730078,1,2,SLOW_MODES,1,0,0,0.0,30.9,0.0,0.0,0.0,6.18
H0173,19730085,0,0,PT,1,82,0,6.0,14.0,0.41,0.0,0.6,2.8
H0173,19730085,0,1,CAR,1,30,0,2.89,14.0,0.15,0.0,0.28900000000000003,2.8
H0173,19730085,0,2,SLOW_MODES,1,0,0,0.0,14.0,0.0,0.0,0.0,2.8
H0174,19730092,1,0,PT,1,137,1,20.0,31.0,0.685,0.016666666666666666,2.0,6.2
H0174,19730092,1,1,CAR,1,53,0,5.23,31.0,0.265,0.0,0.523,6.2
H0174,19730092,1,2,SLOW_MODES,1,0,0,0.0,31.0,0.0,0.0,0.0,6.2
H0175,20860315,1,0,PT,1,15,0,0.0,7.0,0.075,0.0,0.0,1.4
H0175,20860315,1,1,CAR,1,10,0,1.23,7.0,0.05,0.0,0.123,1.4
H0175,20860315,1,2,SLOW_MODES,1,0,0,0.0,7.0,0.0,0.0,0.0,1.4
H0176,28000144,1,0,PT,1,33,0,4.4,3.5,0.165,0.0,0.44000000000000006,0.7
H0176,28000144,1,1,CAR,1,8,0,1.02,3.5,0.04,0.0,0.10200000000000001,0.7
H0176,28000144,1,2,SLOW_MODES,1,0,0,0.0,3.5,0.0,0.0,0.0,0.7
H0177,28000144,2,0,PT,1,40,0,4.4,2.5,0.2,0.0,0.44000000000000006,0.5
H0177,28000144,2,1,CAR,1,6,0,0.73,2.5,0.03,0.0,0.073,0.5
H0177,28000144,2,2,SLOW_MODES,1,0,0,0.0,2.5,0.0,0.0,0.0,0.5
H0178,28000244,0,0,PT,1,90,5,12.1,121.0,0.45,0.08333333333333333,1.21,24.2
H0178,28000244,0,1,CAR,1,130,0,16.29,121.0,0.65,0.0,1.629,24.2
H0178,28000244,0,2,SLOW_MODES,1,0,0,0.0,121.0,0.0,0.0,0.0,24.2
H0179,28000306,0,0,PT,1,61,0,4.1,13.5,0.305,0.0,0.41,2.7
H0179,28000306,0,1,CAR,0,17,0,1.95,13.5,0.085,0.0,0.195,2.7
H0179,28000306,0,2,SLOW_MODES,1,0,0,0.0,13.5,0.0,0.0,0.0,2.7
H0180,28000341,0,0,PT,1,64,0,5.5,41.9,0.32,0.0,0.55,8.379999999999999
H0180,28000341,0,1,CAR,1,46,0,5.86,41.9,0.23,0.0,0.5860000000000001,8.379999999999999
H0180,28000341,0,2,SLOW_MODES,1,0,0,0.0,41.9,0.0,0.0,0.0,8.379999999999999
H0181,28000344,2,0,PT,1,46,0,2.2,3.2,0.23,0.0,0.22000000000000003,0.64
H0181,28000344,2,1,CAR,1,6,0,0.66,3.2,0.03,0.0,0.066,0.64
H0181,28000344,2,2,SLOW_MODES,1,0,0,0.0,3.2,0.0,0.0,0.0,0.64
H0182,28000344,2,0,PT,1,51,0,2.2,3.2,0.255,0.0,0.22000000000000003,0.64
H0182,28000344,2,1,CAR,1,6,0,0.66,3.2,0.03,0.0,0.066,0.64
H0182,28000344,2,2,SLOW_MODES,1,0,0,0.0,3.2,0.0,0.0,0.0,0.64
H0183,28000366,2,0,PT,1,36,0,0.0,2.5,0.18,0.0,0.0,0.5
H0183,28000366,2,1,CAR,1,6,0,0.75,2.5,0.03,0.0,0.075,0.5
H0183,28000366,2,2,SLOW_MODES,1,0,0,0.0,2.5,0.0,0.0,0.0,0.5
H0184,28000366,2,0,PT,1,34,0,3.0,2.5,0.17,0.0,0.3,0.5
H0184,28000366,2,1,CAR,1,6,0,0.75,2.5,0.03,0.0,0.075,0.5
H0184,28000366,2,2,SLOW_MODES,1,0,0,0.0,2.5,0.0,0.0,0.0,0.5
H0185,28000414,0,0,PT,1,67,14,11.2,22.0,0.335,0.23333333333333334,1.1199999999999999,4.4
H0185,28000414,0,1,CAR,1,36,0,3.67,22.0,0.18,0.0,0.367,4.4
H0185,28000414,0,2,SLOW_MODES,1,0,0,0.0,22.0,0.0,0.0,0.0,4.4
H0186,28000460,0,0,PT,1,202,17,0.0,180.5,1.01,0.2833333333333333,0.0,36.1
H0186,28000460,0,1,CAR,1,177,0,24.26,180.5,0.885,0.0,2.426,36.1
H0186,28000460,0,2,SLOW_MODES,1,0,0,0.0,180.5,0.0,0.0,0.0,36.1
H0187,28000701,1,0,PT,1,69,0,3.0,7.0,0.345,0.0,0.3,1.4
H0187,28000701,1,1,CAR,1,14,0,1.63,7.0,0.07,0.0,0.16299999999999998,1.4
H0187,28000701,1,2,SLOW_MODES,1,0,0,0.0,7.0,0.0,0.0,0.0,1.4
H0188,28000701,1,0,PT,1,58,0,2.6,6.0,0.29,0.0,0.26,1.2
H0188,28000701,1,1,CAR,1,14,0,1.62,6.0,0.07,0.0,0.162,1.2
H0188,28000701,1,2,SLOW_MODES,1,0,0,0.0,6.0,0.0,0.0,0.0,1.2
H0189,28240110,1,0,PT,1,99,6,16.6,23.6,0.495,0.1,1.6600000000000001,4.720000000000001
