ID,GROUP,SURVEY,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,CAR_AV,task_count,persona_source,purpose_text,first_class_text,ticket_text,who_text,luggage_text,age_text,sex_text,income_text,ga_text,origin_text,dest_text,survey_text,car_av_text
309,2,0,3,0,6,1,1,2,1,2,1,25,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 2,male,income code 2,has a GA travelcard,origin zone code 25,destination zone code 1,survey stratum 0,car is not available for this trip
310,2,0,3,0,6,1,1,3,1,1,1,17,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 3,male,income code 1,has a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
311,2,0,3,0,6,1,1,3,1,2,1,10,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 3,male,income code 2,has a GA travelcard,origin zone code 10,destination zone code 1,survey stratum 0,car is available for this trip
312,2,0,3,0,6,1,1,3,1,2,1,17,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 3,male,income code 2,has a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
313,2,0,3,0,6,1,1,4,1,3,1,1,2,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 4,male,income code 3,has a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is not available for this trip
314,2,0,3,0,6,1,1,5,0,2,1,1,17,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 5,female,income code 2,has a GA travelcard,origin zone code 1,destination zone code 17,survey stratum 0,car is not available for this trip
315,2,0,3,0,6,1,1,5,1,2,1,1,25,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 5,male,income code 2,has a GA travelcard,origin zone code 1,destination zone code 25,survey stratum 0,car is not available for this trip
316,2,0,3,0,6,1,1,2,0,1,1,2,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 2,female,income code 1,has a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is not available for this trip
317,2,0,3,0,6,1,1,4,0,1,1,22,21,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 4,female,income code 1,has a GA travelcard,origin zone code 22,destination zone code 21,survey stratum 0,car is available for this trip
318,2,0,3,0,6,1,1,5,1,2,1,2,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 5,male,income code 2,has a GA travelcard,origin zone code 2,destination zone code 22,survey stratum 0,car is available for this trip
319,2,0,3,0,6,1,1,5,1,4,1,2,22,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 5,male,income code 4,has a GA travelcard,origin zone code 2,destination zone code 22,survey stratum 0,car is not available for this trip
320,2,0,3,0,6,1,1,3,0,4,1,2,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 1,age code 3,female,income code 4,has a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is available for this trip
321,2,0,3,0,6,1,3,2,1,3,1,1,23,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 3,age code 2,male,income code 3,has a GA travelcard,origin zone code 1,destination zone code 23,survey stratum 0,car is available for this trip
322,2,0,3,0,6,1,3,5,0,4,1,25,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 1,luggage code 3,age code 5,female,income code 4,has a GA travelcard,origin zone code 25,destination zone code 1,survey stratum 0,car is available for this trip
323,2,0,3,0,6,2,1,3,0,3,1,22,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 2,luggage code 1,age code 3,female,income code 3,has a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 0,car is available for this trip
324,2,0,3,0,6,2,1,1,0,4,1,23,2,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 6,payer code 2,luggage code 1,age code 1,female,income code 4,has a GA travelcard,origin zone code 23,destination zone code 2,survey stratum 0,car is not available for this trip
325,2,0,3,0,7,1,1,1,0,1,1,1,2,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 1,female,income code 1,has a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is not available for this trip
326,2,0,3,0,7,1,1,1,1,1,1,1,2,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 1,male,income code 1,has a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is available for this trip
327,2,0,3,0,7,1,1,1,1,1,1,1,17,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 1,male,income code 1,has a GA travelcard,origin zone code 1,destination zone code 17,survey stratum 0,car is not available for this trip
328,2,0,3,0,7,1,1,1,1,1,1,1,17,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 1,male,income code 1,has a GA travelcard,origin zone code 1,destination zone code 17,survey stratum 0,car is available for this trip
329,2,0,3,0,7,1,1,1,1,1,1,17,2,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 1,male,income code 1,has a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is not available for this trip
330,2,0,3,0,7,1,1,2,1,1,1,2,9,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 2,male,income code 1,has a GA travelcard,origin zone code 2,destination zone code 9,survey stratum 0,car is not available for this trip
331,2,0,3,0,7,1,1,5,0,1,1,17,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 1,has a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
332,2,0,3,0,7,1,1,1,0,4,1,17,3,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 1,luggage code 1,age code 1,female,income code 4,has a GA travelcard,origin zone code 17,destination zone code 3,survey stratum 0,car is not available for this trip
333,2,0,3,0,7,2,0,1,0,1,1,17,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 2,no luggage,age code 1,female,income code 1,has a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
334,2,0,3,0,7,2,1,1,0,1,1,17,1,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 2,luggage code 1,age code 1,female,income code 1,has a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
335,2,0,3,0,7,2,1,1,1,1,1,2,1,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 2,luggage code 1,age code 1,male,income code 1,has a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is available for this trip
336,2,0,3,0,7,2,1,1,1,1,1,25,23,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 7,payer code 2,luggage code 1,age code 1,male,income code 1,has a GA travelcard,origin zone code 25,destination zone code 23,survey stratum 0,car is not available for this trip
337,2,0,3,0,8,2,1,1,0,1,0,25,22,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 8,payer code 2,luggage code 1,age code 1,female,income code 1,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is not available for this trip
338,2,0,3,0,10,1,1,1,0,4,0,25,22,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 10,payer code 1,luggage code 1,age code 1,female,income code 4,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is not available for this trip
339,2,0,3,0,10,1,1,5,0,1,0,1,2,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 10,payer code 1,luggage code 1,age code 5,female,income code 1,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is not available for this trip
340,2,0,3,0,10,1,1,1,1,1,0,22,25,0,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 10,payer code 1,luggage code 1,age code 1,male,income code 1,does not have a GA travelcard,origin zone code 22,destination zone code 25,survey stratum 0,car is not available for this trip
341,2,0,3,0,10,1,1,4,1,1,0,25,22,1,9,empirical_cleaned_profile,purpose code 3,second class,ticket category code 10,payer code 1,luggage code 1,age code 4,male,income code 1,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is available for this trip
342,2,0,3,1,1,1,0,3,0,3,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,no luggage,age code 3,female,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is available for this trip
343,2,0,3,1,1,1,0,5,1,3,0,22,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,no luggage,age code 5,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 0,car is available for this trip
344,2,0,3,1,1,1,1,2,1,2,0,1,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 17,survey stratum 0,car is available for this trip
345,2,0,3,1,1,1,1,2,1,3,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is available for this trip
346,2,0,3,1,1,1,1,2,1,4,0,25,10,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 4,does not have a GA travelcard,origin zone code 25,destination zone code 10,survey stratum 0,car is not available for this trip
347,2,0,3,1,1,1,1,3,1,2,0,1,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is not available for this trip
348,2,0,3,1,1,1,1,3,1,2,0,1,10,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 10,survey stratum 0,car is available for this trip
349,2,0,3,1,1,1,1,4,0,2,0,9,22,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 4,female,income code 2,does not have a GA travelcard,origin zone code 9,destination zone code 22,survey stratum 0,car is not available for this trip
350,2,0,3,1,1,1,1,4,0,4,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 4,female,income code 4,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 0,car is available for this trip
351,2,0,3,1,1,1,1,5,0,4,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 5,female,income code 4,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is available for this trip
352,2,0,3,1,1,1,1,2,0,2,0,25,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 2,female,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 2,survey stratum 0,car is available for this trip
353,2,0,3,1,1,1,1,3,0,4,0,23,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 3,female,income code 4,does not have a GA travelcard,origin zone code 23,destination zone code 1,survey stratum 0,car is available for this trip
354,2,0,3,1,1,1,1,3,1,4,0,20,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 3,male,income code 4,does not have a GA travelcard,origin zone code 20,destination zone code 25,survey stratum 0,car is available for this trip
355,2,0,3,1,1,1,1,5,1,3,0,2,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 5,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 0,car is available for this trip
356,2,0,3,1,1,1,1,5,1,4,0,1,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 1,age code 5,male,income code 4,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is available for this trip
357,2,0,3,1,1,1,3,1,0,1,0,18,25,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 1,payer code 1,luggage code 3,age code 1,female,income code 1,does not have a GA travelcard,origin zone code 18,destination zone code 25,survey stratum 0,car is not available for this trip
358,2,0,3,1,2,1,1,2,0,1,0,17,1,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 2,payer code 1,luggage code 1,age code 2,female,income code 1,does not have a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
359,2,0,3,1,3,1,0,2,0,2,0,17,1,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,no luggage,age code 2,female,income code 2,does not have a GA travelcard,origin zone code 17,destination zone code 1,survey stratum 0,car is not available for this trip
360,2,0,3,1,3,1,1,3,0,2,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,luggage code 1,age code 3,female,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 0,car is available for this trip
361,2,0,3,1,3,1,1,3,1,3,0,1,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is not available for this trip
362,2,0,3,1,3,1,1,3,1,3,0,2,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 0,car is available for this trip
363,2,0,3,1,3,1,1,4,0,4,0,22,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,luggage code 1,age code 4,female,income code 4,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 0,car is available for this trip
364,2,0,3,1,3,1,3,2,0,4,0,2,25,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,luggage code 3,age code 2,female,income code 4,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 0,car is not available for this trip
365,2,0,3,1,3,1,3,4,1,3,0,10,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,luggage code 3,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 10,destination zone code 1,survey stratum 0,car is available for this trip
366,2,0,3,1,3,1,3,4,1,1,0,23,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 3,payer code 1,luggage code 3,age code 4,male,income code 1,does not have a GA travelcard,origin zone code 23,destination zone code 25,survey stratum 0,car is available for this trip
367,2,0,3,1,5,1,1,4,0,3,0,17,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 5,payer code 1,luggage code 1,age code 4,female,income code 3,does not have a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is available for this trip
368,2,0,3,1,5,1,1,5,0,4,0,22,1,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 5,payer code 1,luggage code 1,age code 5,female,income code 4,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 0,car is not available for this trip
369,2,0,3,1,5,1,1,5,1,2,0,22,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 5,payer code 1,luggage code 1,age code 5,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 0,car is available for this trip
370,2,0,3,1,6,1,0,5,1,1,1,2,18,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,no luggage,age code 5,male,income code 1,has a GA travelcard,origin zone code 2,destination zone code 18,survey stratum 0,car is not available for this trip
371,2,0,3,1,6,1,1,4,1,3,1,2,1,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 4,male,income code 3,has a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is not available for this trip
372,2,0,3,1,6,1,1,4,1,3,1,2,1,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 4,male,income code 3,has a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 0,car is available for this trip
373,2,0,3,1,6,1,1,5,0,1,1,1,15,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 5,female,income code 1,has a GA travelcard,origin zone code 1,destination zone code 15,survey stratum 0,car is not available for this trip
374,2,0,3,1,6,1,1,5,0,4,1,19,1,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 5,female,income code 4,has a GA travelcard,origin zone code 19,destination zone code 1,survey stratum 0,car is not available for this trip
375,2,0,3,1,6,1,1,4,0,4,1,2,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 4,female,income code 4,has a GA travelcard,origin zone code 2,destination zone code 22,survey stratum 0,car is available for this trip
376,2,0,3,1,6,1,1,4,0,4,1,23,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 4,female,income code 4,has a GA travelcard,origin zone code 23,destination zone code 2,survey stratum 0,car is not available for this trip
377,2,0,3,1,6,1,1,4,1,3,1,2,19,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 4,male,income code 3,has a GA travelcard,origin zone code 2,destination zone code 19,survey stratum 0,car is available for this trip
378,2,0,3,1,6,1,1,4,1,3,1,15,2,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 4,male,income code 3,has a GA travelcard,origin zone code 15,destination zone code 2,survey stratum 0,car is available for this trip
379,2,0,3,1,6,1,1,3,1,3,1,2,17,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 1,luggage code 1,age code 3,male,income code 3,has a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 0,car is not available for this trip
380,2,0,3,1,6,2,0,2,0,1,1,17,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 2,no luggage,age code 2,female,income code 1,has a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is not available for this trip
381,2,0,3,1,6,2,3,2,1,1,1,2,20,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 2,luggage code 3,age code 2,male,income code 1,has a GA travelcard,origin zone code 2,destination zone code 20,survey stratum 0,car is not available for this trip
382,2,0,3,1,6,3,1,5,1,3,1,2,17,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 6,payer code 3,luggage code 1,age code 5,male,income code 3,has a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 0,car is not available for this trip
383,2,0,3,1,7,1,1,5,0,1,1,1,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 1,has a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 0,car is not available for this trip
384,2,0,3,1,7,1,1,5,0,1,1,2,17,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 1,has a GA travelcard,origin zone code 2,destination zone code 17,survey stratum 0,car is not available for this trip
385,2,0,3,1,7,1,1,5,0,1,1,15,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 1,has a GA travelcard,origin zone code 15,destination zone code 2,survey stratum 0,car is not available for this trip
386,2,0,3,1,7,1,1,5,0,1,1,17,2,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 1,has a GA travelcard,origin zone code 17,destination zone code 2,survey stratum 0,car is not available for this trip
387,2,0,3,1,7,1,1,5,0,1,1,25,23,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 1,has a GA travelcard,origin zone code 25,destination zone code 23,survey stratum 0,car is available for this trip
388,2,0,3,1,7,1,1,5,0,4,1,22,25,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,female,income code 4,has a GA travelcard,origin zone code 22,destination zone code 25,survey stratum 0,car is not available for this trip
389,2,0,3,1,7,1,1,5,1,1,1,23,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,male,income code 1,has a GA travelcard,origin zone code 23,destination zone code 25,survey stratum 0,car is available for this trip
390,2,0,3,1,7,1,1,5,1,2,1,25,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 7,payer code 1,luggage code 1,age code 5,male,income code 2,has a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is available for this trip
391,2,0,3,1,8,1,0,4,0,2,0,25,22,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 8,payer code 1,no luggage,age code 4,female,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 0,car is available for this trip
392,2,0,3,1,8,1,1,3,1,2,1,1,17,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 8,payer code 1,luggage code 1,age code 3,male,income code 2,has a GA travelcard,origin zone code 1,destination zone code 17,survey stratum 0,car is available for this trip
393,2,0,3,1,8,1,1,3,1,3,0,22,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 8,payer code 1,luggage code 1,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 25,survey stratum 0,car is available for this trip
394,2,0,3,1,10,1,1,2,1,2,0,2,15,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 10,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 15,survey stratum 0,car is available for this trip
395,2,0,3,1,10,1,1,4,0,3,0,1,20,0,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 10,payer code 1,luggage code 1,age code 4,female,income code 3,does not have a GA travelcard,origin zone code 1,destination zone code 20,survey stratum 0,car is not available for this trip
396,2,0,3,1,10,1,1,3,1,2,0,2,25,1,9,empirical_cleaned_profile,purpose code 3,first class,ticket category code 10,payer code 1,luggage code 1,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 25,survey stratum 0,car is available for this trip
442,3,1,1,0,1,0,0,4,1,0,0,22,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 0,no luggage,age code 4,male,income code 0,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
443,3,1,1,0,1,1,0,2,1,1,0,22,17,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,no luggage,age code 2,male,income code 1,does not have a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 1,car is available for this trip
444,3,1,1,0,1,1,0,2,1,2,0,22,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,no luggage,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
445,3,1,1,0,1,1,0,3,0,1,0,25,22,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,no luggage,age code 3,female,income code 1,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 1,car is available for this trip
446,3,1,1,0,1,1,0,3,0,2,0,22,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,no luggage,age code 3,female,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
447,3,1,1,0,1,1,0,4,1,3,0,2,22,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,no luggage,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 22,survey stratum 1,car is available for this trip
448,3,1,1,0,1,1,1,2,1,2,0,22,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
449,3,1,1,0,1,1,1,2,1,2,0,22,14,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,luggage code 1,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 14,survey stratum 1,car is available for this trip
450,3,1,1,0,1,1,1,3,0,2,0,1,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 1,luggage code 1,age code 3,female,income code 2,does not have a GA travelcard,origin zone code 1,destination zone code 2,survey stratum 1,car is available for this trip
451,3,1,1,0,1,2,0,2,0,1,0,22,17,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 2,no luggage,age code 2,female,income code 1,does not have a GA travelcard,origin zone code 22,destination zone code 17,survey stratum 1,car is available for this trip
452,3,1,1,0,1,2,0,4,1,3,0,2,1,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 2,no luggage,age code 4,male,income code 3,does not have a GA travelcard,origin zone code 2,destination zone code 1,survey stratum 1,car is available for this trip
453,3,1,1,0,1,2,1,2,0,2,0,25,1,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 2,luggage code 1,age code 2,female,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 1,survey stratum 1,car is available for this trip
454,3,1,1,0,1,3,0,2,0,2,0,22,1,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 3,no luggage,age code 2,female,income code 2,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
455,3,1,1,0,1,3,0,4,1,2,0,25,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 1,payer code 3,no luggage,age code 4,male,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 2,survey stratum 1,car is available for this trip
456,3,1,1,0,3,1,0,2,1,2,0,25,10,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,no luggage,age code 2,male,income code 2,does not have a GA travelcard,origin zone code 25,destination zone code 10,survey stratum 1,car is available for this trip
457,3,1,1,0,3,1,0,2,1,3,0,22,2,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,no luggage,age code 2,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 2,survey stratum 1,car is available for this trip
458,3,1,1,0,3,1,0,3,1,2,0,2,19,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,no luggage,age code 3,male,income code 2,does not have a GA travelcard,origin zone code 2,destination zone code 19,survey stratum 1,car is available for this trip
459,3,1,1,0,3,1,0,3,1,3,0,22,1,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 22,destination zone code 1,survey stratum 1,car is available for this trip
460,3,1,1,0,3,1,0,3,1,3,0,25,22,1,9,empirical_cleaned_profile,purpose code 1,second class,ticket category code 3,payer code 1,no luggage,age code 3,male,income code 3,does not have a GA travelcard,origin zone code 25,destination zone code 22,survey stratum 1,car is available for this trip
