GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,custom_id,task_position,task_id,TRAIN_COST_SCALED,SM_COST_SCALED,CAR_COST_SCALED,TRAIN_TIME_SCALED,SM_TIME_SCALED,CAR_TIME_SCALED,chosen_alternative_name
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,71,19,120,38,22,30,1,0,0,2,1324,1,H0261_T01,0.19,0.22,0.0,0.71,0.38,0.0,SWISSMETRO
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,71,14,120,42,19,20,1,0,0,2,1325,2,H0261_T02,0.14,0.19,0.0,0.71,0.42,0.0,SWISSMETRO
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,61,14,120,40,18,30,0,0,0,2,1326,3,H0261_T03,0.14,0.18,0.0,0.61,0.4,0.0,SWISSMETRO
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,64,14,60,42,19,10,0,0,0,1,1327,4,H0261_T04,0.14,0.19,0.0,0.64,0.42,0.0,TRAIN
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,64,16,120,42,20,30,0,0,0,2,1328,5,H0261_T05,0.16,0.2,0.0,0.64,0.42,0.0,SWISSMETRO
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,61,16,60,42,20,20,1,0,0,2,1329,6,H0261_T06,0.16,0.2,0.0,0.61,0.42,0.0,SWISSMETRO
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,61,19,60,40,25,10,1,0,0,2,1330,7,H0261_T07,0.19,0.25,0.0,0.61,0.4,0.0,SWISSMETRO
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,64,19,30,42,31,20,1,0,0,2,1331,8,H0261_T08,0.19,0.31,0.0,0.64,0.42,0.0,SWISSMETRO
2,0,1,261,3,0,1,1,3,4,1,1,0,25,22,1,0,1,61,16,120,38,21,20,0,0,0,2,1332,9,H0261_T09,0.16,0.21,0.0,0.61,0.38,0.0,SWISSMETRO
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,102,26,120,32,31,30,1,0,0,1,1333,1,H0262_T01,0.26,0.31,0.0,1.02,0.32,0.0,TRAIN
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,81,20,120,35,24,30,0,0,0,2,1334,2,H0262_T02,0.2,0.24,0.0,0.81,0.35,0.0,SWISSMETRO
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,102,20,120,39,26,20,1,0,0,2,1335,3,H0262_T03,0.2,0.26,0.0,1.02,0.39,0.0,SWISSMETRO
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,88,20,60,39,26,10,0,0,0,1,1336,4,H0262_T04,0.2,0.26,0.0,0.88,0.39,0.0,TRAIN
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,88,22,120,39,26,30,0,0,0,2,1337,5,H0262_T05,0.22,0.26,0.0,0.88,0.39,0.0,SWISSMETRO
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,81,22,60,39,26,20,1,0,0,1,1338,6,H0262_T06,0.22,0.26,0.0,0.81,0.39,0.0,TRAIN
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,81,26,60,35,32,10,1,0,0,1,1339,7,H0262_T07,0.26,0.32,0.0,0.81,0.35,0.0,TRAIN
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,81,22,120,32,28,20,0,0,0,2,1340,8,H0262_T08,0.22,0.28,0.0,0.81,0.32,0.0,SWISSMETRO
2,0,1,262,3,0,1,2,1,1,0,4,0,17,1,1,0,1,88,26,30,39,40,20,1,0,0,1,1341,9,H0262_T09,0.26,0.4,0.0,0.88,0.39,0.0,TRAIN
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,251,44,120,78,47,30,1,0,0,2,1342,1,H0263_T01,0.44,0.47,0.0,2.51,0.78,0.0,SWISSMETRO
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,197,33,120,86,38,30,0,0,0,2,1343,2,H0263_T02,0.33,0.38,0.0,1.97,0.86,0.0,SWISSMETRO
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,251,33,120,96,40,20,1,0,0,2,1344,3,H0263_T03,0.33,0.4,0.0,2.51,0.96,0.0,SWISSMETRO
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,215,33,60,96,40,10,0,0,0,2,1345,4,H0263_T04,0.33,0.4,0.0,2.15,0.96,0.0,SWISSMETRO
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,215,37,120,96,42,30,0,0,0,2,1346,5,H0263_T05,0.37,0.42,0.0,2.15,0.96,0.0,SWISSMETRO
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,197,37,60,96,42,20,1,0,0,2,1347,6,H0263_T06,0.37,0.42,0.0,1.97,0.96,0.0,SWISSMETRO
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,197,44,60,86,50,10,1,0,0,2,1348,7,H0263_T07,0.44,0.5,0.0,1.97,0.86,0.0,SWISSMETRO
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,197,37,120,78,44,20,0,0,0,2,1349,8,H0263_T08,0.37,0.44,0.0,1.97,0.78,0.0,SWISSMETRO
2,0,1,263,3,0,2,1,0,1,1,4,0,1,25,1,0,1,215,44,30,96,60,20,1,0,0,1,1350,9,H0263_T09,0.44,0.6,0.0,2.15,0.96,0.0,TRAIN
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,134,18,30,65,20,10,0,0,0,2,1351,1,H0264_T01,0.18,0.2,0.0,1.34,0.65,0.0,SWISSMETRO
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,134,18,120,61,24,10,1,0,0,2,1352,2,H0264_T02,0.18,0.24,0.0,1.34,0.61,0.0,SWISSMETRO
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,134,16,30,58,23,20,0,0,0,1,1353,3,H0264_T03,0.16,0.23,0.0,1.34,0.58,0.0,TRAIN
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,104,16,60,58,23,30,1,0,0,1,1354,4,H0264_T04,0.16,0.23,0.0,1.04,0.58,0.0,TRAIN
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,114,18,30,58,21,30,1,0,0,2,1355,5,H0264_T05,0.18,0.21,0.0,1.14,0.58,0.0,SWISSMETRO
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,114,16,30,61,18,10,1,0,0,2,1356,6,H0264_T06,0.16,0.18,0.0,1.14,0.61,0.0,SWISSMETRO
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,114,22,60,58,23,20,0,0,0,2,1357,7,H0264_T07,0.22,0.23,0.0,1.14,0.58,0.0,SWISSMETRO
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,134,22,30,61,24,30,0,0,0,2,1358,8,H0264_T08,0.22,0.24,0.0,1.34,0.61,0.0,SWISSMETRO
2,0,1,264,3,0,2,1,1,2,0,4,0,17,9,1,0,1,114,18,60,61,24,30,0,0,0,1,1359,9,H0264_T09,0.18,0.24,0.0,1.14,0.61,0.0,TRAIN
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,64,18,120,40,21,20,0,91,60,1,1360,1,H0265_T01,0.18,0.21,0.6,0.64,0.4,0.91,TRAIN
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,76,18,60,42,24,30,0,91,48,1,1361,2,H0265_T02,0.18,0.24,0.48,0.76,0.42,0.91,TRAIN
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,58,18,30,38,20,10,0,91,78,1,1362,3,H0265_T03,0.18,0.2,0.78,0.58,0.38,0.91,TRAIN
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,58,15,30,40,20,20,0,56,48,1,1363,4,H0265_T04,0.15,0.2,0.48,0.58,0.4,0.56,TRAIN
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,76,13,60,40,15,20,0,70,78,1,1364,5,H0265_T05,0.13,0.15,0.78,0.76,0.4,0.7,TRAIN
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,58,18,120,42,24,10,0,56,60,1,1365,6,H0265_T06,0.18,0.24,0.6,0.58,0.42,0.56,TRAIN
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,64,13,120,38,18,10,0,70,48,1,1366,7,H0265_T07,0.13,0.18,0.48,0.64,0.38,0.7,TRAIN
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,76,15,60,38,18,10,0,56,60,1,1367,8,H0265_T08,0.15,0.18,0.6,0.76,0.38,0.56,TRAIN
2,0,1,265,3,0,2,1,1,4,1,4,0,25,22,1,1,1,58,13,30,42,16,30,0,70,60,1,1368,9,H0265_T09,0.13,0.16,0.6,0.58,0.42,0.7,TRAIN
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,81,10,30,52,12,10,0,60,8,2,1369,1,H0266_T01,0.1,0.12,0.08,0.81,0.52,0.6,SWISSMETRO
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,81,9,30,48,14,20,0,78,10,2,1370,2,H0266_T02,0.09,0.14,0.1,0.81,0.48,0.78,SWISSMETRO
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,81,10,120,50,16,10,1,78,13,2,1371,3,H0266_T03,0.1,0.16,0.13,0.81,0.5,0.78,SWISSMETRO
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,71,9,60,48,14,30,1,48,13,1,1372,4,H0266_T04,0.09,0.14,0.13,0.71,0.48,0.48,TRAIN
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,74,10,30,48,12,30,1,78,8,2,1373,5,H0266_T05,0.1,0.12,0.08,0.74,0.48,0.78,SWISSMETRO
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,74,12,60,48,14,20,0,48,8,2,1374,6,H0266_T06,0.12,0.14,0.08,0.74,0.48,0.48,SWISSMETRO
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,74,9,30,50,11,10,1,48,10,2,1375,7,H0266_T07,0.09,0.11,0.1,0.74,0.5,0.48,SWISSMETRO
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,74,10,60,50,16,30,0,60,10,3,1376,8,H0266_T08,0.1,0.16,0.1,0.74,0.5,0.6,CAR
2,0,1,266,3,0,2,1,1,5,1,2,0,25,22,1,1,1,81,12,30,50,15,30,0,48,13,2,1377,9,H0266_T09,0.12,0.15,0.13,0.81,0.5,0.48,SWISSMETRO
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,109,15,30,44,18,10,0,0,0,2,1378,1,H0267_T01,0.15,0.18,0.0,1.09,0.44,0.0,SWISSMETRO
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,109,15,120,40,23,10,1,0,0,1,1379,2,H0267_T02,0.15,0.23,0.0,1.09,0.4,0.0,TRAIN
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,109,13,30,37,20,20,0,0,0,1,1380,3,H0267_T03,0.13,0.2,0.0,1.09,0.37,0.0,TRAIN
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,88,13,60,37,20,30,1,0,0,2,1381,4,H0267_T04,0.13,0.2,0.0,0.88,0.37,0.0,SWISSMETRO
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,95,15,30,37,19,30,1,0,0,1,1382,5,H0267_T05,0.15,0.19,0.0,0.95,0.37,0.0,TRAIN
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,95,13,30,40,16,10,1,0,0,2,1383,6,H0267_T06,0.13,0.16,0.0,0.95,0.4,0.0,SWISSMETRO
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,95,18,60,37,20,20,0,0,0,2,1384,7,H0267_T07,0.18,0.2,0.0,0.95,0.37,0.0,SWISSMETRO
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,109,18,30,40,23,30,0,0,0,2,1385,8,H0267_T08,0.18,0.23,0.0,1.09,0.4,0.0,SWISSMETRO
2,0,1,267,3,0,2,1,1,1,0,4,0,2,22,1,0,1,95,15,60,40,23,30,0,0,0,1,1386,9,H0267_T09,0.15,0.23,0.0,0.95,0.4,0.0,TRAIN
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,38,12,120,14,15,20,0,0,0,2,1387,1,H0268_T01,0.12,0.15,0.0,0.38,0.14,0.0,SWISSMETRO
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,45,12,60,16,18,30,0,0,0,2,1388,2,H0268_T02,0.12,0.18,0.0,0.45,0.16,0.0,SWISSMETRO
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,35,12,30,12,14,10,0,0,0,2,1389,3,H0268_T03,0.12,0.14,0.0,0.35,0.12,0.0,SWISSMETRO
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,35,10,30,14,16,20,0,0,0,2,1390,4,H0268_T04,0.1,0.16,0.0,0.35,0.14,0.0,SWISSMETRO
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,45,9,60,14,11,20,0,0,0,2,1391,5,H0268_T05,0.09,0.11,0.0,0.45,0.14,0.0,SWISSMETRO
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,38,9,120,12,14,10,0,0,0,2,1392,6,H0268_T06,0.09,0.14,0.0,0.38,0.12,0.0,SWISSMETRO
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,35,12,120,16,18,10,0,0,0,2,1393,7,H0268_T07,0.12,0.18,0.0,0.35,0.16,0.0,SWISSMETRO
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,45,10,60,12,12,10,0,0,0,2,1394,8,H0268_T08,0.1,0.12,0.0,0.45,0.12,0.0,SWISSMETRO
2,0,1,268,3,0,2,1,1,1,1,1,0,25,22,1,0,1,35,9,30,16,12,30,0,0,0,2,1395,9,H0268_T09,0.09,0.12,0.0,0.35,0.16,0.0,SWISSMETRO
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,122,76,120,45,83,30,1,70,50,2,1396,1,H0269_T01,0.76,0.83,0.5,1.22,0.45,0.7,SWISSMETRO
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,94,57,120,48,65,30,0,91,40,2,1397,2,H0269_T02,0.57,0.65,0.4,0.94,0.48,0.91,SWISSMETRO
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,122,57,120,52,70,20,1,56,40,2,1398,3,H0269_T03,0.57,0.7,0.4,1.22,0.52,0.56,SWISSMETRO
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,103,57,60,52,70,10,0,91,65,1,1399,4,H0269_T04,0.57,0.7,0.65,1.03,0.52,0.91,TRAIN
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,103,63,120,52,71,30,0,56,65,2,1400,5,H0269_T05,0.63,0.71,0.65,1.03,0.52,0.56,SWISSMETRO
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,94,63,60,52,71,20,1,91,50,2,1401,6,H0269_T06,0.63,0.71,0.5,0.94,0.52,0.91,SWISSMETRO
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,94,76,60,48,86,10,1,70,40,2,1402,7,H0269_T07,0.76,0.86,0.4,0.94,0.48,0.7,SWISSMETRO
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,94,63,120,45,76,20,0,70,65,2,1403,8,H0269_T08,0.63,0.76,0.65,0.94,0.45,0.7,SWISSMETRO
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,103,76,30,52,98,20,1,70,65,2,1404,9,H0269_T09,0.76,0.98,0.65,1.03,0.52,0.7,SWISSMETRO
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,197,114,120,111,116,30,1,0,0,2,1405,1,H0270_T01,1.14,1.16,0.0,1.97,1.11,0.0,SWISSMETRO
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,155,85,120,114,98,30,0,0,0,2,1406,2,H0270_T02,0.85,0.98,0.0,1.55,1.14,0.0,SWISSMETRO
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,197,85,120,118,99,20,1,0,0,2,1407,3,H0270_T03,0.85,0.99,0.0,1.97,1.18,0.0,SWISSMETRO
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,169,85,60,118,99,10,0,0,0,1,1408,4,H0270_T04,0.85,0.99,0.0,1.69,1.18,0.0,TRAIN
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,169,95,120,118,103,30,0,0,0,1,1409,5,H0270_T05,0.95,1.03,0.0,1.69,1.18,0.0,TRAIN
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,155,95,60,118,103,20,1,0,0,1,1410,6,H0270_T06,0.95,1.03,0.0,1.55,1.18,0.0,TRAIN
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,155,114,60,114,123,10,1,0,0,1,1411,7,H0270_T07,1.14,1.23,0.0,1.55,1.14,0.0,TRAIN
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,155,95,120,111,106,20,0,0,0,1,1412,8,H0270_T08,0.95,1.06,0.0,1.55,1.11,0.0,TRAIN
2,0,1,270,3,0,3,1,1,1,0,4,0,1,2,1,0,1,169,114,30,118,139,20,1,0,0,1,1413,9,H0270_T09,1.14,1.39,0.0,1.69,1.18,0.0,TRAIN
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,199,127,120,86,144,20,0,0,0,2,1414,1,H0271_T01,1.27,1.44,0.0,1.99,0.86,0.0,SWISSMETRO
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,184,127,30,80,139,10,0,0,0,2,1415,2,H0271_T02,1.27,1.39,0.0,1.84,0.8,0.0,SWISSMETRO
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,230,127,60,94,165,30,0,0,0,2,1416,3,H0271_T03,1.27,1.65,0.0,2.3,0.94,0.0,SWISSMETRO
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,184,106,30,86,144,20,0,0,0,2,1417,4,H0271_T04,1.06,1.44,0.0,1.84,0.86,0.0,SWISSMETRO
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,230,95,60,86,111,20,0,0,0,2,1418,5,H0271_T05,0.95,1.11,0.0,2.3,0.86,0.0,SWISSMETRO
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,199,95,120,80,132,10,0,0,0,2,1419,6,H0271_T06,0.95,1.32,0.0,1.99,0.8,0.0,SWISSMETRO
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,184,127,120,94,165,10,0,0,0,2,1420,7,H0271_T07,1.27,1.65,0.0,1.84,0.94,0.0,SWISSMETRO
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,184,95,30,94,116,30,0,0,0,2,1421,8,H0271_T08,0.95,1.16,0.0,1.84,0.94,0.0,SWISSMETRO
2,0,1,271,3,0,3,1,1,2,1,2,0,17,2,1,0,1,230,106,60,80,128,10,0,0,0,2,1422,9,H0271_T09,1.06,1.28,0.0,2.3,0.8,0.0,SWISSMETRO
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,141,62,120,94,80,30,1,0,0,2,1423,1,H0272_T01,0.62,0.8,0.0,1.41,0.94,0.0,SWISSMETRO
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,110,47,120,97,62,30,0,0,0,1,1424,2,H0272_T02,0.47,0.62,0.0,1.1,0.97,0.0,TRAIN
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,141,47,120,101,65,20,1,0,0,2,1425,3,H0272_T03,0.47,0.65,0.0,1.41,1.01,0.0,SWISSMETRO
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,120,47,60,101,65,10,0,0,0,2,1426,4,H0272_T04,0.47,0.65,0.0,1.2,1.01,0.0,SWISSMETRO
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,120,52,120,101,68,30,0,0,0,2,1427,5,H0272_T05,0.52,0.68,0.0,1.2,1.01,0.0,SWISSMETRO
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,110,52,60,101,68,20,1,0,0,1,1428,6,H0272_T06,0.52,0.68,0.0,1.1,1.01,0.0,TRAIN
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,110,62,60,97,83,10,1,0,0,1,1429,7,H0272_T07,0.62,0.83,0.0,1.1,0.97,0.0,TRAIN
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,110,52,120,94,71,20,0,0,0,1,1430,8,H0272_T08,0.52,0.71,0.0,1.1,0.94,0.0,TRAIN
2,0,1,272,3,0,3,1,1,3,0,1,0,1,17,1,0,1,120,62,30,101,91,20,1,0,0,1,1431,9,H0272_T09,0.62,0.91,0.0,1.2,1.01,0.0,TRAIN
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,166,96,120,90,108,20,0,156,85,2,1432,1,H0273_T01,0.96,1.08,0.85,1.66,0.9,1.56,SWISSMETRO
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,152,96,30,85,103,10,0,156,110,2,1433,2,H0273_T02,0.96,1.03,1.1,1.52,0.85,1.56,SWISSMETRO
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,194,96,60,96,123,30,0,156,68,2,1434,3,H0273_T03,0.96,1.23,0.68,1.94,0.96,1.56,SWISSMETRO
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,152,80,30,90,108,20,0,96,68,2,1435,4,H0273_T04,0.8,1.08,0.68,1.52,0.9,0.96,SWISSMETRO
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,194,72,60,90,86,20,0,120,110,2,1436,5,H0273_T05,0.72,0.86,1.1,1.94,0.9,1.2,SWISSMETRO
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,166,72,120,85,99,10,0,120,68,2,1437,6,H0273_T06,0.72,0.99,0.68,1.66,0.85,1.2,SWISSMETRO
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,152,96,120,96,123,10,0,96,85,2,1438,7,H0273_T07,0.96,1.23,0.85,1.52,0.96,0.96,SWISSMETRO
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,152,72,30,96,90,30,0,120,85,2,1439,8,H0273_T08,0.72,0.9,0.85,1.52,0.96,1.2,SWISSMETRO
2,0,1,273,3,0,3,1,1,3,0,2,0,25,2,1,1,1,194,80,60,85,95,10,0,96,85,2,1440,9,H0273_T09,0.8,0.95,0.85,1.94,0.85,0.96,SWISSMETRO
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,116,58,120,46,65,30,1,60,40,2,1441,1,H0274_T01,0.58,0.65,0.4,1.16,0.46,0.6,SWISSMETRO
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,95,43,120,49,50,30,0,78,32,1,1442,2,H0274_T02,0.43,0.5,0.32,0.95,0.49,0.78,TRAIN
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,116,43,120,53,53,20,1,48,32,3,1443,3,H0274_T03,0.43,0.53,0.32,1.16,0.53,0.48,CAR
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,102,43,60,53,53,10,0,78,52,2,1444,4,H0274_T04,0.43,0.53,0.52,1.02,0.53,0.78,SWISSMETRO
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,102,48,120,53,53,30,0,48,52,2,1445,5,H0274_T05,0.48,0.53,0.52,1.02,0.53,0.48,SWISSMETRO
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,95,48,60,53,53,20,1,78,40,3,1446,6,H0274_T06,0.48,0.53,0.4,0.95,0.53,0.78,CAR
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,95,58,60,49,70,10,1,60,32,3,1447,7,H0274_T07,0.58,0.7,0.32,0.95,0.49,0.6,CAR
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,95,48,120,46,58,20,0,60,52,2,1448,8,H0274_T08,0.48,0.58,0.52,0.95,0.46,0.6,SWISSMETRO
2,0,1,274,3,0,3,1,1,3,0,3,0,15,1,1,1,1,102,58,30,53,83,20,1,60,52,1,1449,9,H0274_T09,0.58,0.83,0.52,1.02,0.53,0.6,TRAIN
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,143,52,30,81,62,10,0,0,0,2,1450,1,H0275_T01,0.52,0.62,0.0,1.43,0.81,0.0,SWISSMETRO
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,143,52,120,77,76,10,1,0,0,2,1451,2,H0275_T02,0.52,0.76,0.0,1.43,0.77,0.0,SWISSMETRO
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,143,47,30,74,70,20,0,0,0,1,1452,3,H0275_T03,0.47,0.7,0.0,1.43,0.74,0.0,TRAIN
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,111,47,60,74,70,30,1,0,0,1,1453,4,H0275_T04,0.47,0.7,0.0,1.11,0.74,0.0,TRAIN
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,122,52,30,74,63,30,1,0,0,1,1454,5,H0275_T05,0.52,0.63,0.0,1.22,0.74,0.0,TRAIN
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,122,47,30,77,53,10,1,0,0,2,1455,6,H0275_T06,0.47,0.53,0.0,1.22,0.77,0.0,SWISSMETRO
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,122,62,60,74,71,20,0,0,0,2,1456,7,H0275_T07,0.62,0.71,0.0,1.22,0.74,0.0,SWISSMETRO
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,143,62,30,77,76,30,0,0,0,2,1457,8,H0275_T08,0.62,0.76,0.0,1.43,0.77,0.0,SWISSMETRO
2,0,1,275,3,0,3,1,1,1,0,1,0,17,1,1,0,1,122,52,60,77,76,30,0,0,0,1,1458,9,H0275_T09,0.52,0.76,0.0,1.22,0.77,0.0,TRAIN
2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,1,1,1,60,46,120,36,57,20,0,52,20,1,1459,1,H0276_T01,0.46,0.57,0.2,0.6,0.36,0.52,TRAIN
2,0,1,276,3,0,3,1,1,5,0,1,0,22,25,1,1,1,68,46,60,38,65,30,0,52,16,1,1460,2,H0276_T02,0.46,0.65,0.16,0.68,0.38,0.52,TRAIN
