custom_id,ID,mode_id,alternative_name,CHOICE,choice,availability,travel_time,travel_cost,headway,seat_configuration,travel_time_hundredth,travel_cost_hundredth,GROUP,SURVEY,SP,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,CAR_AV
1137,240,1,TRAIN,1,1,1,81,18,120,0,0.81,0.18,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1137,240,2,SWISSMETRO,1,0,1,50,26,10,1,0.5,0.26,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1137,240,3,CAR,1,0,1,65,32,0,0,0.65,0.32,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1138,240,1,TRAIN,1,1,1,71,16,60,0,0.71,0.16,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1138,240,2,SWISSMETRO,1,0,1,48,24,30,1,0.48,0.24,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1138,240,3,CAR,1,0,1,40,32,0,0,0.4,0.32,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1139,240,1,TRAIN,2,0,1,74,18,30,0,0.74,0.18,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1139,240,2,SWISSMETRO,2,1,1,48,22,30,1,0.48,0.22,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1139,240,3,CAR,2,0,1,65,20,0,0,0.65,0.2,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1140,240,1,TRAIN,2,0,1,74,16,30,0,0.74,0.16,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1140,240,2,SWISSMETRO,2,1,1,50,18,10,1,0.5,0.18,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1140,240,3,CAR,2,0,1,40,25,0,0,0.4,0.25,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1141,240,1,TRAIN,2,0,1,74,22,60,0,0.74,0.22,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1141,240,2,SWISSMETRO,2,1,1,48,24,20,0,0.48,0.24,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1141,240,3,CAR,2,0,1,40,20,0,0,0.4,0.2,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1142,240,1,TRAIN,1,1,1,74,18,60,0,0.74,0.18,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1142,240,2,SWISSMETRO,1,0,1,50,26,30,0,0.5,0.26,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1142,240,3,CAR,1,0,1,50,25,0,0,0.5,0.25,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1143,240,1,TRAIN,2,0,1,81,22,30,0,0.81,0.22,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1143,240,2,SWISSMETRO,2,1,1,50,26,30,0,0.5,0.26,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1143,240,3,CAR,2,0,1,40,32,0,0,0.4,0.32,2,0,1,3,0,1,1,1,4,0,2,0,22,25,1
1144,241,1,TRAIN,1,1,1,266,74,120,0,2.66,0.74,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1144,241,2,SWISSMETRO,1,0,1,93,78,30,1,0.93,0.78,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1144,241,3,CAR,1,0,1,190,130,0,0,1.9,1.3,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1145,241,1,TRAIN,1,1,1,212,56,120,0,2.12,0.56,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1145,241,2,SWISSMETRO,1,0,1,101,64,30,0,1.01,0.64,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1145,241,3,CAR,1,0,1,247,104,0,0,2.47,1.04,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1146,241,1,TRAIN,1,1,1,266,56,120,0,2.66,0.56,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1146,241,2,SWISSMETRO,1,0,1,111,66,20,1,1.11,0.66,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1146,241,3,CAR,1,0,1,152,104,0,0,1.52,1.04,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1147,241,1,TRAIN,1,1,1,230,56,60,0,2.3,0.56,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1147,241,2,SWISSMETRO,1,0,1,111,66,10,0,1.11,0.66,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1147,241,3,CAR,1,0,1,247,169,0,0,2.47,1.69,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1148,241,1,TRAIN,1,1,1,230,62,120,0,2.3,0.62,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1148,241,2,SWISSMETRO,1,0,1,111,70,30,0,1.11,0.7,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1148,241,3,CAR,1,0,1,152,169,0,0,1.52,1.69,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1149,241,1,TRAIN,1,1,1,212,62,60,0,2.12,0.62,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1149,241,2,SWISSMETRO,1,0,1,111,70,20,1,1.11,0.7,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1149,241,3,CAR,1,0,1,247,130,0,0,2.47,1.3,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1150,241,1,TRAIN,1,1,1,212,74,60,0,2.12,0.74,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1150,241,2,SWISSMETRO,1,0,1,101,82,10,1,1.01,0.82,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1150,241,3,CAR,1,0,1,190,104,0,0,1.9,1.04,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1151,241,1,TRAIN,1,1,1,212,62,120,0,2.12,0.62,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1151,241,2,SWISSMETRO,1,0,1,93,72,20,0,0.93,0.72,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1151,241,3,CAR,1,0,1,190,169,0,0,1.9,1.69,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1152,241,1,TRAIN,1,1,1,230,74,30,0,2.3,0.74,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1152,241,2,SWISSMETRO,1,0,1,111,99,20,1,1.11,0.99,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1152,241,3,CAR,1,0,1,190,169,0,0,1.9,1.69,2,0,1,3,0,1,1,1,4,0,2,0,25,1,1
1153,242,1,TRAIN,1,1,1,78,25,30,0,0.78,0.25,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1153,242,2,SWISSMETRO,1,0,1,45,28,10,0,0.45,0.28,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1153,242,3,CAR,1,0,1,60,32,0,0,0.6,0.32,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1154,242,1,TRAIN,1,1,1,78,22,30,0,0.78,0.22,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1154,242,2,SWISSMETRO,1,0,1,41,31,20,0,0.41,0.31,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1154,242,3,CAR,1,0,1,78,40,0,0,0.78,0.4,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1155,242,1,TRAIN,1,1,1,78,25,120,0,0.78,0.25,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1155,242,2,SWISSMETRO,1,0,1,43,34,10,1,0.43,0.34,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1155,242,3,CAR,1,0,1,78,52,0,0,0.78,0.52,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1156,242,1,TRAIN,1,1,1,61,22,60,0,0.61,0.22,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1156,242,2,SWISSMETRO,1,0,1,41,31,30,1,0.41,0.31,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1156,242,3,CAR,1,0,1,48,52,0,0,0.48,0.52,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1157,242,1,TRAIN,1,1,1,67,25,30,0,0.67,0.25,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1157,242,2,SWISSMETRO,1,0,1,41,29,30,1,0.41,0.29,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1157,242,3,CAR,1,0,1,78,32,0,0,0.78,0.32,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1158,242,1,TRAIN,1,1,1,67,22,30,0,0.67,0.22,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1158,242,2,SWISSMETRO,1,0,1,43,25,10,1,0.43,0.25,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1158,242,3,CAR,1,0,1,48,40,0,0,0.48,0.4,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1159,242,1,TRAIN,1,1,1,67,30,60,0,0.67,0.3,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1159,242,2,SWISSMETRO,1,0,1,41,32,20,0,0.41,0.32,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1159,242,3,CAR,1,0,1,48,32,0,0,0.48,0.32,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1160,242,1,TRAIN,1,1,1,67,25,60,0,0.67,0.25,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1160,242,2,SWISSMETRO,1,0,1,43,34,30,0,0.43,0.34,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1160,242,3,CAR,1,0,1,60,40,0,0,0.6,0.4,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1161,242,1,TRAIN,1,1,1,78,30,30,0,0.78,0.3,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1161,242,2,SWISSMETRO,1,0,1,43,35,30,0,0.43,0.35,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1161,242,3,CAR,1,0,1,48,52,0,0,0.48,0.52,2,0,1,3,0,1,1,1,4,0,2,0,25,22,1
1162,243,1,TRAIN,2,0,1,133,48,30,0,1.33,0.48,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1162,243,2,SWISSMETRO,2,1,1,68,52,10,0,0.68,0.52,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1162,243,3,CAR,2,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1163,243,1,TRAIN,2,0,1,133,48,120,0,1.33,0.48,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1163,243,2,SWISSMETRO,2,1,1,64,58,10,1,0.64,0.58,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1163,243,3,CAR,2,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1164,243,1,TRAIN,2,0,1,133,43,30,0,1.33,0.43,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1164,243,2,SWISSMETRO,2,1,1,61,54,20,0,0.61,0.54,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1164,243,3,CAR,2,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1165,243,1,TRAIN,1,1,1,112,43,60,0,1.12,0.43,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1165,243,2,SWISSMETRO,1,0,1,61,54,30,1,0.61,0.54,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1165,243,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1166,243,1,TRAIN,1,1,1,119,48,30,0,1.19,0.48,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1166,243,2,SWISSMETRO,1,0,1,61,53,30,1,0.61,0.53,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1166,243,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1167,243,1,TRAIN,1,1,1,119,43,30,0,1.19,0.43,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1167,243,2,SWISSMETRO,1,0,1,64,48,10,1,0.64,0.48,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1167,243,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1168,243,1,TRAIN,1,1,1,119,58,60,0,1.19,0.58,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1168,243,2,SWISSMETRO,1,0,1,61,57,20,0,0.61,0.57,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1168,243,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1169,243,1,TRAIN,1,1,1,133,58,30,0,1.33,0.58,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1169,243,2,SWISSMETRO,1,0,1,64,62,30,0,0.64,0.62,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1169,243,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1170,243,1,TRAIN,1,1,1,119,48,60,0,1.19,0.48,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1170,243,2,SWISSMETRO,1,0,1,64,58,30,0,0.64,0.58,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1170,243,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,4,0,4,0,1,2,0
1171,244,1,TRAIN,1,1,1,125,38,120,0,1.25,0.38,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1171,244,2,SWISSMETRO,1,0,1,95,42,30,1,0.95,0.42,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1171,244,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1172,244,1,TRAIN,2,0,1,125,29,120,0,1.25,0.29,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1172,244,2,SWISSMETRO,2,1,1,99,32,20,1,0.99,0.32,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1172,244,3,CAR,2,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1173,244,1,TRAIN,1,1,1,100,29,120,0,1.0,0.29,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1173,244,2,SWISSMETRO,1,0,1,97,32,30,0,0.97,0.32,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1173,244,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1174,244,1,TRAIN,1,1,1,108,29,60,0,1.08,0.29,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1174,244,2,SWISSMETRO,1,0,1,99,32,10,0,0.99,0.32,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1174,244,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1175,244,1,TRAIN,1,1,1,108,32,120,0,1.08,0.32,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1175,244,2,SWISSMETRO,1,0,1,99,35,30,0,0.99,0.35,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1175,244,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1176,244,1,TRAIN,1,1,1,100,32,60,0,1.0,0.32,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1176,244,2,SWISSMETRO,1,0,1,99,35,20,1,0.99,0.35,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1176,244,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1177,244,1,TRAIN,1,1,1,100,38,60,0,1.0,0.38,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1177,244,2,SWISSMETRO,1,0,1,97,42,10,1,0.97,0.42,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1177,244,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1178,244,1,TRAIN,1,1,1,108,38,30,0,1.08,0.38,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1178,244,2,SWISSMETRO,1,0,1,99,46,20,1,0.99,0.46,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1178,244,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1179,244,1,TRAIN,1,1,1,100,32,120,0,1.0,0.32,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1179,244,2,SWISSMETRO,1,0,1,95,36,20,0,0.95,0.36,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1179,244,3,CAR,1,0,0,0,0,0,0,0.0,0.0,2,0,1,3,0,1,1,1,5,0,1,0,10,25,0
1180,245,1,TRAIN,3,0,1,161,40,30,0,1.61,0.4,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1180,245,2,SWISSMETRO,3,0,1,70,45,10,0,0.7,0.45,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1180,245,3,CAR,3,1,1,75,56,0,0,0.75,0.56,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1181,245,1,TRAIN,2,0,1,161,40,120,0,1.61,0.4,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1181,245,2,SWISSMETRO,2,1,1,64,53,10,1,0.64,0.53,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1181,245,3,CAR,2,0,1,97,91,0,0,0.97,0.91,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1182,245,1,TRAIN,2,0,1,161,36,30,0,1.61,0.36,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1182,245,2,SWISSMETRO,2,1,1,59,50,20,0,0.59,0.5,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1182,245,3,CAR,2,0,1,97,70,0,0,0.97,0.7,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1183,245,1,TRAIN,2,0,1,129,36,60,0,1.29,0.36,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1183,245,2,SWISSMETRO,2,1,1,59,50,30,1,0.59,0.5,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1183,245,3,CAR,2,0,1,60,91,0,0,0.6,0.91,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1184,245,1,TRAIN,2,0,1,140,40,30,0,1.4,0.4,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1184,245,2,SWISSMETRO,2,1,1,59,46,30,1,0.59,0.46,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1184,245,3,CAR,2,0,1,97,56,0,0,0.97,0.56,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1185,245,1,TRAIN,2,0,1,140,36,30,0,1.4,0.36,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1185,245,2,SWISSMETRO,2,1,1,64,42,10,1,0.64,0.42,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1185,245,3,CAR,2,0,1,60,70,0,0,0.6,0.7,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1186,245,1,TRAIN,2,0,1,140,48,60,0,1.4,0.48,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1186,245,2,SWISSMETRO,2,1,1,59,50,20,0,0.59,0.5,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1186,245,3,CAR,2,0,1,60,56,0,0,0.6,0.56,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1187,245,1,TRAIN,2,0,1,161,48,30,0,1.61,0.48,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1187,245,2,SWISSMETRO,2,1,1,64,53,30,0,0.64,0.53,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1187,245,3,CAR,2,0,1,60,91,0,0,0.6,0.91,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1188,245,1,TRAIN,2,0,1,140,40,60,0,1.4,0.4,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1188,245,2,SWISSMETRO,2,1,1,64,53,30,0,0.64,0.53,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1188,245,3,CAR,2,0,1,75,70,0,0,0.75,0.7,2,0,1,3,0,1,1,1,5,0,1,0,25,2,1
1189,246,1,TRAIN,2,0,1,144,48,120,0,1.44,0.48,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1189,246,2,SWISSMETRO,2,1,1,70,50,30,1,0.7,0.5,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1189,246,3,CAR,2,0,1,110,70,0,0,1.1,0.7,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1190,246,1,TRAIN,2,0,1,120,36,120,0,1.2,0.36,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1190,246,2,SWISSMETRO,2,1,1,73,42,30,0,0.73,0.42,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1190,246,3,CAR,2,0,1,143,56,0,0,1.43,0.56,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1191,246,1,TRAIN,2,0,1,144,36,120,0,1.44,0.36,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1191,246,2,SWISSMETRO,2,1,1,77,43,20,1,0.77,0.43,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1191,246,3,CAR,2,0,1,88,56,0,0,0.88,0.56,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1192,246,1,TRAIN,2,0,1,128,36,60,0,1.28,0.36,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1192,246,2,SWISSMETRO,2,1,1,77,43,10,0,0.77,0.43,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1192,246,3,CAR,2,0,1,143,91,0,0,1.43,0.91,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1193,246,1,TRAIN,2,0,1,128,40,120,0,1.28,0.4,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1193,246,2,SWISSMETRO,2,1,1,77,45,30,0,0.77,0.45,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1193,246,3,CAR,2,0,1,88,91,0,0,0.88,0.91,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1194,246,1,TRAIN,2,0,1,120,40,60,0,1.2,0.4,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1194,246,2,SWISSMETRO,2,1,1,77,45,20,1,0.77,0.45,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1194,246,3,CAR,2,0,1,143,70,0,0,1.43,0.7,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1195,246,1,TRAIN,2,0,1,120,48,60,0,1.2,0.48,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1195,246,2,SWISSMETRO,2,1,1,73,53,10,1,0.73,0.53,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1195,246,3,CAR,2,0,1,110,56,0,0,1.1,0.56,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1196,246,1,TRAIN,2,0,1,120,40,120,0,1.2,0.4,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1196,246,2,SWISSMETRO,2,1,1,70,48,20,0,0.7,0.48,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1196,246,3,CAR,2,0,1,110,91,0,0,1.1,0.91,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1197,246,1,TRAIN,2,0,1,128,48,30,0,1.28,0.48,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1197,246,2,SWISSMETRO,2,1,1,77,62,20,1,0.77,0.62,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1197,246,3,CAR,2,0,1,110,91,0,0,1.1,0.91,2,0,1,3,0,1,1,1,5,0,2,0,2,1,1
1198,247,1,TRAIN,2,0,1,98,38,120,0,0.98,0.38,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1198,247,2,SWISSMETRO,2,1,1,87,42,20,0,0.87,0.42,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1198,247,3,CAR,2,0,1,130,40,0,0,1.3,0.4,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1199,247,1,TRAIN,2,0,1,90,38,30,0,0.9,0.38,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1199,247,2,SWISSMETRO,2,1,1,85,42,10,0,0.85,0.42,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1199,247,3,CAR,2,0,1,130,52,0,0,1.3,0.52,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1200,247,1,TRAIN,1,1,1,115,38,60,0,1.15,0.38,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1200,247,2,SWISSMETRO,1,0,1,89,46,30,0,0.89,0.46,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1200,247,3,CAR,1,0,1,130,32,0,0,1.3,0.32,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1201,247,1,TRAIN,1,1,1,90,32,30,0,0.9,0.32,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1201,247,2,SWISSMETRO,1,0,1,87,40,20,0,0.87,0.4,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1201,247,3,CAR,1,0,1,80,32,0,0,0.8,0.32,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1202,247,1,TRAIN,2,0,1,115,29,60,0,1.15,0.29,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1202,247,2,SWISSMETRO,2,1,1,87,32,20,0,0.87,0.32,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1202,247,3,CAR,2,0,1,100,52,0,0,1.0,0.52,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1203,247,1,TRAIN,1,1,1,98,29,120,0,0.98,0.29,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1203,247,2,SWISSMETRO,1,0,1,85,38,10,0,0.85,0.38,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1203,247,3,CAR,1,0,1,100,32,0,0,1.0,0.32,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1204,247,1,TRAIN,1,1,1,90,38,120,0,0.9,0.38,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1204,247,2,SWISSMETRO,1,0,1,89,46,10,0,0.89,0.46,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1204,247,3,CAR,1,0,1,80,40,0,0,0.8,0.4,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1205,247,1,TRAIN,1,1,1,90,29,30,0,0.9,0.29,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1205,247,2,SWISSMETRO,1,0,1,89,32,30,0,0.89,0.32,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1205,247,3,CAR,1,0,1,100,40,0,0,1.0,0.4,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1206,247,1,TRAIN,2,0,1,115,32,60,0,1.15,0.32,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1206,247,2,SWISSMETRO,2,1,1,85,36,10,0,0.85,0.36,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1206,247,3,CAR,2,0,1,80,40,0,0,0.8,0.4,2,0,1,3,0,1,1,1,5,0,4,0,25,10,1
1207,248,1,TRAIN,1,1,1,96,26,30,0,0.96,0.26,2,0,1,3,0,1,1,1,5,1,1,0,25,10,0
