source_human_id,survey_stratum,car_av,ga,baseline_train_time,baseline_train_cost,baseline_sm_time,baseline_sm_cost,baseline_car_time,baseline_car_cost
614,1,1,0,200.0,123.0,71.0,144.0,190.0,115.0
615,1,1,0,189.0,108.0,81.0,128.0,170.0,105.0
616,1,1,0,247.0,128.0,80.0,165.0,220.0,135.0
617,1,1,0,104.0,76.0,49.0,90.0,90.0,60.0
618,1,1,0,200.0,123.0,71.0,156.0,210.0,135.0
619,1,1,0,260.0,139.0,133.0,161.0,250.0,155.0
620,1,1,0,92.0,70.0,37.0,86.0,90.0,70.0
621,1,1,0,98.0,62.0,43.0,71.0,80.0,55.0
622,1,1,0,182.0,106.0,74.0,130.0,170.0,100.0
623,1,1,0,118.0,80.0,69.0,91.0,100.0,65.0
624,1,1,0,112.0,83.0,74.0,105.5,130.0,85.0
625,1,1,0,214.0,108.0,106.0,133.5,200.0,120.0
626,1,1,0,164.0,86.0,88.0,99.0,130.0,100.0
627,1,1,0,233.0,114.0,128.0,144.0,150.0,90.0
628,1,1,0,125.0,80.0,49.0,91.0,120.0,85.0
629,1,1,0,126.0,83.0,71.0,98.0,110.0,75.0
630,1,1,0,179.0,95.0,124.0,111.0,110.0,65.0
631,1,1,0,180.0,106.0,76.0,128.0,210.0,130.0
632,1,1,0,173.0,108.0,65.0,133.5,170.0,95.0
633,1,1,0,247.0,128.0,80.0,165.0,200.0,140.0
634,1,1,0,178.0,95.0,123.0,103.0,150.0,105.0
635,1,1,0,89.0,42.0,66.0,65.5,50.0,25.0
636,1,1,0,132.0,83.0,77.0,98.0,110.0,65.0
637,1,1,0,143.0,83.0,94.0,97.0,100.0,65.0
638,1,1,0,201.0,108.0,88.0,128.0,170.0,100.0
639,1,1,0,174.0,98.0,61.0,122.0,140.0,95.0
640,1,1,0,251.0,128.0,114.0,172.0,220.0,130.0
641,1,1,0,100.0,52.0,63.0,94.5,70.0,45.0
642,1,1,0,188.0,111.0,80.0,138.0,170.0,105.0
643,1,1,0,157.0,86.0,108.0,100.5,110.0,65.0
644,1,1,0,221.0,106.0,108.0,130.0,150.0,130.0
645,1,1,0,200.0,123.0,71.0,156.0,190.0,120.0
646,1,1,0,252.0,132.0,123.0,156.0,220.0,145.0
647,1,1,0,167.0,103.0,59.0,127.5,170.0,105.0
648,1,1,0,106.0,76.0,51.0,92.5,110.0,75.0
649,1,1,0,214.0,95.0,125.0,128.0,140.0,80.0
650,1,1,0,304.0,128.0,196.0,144.0,190.0,125.0
651,1,1,0,200.0,123.0,71.0,156.0,210.0,155.0
652,1,1,0,200.0,123.0,71.0,150.0,210.0,125.0
653,1,1,0,142.0,91.0,87.0,103.0,110.0,80.0
654,1,1,0,168.0,83.0,115.0,91.0,130.0,65.0
655,1,1,0,177.0,12.0,69.0,15.0,170.0,105.0
656,1,1,0,174.0,84.0,61.0,104.0,140.0,95.0
657,1,1,0,108.0,68.0,53.0,81.0,120.0,70.0
658,1,1,0,133.0,81.0,84.0,92.0,110.0,75.0
659,1,1,0,97.0,60.0,42.0,78.5,90.0,60.0
660,1,1,0,62.0,84.0,38.0,94.0,110.0,80.0
661,1,1,0,283.0,122.0,95.0,150.0,270.0,170.0
662,1,1,0,92.0,60.0,37.0,74.0,110.0,65.0
663,1,1,0,141.0,74.0,65.0,84.0,130.0,100.0
664,1,1,0,92.0,60.0,37.0,76.0,110.0,60.0
665,1,1,0,112.0,65.0,57.0,76.0,90.0,60.0
666,1,1,0,92.0,60.0,37.0,74.0,90.0,65.0
667,1,1,0,216.0,94.0,108.0,112.0,170.0,130.0
668,1,1,0,92.0,60.0,37.0,76.0,90.0,60.0
669,1,1,0,211.0,97.0,103.0,122.5,200.0,115.0
670,1,1,0,92.0,60.0,37.0,76.0,90.0,65.0
671,1,1,0,92.0,60.0,37.0,74.0,80.0,60.0
672,1,1,0,248.0,71.0,195.0,81.0,110.0,65.0
673,1,1,0,203.0,92.0,99.0,113.5,180.0,140.0
674,1,1,0,131.0,65.0,76.0,74.0,110.0,70.0
675,1,1,0,132.0,71.0,77.0,84.0,130.0,75.0
676,1,1,0,197.0,84.0,142.0,99.0,160.0,160.0
677,1,1,0,125.0,68.0,49.0,78.0,110.0,80.0
678,1,1,0,250.0,90.0,174.0,105.0,180.0,130.0
679,1,1,0,283.0,122.0,95.0,165.0,270.0,190.0
680,1,1,0,234.0,90.0,193.0,105.0,170.0,105.0
681,1,1,0,290.0,109.0,184.0,133.0,250.0,145.0
682,1,1,0,214.0,109.0,85.0,138.5,230.0,150.0
683,1,1,0,117.0,68.0,62.0,81.0,100.0,65.0
684,1,1,0,228.0,97.0,173.0,109.0,170.0,105.0
685,1,1,0,151.0,74.0,96.0,86.0,110.0,75.0
686,1,1,0,252.0,112.0,123.0,133.0,300.0,160.0
687,1,1,0,200.0,105.0,71.0,122.0,190.0,130.0
688,1,1,0,232.0,92.0,124.0,109.0,170.0,155.0
689,1,1,0,271.0,112.0,104.0,137.0,230.0,120.0
690,1,1,0,101.0,60.0,46.0,76.0,90.0,50.0
691,1,1,0,201.0,92.0,88.0,109.0,170.0,110.0
692,1,1,0,172.0,88.0,64.0,108.5,170.0,105.0
693,1,1,0,173.0,92.0,65.0,113.5,150.0,100.0
694,1,1,0,221.0,105.0,113.0,130.0,200.0,120.0
695,1,1,0,108.0,71.0,53.0,84.0,100.0,65.0
696,1,1,0,160.0,81.0,110.0,94.5,150.0,95.0
697,1,1,0,189.0,88.0,148.0,105.0,200.0,110.0
698,1,1,0,310.0,109.0,202.0,127.0,210.0,130.0
699,1,1,0,283.0,122.0,95.0,157.5,270.0,180.0
700,1,1,0,155.0,78.0,100.0,91.0,140.0,75.0
701,1,1,0,163.0,84.0,108.0,98.0,140.0,100.0
702,1,1,0,193.0,88.0,80.0,105.0,150.0,95.0
703,1,1,0,293.0,109.0,197.0,133.0,220.0,125.0
704,1,1,0,128.0,71.0,76.0,82.5,110.0,75.0
705,1,1,0,92.0,60.0,37.0,74.0,90.0,60.0
706,1,1,0,145.0,78.0,93.0,90.0,100.0,60.0
707,1,1,0,119.0,68.0,70.0,78.0,100.0,60.0
708,1,1,0,104.0,58.0,54.0,81.0,80.0,45.0
709,1,1,0,229.0,97.0,174.0,109.0,160.0,95.0
710,1,1,0,125.0,146.0,49.0,164.5,220.0,130.0
711,1,1,0,159.0,81.0,83.0,96.5,150.0,105.0
712,1,1,0,250.0,109.0,121.0,133.0,220.0,135.0
713,1,1,0,209.0,90.0,104.0,110.5,150.0,105.0
714,1,1,0,227.0,88.0,114.0,108.5,150.0,90.0
715,1,1,0,198.0,74.0,145.0,81.0,140.0,85.0
716,1,1,0,188.0,84.0,87.0,105.0,150.0,90.0
717,1,1,0,130.0,60.0,77.0,71.0,100.0,65.0
718,1,1,0,247.0,109.0,80.0,140.0,220.0,125.0
719,1,1,0,283.0,112.0,150.0,140.0,240.0,140.0
720,1,1,0,275.0,122.0,117.0,150.0,260.0,120.0
721,1,1,0,251.0,109.0,122.0,133.0,210.0,150.0
722,1,1,0,221.0,105.0,115.0,118.0,240.0,140.0
723,1,1,0,200.0,94.0,92.0,120.0,160.0,120.0
724,1,1,0,182.0,97.0,74.0,117.0,180.0,120.0
725,1,1,0,89.0,44.0,34.0,60.0,80.0,45.0
726,1,1,0,157.0,74.0,102.0,84.0,120.0,85.0
727,1,1,0,269.0,105.0,166.0,122.0,190.0,115.0
728,1,1,0,200.0,105.0,71.0,127.5,210.0,150.0
729,1,1,0,200.0,105.0,71.0,122.0,210.0,165.0
730,1,1,0,203.0,92.0,95.0,118.0,180.0,110.0
731,1,1,0,209.0,92.0,105.0,113.5,160.0,110.0
732,1,1,0,128.0,71.0,79.0,81.0,120.0,75.0
733,1,1,0,125.0,68.0,49.0,78.0,120.0,80.0
734,1,1,0,194.0,97.0,86.0,122.0,180.0,115.0
735,1,1,0,247.0,109.0,80.0,136.5,220.0,125.0
736,1,1,0,247.0,109.0,80.0,136.5,200.0,135.0
737,1,1,0,201.0,84.0,125.0,94.0,170.0,120.0
738,1,1,0,178.0,88.0,70.0,110.5,160.0,105.0
739,1,1,0,162.0,74.0,107.0,84.5,140.0,85.0
740,1,1,0,200.0,92.0,87.0,109.0,170.0,105.0
741,1,1,0,166.0,81.0,83.0,105.0,140.0,95.0
742,1,1,0,163.0,76.0,129.0,97.0,140.0,85.0
743,1,1,0,164.0,88.0,56.0,108.5,170.0,120.0
744,1,1,0,92.0,60.0,37.0,74.0,90.0,60.0
745,1,1,0,168.0,78.0,113.0,94.5,110.0,80.0
746,1,1,0,239.0,105.0,102.0,133.0,210.0,135.0
747,1,1,0,110.0,68.0,55.0,78.0,110.0,85.0
748,1,1,0,151.0,78.0,108.0,92.0,140.0,100.0
749,1,1,0,92.0,60.0,37.0,76.0,80.0,50.0
750,1,1,0,211.0,92.0,168.0,105.0,150.0,90.0
751,1,1,0,200.0,105.0,71.0,127.5,190.0,140.0
752,1,1,0,200.0,105.0,71.0,132.0,200.0,115.0
753,1,1,0,142.0,68.0,87.0,78.0,90.0,50.0
754,1,1,0,202.0,90.0,147.0,102.0,170.0,100.0
755,1,1,0,201.0,92.0,97.0,109.0,160.0,95.0
756,1,1,0,173.0,92.0,65.0,109.0,200.0,110.0
757,1,1,0,237.0,99.0,133.0,120.0,200.0,110.0
758,1,1,0,156.0,84.0,104.0,94.0,180.0,105.0
759,1,1,0,242.0,112.0,113.0,138.5,220.0,155.0
760,1,1,0,202.0,90.0,89.0,109.0,160.0,105.0
761,1,1,0,254.0,112.0,146.0,127.0,210.0,135.0
762,1,1,0,141.0,65.0,86.0,74.5,100.0,60.0
763,1,1,0,283.0,122.0,95.0,157.5,270.0,170.0
764,1,1,0,196.0,92.0,88.0,113.5,160.0,135.0
765,1,1,0,97.0,65.0,42.0,76.0,90.0,55.0
766,1,1,0,124.0,71.0,69.0,82.5,90.0,55.0
767,1,1,0,150.0,78.0,95.0,90.0,110.0,70.0
768,1,1,0,176.0,81.0,123.0,90.0,190.0,115.0
769,1,1,0,162.0,78.0,86.0,94.5,150.0,115.0
770,1,1,0,196.0,76.0,120.0,90.0,150.0,100.0
771,1,1,0,159.0,78.0,116.0,92.0,160.0,80.0
772,1,1,0,207.0,105.0,103.0,127.0,190.0,140.0
773,1,1,0,263.0,94.0,159.0,115.0,170.0,110.0
774,1,1,0,195.0,97.0,87.0,112.0,180.0,115.0
775,1,1,0,247.0,109.0,80.0,140.0,260.0,120.0
776,1,1,0,157.0,78.0,107.0,92.5,130.0,80.0
777,1,1,0,128.0,74.0,73.0,84.0,110.0,65.0
778,1,1,0,200.0,92.0,87.0,109.0,170.0,115.0
779,1,1,0,183.0,84.0,70.0,105.0,180.0,100.0
780,1,1,0,201.0,99.0,146.0,115.5,170.0,105.0
781,1,1,0,114.0,56.0,59.0,71.0,80.0,55.0
782,1,1,0,214.0,105.0,85.0,132.0,200.0,125.0
783,1,1,0,117.0,68.0,62.0,81.0,90.0,60.0
784,1,1,0,146.0,71.0,91.0,84.0,110.0,65.0
785,1,1,0,203.0,90.0,98.0,110.5,150.0,90.0
786,1,1,0,314.0,133.0,126.0,161.5,290.0,205.0
787,1,1,0,202.0,88.0,147.0,99.0,150.0,105.0
788,1,1,0,181.0,84.0,68.0,107.0,150.0,90.0
789,1,1,0,187.0,76.0,142.0,90.0,140.0,95.0
790,1,1,0,221.0,94.0,108.0,118.0,160.0,100.0
791,1,1,0,315.0,122.0,148.0,146.0,220.0,145.0
792,1,1,0,189.0,94.0,81.0,117.0,170.0,130.0
793,1,1,0,172.0,90.0,64.0,110.5,160.0,115.0
794,1,1,0,168.0,71.0,115.0,75.0,150.0,90.0
795,1,1,0,92.0,60.0,37.0,74.0,90.0,60.0
796,1,1,0,224.0,94.0,120.0,109.0,210.0,165.0
797,1,1,0,197.0,105.0,68.0,132.0,200.0,130.0
798,1,1,0,283.0,122.0,95.0,150.0,270.0,150.0
799,1,1,0,214.0,105.0,85.0,132.0,200.0,130.0
800,1,1,0,267.0,97.0,159.0,119.5,200.0,150.0
801,1,1,0,92.0,60.0,37.0,76.0,90.0,65.0
802,1,1,0,213.0,105.0,88.0,127.0,220.0,160.0
803,1,1,0,222.0,109.0,93.0,133.0,200.0,150.0
804,1,1,0,258.0,109.0,155.0,130.0,250.0,155.0
805,1,1,0,182.0,97.0,74.0,112.0,200.0,125.0
806,1,1,0,164.0,88.0,56.0,108.5,170.0,105.0
807,1,1,0,164.0,88.0,56.0,112.0,170.0,105.0
808,1,1,0,108.0,71.0,53.0,84.0,100.0,60.0
809,1,1,0,92.0,60.0,37.0,74.0,90.0,50.0
810,1,1,0,136.0,60.0,81.0,74.0,100.0,70.0
811,1,1,0,171.0,74.0,75.0,110.5,130.0,90.0
812,1,1,0,164.0,88.0,56.0,112.0,170.0,105.0
813,1,1,0,130.0,74.0,75.0,86.0,110.0,55.0
814,1,1,0,193.0,90.0,119.0,109.0,150.0,95.0
815,1,1,0,149.0,76.0,94.0,90.0,110.0,50.0
816,1,1,0,138.0,71.0,89.0,81.0,100.0,65.0
817,1,1,0,227.0,99.0,119.0,118.0,190.0,140.0
818,1,1,0,188.0,94.0,80.0,117.0,170.0,115.0
819,1,1,0,92.0,60.0,37.0,74.0,90.0,70.0
820,1,1,0,97.0,65.0,42.0,76.0,90.0,75.0
821,1,1,0,100.0,65.0,45.0,81.0,120.0,60.0
822,1,1,0,100.0,56.0,66.0,84.0,100.0,60.0
823,1,1,0,247.0,109.0,80.0,136.5,260.0,165.0
824,1,1,0,247.0,109.0,80.0,140.0,200.0,140.0
825,1,1,0,177.0,88.0,69.0,105.0,170.0,110.0
826,1,1,0,193.0,90.0,117.0,108.5,190.0,125.0
827,1,1,0,119.0,65.0,64.0,78.5,120.0,70.0
828,1,1,0,167.0,76.0,112.0,87.0,150.0,105.0
829,1,1,0,281.0,112.0,115.0,137.0,280.0,220.0
830,1,1,0,272.0,122.0,114.0,155.0,270.0,160.0
831,1,1,0,209.0,194.0,101.0,235.0,180.0,120.0
832,1,1,0,229.0,218.0,102.0,273.5,230.0,145.0
833,1,1,0,200.0,210.0,71.0,266.0,190.0,140.0
834,1,1,0,123.0,130.0,68.0,155.0,100.0,65.0
835,1,1,0,185.0,162.0,109.0,194.0,160.0,95.0
836,1,1,0,134.0,142.0,58.0,169.0,130.0,75.0
837,1,1,0,164.0,176.0,56.0,217.5,170.0,95.0
838,1,1,0,164.0,176.0,56.0,217.5,200.0,130.0
839,1,1,0,196.0,176.0,88.0,210.0,170.0,120.0
840,1,1,0,200.0,210.0,71.0,245.0,190.0,150.0
841,1,1,0,324.0,237.0,195.0,287.0,260.0,165.0
842,1,1,0,125.0,136.0,49.0,155.0,120.0,80.0
843,1,1,0,188.0,189.0,80.0,231.0,200.0,135.0
844,1,1,0,243.0,184.0,167.0,218.0,200.0,125.0
845,1,1,0,181.0,181.0,126.0,204.0,150.0,100.0
846,1,1,0,162.0,162.0,113.0,184.0,140.0,85.0
847,1,1,0,200.0,210.0,71.0,245.0,210.0,120.0
848,1,1,0,195.0,184.0,87.0,237.0,150.0,80.0
849,1,1,0,117.0,142.0,62.0,169.0,90.0,55.0
850,1,1,0,197.0,169.0,114.0,218.0,140.0,90.0
851,1,1,0,118.0,130.0,63.0,157.5,100.0,65.0
852,1,1,0,92.0,119.0,37.0,147.0,80.0,55.0
853,1,1,0,92.0,119.0,37.0,151.0,90.0,65.0
854,1,1,0,150.0,147.0,74.0,169.0,130.0,85.0
855,1,1,0,136.0,153.0,81.0,169.0,120.0,75.0
856,1,1,0,203.0,176.0,90.0,210.0,160.0,115.0
857,1,1,0,283.0,245.0,95.0,301.0,320.0,185.0
858,1,1,0,165.0,136.0,110.0,154.0,120.0,75.0
859,1,1,0,104.0,130.0,55.0,155.0,90.0,55.0
860,1,1,0,102.0,136.0,47.0,161.0,90.0,60.0
861,1,1,0,112.0,136.0,57.0,161.0,80.0,55.0
862,1,1,0,248.0,184.0,140.0,218.0,180.0,135.0
863,1,1,0,145.0,153.0,93.0,182.5,140.0,75.0
864,1,1,0,145.0,147.0,90.0,176.0,100.0,50.0
865,1,1,0,108.0,142.0,53.0,169.0,100.0,65.0
866,1,1,0,100.0,89.0,63.0,161.0,70.0,45.0
867,1,1,0,182.0,147.0,137.0,162.0,120.0,80.0
868,1,1,0,260.0,237.0,133.0,274.0,250.0,150.0
869,1,1,0,229.0,184.0,121.0,227.5,210.0,110.0
870,1,1,0,202.0,169.0,147.0,191.0,160.0,110.0
871,1,1,0,222.0,218.0,93.0,273.5,200.0,130.0
872,1,1,0,293.0,237.0,164.0,301.0,270.0,180.0
873,1,1,0,241.0,142.0,186.0,161.0,130.0,85.0
874,1,1,0,211.0,176.0,135.0,198.0,170.0,125.0
875,1,1,0,107.0,136.0,58.0,155.0,100.0,55.0
876,1,1,0,209.0,189.0,96.0,231.0,160.0,105.0
877,1,1,0,206.0,142.0,151.0,161.0,100.0,55.0
878,1,1,0,214.0,194.0,106.0,235.0,180.0,125.0
879,1,1,0,188.0,181.0,84.0,218.0,170.0,110.0
880,1,1,0,173.0,184.0,65.0,227.5,150.0,95.0
881,1,1,0,173.0,155.0,118.0,175.0,140.0,85.0
882,1,1,0,200.0,210.0,71.0,266.0,210.0,135.0
883,1,1,0,200.0,210.0,71.0,266.0,210.0,135.0
884,1,1,0,183.0,136.0,107.0,155.0,110.0,80.0
885,1,1,0,166.0,162.0,83.0,214.0,140.0,130.0
886,1,1,0,164.0,176.0,56.0,225.0,170.0,105.0
887,1,1,0,220.0,210.0,91.0,254.0,220.0,145.0
888,1,1,0,145.0,153.0,69.0,176.0,120.0,85.0
889,1,1,0,174.0,167.0,61.0,208.0,140.0,85.0
890,1,1,0,283.0,245.0,95.0,315.5,240.0,200.0
891,1,1,0,173.0,184.0,65.0,227.5,170.0,125.0
892,1,1,0,188.0,176.0,133.0,189.0,160.0,105.0
893,1,1,0,200.0,210.0,71.0,245.0,210.0,165.0
894,1,1,0,271.0,210.0,167.0,260.0,210.0,140.0
895,1,1,0,231.0,194.0,123.0,241.0,200.0,115.0
896,1,1,0,148.0,142.0,93.0,165.5,100.0,50.0
897,1,1,0,164.0,153.0,109.0,167.0,150.0,90.0
898,1,1,0,200.0,210.0,71.0,255.5,210.0,135.0
899,1,1,0,202.0,167.0,115.0,231.0,150.0,100.0
900,1,1,0,217.0,162.0,172.0,184.0,140.0,90.0
901,1,1,0,193.0,189.0,85.0,225.0,180.0,135.0
902,1,1,0,433.0,274.0,325.0,322.0,290.0,175.0
903,1,1,0,274.0,225.0,145.0,277.5,240.0,145.0
904,1,1,0,164.0,176.0,56.0,225.0,170.0,140.0
905,1,1,0,229.0,210.0,100.0,264.0,220.0,150.0
906,1,1,0,226.0,210.0,97.0,274.0,210.0,150.0
907,1,1,0,246.0,218.0,117.0,274.0,220.0,160.0
908,1,1,0,217.0,176.0,104.0,217.5,160.0,105.0
909,1,1,0,157.0,136.0,104.0,157.5,140.0,105.0
910,1,1,0,185.0,176.0,72.0,217.5,150.0,110.0
911,1,1,0,92.0,74.0,39.0,106.0,60.0,30.0
912,1,1,0,276.0,225.0,110.0,283.5,230.0,155.0
913,1,1,0,221.0,181.0,145.0,210.0,190.0,155.0
914,1,1,0,186.0,184.0,78.0,218.0,230.0,120.0
915,1,1,0,204.0,194.0,100.0,235.0,170.0,110.0
916,1,1,0,220.0,184.0,165.0,210.0,180.0,105.0
917,1,1,0,296.0,245.0,108.0,315.5,250.0,160.0
918,1,1,0,189.0,167.0,146.0,184.0,180.0,115.0
919,1,1,0,295.0,237.0,128.0,305.5,250.0,160.0
920,1,1,0,252.0,225.0,149.0,274.0,240.0,140.0
921,1,1,0,164.0,176.0,56.0,217.5,170.0,125.0
922,1,1,0,164.0,176.0,56.0,217.5,170.0,95.0
923,1,1,0,158.0,153.0,103.0,169.0,100.0,65.0
924,1,1,0,262.0,225.0,95.0,293.0,240.0,170.0
925,1,1,0,196.0,169.0,155.0,196.0,150.0,85.0
926,1,1,0,174.0,167.0,61.0,198.0,180.0,110.0
927,1,1,0,92.0,119.0,37.0,147.0,90.0,60.0
928,1,1,0,186.0,142.0,133.0,153.0,140.0,80.0
929,1,1,0,164.0,176.0,56.0,217.5,170.0,105.0
930,1,1,0,211.0,210.0,103.0,245.5,200.0,140.0
931,1,1,0,92.0,119.0,37.0,147.0,90.0,50.0
932,1,1,0,195.0,184.0,91.0,218.0,160.0,90.0
933,1,1,0,133.0,142.0,84.0,165.5,100.0,50.0
934,1,1,0,118.0,130.0,63.0,162.0,120.0,70.0
935,1,1,0,340.0,274.0,232.0,301.0,250.0,140.0
936,1,1,0,163.0,155.0,120.0,181.0,130.0,95.0
937,1,1,0,200.0,19.0,71.0,25.0,190.0,115.0
938,1,1,0,174.0,19.0,61.0,25.0,180.0,90.0
939,1,1,0,108.0,13.0,53.0,17.0,100.0,80.0
