dataset,model_key,respondent_id,task_index,normalized_weight,alternative_name,alternative_code,chosen,alt_available,alt_time,alt_waiting,alt_cost,alt_distance
human,human,H0101,1,0.3360277669782562,CAR,1,1,1,7.0,0.0,0.79,0.0
human,human,H0101,1,0.3360277669782562,SLOW_MODES,2,0,1,0.0,0.0,0.0,4.5
human,human,H0102,1,2.029711386372872,PT,0,0,1,262.0,33.0,49.2,0.0
human,human,H0102,1,2.029711386372872,CAR,1,1,1,30.0,0.0,3.93,0.0
human,human,H0102,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,27.0
human,human,H0103,1,0.3360277669782562,PT,0,0,1,72.0,0.0,2.6,0.0
human,human,H0103,1,0.3360277669782562,CAR,1,1,1,14.0,0.0,1.39,0.0
human,human,H0103,1,0.3360277669782562,SLOW_MODES,2,0,1,0.0,0.0,0.0,5.5
human,human,H0104,1,0.3360277669782562,PT,0,0,1,73.0,3.0,2.6,0.0
human,human,H0104,1,0.3360277669782562,CAR,1,1,1,14.0,0.0,1.39,0.0
human,human,H0104,1,0.3360277669782562,SLOW_MODES,2,0,1,0.0,0.0,0.0,5.5
human,human,H0105,1,0.2290902236010023,PT,0,0,1,82.0,0.0,10.6,0.0
human,human,H0105,1,0.2290902236010023,CAR,1,1,1,26.0,0.0,2.67,0.0
human,human,H0105,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,16.2
human,human,H0106,1,0.7944811628173415,PT,0,0,1,75.0,0.0,6.2,0.0
human,human,H0106,1,0.7944811628173415,CAR,1,1,1,39.0,0.0,3.97,0.0
human,human,H0106,1,0.7944811628173415,SLOW_MODES,2,0,1,0.0,0.0,0.0,25.0
human,human,H0107,1,0.2545934244605354,PT,0,0,1,44.0,0.0,3.2,0.0
human,human,H0107,1,0.2545934244605354,CAR,1,1,1,15.0,0.0,1.63,0.0
human,human,H0107,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,7.1
human,human,H0108,1,0.2545934244605354,PT,0,0,1,78.0,11.0,3.7,0.0
human,human,H0108,1,0.2545934244605354,CAR,1,1,1,27.0,0.0,2.81,0.0
human,human,H0108,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,13.5
human,human,H0109,1,0.8584724543995766,PT,0,0,1,89.0,4.0,7.4,0.0
human,human,H0109,1,0.8584724543995766,CAR,1,1,1,28.0,0.0,2.87,0.0
human,human,H0109,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,14.0
human,human,H0110,1,0.6019450605361366,PT,0,0,1,96.0,0.0,11.0,0.0
human,human,H0110,1,0.6019450605361366,CAR,1,1,1,38.0,0.0,3.78,0.0
human,human,H0110,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,16.9
human,human,H0111,1,0.954424398357919,PT,0,0,1,262.0,37.0,27.6,0.0
human,human,H0111,1,0.954424398357919,CAR,1,1,1,61.0,0.0,6.48,0.0
human,human,H0111,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,39.3
human,human,H0112,1,0.3735873657560173,PT,0,0,1,75.0,1.0,4.4,0.0
human,human,H0112,1,0.3735873657560173,CAR,1,1,1,34.0,0.0,3.25,0.0
human,human,H0112,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,14.0
human,human,H0113,1,0.6019450605361366,PT,0,0,1,257.0,50.0,23.7,0.0
human,human,H0113,1,0.6019450605361366,CAR,1,1,1,120.0,0.0,17.61,0.0
human,human,H0113,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,110.0
human,human,H0114,1,2.029711386372872,PT,0,0,1,52.0,0.0,7.4,0.0
human,human,H0114,1,2.029711386372872,CAR,1,1,1,30.0,0.0,3.25,0.0
human,human,H0114,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,14.0
human,human,H0115,1,0.8584724543995766,PT,0,0,1,197.0,46.0,12.8,0.0
human,human,H0115,1,0.8584724543995766,CAR,1,1,1,40.0,0.0,4.06,0.0
human,human,H0115,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,24.0
human,human,H0116,1,0.8584724543995766,PT,0,0,1,182.0,27.0,16.8,0.0
human,human,H0116,1,0.8584724543995766,CAR,1,1,1,40.0,0.0,4.06,0.0
human,human,H0116,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,24.0
human,human,H0117,1,0.2290902236010023,PT,0,0,1,165.0,25.0,5.1,0.0
human,human,H0117,1,0.2290902236010023,CAR,1,1,1,33.0,0.0,3.4,0.0
human,human,H0117,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,18.5
human,human,H0118,1,2.256576028779217,PT,0,1,1,61.0,1.0,0.0,0.0
human,human,H0118,1,2.256576028779217,CAR,1,0,1,36.0,0.0,4.24,0.0
human,human,H0118,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,18.0
human,human,H0119,1,0.2545934244605354,PT,0,0,1,137.0,12.0,14.0,0.0
human,human,H0119,1,0.2545934244605354,CAR,1,1,1,64.0,0.0,9.19,0.0
human,human,H0119,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,64.0
human,human,H0120,1,0.8584724543995766,PT,0,1,1,127.0,0.0,8.0,0.0
human,human,H0120,1,0.8584724543995766,CAR,1,0,1,23.0,0.0,2.31,0.0
human,human,H0120,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,14.7
human,human,H0121,1,0.5414274486172608,PT,0,0,1,139.0,0.0,8.6,0.0
human,human,H0121,1,0.5414274486172608,CAR,1,1,1,35.0,0.0,3.47,0.0
human,human,H0121,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,17.5
human,human,H0122,1,2.029711386372872,PT,0,1,1,45.0,0.0,7.4,0.0
human,human,H0122,1,2.029711386372872,CAR,1,0,1,23.0,0.0,2.32,0.0
human,human,H0122,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,10.0
human,human,H0123,1,0.2290902236010023,PT,0,0,1,111.0,13.0,4.8,0.0
human,human,H0123,1,0.2290902236010023,CAR,1,1,1,31.0,0.0,3.17,0.0
human,human,H0123,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,17.5
human,human,H0124,1,2.029711386372872,PT,0,0,1,146.0,0.0,18.4,0.0
human,human,H0124,1,2.029711386372872,CAR,1,1,1,59.0,0.0,6.03,0.0
human,human,H0124,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,28.0
human,human,H0125,1,0.2290902236010023,PT,0,0,1,239.0,12.0,19.8,0.0
human,human,H0125,1,0.2290902236010023,CAR,1,1,1,69.0,0.0,6.91,0.0
human,human,H0125,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,33.0
human,human,H0126,1,0.5414274486172608,PT,0,0,1,203.0,16.0,23.25,0.0
human,human,H0126,1,0.5414274486172608,CAR,1,1,1,57.0,0.0,6.94,0.0
human,human,H0126,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,46.0
human,human,H0127,1,0.7944811628173415,PT,0,1,1,82.0,0.0,6.0,0.0
human,human,H0127,1,0.7944811628173415,CAR,1,0,1,30.0,0.0,2.89,0.0
human,human,H0127,1,0.7944811628173415,SLOW_MODES,2,0,1,0.0,0.0,0.0,14.0
human,human,H0128,1,0.2290902236010023,PT,0,0,1,138.0,1.0,20.0,0.0
human,human,H0128,1,0.2290902236010023,CAR,1,1,1,53.0,0.0,5.23,0.0
human,human,H0128,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,31.0
human,human,H0129,1,2.029711386372872,PT,0,1,1,98.0,0.0,0.0,0.0
human,human,H0129,1,2.029711386372872,CAR,1,0,1,48.0,0.0,4.74,0.0
human,human,H0129,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,30.0
human,human,H0130,1,0.8584724543995766,PT,0,0,1,15.0,0.0,0.0,0.0
human,human,H0130,1,0.8584724543995766,CAR,1,1,1,10.0,0.0,1.23,0.0
human,human,H0130,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,7.0
human,human,H0131,1,0.6019450605361366,PT,0,1,1,95.0,5.0,12.1,0.0
human,human,H0131,1,0.6019450605361366,CAR,1,0,1,130.0,0.0,16.29,0.0
human,human,H0131,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,121.0
human,human,H0132,1,2.029711386372872,PT,0,1,1,61.0,0.0,4.1,0.0
human,human,H0132,1,2.029711386372872,CAR,1,0,0,17.0,0.0,1.95,0.0
human,human,H0132,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,13.5
human,human,H0133,1,0.3735873657560173,PT,0,0,1,46.0,0.0,2.2,0.0
human,human,H0133,1,0.3735873657560173,CAR,1,0,1,6.0,0.0,0.66,0.0
human,human,H0133,1,0.3735873657560173,SLOW_MODES,2,1,1,0.0,0.0,0.0,3.2
human,human,H0134,1,0.3735873657560173,PT,0,0,1,51.0,0.0,2.2,0.0
human,human,H0134,1,0.3735873657560173,CAR,1,0,1,6.0,0.0,0.66,0.0
human,human,H0134,1,0.3735873657560173,SLOW_MODES,2,1,1,0.0,0.0,0.0,3.2
human,human,H0135,1,0.954424398357919,PT,0,0,1,36.0,0.0,0.0,0.0
human,human,H0135,1,0.954424398357919,CAR,1,0,1,6.0,0.0,0.75,0.0
human,human,H0135,1,0.954424398357919,SLOW_MODES,2,1,1,0.0,0.0,0.0,2.5
human,human,H0136,1,0.954424398357919,PT,0,0,1,34.0,0.0,3.0,0.0
human,human,H0136,1,0.954424398357919,CAR,1,0,1,6.0,0.0,0.75,0.0
human,human,H0136,1,0.954424398357919,SLOW_MODES,2,1,1,0.0,0.0,0.0,2.5
human,human,H0137,1,0.3735873657560173,PT,0,0,1,26.0,0.0,2.2,0.0
human,human,H0137,1,0.3735873657560173,CAR,1,0,1,13.0,0.0,1.33,0.0
human,human,H0137,1,0.3735873657560173,SLOW_MODES,2,1,1,0.0,0.0,0.0,7.6
human,human,H0138,1,0.7944811628173415,PT,0,1,1,219.0,17.0,0.0,0.0
human,human,H0138,1,0.7944811628173415,CAR,1,0,1,177.0,0.0,24.26,0.0
human,human,H0138,1,0.7944811628173415,SLOW_MODES,2,0,1,0.0,0.0,0.0,180.5
human,human,H0139,1,0.2290902236010023,PT,0,0,1,18.0,0.0,2.2,0.0
human,human,H0139,1,0.2290902236010023,CAR,1,0,1,4.0,0.0,0.49,0.0
human,human,H0139,1,0.2290902236010023,SLOW_MODES,2,1,1,0.0,0.0,0.0,1.9
human,human,H0140,1,0.3735873657560173,PT,0,0,1,69.0,0.0,3.0,0.0
human,human,H0140,1,0.3735873657560173,CAR,1,1,1,14.0,0.0,1.63,0.0
human,human,H0140,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,7.0
human,human,H0141,1,0.3735873657560173,PT,0,0,1,58.0,0.0,2.6,0.0
human,human,H0141,1,0.3735873657560173,CAR,1,1,1,14.0,0.0,1.62,0.0
human,human,H0141,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,6.0
human,human,H0142,1,2.256576028779217,PT,0,0,1,105.0,6.0,16.6,0.0
human,human,H0142,1,2.256576028779217,CAR,1,1,1,37.0,0.0,3.58,0.0
human,human,H0142,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,23.6
human,human,H0143,1,2.256576028779217,PT,0,0,1,39.0,0.0,6.2,0.0
human,human,H0143,1,2.256576028779217,CAR,1,1,1,21.0,0.0,1.99,0.0
human,human,H0143,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,12.6
human,human,H0144,1,0.7944811628173415,PT,0,0,1,29.0,0.0,6.0,0.0
human,human,H0144,1,0.7944811628173415,CAR,1,1,1,8.0,0.0,0.37,0.0
human,human,H0144,1,0.7944811628173415,SLOW_MODES,2,0,1,0.0,0.0,0.0,2.4
human,human,H0145,1,0.7944811628173415,PT,0,1,1,83.0,7.0,8.0,0.0
human,human,H0145,1,0.7944811628173415,CAR,1,0,1,33.0,0.0,4.7,0.0
human,human,H0145,1,0.7944811628173415,SLOW_MODES,2,0,1,0.0,0.0,0.0,35.0
human,human,H0146,1,0.954424398357919,PT,0,1,1,168.0,11.0,18.5,0.0
human,human,H0146,1,0.954424398357919,CAR,1,0,1,114.0,0.0,13.54,0.0
human,human,H0146,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,101.0
human,human,H0147,1,0.6019450605361366,PT,0,1,1,215.0,21.0,0.0,0.0
human,human,H0147,1,0.6019450605361366,CAR,1,0,1,163.0,0.0,20.71,0.0
human,human,H0147,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,150.0
human,human,H0148,1,0.379687884439486,PT,0,1,1,140.0,10.0,0.0,0.0
human,human,H0148,1,0.379687884439486,CAR,1,0,0,56.0,0.0,10.02,0.0
human,human,H0148,1,0.379687884439486,SLOW_MODES,2,0,1,0.0,0.0,0.0,69.0
human,human,H0149,1,0.8832827856419051,PT,0,1,1,280.0,19.0,0.0,0.0
human,human,H0149,1,0.8832827856419051,CAR,1,0,1,199.0,0.0,33.47,0.0
human,human,H0149,1,0.8832827856419051,SLOW_MODES,2,0,1,0.0,0.0,0.0,235.0
human,human,H0150,1,0.2545934244605354,PT,0,0,1,46.0,0.0,3.1,0.0
human,human,H0150,1,0.2545934244605354,CAR,1,1,1,16.0,0.0,1.48,0.0
human,human,H0150,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,9.1
human,human,H0151,1,0.2545934244605354,PT,0,0,1,46.0,0.0,3.1,0.0
human,human,H0151,1,0.2545934244605354,CAR,1,1,1,16.0,0.0,1.48,0.0
human,human,H0151,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,9.1
human,human,H0152,1,2.256576028779217,PT,0,0,1,160.0,7.0,21.8,0.0
human,human,H0152,1,2.256576028779217,CAR,1,1,1,40.0,0.0,4.86,0.0
human,human,H0152,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,32.8
human,human,H0153,1,2.256576028779217,PT,0,0,1,168.0,5.0,38.8,0.0
human,human,H0153,1,2.256576028779217,CAR,1,1,1,72.0,0.0,11.16,0.0
human,human,H0153,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,85.0
human,human,H0154,1,0.5414274486172608,PT,0,0,1,237.0,33.0,81.4,0.0
human,human,H0154,1,0.5414274486172608,CAR,1,1,1,13.0,0.0,1.35,0.0
human,human,H0154,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,8.5
human,human,H0155,1,0.5414274486172608,PT,0,0,1,237.0,33.0,81.4,0.0
human,human,H0155,1,0.5414274486172608,CAR,1,1,1,13.0,0.0,1.35,0.0
human,human,H0155,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,8.5
human,human,H0156,1,0.5414274486172608,PT,0,0,1,106.0,15.0,10.8,0.0
human,human,H0156,1,0.5414274486172608,CAR,1,1,1,25.0,0.0,2.85,0.0
human,human,H0156,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,19.2
human,human,H0157,1,0.5414274486172608,PT,0,0,1,76.0,8.0,6.2,0.0
human,human,H0157,1,0.5414274486172608,CAR,1,1,1,23.0,0.0,2.31,0.0
human,human,H0157,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,15.3
human,human,H0158,1,0.6019450605361366,PT,0,1,1,281.0,51.0,0.0,0.0
human,human,H0158,1,0.6019450605361366,CAR,1,0,1,194.0,0.0,25.67,0.0
human,human,H0158,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,189.2
human,human,H0159,1,0.6019450605361366,PT,0,1,1,281.0,51.0,0.0,0.0
human,human,H0159,1,0.6019450605361366,CAR,1,0,1,194.0,0.0,25.67,0.0
human,human,H0159,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,189.2
human,human,H0160,1,0.3735873657560173,PT,0,0,1,90.0,16.0,4.3,0.0
human,human,H0160,1,0.3735873657560173,CAR,1,1,1,11.0,0.0,1.16,0.0
human,human,H0160,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,7.5
human,human,H0161,1,0.954424398357919,PT,0,1,1,57.0,8.0,0.0,0.0
human,human,H0161,1,0.954424398357919,CAR,1,0,1,23.0,0.0,2.51,0.0
human,human,H0161,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,16.1
human,human,H0162,1,2.256576028779217,PT,0,0,1,79.0,16.0,11.2,0.0
human,human,H0162,1,2.256576028779217,CAR,1,1,1,12.0,0.0,1.2,0.0
human,human,H0162,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,7.5
human,human,H0163,1,2.256576028779217,PT,0,0,1,81.0,16.0,11.2,0.0
human,human,H0163,1,2.256576028779217,CAR,1,1,1,8.0,0.0,0.82,0.0
human,human,H0163,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,4.6
human,human,H0164,1,2.256576028779217,PT,0,0,1,99.0,36.0,11.2,0.0
human,human,H0164,1,2.256576028779217,CAR,1,1,1,10.0,0.0,1.1,0.0
human,human,H0164,1,2.256576028779217,SLOW_MODES,2,0,1,0.0,0.0,0.0,7.0
human,human,H0165,1,0.954424398357919,PT,0,0,1,82.0,16.0,11.0,0.0
human,human,H0165,1,0.954424398357919,CAR,1,1,1,14.0,0.0,1.39,0.0
human,human,H0165,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,10.0
human,human,H0166,1,0.954424398357919,PT,0,0,1,82.0,16.0,11.0,0.0
human,human,H0166,1,0.954424398357919,CAR,1,1,1,14.0,0.0,1.39,0.0
human,human,H0166,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,10.0
human,human,H0167,1,5.694231137832636,PT,0,1,1,144.0,8.0,14.2,0.0
human,human,H0167,1,5.694231137832636,CAR,1,0,0,57.0,0.0,10.09,0.0
human,human,H0167,1,5.694231137832636,SLOW_MODES,2,0,1,0.0,0.0,0.0,69.0
human,human,H0168,1,5.694231137832636,PT,0,1,1,144.0,8.0,0.0,0.0
human,human,H0168,1,5.694231137832636,CAR,1,0,0,57.0,0.0,10.09,0.0
human,human,H0168,1,5.694231137832636,SLOW_MODES,2,0,1,0.0,0.0,0.0,69.0
human,human,H0169,1,0.954424398357919,PT,0,0,1,193.0,0.0,12.1,0.0
human,human,H0169,1,0.954424398357919,CAR,1,1,1,92.0,0.0,9.62,0.0
human,human,H0169,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,73.74
human,human,H0170,1,3.4343260688387685,PT,0,0,1,61.0,0.0,3.2,0.0
human,human,H0170,1,3.4343260688387685,CAR,1,1,1,8.0,0.0,0.87,0.0
human,human,H0170,1,3.4343260688387685,SLOW_MODES,2,0,1,0.0,0.0,0.0,5.0
human,human,H0171,1,0.6019450605361366,PT,0,0,1,39.0,0.0,3.0,0.0
human,human,H0171,1,0.6019450605361366,CAR,1,1,1,6.0,0.0,0.72,0.0
human,human,H0171,1,0.6019450605361366,SLOW_MODES,2,0,1,0.0,0.0,0.0,3.4
human,human,H0172,1,0.2545934244605354,PT,0,1,1,189.0,10.0,32.0,0.0
human,human,H0172,1,0.2545934244605354,CAR,1,0,1,178.0,0.0,24.26,0.0
human,human,H0172,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,180.0
human,human,H0173,1,0.2545934244605354,PT,0,1,1,109.0,4.0,0.0,0.0
human,human,H0173,1,0.2545934244605354,CAR,1,0,1,129.0,0.0,15.76,0.0
human,human,H0173,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,116.0
human,human,H0174,1,2.029711386372872,PT,0,0,1,82.0,5.0,18.4,0.0
human,human,H0174,1,2.029711386372872,CAR,1,1,1,38.0,0.0,4.1,0.0
human,human,H0174,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,26.0
human,human,H0175,1,0.8584724543995766,PT,0,0,1,132.0,2.0,0.0,0.0
human,human,H0175,1,0.8584724543995766,CAR,1,1,1,53.0,0.0,7.32,0.0
human,human,H0175,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,52.0
human,human,H0176,1,0.3735873657560173,PT,0,1,1,93.0,9.0,0.0,0.0
human,human,H0176,1,0.3735873657560173,CAR,1,0,1,32.0,0.0,4.14,0.0
human,human,H0176,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,26.0
human,human,H0177,1,0.7495589495214057,PT,0,1,1,86.0,0.0,3.8,0.0
human,human,H0177,1,0.7495589495214057,CAR,1,0,1,28.0,0.0,3.38,0.0
human,human,H0177,1,0.7495589495214057,SLOW_MODES,2,0,1,0.0,0.0,0.0,22.0
human,human,H0178,1,0.3360277669782562,PT,0,0,1,225.0,20.0,23.1,0.0
human,human,H0178,1,0.3360277669782562,CAR,1,1,1,60.0,0.0,9.33,0.0
human,human,H0178,1,0.3360277669782562,SLOW_MODES,2,0,1,0.0,0.0,0.0,69.0
human,human,H0179,1,0.3735873657560173,PT,0,0,1,112.0,10.0,4.8,0.0
human,human,H0179,1,0.3735873657560173,CAR,1,1,1,29.0,0.0,4.18,0.0
human,human,H0179,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,26.5
human,human,H0180,1,0.8832827856419051,PT,0,0,1,113.0,1.0,3.8,0.0
human,human,H0180,1,0.8832827856419051,CAR,1,1,1,27.0,0.0,2.94,0.0
human,human,H0180,1,0.8832827856419051,SLOW_MODES,2,0,1,0.0,0.0,0.0,18.5
human,human,H0181,1,0.1999290444257219,PT,0,0,1,142.0,3.0,3.8,0.0
human,human,H0181,1,0.1999290444257219,CAR,1,1,1,38.0,0.0,3.98,0.0
human,human,H0181,1,0.1999290444257219,SLOW_MODES,2,0,1,0.0,0.0,0.0,25.0
human,human,H0182,1,0.2290902236010023,PT,0,1,1,87.0,1.0,3.8,0.0
human,human,H0182,1,0.2290902236010023,CAR,1,0,1,26.0,0.0,2.72,0.0
human,human,H0182,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,16.5
human,human,H0183,1,0.8832827856419051,PT,0,0,1,73.0,5.0,5.7,0.0
human,human,H0183,1,0.8832827856419051,CAR,1,1,1,12.0,0.0,1.62,0.0
human,human,H0183,1,0.8832827856419051,SLOW_MODES,2,0,1,0.0,0.0,0.0,11.0
human,human,H0184,1,0.7944811628173415,PT,0,0,1,200.0,49.0,8.6,0.0
human,human,H0184,1,0.7944811628173415,CAR,1,1,1,66.0,0.0,7.44,0.0
human,human,H0184,1,0.7944811628173415,SLOW_MODES,2,0,1,0.0,0.0,0.0,46.5
human,human,H0185,1,0.7944811628173415,PT,0,0,1,118.0,19.0,3.8,0.0
human,human,H0185,1,0.7944811628173415,CAR,1,1,1,38.0,0.0,4.66,0.0
human,human,H0185,1,0.7944811628173415,SLOW_MODES,2,0,1,0.0,0.0,0.0,29.0
human,human,H0186,1,0.3735873657560173,PT,0,0,1,277.0,23.0,29.3,0.0
human,human,H0186,1,0.3735873657560173,CAR,1,1,1,88.0,0.0,12.91,0.0
human,human,H0186,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,100.5
human,human,H0187,1,0.2545934244605354,PT,0,1,1,96.0,5.0,3.8,0.0
human,human,H0187,1,0.2545934244605354,CAR,1,0,1,31.0,0.0,3.28,0.0
human,human,H0187,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,18.5
human,human,H0188,1,0.5414274486172608,PT,0,1,1,86.0,0.0,3.8,0.0
human,human,H0188,1,0.5414274486172608,CAR,1,0,1,34.0,0.0,3.42,0.0
human,human,H0188,1,0.5414274486172608,SLOW_MODES,2,0,1,0.0,0.0,0.0,19.5
human,human,H0189,1,0.2290902236010023,PT,0,0,1,123.0,5.0,5.7,0.0
human,human,H0189,1,0.2290902236010023,CAR,1,1,1,23.0,0.0,2.51,0.0
human,human,H0189,1,0.2290902236010023,SLOW_MODES,2,0,1,0.0,0.0,0.0,13.0
human,human,H0190,1,2.029711386372872,PT,0,1,1,74.0,0.0,3.8,0.0
human,human,H0190,1,2.029711386372872,CAR,1,0,1,29.0,0.0,3.04,0.0
human,human,H0190,1,2.029711386372872,SLOW_MODES,2,0,1,0.0,0.0,0.0,18.0
human,human,H0191,1,0.2545934244605354,PT,0,0,1,86.0,3.0,3.8,0.0
human,human,H0191,1,0.2545934244605354,CAR,1,1,1,37.0,0.0,4.5,0.0
human,human,H0191,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,28.0
human,human,H0192,1,0.2545934244605354,PT,0,0,1,189.0,25.0,5.7,0.0
human,human,H0192,1,0.2545934244605354,CAR,1,1,1,40.0,0.0,4.99,0.0
human,human,H0192,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,31.5
human,human,H0193,1,0.8584724543995766,PT,0,1,1,301.0,92.0,10.8,0.0
human,human,H0193,1,0.8584724543995766,CAR,1,0,0,50.0,0.0,8.77,0.0
human,human,H0193,1,0.8584724543995766,SLOW_MODES,2,0,1,0.0,0.0,0.0,66.0
human,human,H0194,1,0.3735873657560173,PT,0,0,1,118.0,3.0,3.8,0.0
human,human,H0194,1,0.3735873657560173,CAR,1,1,1,42.0,0.0,5.27,0.0
human,human,H0194,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,34.0
human,human,H0195,1,0.3735873657560173,PT,0,0,1,152.0,4.0,15.2,0.0
human,human,H0195,1,0.3735873657560173,CAR,1,1,1,54.0,0.0,5.66,0.0
human,human,H0195,1,0.3735873657560173,SLOW_MODES,2,0,1,0.0,0.0,0.0,33.5
human,human,H0196,1,0.2545934244605354,PT,0,0,1,226.0,13.0,16.2,0.0
human,human,H0196,1,0.2545934244605354,CAR,1,1,1,72.0,0.0,10.46,0.0
human,human,H0196,1,0.2545934244605354,SLOW_MODES,2,0,1,0.0,0.0,0.0,80.0
human,human,H0197,1,0.954424398357919,PT,0,0,1,182.0,40.0,15.0,0.0
human,human,H0197,1,0.954424398357919,CAR,1,1,1,69.0,0.0,12.55,0.0
human,human,H0197,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,93.0
human,human,H0198,1,0.3735873657560173,PT,0,0,1,141.0,16.0,4.9,0.0
human,human,H0198,1,0.3735873657560173,CAR,1,0,1,33.0,0.0,3.64,0.0
human,human,H0198,1,0.3735873657560173,SLOW_MODES,2,1,1,0.0,0.0,0.0,21.1
human,human,H0199,1,0.954424398357919,PT,0,0,1,280.0,22.0,11.4,0.0
human,human,H0199,1,0.954424398357919,CAR,1,1,1,106.0,0.0,11.52,0.0
human,human,H0199,1,0.954424398357919,SLOW_MODES,2,0,1,0.0,0.0,0.0,68.0
human,human,H0200,1,0.8832827856419051,PT,0,1,1,55.0,0.0,0.0,0.0
human,human,H0200,1,0.8832827856419051,CAR,1,0,1,24.0,0.0,2.69,0.0
human,human,H0200,1,0.8832827856419051,SLOW_MODES,2,0,1,0.0,0.0,0.0,17.5
human,human,H0201,1,0.3735873657560173,PT,0,0,1,83.0,0.0,3.8,0.0
human,human,H0201,1,0.3735873657560173,CAR,1,0,1,31.0,0.0,3.58,0.0
human,human,H0201,1,0.3735873657560173,SLOW_MODES,2,1,1,0.0,0.0,0.0,22.0
