experiment_name,respondent_id,persona_id,task_id,task_index,presented_task_position,choice_label,chosen_alternative_id,chosen_alternative_name,is_valid_choice,female,gender_text,age_band,age_years,income_band,metropolis,metropolis_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,20,P0020,SD06,6,6,D,private_car,Private Car,1,1,female,30_39,37,4000_plus_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,21,P0021,SD03,3,1,A,e_scooter,E-Scooter Sharing,1,1,female,50_59,51,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,21,P0021,SD05,5,2,B,bikesharing,Bike Sharing,1,1,female,50_59,51,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,21,P0021,SD04,4,3,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,21,P0021,SD01,1,4,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,21,P0021,SD02,2,5,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,21,P0021,SD06,6,6,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,22,P0022,SD02,2,1,A,e_scooter,E-Scooter Sharing,1,1,female,18_29,29,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,22,P0022,SD03,3,2,D,private_car,Private Car,1,1,female,18_29,29,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,22,P0022,SD04,4,3,D,private_car,Private Car,1,1,female,18_29,29,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,22,P0022,SD05,5,4,B,bikesharing,Bike Sharing,1,1,female,18_29,29,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,22,P0022,SD01,1,5,D,private_car,Private Car,1,1,female,18_29,29,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,22,P0022,SD06,6,6,D,private_car,Private Car,1,1,female,18_29,29,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,23,P0023,SD06,6,1,B,bikesharing,Bike Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,23,P0023,SD01,1,2,B,bikesharing,Bike Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,23,P0023,SD05,5,3,B,bikesharing,Bike Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,23,P0023,SD02,2,4,B,bikesharing,Bike Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,23,P0023,SD03,3,5,B,bikesharing,Bike Sharing,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,23,P0023,SD04,4,6,D,private_car,Private Car,1,0,male,60_67,64,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,24,P0024,SD03,3,1,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,24,P0024,SD04,4,2,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,24,P0024,SD06,6,3,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,24,P0024,SD05,5,4,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,24,P0024,SD02,2,5,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,24,P0024,SD01,1,6,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,25,P0025,SD05,5,1,B,bikesharing,Bike Sharing,1,0,male,50_59,56,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,25,P0025,SD02,2,2,B,bikesharing,Bike Sharing,1,0,male,50_59,56,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,25,P0025,SD01,1,3,D,private_car,Private Car,1,0,male,50_59,56,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,25,P0025,SD03,3,4,D,private_car,Private Car,1,0,male,50_59,56,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,25,P0025,SD04,4,5,D,private_car,Private Car,1,0,male,50_59,56,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,25,P0025,SD06,6,6,D,private_car,Private Car,1,0,male,50_59,56,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,26,P0026,SD01,1,1,D,private_car,Private Car,1,0,male,60_67,64,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,26,P0026,SD03,3,2,D,private_car,Private Car,1,0,male,60_67,64,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,26,P0026,SD05,5,3,D,private_car,Private Car,1,0,male,60_67,64,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,26,P0026,SD06,6,4,D,private_car,Private Car,1,0,male,60_67,64,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,26,P0026,SD02,2,5,D,private_car,Private Car,1,0,male,60_67,64,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,26,P0026,SD04,4,6,D,private_car,Private Car,1,0,male,60_67,64,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,27,P0027,SD04,4,1,D,private_car,Private Car,1,0,male,50_59,52,2000_3999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,27,P0027,SD06,6,2,D,private_car,Private Car,1,0,male,50_59,52,2000_3999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,27,P0027,SD05,5,3,D,private_car,Private Car,1,0,male,50_59,52,2000_3999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,27,P0027,SD01,1,4,D,private_car,Private Car,1,0,male,50_59,52,2000_3999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,27,P0027,SD02,2,5,D,private_car,Private Car,1,0,male,50_59,52,2000_3999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,27,P0027,SD03,3,6,D,private_car,Private Car,1,0,male,50_59,52,2000_3999_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,28,P0028,SD04,4,1,D,private_car,Private Car,1,1,female,68_plus,72,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,28,P0028,SD01,1,2,D,private_car,Private Car,1,1,female,68_plus,72,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,28,P0028,SD03,3,3,D,private_car,Private Car,1,1,female,68_plus,72,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,28,P0028,SD02,2,4,D,private_car,Private Car,1,1,female,68_plus,72,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,28,P0028,SD05,5,5,D,private_car,Private Car,1,1,female,68_plus,72,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,28,P0028,SD06,6,6,D,private_car,Private Car,1,1,female,68_plus,72,4000_plus_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,29,P0029,SD05,5,1,B,bikesharing,Bike Sharing,1,0,male,40_49,48,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,29,P0029,SD04,4,2,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,29,P0029,SD01,1,3,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,29,P0029,SD03,3,4,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,29,P0029,SD02,2,5,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,29,P0029,SD06,6,6,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,30,P0030,SD03,3,1,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,30,P0030,SD04,4,2,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,30,P0030,SD02,2,3,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,30,P0030,SD06,6,4,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,30,P0030,SD05,5,5,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,30,P0030,SD01,1,6,D,private_car,Private Car,1,0,male,68_plus,68,500_1999_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,31,P0031,SD02,2,1,B,bikesharing,Bike Sharing,1,1,female,40_49,44,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,31,P0031,SD01,1,2,D,private_car,Private Car,1,1,female,40_49,44,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,31,P0031,SD04,4,3,D,private_car,Private Car,1,1,female,40_49,44,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,31,P0031,SD05,5,4,B,bikesharing,Bike Sharing,1,1,female,40_49,44,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,31,P0031,SD06,6,5,D,private_car,Private Car,1,1,female,40_49,44,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,31,P0031,SD03,3,6,D,private_car,Private Car,1,1,female,40_49,44,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,32,P0032,SD02,2,1,A,e_scooter,E-Scooter Sharing,1,0,male,40_49,43,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,32,P0032,SD04,4,2,D,private_car,Private Car,1,0,male,40_49,43,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,32,P0032,SD03,3,3,D,private_car,Private Car,1,0,male,40_49,43,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,32,P0032,SD05,5,4,D,private_car,Private Car,1,0,male,40_49,43,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,32,P0032,SD01,1,5,D,private_car,Private Car,1,0,male,40_49,43,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,32,P0032,SD06,6,6,D,private_car,Private Car,1,0,male,40_49,43,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,33,P0033,SD06,6,1,B,bikesharing,Bike Sharing,1,0,male,30_39,37,4000_plus_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,33,P0033,SD04,4,2,D,private_car,Private Car,1,0,male,30_39,37,4000_plus_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,33,P0033,SD03,3,3,D,private_car,Private Car,1,0,male,30_39,37,4000_plus_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,33,P0033,SD02,2,4,D,private_car,Private Car,1,0,male,30_39,37,4000_plus_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,33,P0033,SD05,5,5,D,private_car,Private Car,1,0,male,30_39,37,4000_plus_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,33,P0033,SD01,1,6,D,private_car,Private Car,1,0,male,30_39,37,4000_plus_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,34,P0034,SD06,6,1,A,e_scooter,E-Scooter Sharing,1,0,male,30_39,31,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,34,P0034,SD01,1,2,B,bikesharing,Bike Sharing,1,0,male,30_39,31,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,34,P0034,SD05,5,3,B,bikesharing,Bike Sharing,1,0,male,30_39,31,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,34,P0034,SD04,4,4,D,private_car,Private Car,1,0,male,30_39,31,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,34,P0034,SD03,3,5,D,private_car,Private Car,1,0,male,30_39,31,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,34,P0034,SD02,2,6,D,private_car,Private Car,1,0,male,30_39,31,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,1,has an active MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,35,P0035,SD04,4,1,D,private_car,Private Car,1,0,male,68_plus,75,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,35,P0035,SD06,6,2,D,private_car,Private Car,1,0,male,68_plus,75,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,35,P0035,SD02,2,3,D,private_car,Private Car,1,0,male,68_plus,75,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,35,P0035,SD03,3,4,D,private_car,Private Car,1,0,male,68_plus,75,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,35,P0035,SD05,5,5,D,private_car,Private Car,1,0,male,68_plus,75,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,35,P0035,SD01,1,6,D,private_car,Private Car,1,0,male,68_plus,75,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,36,P0036,SD04,4,1,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,36,P0036,SD06,6,2,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,36,P0036,SD02,2,3,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,36,P0036,SD01,1,4,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,36,P0036,SD05,5,5,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,36,P0036,SD03,3,6,D,private_car,Private Car,1,1,female,50_59,51,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,37,P0037,SD05,5,1,B,bikesharing,Bike Sharing,1,1,female,18_29,20,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,37,P0037,SD03,3,2,D,private_car,Private Car,1,1,female,18_29,20,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,37,P0037,SD01,1,3,D,private_car,Private Car,1,1,female,18_29,20,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,37,P0037,SD04,4,4,D,private_car,Private Car,1,1,female,18_29,20,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,37,P0037,SD06,6,5,D,private_car,Private Car,1,1,female,18_29,20,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,37,P0037,SD02,2,6,D,private_car,Private Car,1,1,female,18_29,20,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,38,P0038,SD04,4,1,D,private_car,Private Car,1,1,female,18_29,19,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,38,P0038,SD02,2,2,C,walking,Walking,1,1,female,18_29,19,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,38,P0038,SD01,1,3,D,private_car,Private Car,1,1,female,18_29,19,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,38,P0038,SD06,6,4,D,private_car,Private Car,1,1,female,18_29,19,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,38,P0038,SD05,5,5,D,private_car,Private Car,1,1,female,18_29,19,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,38,P0038,SD03,3,6,D,private_car,Private Car,1,1,female,18_29,19,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,39,P0039,SD04,4,1,D,private_car,Private Car,1,1,female,68_plus,80,4000_plus_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,39,P0039,SD05,5,2,D,private_car,Private Car,1,1,female,68_plus,80,4000_plus_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,39,P0039,SD06,6,3,D,private_car,Private Car,1,1,female,68_plus,80,4000_plus_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,39,P0039,SD01,1,4,D,private_car,Private Car,1,1,female,68_plus,80,4000_plus_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,39,P0039,SD03,3,5,D,private_car,Private Car,1,1,female,68_plus,80,4000_plus_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,39,P0039,SD02,2,6,D,private_car,Private Car,1,1,female,68_plus,80,4000_plus_eur,0,large city,2,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,40,P0040,SD02,2,1,C,walking,Walking,1,0,male,68_plus,76,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,40,P0040,SD06,6,2,D,private_car,Private Car,1,0,male,68_plus,76,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,40,P0040,SD04,4,3,D,private_car,Private Car,1,0,male,68_plus,76,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,40,P0040,SD03,3,4,D,private_car,Private Car,1,0,male,68_plus,76,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
20260327_sd_1445persona_6cards_multiturn_qwen35_4b_v4,40,P0040,SD05,5,5,D,private_car,Private Car,1,0,male,68_plus,76,500_1999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
