respondent_id,source_observation_id,human_id,normalized_weight,Weight,LangCode,UrbRur,OccupStat,TripPurpose,Education,Region,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Envir02,Envir05,Envir06,Mobil10,Mobil11,Mobil16
H0381,488,28000414,0.2553833146722722,0.000109132,1,2,1,3,6,3,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,5,5,3,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,3,5,5,1,2,1
H0382,489,28000449,0.9573855529584482,0.000409116,1,2,2,1,3,3,52,male,52 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,4,4,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,3,5,5,3,2,3
H0383,490,28000450,0.8611359127752702,0.000367986,1,2,2,3,3,3,46,female,46 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,1,0,2,4,4,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,1,5,5,6,4,5
H0384,491,28000460,0.796946084663805,0.000340556,1,2,2,2,7,3,37,female,37 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,1,0,2,0,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,4,5,4,4,6,5,2
H0385,494,28000532,0.796946084663805,0.000340556,1,2,1,3,7,3,30,female,30 or younger,7000,around CHF 7000 per month,1,0,0,0,0,1,7.0,1,1,0,1,2,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,1,5,5,5,6,2,4
H0386,495,28000646,0.9573855529584482,0.000409116,1,2,1,1,3,3,47,male,47 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,0,1,0,1,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,3,4,4
H0387,496,28000700,0.2298009887184065,9.82e-05,1,2,4,3,6,3,42,female,42 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,3,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,2,3,4,4,2,2,3
H0388,498,28000700,0.2298009887184065,9.82e-05,1,2,4,1,6,3,42,female,42 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,6,5,3,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,3,4,4,2,2,3
H0389,499,28000701,0.3747464412665672,0.000160139,1,2,2,-1,7,3,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,6,5,3,0,1,a trip with unreported purpose,university education,1,car is available for this trip,4,4,4,4,1,2,3
H0390,500,28000701,0.3747464412665672,0.000160139,1,2,2,2,7,3,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,6,5,3,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,4,4,4,4,1,2,3
H0391,501,28240008,0.7518844977110388,0.0003213,1,2,9,3,3,3,68,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,6,4,2
H0392,502,28240009,2.705520520335015,0.00115614,1,2,9,3,2,3,66,female,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,1,1,0,2,0,0,1,a leisure-related trip,compulsory education,1,car is available for this trip,3,2,4,4,6,5,4
H0393,503,28240046,0.9573855529584482,0.000409116,1,2,1,3,3,3,63,male,63 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,6,4,4,6,6,5
H0394,504,28240046,0.9573855529584482,0.000409116,1,2,1,3,3,3,63,male,63 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,0,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,6,4,4,6,6,5
H0395,505,28240110,2.2635771809925926,0.000967286,1,2,1,2,3,3,36,male,36 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,4,4,2,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,1,2,5,5,5,5,5
H0396,506,28240110,2.2635771809925926,0.000967286,1,2,1,1,3,3,36,male,36 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,5,5,5,5,5
H0397,507,28240111,0.796946084663805,0.000340556,1,2,1,2,7,3,31,female,31 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,1,2,4,4,2,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,1,2,5,5,5,5,5
H0398,508,28240111,0.796946084663805,0.000340556,1,2,1,3,7,3,31,female,31 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,1,2,4,4,2,0,1,a leisure-related trip,university education,1,car is available for this trip,1,2,5,5,5,5,5
H0399,510,28240134,0.796946084663805,0.000340556,1,2,8,1,7,3,23,female,30 or younger,10807,around CHF 10807 per month,1,0,0,0,0,1,10.807,1,0,0,-1,3,5,-1,1,0,a work-related trip,university education,1,car is available for this trip,4,4,5,5,3,4,2
H0400,511,28240134,0.796946084663805,0.000340556,1,2,8,1,7,3,23,female,30 or younger,10807,around CHF 10807 per month,1,0,0,0,0,1,10.807,1,0,0,-1,3,5,-1,1,0,a work-related trip,university education,1,car is available for this trip,4,4,5,5,3,4,2
H0401,512,28240137,0.2005493353683038,8.57e-05,1,2,9,3,4,3,78,male,65 or older,3250,around CHF 3250 per month,0,0,0,0,1,0,3.25,0,0,0,1,1,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,-1,-1,4,-1,4,4
H0402,515,28240158,0.2553833146722722,0.000109132,1,2,1,3,6,3,42,male,42 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,6,4,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,2,4,5,5,1,5,4
H0403,516,28240159,0.2298009887184065,9.82e-05,1,2,2,1,6,3,49,female,49 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,1,6,6,4,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,4,5,5,1,5,4
H0404,518,28240179,0.9573855529584482,0.000409116,1,2,1,1,3,3,51,male,51 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,1,0,3,4,4,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,4,4,5,5,6,4,2
H0405,519,28240201,0.1804241978634332,7.71e-05,1,2,9,3,6,3,74,female,65 or older,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,1,0,1,1,2,-1,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,5,5,5,6,5,2
H0406,520,28240202,0.6038126284528191,0.000258025,1,2,1,1,4,3,39,male,39 years old,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,1,0,1,1,4,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,5,5,5,4,4
H0407,521,28240264,0.3808658871474087,0.000162754,1,2,8,1,5,3,19,male,30 or younger,9321,around CHF 9321 per month,0,0,0,0,0,1,9.321,1,0,1,1,5,5,1,1,0,a work-related trip,high school education,0,car is not available for this trip,3,4,5,5,6,1,1
H0408,522,28240270,0.8860232194455376,0.000378621,1,2,8,1,7,3,24,male,30 or younger,10807,around CHF 10807 per month,1,0,0,0,0,1,10.807,1,0,0,2,6,4,0,1,0,a work-related trip,university education,1,car is available for this trip,2,4,4,5,6,4,4
H0409,524,28240302,0.2943067346860529,0.000125765,1,2,9,3,7,3,69,male,65 or older,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,1,3,3,3,3,5,3
H0410,525,28240303,0.6762935451898376,0.000288998,1,2,9,3,3,3,67,female,65 or older,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,0,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,3,3,4,4,4
H0411,526,28240312,0.9573855529584482,0.000409116,1,2,-1,3,-1,3,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,0,1,a leisure-related trip,education not reported,1,car is available for this trip,3,3,2,2,4,4,3
H0412,528,28240316,2.0360086784578657,0.00087004,1,2,-1,3,-1,3,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,0,1,a leisure-related trip,education not reported,1,car is available for this trip,-2,-2,-2,-2,-2,-2,-2
H0413,529,28240317,0.2553833146722722,0.000109132,1,2,1,1,6,3,60,male,60 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,2,4,-1,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,5,5,5,2,2,2
H0414,530,28240354,0.8611359127752702,0.000367986,1,2,2,1,3,3,46,female,46 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,3,4,4,1,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,5,5,1,5,5
H0415,531,28240376,0.8611359127752702,0.000367986,1,2,-1,3,-1,3,-1,traveler,30 or younger,7000,around CHF 7000 per month,0,0,0,0,0,1,7.0,0,0,0,1,0,2,0,0,1,a leisure-related trip,education not reported,1,car is available for this trip,2,5,4,4,3,4,2
H0416,532,28240376,2.2635771809925926,0.000967286,1,2,-1,3,-1,3,-1,traveler,30 or younger,7000,around CHF 7000 per month,0,0,0,0,0,1,7.0,0,0,0,1,0,2,0,0,1,a leisure-related trip,education not reported,1,car is available for this trip,2,5,4,4,3,4,2
H0417,533,28240378,0.8611359127752702,0.000367986,1,2,2,3,3,3,47,female,47 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,1,0,0,2,2,3,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,4,3,6,4,2
H0418,534,28240378,0.8611359127752702,0.000367986,1,2,2,3,3,3,47,female,47 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,1,0,0,2,2,3,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,4,3,6,4,2
H0419,535,28240378,0.8611359127752702,0.000367986,1,2,2,3,3,3,47,female,47 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,1,0,0,2,2,3,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,3,4,3,6,4,2
H0420,536,28240382,11.177412445178964,0.004776402,1,2,8,3,1,3,19,male,30 or younger,5423,around CHF 5423 per month,0,1,0,0,0,1,5.423,1,1,0,2,4,4,2,0,1,a leisure-related trip,compulsory education,1,car is available for this trip,4,3,2,5,1,4,3
H0421,538,28240476,0.6762935451898376,0.000288998,1,2,9,3,3,3,65,female,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,1,1,-1,1,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,4,4,5,6,4,4
H0422,539,28240485,0.9573855529584482,0.000409116,1,2,2,1,3,3,40,male,40 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,1,0,1,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,1,5,5,6,3,3
H0423,540,28240515,2.0360086784578657,0.00087004,1,2,2,3,3,3,30,female,30 or younger,9000,around CHF 9000 per month,0,1,0,1,0,1,9.0,1,0,0,2,6,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,5,5,5,5,5,5,1
H0424,541,28240517,2.2635771809925926,0.000967286,1,2,1,3,3,3,38,male,38 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,1,2,5,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,4,4,4,4,3
H0425,542,28240517,2.2635771809925926,0.000967286,1,2,1,-1,3,3,38,male,38 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,1,2,5,4,2,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,2,4,4,4,4,4,3
H0426,543,28240523,0.2553833146722722,0.000109132,1,2,1,2,6,3,41,male,41 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,2,6,4,2,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,3,2,5,5,2,4,4
H0427,544,28240523,0.2553833146722722,0.000109132,1,2,1,2,6,3,41,male,41 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,2,6,4,2,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,3,2,5,5,2,4,4
H0428,548,28240632,0.543107257288418,0.000232084,1,2,5,3,6,3,35,female,35 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,0,1,0,1,6,4,2,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,5,5,5,5,5,5,2
H0429,549,28240692,0.2298009887184065,9.82e-05,1,2,2,3,4,3,41,female,41 years old,7000,around CHF 7000 per month,0,0,0,0,1,0,7.0,1,0,0,2,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,4,4,2,4,4
H0430,550,28240755,2.2635771809925926,0.000967286,1,2,1,-1,3,3,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,3,2,5,4,3,3,4
H0431,551,28240755,2.2635771809925926,0.000967286,1,2,1,1,3,3,31,male,31 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,3,2,5,4,3,3,4
H0432,552,28240756,0.543107257288418,0.000232084,1,2,1,2,6,3,30,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,0,2,2,2,0,1,0,a mixed work-and-leisure trip,applied higher education,1,car is available for this trip,2,3,4,4,4,4,4
H0433,553,28240756,0.543107257288418,0.000232084,1,2,1,1,6,3,30,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,0,2,2,2,0,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,3,4,4,4,4,4
H0434,555,28240762,0.543107257288418,0.000232084,1,2,2,-1,5,3,25,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,0,1,a trip with unreported purpose,high school education,1,car is available for this trip,1,2,4,4,6,6,5
H0435,556,28240762,0.543107257288418,0.000232084,1,2,2,1,5,3,25,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,1,0,a work-related trip,high school education,1,car is available for this trip,1,2,4,4,6,6,5
H0436,557,28240797,0.6038126284528191,0.000258025,1,2,1,1,6,3,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,1,2,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,4,5,5,4,4,3
H0437,558,28240798,0.6038126284528191,0.000258025,1,2,1,1,6,3,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,1,2,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,4,4,4,4,4,4,3
H0438,559,28240830,0.2298009887184065,9.82e-05,1,2,2,3,4,3,45,female,45 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,2,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,1,4,4,3,6,5,5
H0439,560,28240945,0.3747464412665672,0.000160139,1,2,1,2,7,3,61,male,61 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,1,2,0,1,0,a mixed work-and-leisure trip,university education,1,car is available for this trip,3,4,3,3,6,5,6
H0440,561,28240945,0.3747464412665672,0.000160139,1,2,1,3,7,3,61,male,61 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,1,2,0,0,1,a leisure-related trip,university education,1,car is available for this trip,3,4,3,3,6,5,6
H0441,562,28240955,3.444981255835199,0.001472131,1,2,1,3,2,3,58,female,58 years old,3250,around CHF 3250 per month,0,1,0,0,1,0,3.25,0,0,0,1,0,2,0,0,1,a leisure-related trip,compulsory education,1,car is available for this trip,4,3,3,5,6,4,5
H0442,563,28240965,0.9573855529584482,0.000409116,1,2,1,1,3,3,47,male,47 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,3,4,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,5,4,5,5,4,5,2
H0443,564,28240969,2.2635771809925926,0.000967286,1,2,1,2,3,3,34,male,34 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,1,2,5,5,5,4,5
H0444,565,28240969,2.2635771809925926,0.000967286,1,2,1,1,3,3,34,male,34 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,5,5,5,4,5
H0445,566,28240969,2.2635771809925926,0.000967286,1,2,1,1,3,3,34,male,34 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,5,5,5,4,5
H0446,567,28240970,2.0360086784578657,0.00087004,1,2,6,3,3,3,29,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,1,0,1,2,3,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,5,4,4
H0447,568,28240970,2.0360086784578657,0.00087004,1,2,6,3,3,3,29,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,1,0,1,2,3,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,5,4,4
H0448,569,28240993,0.9573855529584482,0.000409116,1,2,1,2,3,3,61,male,61 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,1,2,0,1,0,a mixed work-and-leisure trip,vocational or secondary education,1,car is available for this trip,2,2,3,3,5,5,3
H0449,570,28240993,0.9573855529584482,0.000409116,1,2,1,1,3,3,61,male,61 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,1,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,2,2,3,3,5,5,3
H0450,571,28240993,0.9573855529584482,0.000409116,1,2,1,3,3,3,61,male,61 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,3,3,5,5,3
H0451,573,28240997,0.9573855529584482,0.000409116,1,2,1,1,3,3,53,male,53 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,2,2,0,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,2,4,4,1,3,1
H0452,574,28241047,3.830035979742342,0.001636675,1,2,1,3,2,3,64,male,64 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,3,2,0,0,1,a leisure-related trip,compulsory education,1,car is available for this trip,1,4,2,4,5,5,5
H0453,575,28241048,0.8611359127752702,0.000367986,1,2,2,3,3,3,62,female,62 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,0,0,0,1,3,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,4,5,4,5,5,4
H0454,577,28241131,0.9573855529584482,0.000409116,1,2,1,3,3,3,53,male,53 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,6,2,4,4,6,4,4
H0455,578,28241132,0.8611359127752702,0.000367986,1,2,6,3,3,3,51,female,51 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,2,2,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,6,2,3,4,6,4,4
H0456,579,28241228,0.6762935451898376,0.000288998,1,2,9,3,3,3,65,female,65 or older,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,1,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,3,3,2
H0457,580,28241229,0.7518844977110388,0.0003213,1,2,9,3,3,3,69,male,65 or older,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,1,2,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,3,4,4,3,3,2
H0458,581,28241260,5.711897805574239,0.002440844,1,2,8,1,2,3,19,male,30 or younger,6101,around CHF 6101 per month,0,1,0,0,0,1,6.101,0,0,0,2,2,4,0,1,0,a work-related trip,compulsory education,0,car is not available for this trip,6,4,4,4,6,2,3
H0459,582,28241261,0.8611359127752702,0.000367986,1,2,6,3,3,3,56,female,56 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,0,0,1,2,3,4,-1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,4,4,5,5,6,5,3
H0460,584,28241263,5.711897805574239,0.002440844,1,2,8,1,2,3,17,male,30 or younger,6101,around CHF 6101 per month,0,1,0,0,0,1,6.101,0,0,1,2,3,4,0,1,0,a work-related trip,compulsory education,0,car is not available for this trip,5,3,5,5,6,1,3
H0461,585,28420015,0.2005493353683038,8.57e-05,1,2,9,3,4,3,73,male,65 or older,9000,around CHF 9000 per month,0,0,0,0,0,0,9.0,0,0,0,1,1,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,4,4,5,6,3,4
H0462,586,28420050,0.9573855529584482,0.000409116,1,2,1,-1,3,3,58,male,58 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,1,5,3,0,0,1,a trip with unreported purpose,vocational or secondary education,1,car is available for this trip,3,4,4,5,6,4,3
H0463,587,28420051,3.444981255835199,0.001472131,1,2,2,2,2,3,51,female,51 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,5,3,0,1,0,a mixed work-and-leisure trip,compulsory education,1,car is available for this trip,2,2,2,2,2,5,4
H0464,588,28420052,0.6038126284528191,0.000258025,1,2,1,1,6,3,35,male,35 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,a work-related trip,applied higher education,1,car is available for this trip,6,5,5,5,4,2,2
H0465,590,28420056,2.0360086784578657,0.00087004,1,2,2,3,3,3,37,female,37 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,4,4,2,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,3,4,4,5,5,3
H0466,591,28420152,0.9573855529584482,0.000409116,1,2,9,3,3,3,63,male,63 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,4,2,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,2,4,4,4,4,4
H0467,592,28420153,3.444981255835199,0.001472131,1,2,6,3,2,3,58,female,58 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,4,2,0,0,1,a leisure-related trip,compulsory education,1,car is available for this trip,2,3,4,3,4,4,3
H0468,593,28420168,0.2553833146722722,0.000109132,1,2,1,1,6,3,47,male,47 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,2,4,4,2,1,0,a work-related trip,applied higher education,1,car is available for this trip,6,4,4,5,2,2,1
H0469,594,28420168,0.2553833146722722,0.000109132,1,2,1,3,6,3,47,male,47 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,2,4,4,2,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,6,4,4,5,2,2,1
H0470,595,28420278,0.8611359127752702,0.000367986,1,2,5,3,3,3,48,female,48 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,1,1,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,5,4,3,3,3
H0471,596,28420278,0.8611359127752702,0.000367986,1,2,5,3,3,3,48,female,48 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,1,1,0,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,2,4,5,4,3,3,3
H0472,597,28420282,0.7518844977110388,0.0003213,1,2,9,1,3,3,68,male,65 or older,2000,around CHF 2000 per month,0,1,0,0,1,0,2.0,1,0,1,2,1,2,-1,1,0,a work-related trip,vocational or secondary education,1,car is available for this trip,1,4,2,2,6,4,4
H0473,598,28420388,0.2553833146722722,0.000109132,1,2,1,1,6,3,45,male,45 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,5,5,3,1,0,a work-related trip,applied higher education,1,car is available for this trip,2,2,2,4,4,4,4
H0474,599,28630053,0.8860232194455376,0.000378621,1,1,1,3,7,3,33,male,33 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,0,2,1,4,2,0,1,a leisure-related trip,university education,1,car is available for this trip,4,4,5,5,2,2,2
H0475,600,28630054,0.543107257288418,0.000232084,1,1,2,3,6,3,29,female,30 or younger,5000,around CHF 5000 per month,1,0,0,0,0,1,5.0,1,0,0,2,1,4,2,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,4,5,5,5,4,3,1
H0476,602,28630101,0.1804241978634332,7.71e-05,1,1,9,3,6,3,67,female,65 or older,2000,around CHF 2000 per month,1,0,0,0,0,0,2.0,1,0,0,1,1,1,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,2,5,5,5,6,5,5
H0477,603,28630101,0.1804241978634332,7.71e-05,1,1,9,3,6,3,67,female,65 or older,2000,around CHF 2000 per month,1,0,0,0,0,0,2.0,1,0,0,1,1,1,0,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,2,5,5,5,6,5,5
H0478,604,28630155,0.6038126284528191,0.000258025,1,1,1,3,6,3,30,male,30 or younger,5000,around CHF 5000 per month,1,0,1,0,0,1,5.0,1,0,0,1,1,1,-1,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,4,2,4,4,6,2,4
H0479,605,28630155,0.6038126284528191,0.000258025,1,1,1,3,6,3,30,male,30 or younger,5000,around CHF 5000 per month,1,0,1,0,0,1,5.0,1,0,0,1,1,1,-1,0,1,a leisure-related trip,applied higher education,1,car is available for this trip,4,2,4,4,6,2,4
H0480,607,28640075,0.8611359127752702,0.000367986,1,1,3,3,3,3,46,female,46 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,1,0,1,1,1,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,2,4,4,4,5,4
H0481,608,28640075,0.8611359127752702,0.000367986,1,1,3,3,3,3,46,female,46 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,1,0,1,1,1,3,1,0,1,a leisure-related trip,vocational or secondary education,1,car is available for this trip,3,2,4,4,4,5,4
H0482,609,28640111,0.1804241978634332,7.71e-05,1,1,-1,3,-1,3,-1,traveler,30 or younger,-1,unknown income,0,0,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,0,1,a leisure-related trip,education not reported,1,car is available for this trip,-2,-2,-2,-2,-2,-2,-2
