model_key,model_is_deepseek,respondent_id,human_respondent_id,normalized_weight,prompt_arm,semantic_arm,task_index,task_role,pair_id,manipulation_type,anchor_task_index,block_complexity_mean,age_30_less,high_education,ScaledIncome,CAR_AVAILABLE,alternative_name,alternative_code,display_label,display_position,chosen,observed_choice_code,is_valid_task_response,alt_available,alt_time,alt_waiting,alt_cost,alt_distance,target_alternative_name,dominated_alternative_name,dataset
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,7,core,CORE_7,core,-1,0.4339162207318153,0,1,15.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,15.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,8,core,CORE_8,core,-1,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,194.0,22.0,9.6,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,8,core,CORE_8,core,-1,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,47.0,0.0,6.98,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,8,core,CORE_8,core,-1,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,51.5,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,140.0,23.0,12.6,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,28.0,0.0,3.2,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,20.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,193.0,42.0,20.2,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,74.0,0.0,9.47,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,57.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.4339162207318153,0,1,15.0,1,PT,0,B,2,0,2,1,1,169.0,17.0,18.0,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.4339162207318153,0,1,15.0,1,CAR,1,C,3,0,2,1,1,86.0,0.0,16.68,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,A,1,1,2,1,1,0.0,0.0,0.0,126.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.4339162207318153,0,1,15.0,1,PT,0,B,2,0,1,1,1,158.0,15.0,0.0,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.4339162207318153,0,1,15.0,1,CAR,1,A,1,1,1,1,1,68.0,0.0,9.93,0.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,69.0,,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,312.0,51.0,59.6,0.0,CAR,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,116.25,0.0,25.125,0.0,CAR,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,135.5,CAR,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,115.0,10.0,6.4,0.0,CAR,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,60.0,0.0,7.0875,0.0,CAR,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,35.0,CAR,,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.4339162207318153,0,1,15.0,0,PT,0,A,1,1,0,1,1,90.0,25.0,12.0,0.0,,PT,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.4339162207318153,0,1,15.0,0,CAR,1,B,2,0,0,1,0,26.0,0.0,2.64,0.0,,PT,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,15,dominance,DOM_1,dominance,7,0.4339162207318153,0,1,15.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,15.0,,PT,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.4339162207318153,0,1,15.0,1,PT,0,A,1,1,0,1,1,194.0,22.0,12.98,0.0,,PT,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.4339162207318153,0,1,15.0,1,CAR,1,B,2,0,0,1,1,47.0,0.0,6.98,0.0,,PT,ai
deepseek_r1_8b,1,DS0003,H0520,0.2290902236010023,semantic_arm,1,16,dominance,DOM_2,dominance,8,0.4339162207318153,0,1,15.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,51.5,,PT,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,1,core,CORE_1,core,-1,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,107.0,27.0,27.6,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,1,core,CORE_1,core,-1,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,124.0,0.0,14.44,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,1,core,CORE_1,core,-1,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,108.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,2,core,CORE_2,core,-1,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,177.0,11.0,9.0,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,2,core,CORE_2,core,-1,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,34.0,0.0,4.23,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,2,core,CORE_2,core,-1,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,25.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,3,core,CORE_3,core,-1,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,115.0,5.0,9.4,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,3,core,CORE_3,core,-1,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,19.0,0.0,1.92,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,3,core,CORE_3,core,-1,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,11.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,4,core,CORE_4,core,-1,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,35.0,0.0,3.4,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,4,core,CORE_4,core,-1,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,9.0,0.0,1.0,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,4,core,CORE_4,core,-1,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,5.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,5,core,CORE_5,core,-1,0.4779228976770822,0,1,9.0,0,PT,0,A,1,1,0,1,1,228.0,46.0,0.0,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,5,core,CORE_5,core,-1,0.4779228976770822,0,1,9.0,0,CAR,1,B,2,0,0,1,0,70.0,0.0,7.27,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,5,core,CORE_5,core,-1,0.4779228976770822,0,1,9.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,52.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,6,core,CORE_6,core,-1,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,150.0,23.0,4.2,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,6,core,CORE_6,core,-1,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,24.0,0.0,2.57,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,6,core,CORE_6,core,-1,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,15.5,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,7,core,CORE_7,core,-1,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,165.0,25.0,5.1,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,7,core,CORE_7,core,-1,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,33.0,0.0,3.4,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,7,core,CORE_7,core,-1,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,18.5,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,8,core,CORE_8,core,-1,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,118.0,34.0,21.4,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,8,core,CORE_8,core,-1,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,26.0,0.0,2.58,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,8,core,CORE_8,core,-1,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,19.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,9,label_mask_twin,LABEL_1,label_mask,1,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,107.0,27.0,27.6,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,9,label_mask_twin,LABEL_1,label_mask,1,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,124.0,0.0,14.44,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,9,label_mask_twin,LABEL_1,label_mask,1,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,108.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,10,label_mask_twin,LABEL_2,label_mask,2,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,177.0,11.0,9.0,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,10,label_mask_twin,LABEL_2,label_mask,2,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,34.0,0.0,4.23,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,10,label_mask_twin,LABEL_2,label_mask,2,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,25.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,11,order_twin,ORDER_1,order_randomization,3,0.4779228976770822,0,1,9.0,1,PT,0,B,2,0,2,1,1,115.0,5.0,9.4,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,11,order_twin,ORDER_1,order_randomization,3,0.4779228976770822,0,1,9.0,1,CAR,1,C,3,0,2,1,1,19.0,0.0,1.92,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,11,order_twin,ORDER_1,order_randomization,3,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,A,1,1,2,1,1,0.0,0.0,0.0,11.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,12,order_twin,ORDER_2,order_randomization,4,0.4779228976770822,0,1,9.0,1,PT,0,B,2,0,1,1,1,35.0,0.0,3.4,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,12,order_twin,ORDER_2,order_randomization,4,0.4779228976770822,0,1,9.0,1,CAR,1,A,1,1,1,1,1,9.0,0.0,1.0,0.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,12,order_twin,ORDER_2,order_randomization,4,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,5.0,,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,13,monotonicity,MONO_1,monotonicity,5,0.4779228976770822,0,1,9.0,0,PT,0,A,1,1,0,1,1,285.0,57.5,0.0,0.0,PT,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,13,monotonicity,MONO_1,monotonicity,5,0.4779228976770822,0,1,9.0,0,CAR,1,B,2,0,0,1,0,70.0,0.0,7.27,0.0,PT,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,13,monotonicity,MONO_1,monotonicity,5,0.4779228976770822,0,1,9.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,52.0,PT,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,14,monotonicity,MONO_2,monotonicity,6,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,150.0,23.0,4.2,0.0,CAR,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,14,monotonicity,MONO_2,monotonicity,6,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,30.0,0.0,3.2125,0.0,CAR,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,14,monotonicity,MONO_2,monotonicity,6,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,15.5,CAR,,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,15,dominance,DOM_1,dominance,7,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,165.0,25.0,9.4,0.0,,PT,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,15,dominance,DOM_1,dominance,7,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,33.0,0.0,3.4,0.0,,PT,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,15,dominance,DOM_1,dominance,7,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,18.5,,PT,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,16,dominance,DOM_2,dominance,8,0.4779228976770822,0,1,9.0,1,PT,0,A,1,1,0,1,1,118.0,34.0,21.4,0.0,,PT,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,16,dominance,DOM_2,dominance,8,0.4779228976770822,0,1,9.0,1,CAR,1,B,2,0,0,1,1,26.0,0.0,2.58,0.0,,PT,ai
deepseek_r1_8b,1,DS0004,H0173,0.2545934244605354,neutral_arm,0,16,dominance,DOM_2,dominance,8,0.4779228976770822,0,1,9.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,19.0,,PT,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,1,core,CORE_1,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,174.0,56.0,17.6,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,1,core,CORE_1,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,48.0,0.0,7.85,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,1,core,CORE_1,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,58.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,2,core,CORE_2,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,76.0,3.0,2.7,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,2,core,CORE_2,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,22.0,0.0,2.29,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,2,core,CORE_2,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,12.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,3,core,CORE_3,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,99.0,0.0,0.0,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,3,core,CORE_3,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,39.0,0.0,5.09,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,3,core,CORE_3,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,31.5,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,4,core,CORE_4,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,126.0,15.0,14.8,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,4,core,CORE_4,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,27.0,0.0,4.14,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,4,core,CORE_4,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,31.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,5,core,CORE_5,core,-1,0.498864419562247,0,0,5.0,0,PT,0,A,1,0,2,1,1,149.0,60.0,0.0,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,5,core,CORE_5,core,-1,0.498864419562247,0,0,5.0,0,CAR,1,B,2,0,2,1,0,28.0,0.0,2.79,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,5,core,CORE_5,core,-1,0.498864419562247,0,0,5.0,0,SLOW_MODES,2,C,3,1,2,1,1,0.0,0.0,0.0,20.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,6,core,CORE_6,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,156.0,5.0,15.0,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,6,core,CORE_6,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,59.0,0.0,6.0,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,6,core,CORE_6,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,44.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,7,core,CORE_7,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,172.0,2.0,0.0,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,7,core,CORE_7,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,88.0,0.0,10.66,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,7,core,CORE_7,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,65.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,8,core,CORE_8,core,-1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,162.0,14.0,12.5,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,8,core,CORE_8,core,-1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,66.0,0.0,7.81,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,8,core,CORE_8,core,-1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,53.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,174.0,56.0,17.6,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,48.0,0.0,7.85,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,9,label_mask_twin,LABEL_1,label_mask,1,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,58.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,76.0,3.0,2.7,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,22.0,0.0,2.29,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,10,label_mask_twin,LABEL_2,label_mask,2,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,12.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.498864419562247,0,0,5.0,1,PT,0,B,2,0,1,1,1,99.0,0.0,0.0,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.498864419562247,0,0,5.0,1,CAR,1,A,1,1,1,1,1,39.0,0.0,5.09,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,11,order_twin,ORDER_1,order_randomization,3,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,31.5,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.498864419562247,0,0,5.0,1,PT,0,B,2,0,1,1,1,126.0,15.0,14.8,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.498864419562247,0,0,5.0,1,CAR,1,C,3,1,1,1,1,27.0,0.0,4.14,0.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,12,order_twin,ORDER_2,order_randomization,4,0.498864419562247,0,0,5.0,1,SLOW_MODES,2,A,1,0,1,1,1,0.0,0.0,0.0,31.0,,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.498864419562247,0,0,5.0,0,PT,0,A,1,0,2,1,1,186.25,75.0,0.0,0.0,PT,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.498864419562247,0,0,5.0,0,CAR,1,B,2,0,2,1,0,28.0,0.0,2.79,0.0,PT,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,13,monotonicity,MONO_1,monotonicity,5,0.498864419562247,0,0,5.0,0,SLOW_MODES,2,C,3,1,2,1,1,0.0,0.0,0.0,20.0,PT,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.498864419562247,0,0,5.0,1,PT,0,A,1,0,1,1,1,156.0,5.0,15.0,0.0,CAR,,ai
qwen3.5_9b,0,QW0001,H0590,0.954424398357919,semantic_arm,1,14,monotonicity,MONO_2,monotonicity,6,0.498864419562247,0,0,5.0,1,CAR,1,B,2,1,1,1,1,73.75,0.0,7.5,0.0,CAR,,ai
