human_id,normalized_weight,age,CalculatedIncome,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,CAR_AVAILABLE,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,Envir01,Envir05,LifSty01,LifSty07,Mobil05,Mobil12,choice_code,Choice
19650242,0.2290902236010023,52,9000,1,0,0,1,0,0,9.0,1,0,1,2,4,4,1,0,1,1,165,25,5.1,33,3.4,18.5,0.825,0.165,0.4166666666666667,0.51,0.3399999999999999,3.7,4,5,5,5,3,4,1,1
19650281,2.256576028779217,37,9000,0,1,0,1,0,0,9.0,1,0,0,1,5,5,3,1,0,1,61,1,0.0,36,4.24,18.0,0.305,0.18,0.0166666666666666,0.0,0.424,3.6,4,3,2,3,3,5,1,1
19650295,0.2545934244605354,55,7000,0,0,0,1,0,0,7.0,1,0,0,1,2,4,1,1,0,1,137,12,14.0,64,9.19,64.0,0.685,0.32,0.2,1.4,0.919,12.8,4,3,2,3,3,5,1,1
19650327,0.8584724543995766,60,9000,0,1,0,0,0,0,9.0,1,1,0,1,0,2,0,0,1,1,127,0,8.0,23,2.31,14.7,0.635,0.115,0.0,0.8,0.231,2.94,4,3,2,3,3,5,1,1
19650425,0.5414274486172608,36,5000,1,0,0,1,0,0,5.0,1,0,1,1,0,1,0,1,0,1,139,0,8.6,35,3.47,17.5,0.695,0.175,0.0,0.86,0.347,3.5,4,5,2,5,3,3,1,1
19650448,2.029711386372872,37,3250,0,1,0,1,0,0,3.25,1,0,0,1,2,2,0,1,0,1,45,0,7.4,23,2.32,10.0,0.225,0.115,0.0,0.74,0.2319999999999999,2.0,4,4,4,4,4,4,1,1
19650575,0.2290902236010023,54,5000,1,0,0,1,0,0,5.0,1,0,1,1,0,1,0,0,1,1,111,13,4.8,31,3.17,17.5,0.555,0.155,0.2166666666666666,0.48,0.317,3.5,4,5,3,5,3,4,1,1
19650631,2.029711386372872,32,7000,0,1,0,1,0,0,7.0,1,0,0,2,2,2,1,0,1,1,146,0,18.4,59,6.03,28.0,0.73,0.295,0.0,1.84,0.603,5.6,4,3,2,3,3,4,1,1
19650656,0.2290902236010023,47,5000,0,0,0,1,0,0,5.0,1,0,1,1,0,1,0,0,1,1,239,12,19.8,69,6.91,33.0,1.195,0.345,0.2,1.98,0.6910000000000001,6.6,4,3,2,3,3,4,1,1
19730033,0.5414274486172608,37,15000,1,0,0,0,0,0,15.0,1,0,0,2,4,4,2,0,1,1,203,16,23.25,57,6.94,46.0,1.015,0.285,0.2666666666666666,2.325,0.6940000000000001,9.2,4,5,5,5,5,5,1,1
19730085,0.7944811628173415,27,5000,1,0,0,0,0,1,5.0,1,1,0,1,1,2,-1,0,1,1,82,0,6.0,30,2.89,14.0,0.41,0.15,0.0,0.6,0.289,2.8,4,5,3,5,3,4,1,1
19730092,0.2290902236010023,60,7000,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,1,138,1,20.0,53,5.23,31.0,0.69,0.265,0.0166666666666666,2.0,0.523,6.2,4,5,5,5,3,5,1,1
19730126,2.029711386372872,28,3250,0,1,0,1,0,1,3.25,1,1,0,1,0,2,0,1,0,1,98,0,0.0,48,4.74,30.0,0.49,0.24,0.0,0.0,0.474,6.0,4,3,2,2,3,5,1,1
20860315,0.8584724543995766,42,7000,0,1,0,1,0,0,7.0,0,0,1,2,5,4,2,1,0,1,15,0,0.0,10,1.23,7.0,0.075,0.05,0.0,0.0,0.123,1.4,4,3,2,2,3,2,1,1
28000244,0.6019450605361366,38,9000,1,0,0,0,0,0,9.0,0,1,0,1,4,5,3,1,0,1,95,5,12.1,130,16.29,121.0,0.475,0.65,0.0833333333333333,1.21,1.629,24.2,4,5,3,3,5,2,0,0
28000306,2.029711386372872,29,9000,0,1,0,1,0,1,9.0,1,0,0,1,2,3,1,1,0,0,61,0,4.1,17,1.95,13.5,0.305,0.085,0.0,0.41,0.195,2.7,4,5,3,3,3,2,0,0
28000344,0.3735873657560173,52,7000,1,0,0,0,0,0,7.0,1,0,0,1,6,5,1,1,0,1,46,0,2.2,6,0.66,3.2,0.23,0.03,0.0,0.22,0.066,0.64,4,5,2,5,3,3,1,1
28000344,0.3735873657560173,52,7000,1,0,0,0,0,0,7.0,1,0,0,1,6,5,1,1,0,1,51,0,2.2,6,0.66,3.2,0.255,0.03,0.0,0.22,0.066,0.64,4,5,5,5,3,4,1,1
28000366,0.954424398357919,42,7000,0,1,0,1,0,0,7.0,0,0,1,1,2,3,0,0,1,1,36,0,0.0,6,0.75,2.5,0.18,0.03,0.0,0.0,0.075,0.5,4,3,2,3,3,2,1,1
28000366,0.954424398357919,42,7000,0,1,0,1,0,0,7.0,0,0,1,1,2,3,0,1,0,1,34,0,3.0,6,0.75,2.5,0.17,0.03,0.0,0.3,0.075,0.5,4,3,2,2,3,5,1,1
28000367,0.3735873657560173,-1,-1,0,1,0,0,0,1,-0.001,0,0,1,-1,-1,-1,-1,0,1,1,26,0,2.2,13,1.33,7.6,0.13,0.065,0.0,0.22,0.133,1.52,4,3,2,2,3,5,1,1
28000460,0.7944811628173415,37,15000,1,0,0,0,0,0,15.0,1,0,0,1,0,2,0,0,1,1,219,17,0.0,177,24.26,180.5,1.095,0.885,0.2833333333333333,0.0,2.426,36.1,4,5,5,5,3,5,1,1
28000700,0.2290902236010023,42,9000,1,0,0,0,0,0,9.0,1,0,1,1,6,5,3,1,0,1,18,0,2.2,4,0.49,1.9,0.09,0.02,0.0,0.22,0.049,0.38,4,5,5,5,3,4,1,1
28000701,0.3735873657560173,45,9000,1,0,0,0,0,0,9.0,0,0,1,1,6,5,3,0,1,1,69,0,3.0,14,1.63,7.0,0.345,0.07,0.0,0.3,0.1629999999999999,1.4,4,5,5,5,3,5,1,1
28000701,0.3735873657560173,45,9000,1,0,0,0,0,0,9.0,0,0,1,1,6,5,3,0,1,1,58,0,2.6,14,1.62,6.0,0.29,0.07,0.0,0.26,0.162,1.2,4,5,5,5,3,5,1,1
28240110,2.256576028779217,36,7000,0,1,1,0,0,0,7.0,1,0,0,2,4,4,2,0,1,1,105,6,16.6,37,3.58,23.6,0.525,0.185,0.1,1.66,0.358,4.720000000000001,4,3,3,3,3,4,1,1
28240110,2.256576028779217,36,7000,0,1,1,0,0,0,7.0,1,0,0,2,4,4,2,1,0,1,39,0,6.2,21,1.99,12.6,0.195,0.105,0.0,0.62,0.199,2.52,4,3,2,2,3,5,1,1
28240111,0.7944811628173415,31,7000,1,0,0,0,0,0,7.0,1,0,1,2,4,4,2,0,1,1,29,0,6.0,8,0.37,2.4,0.145,0.04,0.0,0.6,0.037,0.48,4,5,5,5,3,4,1,1
28240134,0.7944811628173415,23,10807,1,0,0,0,0,1,10.807,1,0,0,-1,3,5,-1,1,0,1,83,7,8.0,33,4.7,35.0,0.415,0.165,0.1166666666666666,0.8,0.47,7.0,4,5,5,5,5,4,1,1
28240179,0.954424398357919,51,7000,0,1,0,1,0,0,7.0,0,1,0,3,4,4,0,1,0,1,168,11,18.5,114,13.54,101.0,0.84,0.57,0.1833333333333333,1.85,1.354,20.2,4,3,2,2,3,5,1,1
28240202,0.6019450605361366,39,9000,0,0,0,0,0,0,9.0,1,0,1,1,4,4,2,1,0,1,215,21,0.0,163,20.71,150.0,1.075,0.815,0.35,0.0,2.071,30.0,4,3,2,3,3,5,1,1
28240264,0.379687884439486,19,9321,0,0,0,0,0,1,9.321,1,0,1,1,5,5,1,1,0,0,140,10,0.0,56,10.02,69.0,0.7,0.28,0.1666666666666666,0.0,1.002,13.8,4,5,2,2,3,1,0,0
28240270,0.8832827856419051,24,10807,1,0,0,0,0,1,10.807,1,0,0,2,6,4,0,1,0,1,280,19,0.0,199,33.47,235.0,1.4,0.995,0.3166666666666666,0.0,3.347,47.0,4,5,4,3,5,5,1,1
28240523,0.2545934244605354,41,15000,1,0,1,0,0,0,15.0,1,0,0,2,6,4,2,0,1,1,46,0,3.1,16,1.48,9.1,0.23,0.08,0.0,0.31,0.148,1.82,4,5,5,5,3,5,1,1
28240523,0.2545934244605354,41,15000,1,0,1,0,0,0,15.0,1,0,0,2,6,4,2,0,1,1,46,0,3.1,16,1.48,9.1,0.23,0.08,0.0,0.31,0.148,1.82,4,5,5,5,3,5,1,1
28240755,2.256576028779217,31,9000,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,0,1,1,160,7,21.8,40,4.86,32.8,0.8,0.2,0.1166666666666666,2.18,0.486,6.56,4,4,2,3,3,5,1,1
28240755,2.256576028779217,31,9000,0,1,0,1,0,0,9.0,0,1,0,2,2,2,0,1,0,1,168,5,38.8,72,11.16,85.0,0.84,0.36,0.0833333333333333,3.88,1.116,17.0,4,5,3,3,5,2,1,1
28240756,0.5414274486172608,30,9000,1,0,0,0,0,1,9.0,1,0,0,2,2,2,0,0,1,1,237,33,81.4,13,1.35,8.5,1.185,0.065,0.55,8.14,0.135,1.7,4,5,5,5,3,5,1,1
28240756,0.5414274486172608,30,9000,1,0,0,0,0,1,9.0,1,0,0,2,2,2,0,1,0,1,237,33,81.4,13,1.35,8.5,1.185,0.065,0.55,8.14,0.135,1.7,4,5,5,5,5,5,1,1
28240762,0.5414274486172608,25,7000,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,0,1,1,106,15,10.8,25,2.85,19.2,0.53,0.125,0.25,1.08,0.285,3.84,4,3,2,2,3,5,1,1
28240762,0.5414274486172608,25,7000,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,1,0,1,76,8,6.2,23,2.31,15.3,0.38,0.115,0.1333333333333333,0.62,0.231,3.06,4,3,2,2,3,5,1,1
28240797,0.6019450605361366,39,7000,1,0,0,1,0,0,7.0,1,0,0,1,2,4,2,1,0,1,281,51,0.0,194,25.67,189.2,1.405,0.97,0.85,0.0,2.567,37.84,4,5,5,5,3,5,1,1
28240798,0.6019450605361366,39,7000,1,0,0,1,0,0,7.0,1,0,0,1,2,4,2,1,0,1,281,51,0.0,194,25.67,189.2,1.405,0.97,0.85,0.0,2.567,37.84,4,5,5,5,3,5,1,1
28240945,0.3735873657560173,61,15000,1,0,1,0,0,0,15.0,0,0,1,2,1,2,0,0,1,1,90,16,4.3,11,1.16,7.5,0.45,0.055,0.2666666666666666,0.43,0.1159999999999999,1.5,4,5,5,5,3,5,1,1
28240965,0.954424398357919,47,5000,0,1,0,1,0,0,5.0,0,0,1,1,3,4,0,1,0,1,57,8,0.0,23,2.51,16.1,0.285,0.115,0.1333333333333333,0.0,0.251,3.22,4,3,2,2,3,5,1,1
28240969,2.256576028779217,34,7000,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,0,1,1,79,16,11.2,12,1.2,7.5,0.395,0.06,0.2666666666666666,1.12,0.12,1.5,4,4,2,3,3,5,1,1
28240969,2.256576028779217,34,7000,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,1,0,1,81,16,11.2,8,0.82,4.6,0.405,0.04,0.2666666666666666,1.12,0.0819999999999999,0.92,4,5,2,3,3,5,1,1
28240969,2.256576028779217,34,7000,0,1,1,0,0,0,7.0,1,0,0,2,3,4,2,1,0,1,99,36,11.2,10,1.1,7.0,0.495,0.05,0.6,1.12,0.11,1.4,4,4,2,3,3,5,1,1
28240993,0.954424398357919,61,7000,0,1,0,1,0,0,7.0,1,0,0,1,1,2,0,0,1,1,82,16,11.0,14,1.39,10.0,0.41,0.07,0.2666666666666666,1.1,0.1389999999999999,2.0,4,3,2,3,3,5,1,1
28240993,0.954424398357919,61,7000,0,1,0,1,0,0,7.0,1,0,0,1,1,2,0,1,0,1,82,16,11.0,14,1.39,10.0,0.41,0.07,0.2666666666666666,1.1,0.1389999999999999,2.0,4,3,2,3,3,5,1,1
28241260,5.694231137832636,19,6101,0,1,0,0,0,1,6.101,0,0,0,2,2,4,0,1,0,0,144,8,14.2,57,10.09,69.0,0.72,0.285,0.1333333333333333,1.42,1.009,13.8,4,3,2,3,3,2,0,0
28241263,5.694231137832636,17,6101,0,1,0,0,0,1,6.101,0,0,1,2,3,4,0,1,0,0,144,8,0.0,57,10.09,69.0,0.72,0.285,0.1333333333333333,0.0,1.009,13.8,4,5,2,2,3,1,0,0
28420050,0.954424398357919,58,7000,0,1,0,1,0,0,7.0,1,0,1,1,5,3,0,0,1,1,193,0,12.1,92,9.62,73.74,0.965,0.46,0.0,1.21,0.962,14.748,4,3,2,3,3,5,1,1
28420051,3.4343260688387685,51,7000,0,1,0,0,0,0,7.0,0,0,0,1,5,3,0,0,1,1,61,0,3.2,8,0.87,5.0,0.305,0.04,0.0,0.32,0.087,1.0,4,4,2,3,3,2,1,1
28420052,0.6019450605361366,35,15000,1,0,1,0,0,0,15.0,1,0,1,2,2,3,1,1,0,1,39,0,3.0,6,0.72,3.4,0.195,0.03,0.0,0.3,0.072,0.6799999999999999,4,5,5,5,3,5,1,1
28420168,0.2545934244605354,47,9000,1,0,0,1,0,0,9.0,0,0,0,2,4,4,2,1,0,1,189,10,32.0,178,24.26,180.0,0.945,0.89,0.1666666666666666,3.2,2.426,36.0,4,5,3,5,3,4,1,1
28420388,0.2545934244605354,45,9000,1,0,0,0,0,0,9.0,0,0,1,1,5,5,3,1,0,1,109,4,0.0,129,15.76,116.0,0.545,0.645,0.0666666666666666,0.0,1.576,23.2,4,5,5,5,3,5,1,1
28640122,2.029711386372872,38,9000,0,1,0,0,1,0,9.0,1,0,1,2,4,4,2,1,0,1,82,5,18.4,38,4.1,26.0,0.41,0.19,0.0833333333333333,1.84,0.41,5.2,4,4,2,3,3,5,1,1
30330009,0.8584724543995766,41,5000,0,1,0,1,0,0,5.0,1,0,0,2,6,6,4,1,0,1,132,2,0.0,53,7.32,52.0,0.66,0.265,0.0333333333333333,0.0,0.732,10.4,4,3,2,2,3,3,1,1
30330035,0.3735873657560173,53,15000,1,0,0,0,0,0,15.0,0,0,1,1,2,3,0,1,0,1,93,9,0.0,32,4.14,26.0,0.465,0.16,0.15,0.0,0.414,5.2,4,5,2,5,3,3,1,1
30330106,0.7495589495214057,65,9000,0,1,0,0,0,0,9.0,0,0,1,1,1,2,0,1,0,1,86,0,3.8,28,3.38,22.0,0.43,0.14,0.0,0.38,0.3379999999999999,4.4,4,3,2,2,3,5,1,1
30330170,0.3360277669782562,62,15000,1,0,0,0,0,0,15.0,1,1,0,1,2,2,0,0,1,1,225,20,23.1,60,9.33,69.0,1.125,0.3,0.3333333333333333,2.31,0.933,13.8,4,5,5,5,3,5,1,1
30330353,0.3735873657560173,53,15000,1,0,1,0,0,0,15.0,1,0,0,3,7,5,1,1,0,1,112,10,4.8,29,4.18,26.5,0.56,0.145,0.1666666666666666,0.48,0.418,5.3,4,5,5,5,5,5,1,1
30330355,0.8832827856419051,33,15000,1,0,0,0,0,0,15.0,1,0,1,2,2,3,1,0,1,1,113,1,3.8,27,2.94,18.5,0.565,0.135,0.0166666666666666,0.38,0.294,3.7,4,5,4,5,3,5,1,1
30330364,0.1999290444257219,73,3250,0,1,0,0,0,0,3.25,0,0,0,1,2,2,0,1,0,1,142,3,3.8,38,3.98,25.0,0.71,0.19,0.05,0.38,0.398,5.0,4,3,2,2,3,5,1,1
30330409,0.2290902236010023,43,15000,0,0,0,0,0,0,15.0,0,0,1,1,2,2,0,1,0,1,87,1,3.8,26,2.72,16.5,0.435,0.13,0.0166666666666666,0.38,0.272,3.3,4,4,3,3,3,2,1,1
30330485,0.8832827856419051,36,15000,1,0,0,0,0,0,15.0,1,0,1,2,3,3,1,0,1,1,73,5,5.7,12,1.62,11.0,0.365,0.06,0.0833333333333333,0.5700000000000001,0.162,2.2,4,5,5,5,3,5,1,1
30330486,0.7944811628173415,34,15000,1,0,1,0,0,0,15.0,0,0,1,2,2,3,1,0,1,1,200,49,8.6,66,7.44,46.5,1.0,0.33,0.8166666666666667,0.86,0.744,9.3,4,5,5,5,3,4,1,1
30330486,0.7944811628173415,34,15000,1,0,1,0,0,0,15.0,0,0,1,2,2,3,1,1,0,1,118,19,3.8,38,4.66,29.0,0.59,0.19,0.3166666666666666,0.38,0.466,5.8,4,5,5,5,5,5,1,1
30330513,0.3735873657560173,48,15000,1,0,1,0,0,0,15.0,0,0,1,1,2,2,0,0,1,1,277,23,29.3,88,12.91,100.5,1.385,0.44,0.3833333333333333,2.93,1.291,20.1,4,5,5,5,3,5,1,1
30330558,0.2545934244605354,47,15000,0,0,0,0,0,0,15.0,0,0,1,1,2,2,0,1,0,1,96,5,3.8,31,3.28,18.5,0.48,0.155,0.0833333333333333,0.38,0.3279999999999999,3.7,4,3,2,2,3,5,1,1
30330565,0.5414274486172608,37,9000,1,0,0,0,0,0,9.0,0,0,1,0,5,4,2,0,1,1,86,0,3.8,34,3.42,19.5,0.43,0.17,0.0,0.38,0.3419999999999999,3.9,4,5,3,5,5,2,1,1
30330629,0.2290902236010023,48,5000,1,0,0,0,0,0,5.0,1,0,1,1,2,1,0,0,1,1,123,5,5.7,23,2.51,13.0,0.615,0.115,0.0833333333333333,0.5700000000000001,0.251,2.6,4,5,4,5,3,5,1,1
30330669,2.029711386372872,33,5000,0,1,0,1,0,0,5.0,0,0,1,1,1,1,0,1,0,1,74,0,3.8,29,3.04,18.0,0.37,0.145,0.0,0.38,0.304,3.6,4,3,2,2,3,2,1,1
30330674,0.2545934244605354,45,15000,0,0,0,0,0,0,15.0,1,1,0,2,1,2,0,0,1,1,86,3,3.8,37,4.5,28.0,0.43,0.185,0.05,0.38,0.45,5.6,4,3,2,2,3,5,1,1
30330674,0.2545934244605354,45,15000,0,0,0,0,0,0,15.0,1,1,0,2,1,2,0,0,1,1,189,25,5.7,40,4.99,31.5,0.945,0.2,0.4166666666666667,0.5700000000000001,0.499,6.3,4,3,2,3,3,4,1,1
30330675,0.8584724543995766,53,5000,0,1,0,1,0,0,5.0,1,0,1,0,1,3,0,0,1,0,301,92,10.8,50,8.77,66.0,1.505,0.25,1.5333333333333334,1.08,0.877,13.2,4,4,2,3,3,2,0,0
30330693,0.3735873657560173,44,9000,1,0,0,0,0,0,9.0,1,1,0,1,1,1,0,1,0,1,118,3,3.8,42,5.27,34.0,0.59,0.21,0.05,0.38,0.5269999999999999,6.8,4,5,5,5,5,5,1,1
30330717,0.3735873657560173,64,2000,1,0,0,0,0,0,2.0,0,1,0,2,0,2,0,0,1,1,152,4,15.2,54,5.66,33.5,0.76,0.27,0.0666666666666666,1.52,0.5660000000000001,6.7,4,5,3,5,3,4,1,1
30330725,0.2545934244605354,45,15000,0,0,0,1,0,0,15.0,0,0,0,2,2,2,0,0,1,1,226,13,16.2,72,10.46,80.0,1.13,0.36,0.2166666666666666,1.62,1.046,16.0,4,4,2,3,3,5,1,1
30330751,0.954424398357919,58,15000,0,1,1,0,0,0,15.0,0,0,1,2,2,2,0,1,0,1,182,40,15.0,69,12.55,93.0,0.91,0.345,0.6666666666666666,1.5,1.255,18.6,4,4,2,3,3,5,1,1
30330770,0.3735873657560173,64,7000,1,0,0,0,0,0,7.0,0,1,0,1,4,2,0,0,1,1,141,16,4.9,33,3.64,21.1,0.705,0.165,0.2666666666666666,0.49,0.364,4.220000000000001,4,5,3,5,3,4,1,1
30330795,0.954424398357919,62,7384,0,1,1,0,0,0,7.384,0,0,1,4,0,2,0,0,1,1,280,22,11.4,106,11.52,68.0,1.4,0.53,0.3666666666666666,1.14,1.152,13.6,4,3,3,3,3,3,1,1
30330821,0.8832827856419051,31,15000,1,0,0,1,0,0,15.0,1,0,0,0,1,2,0,1,0,1,55,0,0.0,24,2.69,17.5,0.275,0.12,0.0,0.0,0.269,3.5,4,5,5,5,3,4,1,1
30330833,0.3735873657560173,51,15000,1,0,0,0,0,0,15.0,0,0,1,2,7,3,1,1,0,1,83,0,3.8,31,3.58,22.0,0.415,0.155,0.0,0.38,0.358,4.4,4,5,5,5,3,5,1,1
30330851,0.3735873657560173,46,9000,1,0,0,0,0,0,9.0,1,0,1,2,6,4,2,1,0,1,93,0,3.8,25,2.97,17.5,0.465,0.125,0.0,0.38,0.297,3.5,4,5,5,5,3,5,1,1
30331017,0.8584724543995766,57,7000,0,1,0,1,0,0,7.0,0,0,1,2,2,2,0,1,0,1,58,0,0.0,30,3.07,18.0,0.29,0.15,0.0,0.0,0.307,3.6,4,4,3,3,3,2,1,1
30331035,0.954424398357919,57,15000,0,1,0,0,0,0,15.0,1,0,1,1,0,2,0,1,0,1,160,24,11.4,67,10.19,74.0,0.8,0.335,0.4,1.14,1.019,14.8,4,3,2,3,3,5,1,1
30332010,0.2290902236010023,46,15000,1,0,0,1,0,0,15.0,0,0,1,1,2,2,0,0,1,1,210,21,24.6,74,12.22,86.0,1.05,0.37,0.35,2.46,1.222,17.2,4,5,5,5,3,4,1,1
30860015,0.8584724543995766,55,5000,0,1,0,1,0,0,5.0,0,0,0,1,1,2,0,0,1,0,122,7,0.0,44,4.99,29.0,0.61,0.22,0.1166666666666666,0.0,0.499,5.8,4,5,2,3,3,2,0,0
30860018,5.121759864312539,16,5000,0,1,0,0,0,1,5.0,1,0,0,2,4,4,1,1,0,0,152,0,3.8,42,4.16,25.0,0.76,0.21,0.0,0.38,0.416,5.0,4,5,2,2,3,1,0,0
30860031,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,1,1,1,0,0,1,1,248,51,11.4,71,7.18,56.5,1.24,0.355,0.85,1.14,0.718,11.3,4,3,2,2,3,2,1,1
30860032,0.8584724543995766,47,5000,0,1,0,1,0,0,5.0,0,0,0,1,1,1,0,0,1,1,232,51,9.5,57,5.86,38.5,1.16,0.285,0.85,0.95,0.5860000000000001,7.7,4,3,2,3,3,2,1,1
30860095,0.5414274486172608,28,7000,0,0,0,1,0,1,7.0,1,0,0,2,4,4,2,1,0,1,99,0,3.8,3,0.37,2.3,0.495,0.015,0.0,0.38,0.037,0.4599999999999999,4,3,2,2,3,5,1,1
30860141,0.2290902236010023,59,9000,1,0,1,0,0,0,9.0,1,0,1,2,1,2,0,1,0,1,93,12,7.6,26,2.72,17.0,0.465,0.13,0.2,0.76,0.272,3.4,4,5,3,5,3,4,1,1
30860157,0.2545934244605354,-1,15000,0,1,0,0,0,1,15.0,0,0,1,1,2,2,0,0,1,1,119,0,19.0,57,5.63,28.6,0.595,0.285,0.0,1.9,0.563,5.720000000000001,4,3,2,3,3,2,1,1
30860176,0.8584724543995766,-1,5000,0,1,0,0,0,1,5.0,0,0,0,1,3,4,2,0,1,1,46,0,11.4,34,3.48,19.5,0.23,0.17,0.0,1.14,0.348,3.9,4,3,2,3,3,2,1,1
30860197,2.029711386372872,-1,9000,0,1,0,0,0,1,9.0,1,0,0,1,4,4,2,1,0,1,73,5,15.2,35,3.38,18.0,0.365,0.175,0.0833333333333333,1.52,0.3379999999999999,3.6,4,3,2,2,3,5,1,1
30860240,2.029711386372872,35,7000,0,1,0,1,0,0,7.0,0,0,0,2,3,3,1,0,1,1,129,7,7.6,43,4.27,23.5,0.645,0.215,0.1166666666666666,0.76,0.4269999999999999,4.7,4,4,2,3,3,5,1,1
30860245,0.3735873657560173,43,9000,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,0,1,1,181,24,7.1,42,4.8,27.4,0.905,0.21,0.4,0.71,0.48,5.48,4,5,5,5,3,5,1,1
30860246,0.3735873657560173,43,9000,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,1,0,1,149,16,3.8,37,4.69,30.0,0.745,0.185,0.2666666666666666,0.38,0.469,6.0,4,5,5,5,3,5,1,1
30860250,0.2290902236010023,55,15000,0,0,0,1,0,0,15.0,0,1,0,1,3,2,0,1,0,1,213,21,11.5,90,8.61,49.0,1.065,0.45,0.35,1.15,0.861,9.8,4,5,2,5,3,5,1,1
30860253,8.119879017681459,37,7000,0,1,0,1,0,0,7.0,1,0,0,2,4,2,0,1,0,1,163,23,17.1,88,10.99,76.0,0.815,0.44,0.3833333333333333,1.7100000000000002,1.099,15.2,4,3,2,3,3,4,1,1
30860274,0.2545934244605354,41,9000,1,0,0,0,0,0,9.0,1,0,1,1,3,3,1,1,0,1,122,5,7.6,65,6.86,43.0,0.61,0.325,0.0833333333333333,0.76,0.686,8.6,4,5,3,5,3,4,1,1
30860310,5.121759864312539,19,15000,0,1,0,1,0,1,15.0,1,0,1,2,5,5,1,0,1,1,143,15,6.7,42,4.11,21.0,0.715,0.21,0.25,0.67,0.411,4.2,4,4,2,3,3,5,1,1
30860391,0.5414274486172608,37,9000,1,0,0,1,0,0,9.0,1,0,0,1,5,3,1,1,0,1,85,13,3.8,30,3.11,19.0,0.425,0.15,0.2166666666666666,0.38,0.311,3.8,4,5,5,5,3,5,1,1
30860430,0.3360277669782562,50,3250,1,0,0,0,0,0,3.25,0,0,0,1,2,1,-1,0,1,1,263,45,11.4,77,7.77,47.0,1.315,0.385,0.75,1.14,0.7769999999999999,9.4,4,5,3,5,3,2,1,1
30860444,0.954424398357919,49,15000,0,1,0,1,0,0,15.0,1,0,0,2,3,4,0,1,0,1,138,7,5.8,56,6.61,39.0,0.69,0.28,0.1166666666666666,0.58,0.661,7.8,4,3,2,3,3,5,1,1
30860491,0.2290902236010023,46,15000,1,0,1,0,0,0,15.0,0,0,1,1,4,2,0,1,0,1,193,36,0.0,85,12.71,87.0,0.965,0.425,0.6,0.0,1.271,17.4,4,5,5,5,5,5,1,1
30860540,0.3735873657560173,50,15000,1,0,0,0,0,0,15.0,0,1,0,2,7,5,3,0,1,1,224,23,11.5,89,12.75,86.0,1.12,0.445,0.3833333333333333,1.15,1.275,17.2,4,5,3,5,3,4,1,1
30860545,0.3360277669782562,55,15000,1,0,1,0,0,0,15.0,1,0,1,2,4,2,0,0,1,1,122,9,3.8,60,6.66,42.0,0.61,0.3,0.15,0.38,0.666,8.4,4,5,5,5,5,5,1,1
30860546,0.3735873657560173,53,15000,1,0,0,0,0,0,15.0,0,0,1,2,5,2,0,0,1,1,112,12,5.7,33,3.37,18.3,0.56,0.165,0.2,0.5700000000000001,0.337,3.66,4,5,3,5,3,4,1,1
30860711,0.7495589495214057,66,7000,0,1,0,0,0,0,7.0,1,1,0,1,4,1,0,0,1,1,169,10,7.6,74,7.75,47.0,0.845,0.37,0.1666666666666666,0.76,0.775,9.4,4,3,2,2,3,5,1,1
30860712,0.7495589495214057,66,7000,0,1,0,0,0,0,7.0,1,1,0,1,4,1,0,0,1,1,250,32,11.6,76,7.48,42.0,1.25,0.38,0.5333333333333333,1.16,0.748,8.4,4,3,2,2,3,5,1,1
30860718,0.7495589495214057,71,7000,0,1,0,1,0,0,7.0,0,0,0,1,2,2,0,0,1,1,418,116,23.6,126,15.15,101.0,2.09,0.63,1.933333333333333,2.3600000000000003,1.515,20.2,4,3,2,3,3,4,1,1
30860723,2.256576028779217,39,7000,0,1,0,1,0,0,7.0,1,0,0,1,1,1,0,0,1,1,132,14,6.7,42,4.08,20.0,0.66,0.21,0.2333333333333333,0.67,0.408,4.0,4,3,2,2,3,5,1,1
30860725,0.954424398357919,55,15000,0,1,0,1,0,0,15.0,0,0,1,0,2,2,0,0,1,1,112,5,0.0,90,9.16,53.7,0.56,0.45,0.0833333333333333,0.0,0.916,10.74,4,3,2,3,3,2,1,1
30860768,0.2545934244605354,56,9000,1,0,0,1,0,0,9.0,0,0,1,1,2,2,0,1,0,1,109,10,5.8,51,5.33,30.0,0.545,0.255,0.1666666666666666,0.58,0.533,6.0,4,5,3,5,3,4,1,1
