respondent_id,persona_id,female,gender_text,age_band,age_years,income_band,metropolis,metropolis_text,household_cars,accessible_bikes,pt_pass,pt_pass_text,maas_subscription,maas_text
354,P0354,1,female,68_plus,74,500_1999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
355,P0355,1,female,50_59,55,500_1999_eur,1,metropolis,3,2,1,holds a public transport pass,0,does not have a MaaS subscription
356,P0356,1,female,18_29,23,2000_3999_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
357,P0357,0,male,68_plus,72,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
358,P0358,1,female,40_49,46,4000_plus_eur,1,metropolis,3,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
359,P0359,1,female,68_plus,69,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
360,P0360,0,male,60_67,65,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
361,P0361,1,female,30_39,30,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
362,P0362,1,female,50_59,53,2000_3999_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
363,P0363,0,male,30_39,38,500_1999_eur,1,metropolis,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
364,P0364,1,female,68_plus,72,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
365,P0365,1,female,60_67,67,500_1999_eur,1,metropolis,2,4,1,holds a public transport pass,0,does not have a MaaS subscription
366,P0366,0,male,30_39,37,500_1999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
367,P0367,0,male,40_49,41,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
368,P0368,1,female,30_39,37,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
369,P0369,1,female,68_plus,72,4000_plus_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
370,P0370,1,female,30_39,36,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
371,P0371,0,male,18_29,22,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
372,P0372,1,female,50_59,54,500_1999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
373,P0373,0,male,50_59,58,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
374,P0374,0,male,40_49,45,500_1999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
375,P0375,1,female,40_49,47,2000_3999_eur,0,large city,3,2,1,holds a public transport pass,0,does not have a MaaS subscription
376,P0376,0,male,68_plus,73,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
377,P0377,1,female,18_29,29,500_1999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
378,P0378,1,female,30_39,35,2000_3999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
379,P0379,1,female,60_67,67,500_1999_eur,1,metropolis,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
380,P0380,0,male,50_59,56,500_1999_eur,1,metropolis,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
381,P0381,0,male,60_67,60,4000_plus_eur,0,large city,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
382,P0382,1,female,50_59,58,500_1999_eur,1,metropolis,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
383,P0383,0,male,68_plus,68,4000_plus_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
384,P0384,0,male,30_39,37,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
385,P0385,0,male,50_59,51,500_1999_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
386,P0386,1,female,40_49,43,2000_3999_eur,0,large city,1,5,1,holds a public transport pass,0,does not have a MaaS subscription
387,P0387,0,male,18_29,25,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
388,P0388,1,female,68_plus,77,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
389,P0389,0,male,68_plus,70,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,1,has an active MaaS subscription
390,P0390,0,male,40_49,41,500_1999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
391,P0391,0,male,50_59,58,2000_3999_eur,0,large city,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
392,P0392,0,male,60_67,65,4000_plus_eur,0,large city,1,3,0,does not hold a public transport pass,1,has an active MaaS subscription
393,P0393,1,female,40_49,47,4000_plus_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
394,P0394,1,female,40_49,41,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
395,P0395,0,male,30_39,33,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
396,P0396,0,male,50_59,50,2000_3999_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
397,P0397,1,female,30_39,33,4000_plus_eur,0,large city,1,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
398,P0398,0,male,60_67,60,4000_plus_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
399,P0399,0,male,40_49,44,2000_3999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
400,P0400,0,male,50_59,54,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
401,P0401,0,male,50_59,55,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
402,P0402,1,female,60_67,67,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
403,P0403,1,female,40_49,48,2000_3999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
404,P0404,0,male,40_49,47,4000_plus_eur,1,metropolis,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
405,P0405,0,male,50_59,50,2000_3999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
406,P0406,0,male,40_49,45,2000_3999_eur,1,metropolis,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
407,P0407,1,female,30_39,38,4000_plus_eur,1,metropolis,1,3,1,holds a public transport pass,1,has an active MaaS subscription
408,P0408,0,male,60_67,66,500_1999_eur,0,large city,0,0,0,does not hold a public transport pass,1,has an active MaaS subscription
409,P0409,0,male,68_plus,76,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
410,P0410,1,female,68_plus,72,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
411,P0411,0,male,68_plus,73,2000_3999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
412,P0412,1,female,30_39,34,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
413,P0413,0,male,50_59,57,500_1999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
414,P0414,0,male,50_59,59,2000_3999_eur,1,metropolis,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
415,P0415,0,male,68_plus,78,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
416,P0416,0,male,60_67,63,500_1999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
417,P0417,0,male,30_39,35,500_1999_eur,1,metropolis,4,2,0,does not hold a public transport pass,1,has an active MaaS subscription
418,P0418,1,female,50_59,52,2000_3999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
419,P0419,1,female,40_49,45,4000_plus_eur,1,metropolis,4,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
420,P0420,0,male,30_39,34,500_1999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
421,P0421,0,male,18_29,28,500_1999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
422,P0422,1,female,30_39,38,4000_plus_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
423,P0423,0,male,68_plus,72,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,1,has an active MaaS subscription
424,P0424,0,male,60_67,67,500_1999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
425,P0425,0,male,50_59,52,500_1999_eur,1,metropolis,2,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
426,P0426,0,male,40_49,44,4000_plus_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
427,P0427,1,female,30_39,37,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
428,P0428,1,female,40_49,49,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,1,has an active MaaS subscription
429,P0429,0,male,68_plus,78,500_1999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
430,P0430,0,male,40_49,46,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
431,P0431,0,male,60_67,66,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
432,P0432,0,male,40_49,42,500_1999_eur,1,metropolis,0,4,1,holds a public transport pass,0,does not have a MaaS subscription
433,P0433,1,female,40_49,46,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
434,P0434,0,male,68_plus,76,2000_3999_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
435,P0435,0,male,40_49,49,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
436,P0436,0,male,68_plus,71,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
437,P0437,1,female,30_39,38,4000_plus_eur,1,metropolis,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
438,P0438,1,female,30_39,38,4000_plus_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
439,P0439,0,male,50_59,51,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
440,P0440,0,male,30_39,31,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
441,P0441,1,female,30_39,31,4000_plus_eur,1,metropolis,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
442,P0442,0,male,68_plus,73,4000_plus_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
443,P0443,0,male,68_plus,74,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
444,P0444,0,male,40_49,43,4000_plus_eur,0,large city,0,4,1,holds a public transport pass,0,does not have a MaaS subscription
445,P0445,0,male,50_59,52,2000_3999_eur,0,large city,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
446,P0446,1,female,40_49,46,4000_plus_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
447,P0447,0,male,50_59,53,500_1999_eur,0,large city,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
448,P0448,1,female,60_67,65,2000_3999_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription
449,P0449,1,female,60_67,60,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
450,P0450,1,female,68_plus,75,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
451,P0451,1,female,60_67,62,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
452,P0452,0,male,68_plus,75,2000_3999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
453,P0453,1,female,30_39,33,500_1999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
454,P0454,0,male,68_plus,74,4000_plus_eur,0,large city,3,0,1,holds a public transport pass,0,does not have a MaaS subscription
455,P0455,0,male,30_39,31,2000_3999_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
456,P0456,1,female,60_67,66,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
457,P0457,1,female,30_39,33,500_1999_eur,0,large city,1,4,0,does not hold a public transport pass,1,has an active MaaS subscription
458,P0458,0,male,50_59,50,500_1999_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription
459,P0459,1,female,40_49,47,500_1999_eur,0,large city,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
460,P0460,1,female,40_49,40,4000_plus_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
461,P0461,0,male,68_plus,68,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
462,P0462,0,male,60_67,67,4000_plus_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
463,P0463,0,male,18_29,29,4000_plus_eur,0,large city,4,1,1,holds a public transport pass,0,does not have a MaaS subscription
464,P0464,1,female,68_plus,71,500_1999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
465,P0465,1,female,30_39,34,2000_3999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
466,P0466,0,male,40_49,46,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
467,P0467,1,female,40_49,46,500_1999_eur,1,metropolis,0,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
468,P0468,1,female,40_49,46,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
469,P0469,1,female,50_59,53,500_1999_eur,0,large city,3,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
470,P0470,0,male,68_plus,70,4000_plus_eur,0,large city,3,1,0,does not hold a public transport pass,1,has an active MaaS subscription
471,P0471,0,male,30_39,38,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
472,P0472,1,female,30_39,31,2000_3999_eur,0,large city,0,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
473,P0473,0,male,68_plus,70,4000_plus_eur,0,large city,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
474,P0474,0,male,30_39,36,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
475,P0475,0,male,30_39,39,500_1999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
476,P0476,0,male,40_49,44,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
477,P0477,0,male,60_67,66,4000_plus_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
478,P0478,1,female,40_49,41,4000_plus_eur,0,large city,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
479,P0479,0,male,40_49,44,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
480,P0480,0,male,50_59,50,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
481,P0481,1,female,50_59,56,500_1999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
482,P0482,1,female,40_49,43,500_1999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
483,P0483,1,female,60_67,60,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
484,P0484,1,female,50_59,53,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
485,P0485,0,male,40_49,47,4000_plus_eur,1,metropolis,0,1,1,holds a public transport pass,1,has an active MaaS subscription
486,P0486,1,female,60_67,60,500_1999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
487,P0487,1,female,40_49,41,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
488,P0488,1,female,30_39,36,500_1999_eur,0,large city,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
489,P0489,0,male,40_49,41,4000_plus_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
490,P0490,0,male,60_67,62,2000_3999_eur,1,metropolis,2,4,1,holds a public transport pass,0,does not have a MaaS subscription
491,P0491,1,female,60_67,64,2000_3999_eur,1,metropolis,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
492,P0492,0,male,40_49,42,500_1999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
493,P0493,0,male,30_39,34,2000_3999_eur,0,large city,1,3,1,holds a public transport pass,0,does not have a MaaS subscription
494,P0494,0,male,50_59,59,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
495,P0495,1,female,60_67,65,2000_3999_eur,1,metropolis,1,1,1,holds a public transport pass,1,has an active MaaS subscription
496,P0496,0,male,40_49,49,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
497,P0497,1,female,68_plus,68,500_1999_eur,0,large city,0,1,0,does not hold a public transport pass,1,has an active MaaS subscription
498,P0498,0,male,40_49,44,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
499,P0499,1,female,30_39,37,4000_plus_eur,0,large city,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
500,P0500,0,male,40_49,48,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
501,P0501,1,female,50_59,54,lt_500_eur,1,metropolis,3,3,1,holds a public transport pass,0,does not have a MaaS subscription
502,P0502,1,female,18_29,22,500_1999_eur,1,metropolis,2,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
503,P0503,0,male,60_67,61,4000_plus_eur,0,large city,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
504,P0504,0,male,60_67,63,2000_3999_eur,0,large city,2,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
505,P0505,0,male,40_49,44,500_1999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
506,P0506,0,male,40_49,49,500_1999_eur,1,metropolis,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
507,P0507,1,female,40_49,41,2000_3999_eur,1,metropolis,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
508,P0508,0,male,50_59,52,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
509,P0509,0,male,30_39,32,2000_3999_eur,0,large city,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
510,P0510,1,female,18_29,18,2000_3999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
511,P0511,1,female,40_49,46,4000_plus_eur,0,large city,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
512,P0512,0,male,40_49,40,2000_3999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
513,P0513,0,male,68_plus,69,2000_3999_eur,1,metropolis,1,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
514,P0514,1,female,68_plus,70,500_1999_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
515,P0515,0,male,60_67,61,500_1999_eur,0,large city,0,3,1,holds a public transport pass,0,does not have a MaaS subscription
516,P0516,1,female,68_plus,79,500_1999_eur,0,large city,0,5,0,does not hold a public transport pass,0,does not have a MaaS subscription
517,P0517,1,female,40_49,47,500_1999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
518,P0518,0,male,40_49,43,2000_3999_eur,1,metropolis,2,2,1,holds a public transport pass,0,does not have a MaaS subscription
519,P0519,1,female,30_39,32,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
520,P0520,0,male,68_plus,74,2000_3999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
521,P0521,1,female,50_59,55,500_1999_eur,1,metropolis,1,4,1,holds a public transport pass,0,does not have a MaaS subscription
522,P0522,0,male,50_59,57,500_1999_eur,1,metropolis,2,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
523,P0523,1,female,60_67,63,500_1999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
524,P0524,1,female,50_59,51,2000_3999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
525,P0525,1,female,60_67,61,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
526,P0526,0,male,68_plus,80,2000_3999_eur,1,metropolis,3,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
527,P0527,1,female,60_67,61,500_1999_eur,1,metropolis,1,4,0,does not hold a public transport pass,0,does not have a MaaS subscription
528,P0528,1,female,18_29,25,500_1999_eur,1,metropolis,2,0,1,holds a public transport pass,0,does not have a MaaS subscription
529,P0529,0,male,50_59,51,2000_3999_eur,0,large city,2,0,1,holds a public transport pass,0,does not have a MaaS subscription
530,P0530,0,male,50_59,52,2000_3999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
531,P0531,0,male,30_39,33,2000_3999_eur,1,metropolis,1,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
532,P0532,0,male,40_49,44,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
533,P0533,1,female,50_59,51,4000_plus_eur,0,large city,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
534,P0534,0,male,50_59,53,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
535,P0535,1,female,50_59,59,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
536,P0536,0,male,40_49,45,2000_3999_eur,1,metropolis,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
537,P0537,0,male,50_59,57,2000_3999_eur,0,large city,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
538,P0538,1,female,68_plus,73,500_1999_eur,1,metropolis,1,1,1,holds a public transport pass,0,does not have a MaaS subscription
539,P0539,0,male,68_plus,77,4000_plus_eur,0,large city,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
540,P0540,1,female,60_67,61,2000_3999_eur,0,large city,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
541,P0541,0,male,30_39,38,500_1999_eur,0,large city,1,0,1,holds a public transport pass,0,does not have a MaaS subscription
542,P0542,1,female,50_59,50,2000_3999_eur,1,metropolis,2,1,1,holds a public transport pass,0,does not have a MaaS subscription
543,P0543,0,male,60_67,65,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
544,P0544,1,female,50_59,51,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
545,P0545,0,male,50_59,59,2000_3999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
546,P0546,0,male,60_67,64,4000_plus_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
547,P0547,0,male,68_plus,70,4000_plus_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
548,P0548,0,male,68_plus,76,500_1999_eur,1,metropolis,0,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
549,P0549,0,male,30_39,35,500_1999_eur,0,large city,2,1,0,does not hold a public transport pass,1,has an active MaaS subscription
550,P0550,0,male,50_59,55,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
551,P0551,1,female,50_59,51,2000_3999_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
552,P0552,0,male,18_29,21,2000_3999_eur,0,large city,2,2,0,does not hold a public transport pass,1,has an active MaaS subscription
553,P0553,1,female,68_plus,73,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
554,P0554,0,male,30_39,32,500_1999_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
555,P0555,1,female,50_59,55,2000_3999_eur,0,large city,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
556,P0556,1,female,18_29,19,500_1999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
557,P0557,1,female,50_59,58,2000_3999_eur,1,metropolis,2,3,1,holds a public transport pass,0,does not have a MaaS subscription
558,P0558,0,male,60_67,61,2000_3999_eur,1,metropolis,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
559,P0559,1,female,50_59,56,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
560,P0560,0,male,60_67,64,2000_3999_eur,1,metropolis,2,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
561,P0561,0,male,60_67,63,2000_3999_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
562,P0562,1,female,60_67,67,4000_plus_eur,0,large city,0,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
563,P0563,1,female,30_39,34,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass,0,does not have a MaaS subscription
564,P0564,1,female,50_59,57,500_1999_eur,0,large city,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
565,P0565,0,male,68_plus,80,500_1999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
566,P0566,1,female,50_59,58,2000_3999_eur,1,metropolis,0,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
567,P0567,1,female,50_59,53,500_1999_eur,1,metropolis,0,4,1,holds a public transport pass,0,does not have a MaaS subscription
568,P0568,0,male,40_49,44,500_1999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
569,P0569,1,female,50_59,53,2000_3999_eur,1,metropolis,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
570,P0570,1,female,30_39,39,2000_3999_eur,0,large city,1,1,1,holds a public transport pass,1,has an active MaaS subscription
571,P0571,1,female,30_39,37,500_1999_eur,0,large city,0,0,1,holds a public transport pass,0,does not have a MaaS subscription
572,P0572,0,male,18_29,21,2000_3999_eur,1,metropolis,3,1,1,holds a public transport pass,0,does not have a MaaS subscription
573,P0573,0,male,68_plus,80,4000_plus_eur,1,metropolis,1,2,1,holds a public transport pass,0,does not have a MaaS subscription
574,P0574,1,female,40_49,45,2000_3999_eur,0,large city,1,2,0,does not hold a public transport pass,0,does not have a MaaS subscription
575,P0575,0,male,18_29,28,500_1999_eur,0,large city,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
576,P0576,0,male,30_39,36,500_1999_eur,1,metropolis,0,2,1,holds a public transport pass,0,does not have a MaaS subscription
577,P0577,0,male,50_59,50,500_1999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
578,P0578,1,female,68_plus,78,2000_3999_eur,0,large city,3,0,0,does not hold a public transport pass,0,does not have a MaaS subscription
579,P0579,0,male,40_49,49,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass,0,does not have a MaaS subscription
580,P0580,1,female,18_29,23,500_1999_eur,1,metropolis,1,3,0,does not hold a public transport pass,0,does not have a MaaS subscription
581,P0581,0,male,40_49,41,2000_3999_eur,1,metropolis,3,3,0,does not hold a public transport pass,1,has an active MaaS subscription
