respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,model_key,prompt_arm,semantic_arm,block_complexity_mean,n_core_tasks
QW0100,28240756,0.5414274486172608,30,female,30 or younger,9000,around CHF 9000 per month,1,0,0,0,0,1,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,2,1,4,1,2,qwen3.5_9b,neutral_arm,0,0.5539327549868388,8
QW0101,50780087,0.2290902236010023,60,female,60 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,0,0,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,6,6,5,1,3,qwen3.5_9b,neutral_arm,0,0.6184840800279074,8
QW0102,30860018,5.121759864312539,16,female,30 or younger,5000,around CHF 5000 per month,0,1,0,0,0,1,5.0,1,0,0,2,4,4,1,1,0,a work trip,not high education,0,car is not available for this trip,3,6,3,3,6,3,qwen3.5_9b,semantic_arm,1,0.5770568697959613,8
QW0103,42340021,2.029711386372872,38,female,38 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,6,3,1,1,qwen3.5_9b,semantic_arm,1,0.5480975849047445,8
QW0104,47120643,0.954424398357919,60,male,60 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,2,3,2,2,qwen3.5_9b,semantic_arm,1,0.4560690099669597,8
QW0105,19130092,2.029711386372872,36,female,36 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,1,1,-1,1,0,a work trip,not high education,1,car is available for this trip,2,1,2,4,2,2,qwen3.5_9b,neutral_arm,0,0.5612483982940601,8
QW0106,54261566,6.72051101457278,51,female,51 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,0,1,1,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,1,2,1,2,4,qwen3.5_9b,neutral_arm,0,0.6868223565632854,8
QW0107,28240762,0.5414274486172608,25,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,1,4,4,1,1,qwen3.5_9b,neutral_arm,0,0.44538584485407806,8
QW0108,42270323,0.2545934244605354,44,male,44 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,2,4,4,1,1,0,a work trip,high education,1,car is available for this trip,4,4,2,4,2,3,qwen3.5_9b,semantic_arm,1,0.628612774765541,8
QW0109,19650448,2.029711386372872,37,female,37 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,2,3,2,2,qwen3.5_9b,neutral_arm,0,0.7588033013810277,8
QW0110,30330693,0.3735873657560173,44,male,44 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,1,2,1,3,2,4,qwen3.5_9b,neutral_arm,0,0.508699315064762,8
QW0111,90300909,0.3360277669782562,41,female,41 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,0,2,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,2,2,3,2,2,qwen3.5_9b,semantic_arm,1,0.6119707691545717,8
QW0112,39120016,0.954424398357919,40,male,40 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,2,3,2,2,qwen3.5_9b,neutral_arm,0,0.47842676845337007,8
QW0113,10540395,0.2545934244605354,47,male,47 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,1,0,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,4,3,2,4,1,2,qwen3.5_9b,neutral_arm,0,0.48617629539355034,8
QW0114,54261409,2.029711386372872,20,female,30 or younger,2000,around CHF 2000 per month,0,1,0,1,0,1,2.0,1,0,0,1,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,1,3,1,1,qwen3.5_9b,semantic_arm,1,0.45827788353480536,8
QW0115,10360322,0.5414274486172608,35,female,35 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,1,3,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,3,5,1,1,qwen3.5_9b,semantic_arm,1,0.457715801617237,8
QW0116,54440474,0.6019450605361366,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,0,2,5,4,2,0,1,a non-work trip,high education,1,car is available for this trip,1,4,2,4,1,3,qwen3.5_9b,semantic_arm,1,0.48936356236307066,8
QW0117,54261011,2.256576028779217,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,1,2,3,3,1,1,0,a work trip,not high education,1,car is available for this trip,5,2,2,5,2,1,qwen3.5_9b,semantic_arm,1,0.516864204820648,8
QW0118,10540260,0.5414274486172608,20,female,30 or younger,5000,around CHF 5000 per month,0,0,0,0,0,1,5.0,1,0,0,1,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,3,1,5,1,3,qwen3.5_9b,neutral_arm,0,0.5363729244201969,8
QW0119,90300331,0.7495589495214057,67,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,2,2,3,1,4,qwen3.5_9b,semantic_arm,1,0.4519316534917455,8
QW0120,10350133,0.954424398357919,59,male,59 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,3,1,5,2,5,qwen3.5_9b,neutral_arm,0,0.45113539848151935,8
QW0121,30860240,2.029711386372872,35,female,35 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,2,1,2,6,3,1,qwen3.5_9b,semantic_arm,1,0.3970168189339488,8
QW0122,44690188,2.029711386372872,33,female,33 years old,9000,around CHF 9000 per month,0,1,1,0,0,0,9.0,1,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,1,1,3,1,4,qwen3.5_9b,semantic_arm,1,0.5995622308759787,8
QW0123,10540691,0.3360277669782562,43,female,43 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,3,2,2,5,1,1,qwen3.5_9b,semantic_arm,1,0.5462782746081771,8
QW0124,56080245,0.2290902236010023,43,female,43 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,2,1,2,2,qwen3.5_9b,semantic_arm,1,0.5953168959958772,8
QW0125,19650425,0.5414274486172608,36,female,36 years old,5000,around CHF 5000 per month,1,0,0,1,0,0,5.0,1,0,1,1,0,1,0,1,0,a work trip,high education,1,car is available for this trip,3,3,2,4,3,4,qwen3.5_9b,neutral_arm,0,0.5177945271998592,8
QW0126,44640117,0.3735873657560173,60,male,60 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,1,0,4,4,4,0,1,0,a work trip,high education,1,car is available for this trip,1,3,3,1,1,1,qwen3.5_9b,semantic_arm,1,0.5235705228793204,8
QW0127,54200335,0.2290902236010023,40,female,40 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,1,8,2,0,1,0,a work trip,high education,1,car is available for this trip,5,5,1,3,1,4,qwen3.5_9b,semantic_arm,1,0.48988713948216045,8
QW0128,52720639,0.6019450605361366,21,male,30 or younger,15000,around CHF 15000 per month,0,0,0,1,0,1,15.0,0,0,0,1,4,5,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,2,2,4,3,qwen3.5_9b,neutral_arm,0,0.6690012878588096,8
QW0129,90300309,0.6019450605361366,35,male,35 years old,5000,around CHF 5000 per month,1,0,0,1,0,0,5.0,0,0,1,1,3,1,0,1,0,a work trip,high education,1,car is available for this trip,2,6,1,4,3,3,qwen3.5_9b,semantic_arm,1,0.5169423335357435,8
QW0130,10540178,0.954424398357919,59,male,59 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,1,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,4,1,4,qwen3.5_9b,semantic_arm,1,0.6578471080185451,8
QW0131,47130471,0.5414274486172608,30,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,0,0,1,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,4,2,4,qwen3.5_9b,neutral_arm,0,0.5062151144719552,8
QW0132,30330770,0.3735873657560173,64,male,64 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,1,0,1,4,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,5,2,4,1,2,qwen3.5_9b,semantic_arm,1,0.6278052565335163,8
QW0133,10540199,0.5414274486172608,22,female,30 or younger,5000,around CHF 5000 per month,0,0,0,0,0,1,5.0,1,0,0,1,2,3,-1,1,0,a work trip,not high education,1,car is available for this trip,3,1,3,4,2,2,qwen3.5_9b,semantic_arm,1,0.4957746402117018,8
QW0134,47120308,0.8584724543995766,53,female,53 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,1,4,1,2,qwen3.5_9b,semantic_arm,1,0.5115986917473133,8
QW0135,10540130,0.954424398357919,40,male,40 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,0,1,2,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,1,1,5,1,2,qwen3.5_9b,semantic_arm,1,0.43668201460590816,8
QW0136,20860315,0.8584724543995766,42,female,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,2,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,6,3,1,1,qwen3.5_9b,semantic_arm,1,0.5172054457974822,8
QW0137,54441132,2.256576028779217,31,male,31 years old,3250,around CHF 3250 per month,0,1,1,0,0,0,3.25,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,6,2,1,1,2,qwen3.5_9b,neutral_arm,0,0.6620900722034404,8
QW0138,30330725,0.2545934244605354,45,male,45 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,2,5,3,2,qwen3.5_9b,semantic_arm,1,0.5453743947298973,8
QW0139,47120872,2.256576028779217,39,male,39 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,8,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,1,3,3,1,qwen3.5_9b,neutral_arm,0,0.45404385152560944,8
QW0140,19131061,2.029711386372872,34,female,34 years old,7384,around CHF 7384 per month,0,1,0,0,0,0,7.384,0,0,0,2,6,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,3,6,6,2,1,5,qwen3.5_9b,neutral_arm,0,0.45805200992337314,8
QW0141,14050186,2.256576028779217,37,male,37 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,1,0,2,9,7,5,1,0,a work trip,not high education,1,car is available for this trip,4,1,1,4,1,1,qwen3.5_9b,neutral_arm,0,0.7049697427375452,8
QW0142,47120931,2.256576028779217,38,male,38 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,3,3,4,2,2,qwen3.5_9b,neutral_arm,0,0.6792969198148942,8
QW0143,70140237,0.8584724543995766,60,female,60 years old,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,1,0,0,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,6,3,1,3,1,1,qwen3.5_9b,neutral_arm,0,0.5294642380164583,8
QW0144,47130729,0.954424398357919,59,male,59 years old,3250,around CHF 3250 per month,0,1,0,0,1,0,3.25,1,1,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,6,1,5,1,3,qwen3.5_9b,neutral_arm,0,0.5586988829364116,8
QW0145,30330674,0.2545934244605354,45,male,45 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,1,0,2,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,4,3,3,2,qwen3.5_9b,neutral_arm,0,0.5300089782013022,8
QW0146,42270059,0.5414274486172608,35,female,35 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,2,6,2,2,3,3,qwen3.5_9b,neutral_arm,0,0.49746289997286286,8
QW0147,54540632,0.6019450605361366,31,male,31 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,2,4,2,0,1,a non-work trip,high education,1,car is available for this trip,1,4,2,3,2,2,qwen3.5_9b,neutral_arm,0,0.5529336940944344,8
QW0148,19650224,0.8584724543995766,48,female,48 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,1,0,0,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,1,3,3,4,3,3,qwen3.5_9b,neutral_arm,0,0.5532068949725043,8
QW0149,56080898,0.2290902236010023,48,female,48 years old,7000,around CHF 7000 per month,0,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,1,1,1,3,qwen3.5_9b,neutral_arm,0,0.4585220195117001,8
QW0150,90321110,0.3735873657560173,58,male,58 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,1,4,2,0,0,1,a non-work trip,high education,1,car is available for this trip,5,5,4,5,1,1,qwen3.5_9b,semantic_arm,1,0.6339204837957828,8
QW0151,19130203,0.2290902236010023,52,female,52 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,1,0,a work trip,high education,1,car is available for this trip,2,3,2,5,1,2,qwen3.5_9b,neutral_arm,0,0.3950910187810844,8
QW0152,19650072,0.954424398357919,52,male,52 years old,5000,around CHF 5000 per month,0,1,0,0,1,0,5.0,1,0,0,2,4,4,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,3,1,5,2,2,qwen3.5_9b,neutral_arm,0,0.44928158251874784,8
QW0153,47130034,0.6019450605361366,20,male,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,0,0,0,1,7,4,0,1,0,a work trip,not high education,0,car is not available for this trip,5,1,2,5,1,2,qwen3.5_9b,neutral_arm,0,0.4979276388040288,8
QW0154,92460391,0.8584724543995766,44,female,44 years old,7384,around CHF 7384 per month,0,1,0,1,0,0,7.384,1,0,0,1,4,4,1,1,0,a work trip,not high education,1,car is available for this trip,1,2,2,2,2,2,qwen3.5_9b,semantic_arm,1,0.4886388501341268,8
QW0155,30860711,0.7495589495214057,66,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,1,0,1,4,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,2,3,2,2,qwen3.5_9b,neutral_arm,0,0.41039147999255776,8
QW0156,10360519,0.6019450605361366,29,male,30 or younger,15000,around CHF 15000 per month,1,0,0,1,0,1,15.0,1,0,0,2,2,2,0,1,0,a work trip,high education,1,car is available for this trip,3,2,4,4,3,4,qwen3.5_9b,neutral_arm,0,0.6895509200491765,8
QW0157,92460281,0.5414274486172608,39,female,39 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,1,4,2,4,1,qwen3.5_9b,semantic_arm,1,0.5302254122545653,8
QW0158,28000366,0.954424398357919,42,male,42 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,1,2,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,2,5,1,2,qwen3.5_9b,semantic_arm,1,0.5717146360446668,8
QW0159,44640315,0.3360277669782562,52,female,52 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,1,0,2,4,4,1,0,1,a non-work trip,high education,1,car is available for this trip,3,3,1,4,1,3,qwen3.5_9b,semantic_arm,1,0.5151984099887039,8
QW0160,53060177,0.8584724543995766,40,female,40 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,3,3,1,3,1,2,qwen3.5_9b,semantic_arm,1,0.6398158737130033,8
QW0161,42280539,0.2545934244605354,48,male,48 years old,9035,around CHF 9035 per month,1,0,0,1,0,0,9.035,1,0,0,1,5,5,2,1,0,a work trip,high education,1,car is available for this trip,4,3,1,4,2,3,qwen3.5_9b,semantic_arm,1,0.5632440787804556,8
QW0162,19650327,0.8584724543995766,60,female,60 years old,9000,around CHF 9000 per month,0,1,0,0,0,0,9.0,1,1,0,1,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,6,2,2,5,1,2,qwen3.5_9b,neutral_arm,0,0.4807670254144677,8
QW0163,50260165,5.121759864312539,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,0,car is not available for this trip,1,5,4,3,3,2,qwen3.5_9b,neutral_arm,0,0.5561083302730885,8
QW0164,52720540,0.8584724543995766,60,female,60 years old,2000,around CHF 2000 per month,0,1,0,1,0,0,2.0,1,0,1,2,2,2,-1,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,3,3,3,2,qwen3.5_9b,neutral_arm,0,0.5456475624391545,8
QW0165,42270623,0.954424398357919,46,male,46 years old,7384,around CHF 7384 per month,0,1,0,0,0,0,7.384,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,2,2,2,3,1,qwen3.5_9b,neutral_arm,0,0.49137055579018574,8
QW0166,54260750,0.954424398357919,43,male,43 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,1,2,0,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,6,3,4,3,4,3,qwen3.5_9b,neutral_arm,0,0.4032794700873008,8
QW0167,52720511,2.256576028779217,37,male,37 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,1,0,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,3,3,3,3,qwen3.5_9b,semantic_arm,1,0.41345084743325844,8
QW0168,52730004,0.954424398357919,55,male,55 years old,5000,around CHF 5000 per month,0,1,1,0,0,0,5.0,1,0,1,4,4,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,4,6,2,6,4,qwen3.5_9b,neutral_arm,0,0.44335616395093225,8
QW0169,42280650,0.954424398357919,40,male,40 years old,9000,around CHF 9000 per month,0,1,0,0,1,0,9.0,1,0,0,1,6,5,3,1,0,a work trip,not high education,1,car is available for this trip,4,5,3,4,1,3,qwen3.5_9b,neutral_arm,0,0.48907644312078125,8
QW0170,10540354,0.2290902236010023,43,female,43 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,1,0,1,2,2,2,-1,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,5,1,2,qwen3.5_9b,neutral_arm,0,0.4784504890910565,8
QW0171,30860546,0.3735873657560173,53,male,53 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,2,5,2,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,2,4,1,4,qwen3.5_9b,neutral_arm,0,0.6346332308164859,8
QW0172,19130148,0.2290902236010023,42,female,42 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,1,4,1,1,qwen3.5_9b,neutral_arm,0,0.5133789651227751,8
QW0173,70130835,0.6019450605361366,33,male,33 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,1,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,1,1,3,2,qwen3.5_9b,semantic_arm,1,0.43093224939669117,8
QW0174,44630344,0.3735873657560173,49,male,49 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,0,1,0,1,5,5,2,1,0,a work trip,high education,1,car is available for this trip,2,3,1,4,3,2,qwen3.5_9b,neutral_arm,0,0.6241578956854958,8
QW0175,53060213,3.4343260688387685,55,female,55 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,2,3,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,4,3,3,1,qwen3.5_9b,semantic_arm,1,0.48835234649971804,8
QW0176,54440474,0.6019450605361366,39,male,39 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,0,0,0,2,5,4,2,0,1,a non-work trip,high education,1,car is available for this trip,1,4,2,4,1,3,qwen3.5_9b,neutral_arm,0,0.5205533986165654,8
QW0177,42270631,0.2545934244605354,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,1,6,3,0,0,1,a non-work trip,high education,1,car is available for this trip,4,6,3,3,1,2,qwen3.5_9b,semantic_arm,1,0.5187259313496975,8
QW0178,50270029,3.818189834136154,49,male,49 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,3,1,3,1,3,qwen3.5_9b,semantic_arm,1,0.5565640775542503,8
QW0179,28240110,2.256576028779217,36,male,36 years old,7000,around CHF 7000 per month,0,1,1,0,0,0,7.0,1,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,5,1,5,1,3,qwen3.5_9b,neutral_arm,0,0.6174568047494042,8
QW0180,54260556,0.3360277669782562,41,female,41 years old,10807,around CHF 10807 per month,1,0,0,1,0,0,10.807,1,0,1,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,6,2,1,4,2,1,qwen3.5_9b,neutral_arm,0,0.5397834772145753,8
QW0181,54440341,0.8584724543995766,62,female,62 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,3,3,2,2,qwen3.5_9b,neutral_arm,0,0.49277443968972157,8
QW0182,30330035,0.3735873657560173,53,male,53 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,1,2,3,0,1,0,a work trip,high education,1,car is available for this trip,4,3,4,2,1,4,qwen3.5_9b,semantic_arm,1,0.5720033635810025,8
QW0183,50760210,0.5414274486172608,32,female,32 years old,7000,around CHF 7000 per month,0,0,1,0,0,0,7.0,1,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,3,3,2,4,1,2,qwen3.5_9b,semantic_arm,1,0.5201713142308729,8
QW0184,54200884,0.3735873657560173,59,male,59 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,2,2,2,0,1,0,a work trip,high education,1,car is available for this trip,5,3,3,3,1,3,qwen3.5_9b,neutral_arm,0,0.5521755570639302,8
QW0185,54200981,2.029711386372872,26,female,30 or younger,9000,around CHF 9000 per month,0,1,0,1,0,1,9.0,0,0,0,2,4,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,2,2,3,2,1,qwen3.5_9b,neutral_arm,0,0.529504114916174,8
QW0186,31321592,0.3735873657560173,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,1,4,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,3,2,2,1,2,qwen3.5_9b,semantic_arm,1,0.43306682435662974,8
QW0187,28240264,0.379687884439486,19,male,30 or younger,9321,around CHF 9321 per month,0,0,0,0,0,1,9.321,1,0,1,1,5,5,1,1,0,a work trip,not high education,0,car is not available for this trip,3,1,3,5,1,1,qwen3.5_9b,semantic_arm,1,0.5688883363972448,8
QW0188,95240129,0.2290902236010023,62,female,62 years old,5000,around CHF 5000 per month,0,0,0,1,0,0,5.0,0,0,0,1,2,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,6,1,4,1,3,qwen3.5_9b,neutral_arm,0,0.628034494662078,8
QW0189,90320388,0.6019450605361366,34,male,34 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,2,5,3,1,0,a work trip,high education,1,car is available for this trip,2,4,2,3,1,2,qwen3.5_9b,semantic_arm,1,0.47771086775848104,8
QW0190,10540518,0.2290902236010023,41,female,41 years old,7000,around CHF 7000 per month,1,0,0,1,0,0,7.0,1,0,0,2,4,3,1,1,0,a work trip,high education,1,car is available for this trip,1,1,1,4,2,1,qwen3.5_9b,neutral_arm,0,0.506005011093279,8
QW0191,19130798,0.954424398357919,40,male,40 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,1,0,0,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,6,3,3,1,2,qwen3.5_9b,semantic_arm,1,0.4508855325649207,8
QW0192,44640655,0.2545934244605354,54,male,54 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,1,1,3,0,0,1,a non-work trip,high education,1,car is available for this trip,3,3,1,2,1,4,qwen3.5_9b,neutral_arm,0,0.4929632522079185,8
QW0193,19130202,0.3735873657560173,46,male,46 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,0,2,7,4,1,0,1,a non-work trip,high education,1,car is available for this trip,1,1,1,5,1,5,qwen3.5_9b,neutral_arm,0,0.5715062047311447,8
QW0194,70130868,1.2802760802511697,18,female,30 or younger,2000,around CHF 2000 per month,0,1,0,0,0,1,2.0,1,0,1,2,4,4,0,1,0,a work trip,not high education,0,car is not available for this trip,2,6,3,2,2,2,qwen3.5_9b,semantic_arm,1,0.4442126893986877,8
QW0195,54200407,0.2290902236010023,58,female,58 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,3,4,1,4,1,3,qwen3.5_9b,neutral_arm,0,0.363327189062562,8
QW0196,19650041,0.6019450605361366,36,male,36 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,1,0,1,0,0,1,a non-work trip,high education,1,car is available for this trip,2,2,2,5,2,3,qwen3.5_9b,neutral_arm,0,0.4815316988478697,8
QW0197,95240344,2.256576028779217,27,male,30 or younger,5000,around CHF 5000 per month,0,1,0,1,0,1,5.0,1,0,1,1,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,4,3,5,3,qwen3.5_9b,semantic_arm,1,0.3793855030403378,8
QW0198,54429999,0.2545934244605354,46,male,46 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,1,2,4,4,-1,1,0,a work trip,not high education,1,car is available for this trip,5,5,1,5,1,3,qwen3.5_9b,semantic_arm,1,0.4893433048733742,8
QW0199,42270350,0.8584724543995766,41,female,41 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,3,4,1,5,2,4,qwen3.5_9b,semantic_arm,1,0.3427814714860679,8
