experiment_name,respondent_id,persona_id,task_id,task_position,choice_label,choice_code,chosen_alternative_name,is_valid_choice,grounding_is_valid,GA,CAR_AV,SEX_TEXT,AGE_TEXT,INCOME_TEXT,duration_sec,prompt_eval_count,eval_count
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0111,AI0111,AI0111_T02,2,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.2171314,699,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0111,AI0111,AI0111_T03,3,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.2551449,885,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0111,AI0111,AI0111_T04,4,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3112238,1076,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0111,AI0111,AI0111_T05,5,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3512092,1274,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0111,AI0111,AI0111_T06,6,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.396743,1477,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0111,AI0111,AI0111_T07,7,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.4427631,1686,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0111,AI0111,AI0111_T08,8,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.4919068,1902,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0111,AI0111,AI0111_T09,9,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.5456936,2124,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0112,AI0112,AI0112_T01,1,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.3001667,523,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0112,AI0112,AI0112_T02,2,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.2173551,703,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0112,AI0112,AI0112_T03,3,C,3,CAR,1,1,0,1,male,age code 3,income code 1,0.2612726,889,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0112,AI0112,AI0112_T04,4,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.3133655,1080,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0112,AI0112,AI0112_T05,5,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.3515866,1277,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0112,AI0112,AI0112_T06,6,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.3994595,1481,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0112,AI0112,AI0112_T07,7,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.4464357,1691,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0112,AI0112,AI0112_T08,8,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.4848232,1906,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0112,AI0112,AI0112_T09,9,A,1,TRAIN,1,1,0,1,male,age code 3,income code 1,0.5573197,2127,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0113,AI0113,AI0113_T01,1,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3028568,525,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0113,AI0113,AI0113_T02,2,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.2242592,709,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0113,AI0113,AI0113_T03,3,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.2658309,898,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0113,AI0113,AI0113_T04,4,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3187201,1093,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0113,AI0113,AI0113_T05,5,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.347686,1293,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0113,AI0113,AI0113_T06,6,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3967811,1500,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0113,AI0113,AI0113_T07,7,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.4524729,1712,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0113,AI0113,AI0113_T08,8,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.4950321,1931,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0113,AI0113,AI0113_T09,9,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.5493731,2156,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0114,AI0114,AI0114_T01,1,A,1,TRAIN,1,1,0,1,female,age code 1,income code 1,0.2999806,514,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0114,AI0114,AI0114_T02,2,A,1,TRAIN,1,1,0,1,female,age code 1,income code 1,0.325621,692,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0114,AI0114,AI0114_T03,3,A,1,TRAIN,1,1,0,1,female,age code 1,income code 1,0.2535043,875,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0114,AI0114,AI0114_T04,4,A,1,TRAIN,1,1,0,1,female,age code 1,income code 1,0.3063662,1063,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0114,AI0114,AI0114_T05,5,A,1,TRAIN,1,1,0,1,female,age code 1,income code 1,0.3495749,1258,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0114,AI0114,AI0114_T06,6,A,1,TRAIN,1,1,0,1,female,age code 1,income code 1,0.3888895,1459,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0114,AI0114,AI0114_T07,7,A,1,TRAIN,1,1,0,1,female,age code 1,income code 1,0.4404669,1666,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0114,AI0114,AI0114_T08,8,A,1,TRAIN,1,1,0,1,female,age code 1,income code 1,0.4874592,1879,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0114,AI0114,AI0114_T09,9,A,1,TRAIN,1,1,0,1,female,age code 1,income code 1,0.5402669,2098,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0115,AI0115,AI0115_T01,1,B,2,SWISSMETRO,1,1,0,1,male,age code 3,income code 3,0.3664722,538,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0115,AI0115,AI0115_T02,2,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3046518,730,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0115,AI0115,AI0115_T03,3,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.3342394,928,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0115,AI0115,AI0115_T04,4,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3832117,1132,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0115,AI0115,AI0115_T05,5,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4345373,1341,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0115,AI0115,AI0115_T06,6,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4908229,1557,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0115,AI0115,AI0115_T07,7,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.5269092,1780,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0115,AI0115,AI0115_T08,8,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.5820283,2007,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0115,AI0115,AI0115_T09,9,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.6380445,2241,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0116,AI0116,AI0116_T01,1,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3008202,525,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0116,AI0116,AI0116_T02,2,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.2241171,708,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0116,AI0116,AI0116_T03,3,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.2678954,897,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0116,AI0116,AI0116_T04,4,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3107511,1091,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0116,AI0116,AI0116_T05,5,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3604535,1291,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0116,AI0116,AI0116_T06,6,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.3953331,1497,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0116,AI0116,AI0116_T07,7,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.450034,1712,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0116,AI0116,AI0116_T08,8,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.4965762,1930,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0116,AI0116,AI0116_T09,9,A,1,TRAIN,1,1,0,1,male,age code 4,income code 3,0.5578848,2154,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0117,AI0117,AI0117_T01,1,C,3,CAR,1,1,0,1,female,age code 1,income code 1,0.3033691,518,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0117,AI0117,AI0117_T02,2,C,3,CAR,1,1,0,1,female,age code 1,income code 1,0.2165614,699,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0117,AI0117,AI0117_T03,3,C,3,CAR,1,1,0,1,female,age code 1,income code 1,0.2550376,886,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0117,AI0117,AI0117_T04,4,C,3,CAR,1,1,0,1,female,age code 1,income code 1,0.3068452,1078,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0117,AI0117,AI0117_T05,5,C,3,CAR,1,1,0,1,female,age code 1,income code 1,0.3449373,1277,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0117,AI0117,AI0117_T06,6,C,3,CAR,1,1,0,1,female,age code 1,income code 1,0.3956865,1482,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0117,AI0117,AI0117_T07,7,C,3,CAR,1,1,0,1,female,age code 1,income code 1,0.4449251,1694,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0117,AI0117,AI0117_T08,8,C,3,CAR,1,1,0,1,female,age code 1,income code 1,0.4831326,1909,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0117,AI0117,AI0117_T09,9,C,3,CAR,1,1,0,1,female,age code 1,income code 1,0.539025,2131,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0118,AI0118,AI0118_T01,1,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.2989107,525,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0118,AI0118,AI0118_T02,2,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.225941,709,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0118,AI0118,AI0118_T03,3,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.2631649,898,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0118,AI0118,AI0118_T04,4,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.3239419,1093,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0118,AI0118,AI0118_T05,5,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.3606409,1294,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0118,AI0118,AI0118_T06,6,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.4038396,1501,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0118,AI0118,AI0118_T07,7,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.4483936,1714,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0118,AI0118,AI0118_T08,8,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.5101214,1933,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0118,AI0118,AI0118_T09,9,C,3,CAR,1,1,0,1,male,age code 3,income code 3,0.5460738,2158,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0119,AI0119,AI0119_T01,1,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.302778,524,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0119,AI0119,AI0119_T02,2,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2192512,704,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0119,AI0119,AI0119_T03,3,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2568913,890,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0119,AI0119,AI0119_T04,4,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3113867,1082,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0119,AI0119,AI0119_T05,5,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3416232,1280,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0119,AI0119,AI0119_T06,6,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3979136,1483,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0119,AI0119,AI0119_T07,7,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4500457,1692,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0119,AI0119,AI0119_T08,8,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4859822,1908,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0119,AI0119,AI0119_T09,9,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.5543175,2130,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0120,AI0120,AI0120_T01,1,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3000534,525,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0120,AI0120,AI0120_T02,2,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.2230831,707,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0120,AI0120,AI0120_T03,3,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.2572054,895,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0120,AI0120,AI0120_T04,4,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3216452,1089,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0120,AI0120,AI0120_T05,5,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3552624,1291,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0120,AI0120,AI0120_T06,6,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3968,1498,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0120,AI0120,AI0120_T07,7,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.4451051,1710,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0120,AI0120,AI0120_T08,8,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.4961098,1930,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0120,AI0120,AI0120_T09,9,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.5523764,2155,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0121,AI0121,AI0121_T01,1,B,2,SWISSMETRO,1,1,1,0,male,age code 3,income code 1,0.2920963,515,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0121,AI0121,AI0121_T02,2,B,2,SWISSMETRO,1,1,1,0,male,age code 3,income code 1,0.3256443,695,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0121,AI0121,AI0121_T03,3,B,2,SWISSMETRO,1,1,1,0,male,age code 3,income code 1,0.2580623,883,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0121,AI0121,AI0121_T04,4,B,2,SWISSMETRO,1,1,1,0,male,age code 3,income code 1,0.3069724,1080,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0121,AI0121,AI0121_T05,5,B,2,SWISSMETRO,1,1,1,0,male,age code 3,income code 1,0.3553637,1286,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0121,AI0121,AI0121_T06,6,B,2,SWISSMETRO,1,1,1,0,male,age code 3,income code 1,0.400752,1501,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0121,AI0121,AI0121_T07,7,B,2,SWISSMETRO,1,1,1,0,male,age code 3,income code 1,0.4449187,1725,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0121,AI0121,AI0121_T08,8,B,2,SWISSMETRO,1,1,1,0,male,age code 3,income code 1,0.5061837,1958,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0121,AI0121,AI0121_T09,9,B,2,SWISSMETRO,1,1,1,0,male,age code 3,income code 1,0.5544895,2200,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0122,AI0122,AI0122_T01,1,A,1,TRAIN,1,1,1,1,male,age code 1,income code 1,0.3059026,522,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0122,AI0122,AI0122_T02,2,B,2,SWISSMETRO,1,1,1,1,male,age code 1,income code 1,0.216912,701,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0122,AI0122,AI0122_T03,3,A,1,TRAIN,1,1,1,1,male,age code 1,income code 1,0.2547642,888,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0122,AI0122,AI0122_T04,4,B,2,SWISSMETRO,1,1,1,1,male,age code 1,income code 1,0.3084907,1079,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0122,AI0122,AI0122_T05,5,B,2,SWISSMETRO,1,1,1,1,male,age code 1,income code 1,0.3485584,1280,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0122,AI0122,AI0122_T06,6,B,2,SWISSMETRO,1,1,1,1,male,age code 1,income code 1,0.3965236,1489,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0122,AI0122,AI0122_T07,7,A,1,TRAIN,1,1,1,1,male,age code 1,income code 1,0.4491034,1707,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0122,AI0122,AI0122_T08,8,A,1,TRAIN,1,1,1,1,male,age code 1,income code 1,0.4972935,1932,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0122,AI0122,AI0122_T09,9,A,1,TRAIN,1,1,1,1,male,age code 1,income code 1,0.5615692,2162,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0123,AI0123,AI0123_T01,1,A,1,TRAIN,1,1,0,0,male,age code 3,income code 2,0.3666412,535,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0123,AI0123,AI0123_T02,2,A,1,TRAIN,1,1,0,0,male,age code 3,income code 2,0.296133,718,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0123,AI0123,AI0123_T03,3,B,2,SWISSMETRO,1,1,0,0,male,age code 3,income code 2,0.3362725,908,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0123,AI0123,AI0123_T04,4,A,1,TRAIN,1,1,0,0,male,age code 3,income code 2,0.3886657,1105,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0123,AI0123,AI0123_T05,5,A,1,TRAIN,1,1,0,0,male,age code 3,income code 2,0.4257815,1308,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0123,AI0123,AI0123_T06,6,A,1,TRAIN,1,1,0,0,male,age code 3,income code 2,0.4671725,1517,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0123,AI0123,AI0123_T07,7,A,1,TRAIN,1,1,0,0,male,age code 3,income code 2,0.5219374,1732,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0123,AI0123,AI0123_T08,8,A,1,TRAIN,1,1,0,0,male,age code 3,income code 2,0.5719574,1953,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0123,AI0123,AI0123_T09,9,A,1,TRAIN,1,1,0,0,male,age code 3,income code 2,0.6421927,2181,13
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0124,AI0124,AI0124_T01,1,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3084399,521,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0124,AI0124,AI0124_T02,2,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2173851,701,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0124,AI0124,AI0124_T03,3,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.2536008,886,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0124,AI0124,AI0124_T04,4,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3162285,1076,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0124,AI0124,AI0124_T05,5,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.342337,1273,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0124,AI0124,AI0124_T06,6,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.392653,1476,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0124,AI0124,AI0124_T07,7,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.441388,1685,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0124,AI0124,AI0124_T08,8,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4862532,1900,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0124,AI0124,AI0124_T09,9,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.5460578,2121,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0125,AI0125,AI0125_T01,1,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.297269,518,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0125,AI0125,AI0125_T02,2,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.218803,696,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0125,AI0125,AI0125_T03,3,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.253377,879,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0125,AI0125,AI0125_T04,4,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3040201,1067,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0125,AI0125,AI0125_T05,5,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3439139,1262,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0125,AI0125,AI0125_T06,6,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.3830889,1463,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0125,AI0125,AI0125_T07,7,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4400499,1670,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0125,AI0125,AI0125_T08,8,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.4869964,1883,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0125,AI0125,AI0125_T09,9,A,1,TRAIN,1,1,0,1,male,age code 3,income code 3,0.5370844,2102,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0126,AI0126,AI0126_T01,1,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3014395,518,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0126,AI0126,AI0126_T02,2,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.2194036,701,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0126,AI0126,AI0126_T03,3,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.2550401,888,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0126,AI0126,AI0126_T04,4,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3164878,1082,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0126,AI0126,AI0126_T05,5,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3534395,1281,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0126,AI0126,AI0126_T06,6,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.3946517,1485,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0126,AI0126,AI0126_T07,7,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.4452066,1696,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0126,AI0126,AI0126_T08,8,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.4851955,1915,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0126,AI0126,AI0126_T09,9,A,1,TRAIN,1,1,0,1,male,age code 2,income code 3,0.5498261,2138,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0127,AI0127,AI0127_T01,1,B,2,SWISSMETRO,1,1,1,1,female,age code 3,income code 3,0.2992453,524,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0127,AI0127,AI0127_T02,2,B,2,SWISSMETRO,1,1,1,1,female,age code 3,income code 3,0.2255645,706,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0127,AI0127,AI0127_T03,3,B,2,SWISSMETRO,1,1,1,1,female,age code 3,income code 3,0.264863,897,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0127,AI0127,AI0127_T04,4,B,2,SWISSMETRO,1,1,1,1,female,age code 3,income code 3,0.3156116,1097,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0127,AI0127,AI0127_T05,5,B,2,SWISSMETRO,1,1,1,1,female,age code 3,income code 3,0.3533184,1306,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0127,AI0127,AI0127_T06,6,B,2,SWISSMETRO,1,1,1,1,female,age code 3,income code 3,0.3987633,1524,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0127,AI0127,AI0127_T07,7,B,2,SWISSMETRO,1,1,1,1,female,age code 3,income code 3,0.4521483,1749,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0127,AI0127,AI0127_T08,8,B,2,SWISSMETRO,1,1,1,1,female,age code 3,income code 3,0.502711,1984,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0127,AI0127,AI0127_T09,9,B,2,SWISSMETRO,1,1,1,1,female,age code 3,income code 3,0.5742876,2228,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0128,AI0128,AI0128_T01,1,C,3,CAR,1,1,0,1,male,age code 3,income code 2,0.2988766,531,7
20260329_public_reverse_engineered_panel_mnl_biogeme_v1,AI0128,AI0128,AI0128_T02,2,C,3,CAR,1,1,0,1,male,age code 3,income code 2,0.2228162,713,7
