custom_id,respondent_id,ID,task_id,task_position,mode_id,alternative_name,choice,availability,travel_time,travel_cost,headway,seat_configuration,travel_time_hundredth,travel_cost_hundredth,GROUP,SURVEY,SP,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,CAR_AV
551,AI0062,62,AI0062_T02,2,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
552,AI0062,62,AI0062_T03,3,1,TRAIN,0,1,237,44,60,0,2.37,0.44,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
552,AI0062,62,AI0062_T03,3,2,SWISSMETRO,0,1,95,57,30,0,0.95,0.57,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
552,AI0062,62,AI0062_T03,3,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
553,AI0062,62,AI0062_T04,4,1,TRAIN,0,1,194,37,30,0,1.94,0.37,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
553,AI0062,62,AI0062_T04,4,2,SWISSMETRO,0,1,86,53,20,0,0.86,0.53,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
553,AI0062,62,AI0062_T04,4,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
554,AI0062,62,AI0062_T05,5,1,TRAIN,0,1,237,33,60,0,2.37,0.33,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
554,AI0062,62,AI0062_T05,5,2,SWISSMETRO,0,1,86,35,20,0,0.86,0.35,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
554,AI0062,62,AI0062_T05,5,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
555,AI0062,62,AI0062_T06,6,1,TRAIN,0,1,215,33,120,0,2.15,0.33,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
555,AI0062,62,AI0062_T06,6,2,SWISSMETRO,0,1,77,44,10,0,0.77,0.44,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
555,AI0062,62,AI0062_T06,6,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
556,AI0062,62,AI0062_T07,7,1,TRAIN,0,1,194,44,120,0,1.94,0.44,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
556,AI0062,62,AI0062_T07,7,2,SWISSMETRO,0,1,95,57,10,0,0.95,0.57,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
556,AI0062,62,AI0062_T07,7,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
557,AI0062,62,AI0062_T08,8,1,TRAIN,0,1,194,33,30,0,1.94,0.33,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
557,AI0062,62,AI0062_T08,8,2,SWISSMETRO,0,1,95,40,30,0,0.95,0.4,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
557,AI0062,62,AI0062_T08,8,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
558,AI0062,62,AI0062_T09,9,1,TRAIN,0,1,237,37,60,0,2.37,0.37,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
558,AI0062,62,AI0062_T09,9,2,SWISSMETRO,0,1,77,44,10,0,0.77,0.44,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
558,AI0062,62,AI0062_T09,9,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,3,2,1,3,1,2,0,17,2,0
559,AI0063,63,AI0063_T01,1,1,TRAIN,0,1,174,200,120,0,1.74,2.0,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
559,AI0063,63,AI0063_T01,1,2,SWISSMETRO,0,1,61,218,20,0,0.61,2.18,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
559,AI0063,63,AI0063_T01,1,3,CAR,0,1,234,110,0,0,2.34,1.1,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
560,AI0063,63,AI0063_T02,2,1,TRAIN,0,1,157,200,30,0,1.57,2.0,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
560,AI0063,63,AI0063_T02,2,2,SWISSMETRO,0,1,55,198,10,0,0.55,1.98,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
560,AI0063,63,AI0063_T02,2,3,CAR,0,1,234,143,0,0,2.34,1.43,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
561,AI0063,63,AI0063_T03,3,1,TRAIN,0,1,191,200,60,0,1.91,2.0,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
561,AI0063,63,AI0063_T03,3,2,SWISSMETRO,0,1,67,277,30,0,0.67,2.77,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
561,AI0063,63,AI0063_T03,3,3,CAR,0,1,234,88,0,0,2.34,0.88,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
562,AI0063,63,AI0063_T04,4,1,TRAIN,0,1,157,167,30,0,1.57,1.67,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
562,AI0063,63,AI0063_T04,4,2,SWISSMETRO,0,1,61,238,20,0,0.61,2.38,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
562,AI0063,63,AI0063_T04,4,3,CAR,0,1,144,88,0,0,1.44,0.88,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
563,AI0063,63,AI0063_T05,5,1,TRAIN,0,1,191,150,60,0,1.91,1.5,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
563,AI0063,63,AI0063_T05,5,2,SWISSMETRO,0,1,61,158,20,0,0.61,1.58,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
563,AI0063,63,AI0063_T05,5,3,CAR,0,1,180,143,0,0,1.8,1.43,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
564,AI0063,63,AI0063_T06,6,1,TRAIN,0,1,174,150,120,0,1.74,1.5,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
564,AI0063,63,AI0063_T06,6,2,SWISSMETRO,0,1,55,198,10,0,0.55,1.98,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
564,AI0063,63,AI0063_T06,6,3,CAR,0,1,180,88,0,0,1.8,0.88,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
565,AI0063,63,AI0063_T07,7,1,TRAIN,0,1,157,200,120,0,1.57,2.0,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
565,AI0063,63,AI0063_T07,7,2,SWISSMETRO,0,1,67,277,10,0,0.67,2.77,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
565,AI0063,63,AI0063_T07,7,3,CAR,0,1,144,110,0,0,1.44,1.1,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
566,AI0063,63,AI0063_T08,8,1,TRAIN,0,1,157,150,30,0,1.57,1.5,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
566,AI0063,63,AI0063_T08,8,2,SWISSMETRO,0,1,67,158,30,0,0.67,1.58,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
566,AI0063,63,AI0063_T08,8,3,CAR,0,1,180,110,0,0,1.8,1.1,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
567,AI0063,63,AI0063_T09,9,1,TRAIN,0,1,191,167,60,0,1.91,1.67,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
567,AI0063,63,AI0063_T09,9,2,SWISSMETRO,0,1,55,178,10,0,0.55,1.78,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
567,AI0063,63,AI0063_T09,9,3,CAR,0,1,144,110,0,0,1.44,1.1,3,1,1,3,1,6,1,0,4,1,3,0,1,25,1
568,AI0064,64,AI0064_T01,1,1,TRAIN,0,1,254,67,120,0,2.54,0.67,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
568,AI0064,64,AI0064_T01,1,2,SWISSMETRO,0,1,180,79,20,0,1.8,0.79,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
568,AI0064,64,AI0064_T01,1,3,CAR,0,1,221,100,0,0,2.21,1.0,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
569,AI0064,64,AI0064_T02,2,1,TRAIN,0,1,229,67,30,0,2.29,0.67,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
569,AI0064,64,AI0064_T02,2,2,SWISSMETRO,0,1,180,72,10,0,1.8,0.72,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
569,AI0064,64,AI0064_T02,2,3,CAR,0,1,221,130,0,0,2.21,1.3,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
570,AI0064,64,AI0064_T03,3,1,TRAIN,0,1,279,67,60,0,2.79,0.67,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
570,AI0064,64,AI0064_T03,3,2,SWISSMETRO,0,1,180,86,30,0,1.8,0.86,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
570,AI0064,64,AI0064_T03,3,3,CAR,0,1,221,80,0,0,2.21,0.8,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
571,AI0064,64,AI0064_T04,4,1,TRAIN,0,1,229,56,30,0,2.29,0.56,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
571,AI0064,64,AI0064_T04,4,2,SWISSMETRO,0,1,180,79,20,0,1.8,0.79,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
571,AI0064,64,AI0064_T04,4,3,CAR,0,1,136,80,0,0,1.36,0.8,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
572,AI0064,64,AI0064_T05,5,1,TRAIN,0,1,279,50,60,0,2.79,0.5,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
572,AI0064,64,AI0064_T05,5,2,SWISSMETRO,0,1,180,65,20,0,1.8,0.65,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
572,AI0064,64,AI0064_T05,5,3,CAR,0,1,170,130,0,0,1.7,1.3,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
573,AI0064,64,AI0064_T06,6,1,TRAIN,0,1,254,50,120,0,2.54,0.5,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
573,AI0064,64,AI0064_T06,6,2,SWISSMETRO,0,1,180,72,10,0,1.8,0.72,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
573,AI0064,64,AI0064_T06,6,3,CAR,0,1,170,80,0,0,1.7,0.8,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
574,AI0064,64,AI0064_T07,7,1,TRAIN,0,1,229,67,120,0,2.29,0.67,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
574,AI0064,64,AI0064_T07,7,2,SWISSMETRO,0,1,180,86,10,0,1.8,0.86,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
574,AI0064,64,AI0064_T07,7,3,CAR,0,1,136,100,0,0,1.36,1.0,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
575,AI0064,64,AI0064_T08,8,1,TRAIN,0,1,229,50,30,0,2.29,0.5,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
575,AI0064,64,AI0064_T08,8,2,SWISSMETRO,0,1,180,65,30,0,1.8,0.65,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
575,AI0064,64,AI0064_T08,8,3,CAR,0,1,170,100,0,0,1.7,1.0,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
576,AI0064,64,AI0064_T09,9,1,TRAIN,0,1,279,56,60,0,2.79,0.56,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
576,AI0064,64,AI0064_T09,9,2,SWISSMETRO,0,1,180,72,10,0,1.8,0.72,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
576,AI0064,64,AI0064_T09,9,3,CAR,0,1,136,100,0,0,1.36,1.0,2,0,1,3,1,1,1,1,5,0,4,0,17,2,1
577,AI0065,65,AI0065_T01,1,1,TRAIN,0,1,205,170,120,0,2.05,1.7,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
577,AI0065,65,AI0065_T01,1,2,SWISSMETRO,0,1,133,168,30,0,1.33,1.68,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
577,AI0065,65,AI0065_T01,1,3,CAR,0,1,140,80,0,0,1.4,0.8,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
578,AI0065,65,AI0065_T02,2,1,TRAIN,0,1,167,128,120,0,1.67,1.28,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
578,AI0065,65,AI0065_T02,2,2,SWISSMETRO,0,1,133,138,30,0,1.33,1.38,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
578,AI0065,65,AI0065_T02,2,3,CAR,0,1,182,64,0,0,1.82,0.64,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
579,AI0065,65,AI0065_T03,3,1,TRAIN,0,1,205,128,120,0,2.05,1.28,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
579,AI0065,65,AI0065_T03,3,2,SWISSMETRO,0,1,146,138,20,0,1.46,1.38,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
579,AI0065,65,AI0065_T03,3,3,CAR,0,1,112,64,0,0,1.12,0.64,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
580,AI0065,65,AI0065_T04,4,1,TRAIN,0,1,186,128,60,0,1.86,1.28,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
580,AI0065,65,AI0065_T04,4,2,SWISSMETRO,0,1,146,138,10,0,1.46,1.38,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
580,AI0065,65,AI0065_T04,4,3,CAR,0,1,182,104,0,0,1.82,1.04,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
581,AI0065,65,AI0065_T05,5,1,TRAIN,0,1,186,142,120,0,1.86,1.42,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
581,AI0065,65,AI0065_T05,5,2,SWISSMETRO,0,1,146,153,30,0,1.46,1.53,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
581,AI0065,65,AI0065_T05,5,3,CAR,0,1,112,104,0,0,1.12,1.04,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
582,AI0065,65,AI0065_T06,6,1,TRAIN,0,1,167,142,60,0,1.67,1.42,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
582,AI0065,65,AI0065_T06,6,2,SWISSMETRO,0,1,146,153,20,0,1.46,1.53,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
582,AI0065,65,AI0065_T06,6,3,CAR,0,1,182,80,0,0,1.82,0.8,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
583,AI0065,65,AI0065_T07,7,1,TRAIN,0,1,167,170,60,0,1.67,1.7,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
583,AI0065,65,AI0065_T07,7,2,SWISSMETRO,0,1,133,184,10,0,1.33,1.84,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
583,AI0065,65,AI0065_T07,7,3,CAR,0,1,140,64,0,0,1.4,0.64,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
584,AI0065,65,AI0065_T08,8,1,TRAIN,0,1,167,142,120,0,1.67,1.42,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
584,AI0065,65,AI0065_T08,8,2,SWISSMETRO,0,1,133,153,20,0,1.33,1.53,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
584,AI0065,65,AI0065_T08,8,3,CAR,0,1,140,104,0,0,1.4,1.04,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
585,AI0065,65,AI0065_T09,9,1,TRAIN,0,1,186,170,30,0,1.86,1.7,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
585,AI0065,65,AI0065_T09,9,2,SWISSMETRO,0,1,146,214,20,0,1.46,2.14,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
585,AI0065,65,AI0065_T09,9,3,CAR,0,1,140,104,0,0,1.4,1.04,3,1,1,3,0,1,2,0,3,1,3,0,22,2,1
586,AI0066,66,AI0066_T01,1,1,TRAIN,0,1,154,48,120,0,1.54,0.48,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
586,AI0066,66,AI0066_T01,1,2,SWISSMETRO,0,1,66,43,30,1,0.66,0.43,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
586,AI0066,66,AI0066_T01,1,3,CAR,0,1,110,70,0,0,1.1,0.7,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
587,AI0066,66,AI0066_T02,2,1,TRAIN,0,1,115,36,120,0,1.15,0.36,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
587,AI0066,66,AI0066_T02,2,2,SWISSMETRO,0,1,73,43,30,0,0.73,0.43,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
587,AI0066,66,AI0066_T02,2,3,CAR,0,1,143,56,0,0,1.43,0.56,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
588,AI0066,66,AI0066_T03,3,1,TRAIN,0,1,154,36,120,0,1.54,0.36,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
588,AI0066,66,AI0066_T03,3,2,SWISSMETRO,0,1,80,48,20,1,0.8,0.48,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
588,AI0066,66,AI0066_T03,3,3,CAR,0,1,88,56,0,0,0.88,0.56,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
589,AI0066,66,AI0066_T04,4,1,TRAIN,0,1,128,36,60,0,1.28,0.36,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
589,AI0066,66,AI0066_T04,4,2,SWISSMETRO,0,1,80,48,10,0,0.8,0.48,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
589,AI0066,66,AI0066_T04,4,3,CAR,0,1,143,91,0,0,1.43,0.91,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
590,AI0066,66,AI0066_T05,5,1,TRAIN,0,1,128,40,120,0,1.28,0.4,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
590,AI0066,66,AI0066_T05,5,2,SWISSMETRO,0,1,80,43,30,0,0.8,0.43,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
590,AI0066,66,AI0066_T05,5,3,CAR,0,1,88,91,0,0,0.88,0.91,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
591,AI0066,66,AI0066_T06,6,1,TRAIN,0,1,115,40,60,0,1.15,0.4,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
591,AI0066,66,AI0066_T06,6,2,SWISSMETRO,0,1,80,43,20,1,0.8,0.43,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
591,AI0066,66,AI0066_T06,6,3,CAR,0,1,143,70,0,0,1.43,0.7,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
592,AI0066,66,AI0066_T07,7,1,TRAIN,0,1,115,48,60,0,1.15,0.48,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
592,AI0066,66,AI0066_T07,7,2,SWISSMETRO,0,1,73,48,10,1,0.73,0.48,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
592,AI0066,66,AI0066_T07,7,3,CAR,0,1,110,56,0,0,1.1,0.56,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
593,AI0066,66,AI0066_T08,8,1,TRAIN,0,1,115,40,120,0,1.15,0.4,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
593,AI0066,66,AI0066_T08,8,2,SWISSMETRO,0,1,66,48,20,0,0.66,0.48,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
593,AI0066,66,AI0066_T08,8,3,CAR,0,1,110,91,0,0,1.1,0.91,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
594,AI0066,66,AI0066_T09,9,1,TRAIN,0,1,128,48,30,0,1.28,0.48,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
594,AI0066,66,AI0066_T09,9,2,SWISSMETRO,0,1,80,58,20,1,0.8,0.58,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
594,AI0066,66,AI0066_T09,9,3,CAR,0,1,110,91,0,0,1.1,0.91,2,0,1,3,1,8,1,0,4,0,2,0,25,22,1
595,AI0067,67,AI0067_T01,1,1,TRAIN,0,1,81,0,120,0,0.81,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
595,AI0067,67,AI0067_T01,1,2,SWISSMETRO,0,1,26,0,20,0,0.26,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
595,AI0067,67,AI0067_T01,1,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
596,AI0067,67,AI0067_T02,2,1,TRAIN,0,1,73,0,30,0,0.73,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
596,AI0067,67,AI0067_T02,2,2,SWISSMETRO,0,1,26,0,10,0,0.26,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
596,AI0067,67,AI0067_T02,2,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
597,AI0067,67,AI0067_T03,3,1,TRAIN,0,1,97,0,60,0,0.97,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
597,AI0067,67,AI0067_T03,3,2,SWISSMETRO,0,1,29,0,30,0,0.29,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
597,AI0067,67,AI0067_T03,3,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
598,AI0067,67,AI0067_T04,4,1,TRAIN,0,1,73,0,30,0,0.73,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
598,AI0067,67,AI0067_T04,4,2,SWISSMETRO,0,1,26,0,20,0,0.26,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
598,AI0067,67,AI0067_T04,4,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
599,AI0067,67,AI0067_T05,5,1,TRAIN,0,1,97,0,60,0,0.97,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
599,AI0067,67,AI0067_T05,5,2,SWISSMETRO,0,1,26,0,20,0,0.26,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
599,AI0067,67,AI0067_T05,5,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
600,AI0067,67,AI0067_T06,6,1,TRAIN,0,1,81,0,120,0,0.81,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
600,AI0067,67,AI0067_T06,6,2,SWISSMETRO,0,1,26,0,10,0,0.26,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
600,AI0067,67,AI0067_T06,6,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
601,AI0067,67,AI0067_T07,7,1,TRAIN,0,1,73,0,120,0,0.73,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
601,AI0067,67,AI0067_T07,7,2,SWISSMETRO,0,1,29,0,10,0,0.29,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
601,AI0067,67,AI0067_T07,7,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
602,AI0067,67,AI0067_T08,8,1,TRAIN,0,1,73,0,30,0,0.73,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
602,AI0067,67,AI0067_T08,8,2,SWISSMETRO,0,1,29,0,30,0,0.29,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
602,AI0067,67,AI0067_T08,8,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
603,AI0067,67,AI0067_T09,9,1,TRAIN,0,1,97,0,60,0,0.97,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
603,AI0067,67,AI0067_T09,9,2,SWISSMETRO,0,1,26,0,10,0,0.26,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
603,AI0067,67,AI0067_T09,9,3,CAR,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,6,1,0,3,0,2,1,1,10,0
604,AI0068,68,AI0068_T01,1,1,TRAIN,0,1,120,96,120,0,1.2,0.96,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
604,AI0068,68,AI0068_T01,1,2,SWISSMETRO,0,1,65,108,20,0,0.65,1.08,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
604,AI0068,68,AI0068_T01,1,3,CAR,0,1,130,60,0,0,1.3,0.6,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
605,AI0068,68,AI0068_T02,2,1,TRAIN,0,1,108,96,30,0,1.08,0.96,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
605,AI0068,68,AI0068_T02,2,2,SWISSMETRO,0,1,65,98,10,0,0.65,0.98,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
605,AI0068,68,AI0068_T02,2,3,CAR,0,1,130,78,0,0,1.3,0.78,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
606,AI0068,68,AI0068_T03,3,1,TRAIN,0,1,144,96,60,0,1.44,0.96,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
606,AI0068,68,AI0068_T03,3,2,SWISSMETRO,0,1,65,118,30,0,0.65,1.18,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
606,AI0068,68,AI0068_T03,3,3,CAR,0,1,130,48,0,0,1.3,0.48,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
607,AI0068,68,AI0068_T04,4,1,TRAIN,0,1,108,80,30,0,1.08,0.8,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
607,AI0068,68,AI0068_T04,4,2,SWISSMETRO,0,1,65,98,20,0,0.65,0.98,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
607,AI0068,68,AI0068_T04,4,3,CAR,0,1,80,48,0,0,0.8,0.48,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
608,AI0068,68,AI0068_T05,5,1,TRAIN,0,1,144,72,60,0,1.44,0.72,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
608,AI0068,68,AI0068_T05,5,2,SWISSMETRO,0,1,65,88,20,0,0.65,0.88,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
608,AI0068,68,AI0068_T05,5,3,CAR,0,1,100,78,0,0,1.0,0.78,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
609,AI0068,68,AI0068_T06,6,1,TRAIN,0,1,120,72,120,0,1.2,0.72,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
609,AI0068,68,AI0068_T06,6,2,SWISSMETRO,0,1,65,98,10,0,0.65,0.98,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
609,AI0068,68,AI0068_T06,6,3,CAR,0,1,100,48,0,0,1.0,0.48,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
610,AI0068,68,AI0068_T07,7,1,TRAIN,0,1,108,96,120,0,1.08,0.96,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
610,AI0068,68,AI0068_T07,7,2,SWISSMETRO,0,1,65,118,10,0,0.65,1.18,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
610,AI0068,68,AI0068_T07,7,3,CAR,0,1,80,60,0,0,0.8,0.6,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
611,AI0068,68,AI0068_T08,8,1,TRAIN,0,1,108,72,30,0,1.08,0.72,3,1,1,3,0,1,3,0,2,1,3,0,2,1,1
