respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,model_key,block_template_id,run_repeat,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,block_complexity_mean,block_complexity_sd,task_count,core_task_count,paraphrase_pair_count,label_pair_count,order_pair_count,monotonicity_task_count,dominance_task_count,model_is_deepseek,n_valid_tasks,label_flip_rate,order_flip_rate,paraphrase_flip_rate,monotonicity_compliance_rate,dominance_violation_rate,confidence_mean,exact_repeat_flip_rate_mean,top_attr_share_travel_time,top_attr_share_waiting_time,top_attr_share_cost,top_attr_share_distance,top_attr_share_availability,top_attr_share_mode_label
DS0030_R4,47130442,0.5414274486172608,37,female,37 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,4,1,1,4,1,4,deepseek_chat,DST0030,4,neutral_arm,0,naturalistic,1,0.5975571283672844,0.2193028678908275,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.3125,0.1875,0.5,0.0,0.5,0.0,0.0,0.0
DS0031_R1,54540811,2.029711386372872,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,3,4,4,5,deepseek_chat,DST0031,1,neutral_arm,0,concise,0,0.6085886121529377,0.1216431003365211,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0031_R2,54540811,2.029711386372872,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,3,4,4,5,deepseek_chat,DST0031,2,neutral_arm,0,concise,0,0.6085886121529377,0.1216431003365211,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.5625,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0031_R3,54540811,2.029711386372872,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,3,4,4,5,deepseek_chat,DST0031,3,neutral_arm,0,concise,0,0.6085886121529377,0.1216431003365211,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.5625,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0031_R4,54540811,2.029711386372872,36,female,36 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,1,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,3,4,4,5,deepseek_chat,DST0031,4,neutral_arm,0,concise,0,0.6085886121529377,0.1216431003365211,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.5625,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0032_R1,52720549,0.954424398357919,62,male,62 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,1,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,6,6,4,6,6,deepseek_chat,DST0032,1,semantic_arm,1,concise,0,0.3770098799105983,0.0706894810614074,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.8125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0032_R2,52720549,0.954424398357919,62,male,62 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,1,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,6,6,4,6,6,deepseek_chat,DST0032,2,semantic_arm,1,concise,0,0.3770098799105983,0.0706894810614074,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0032_R3,52720549,0.954424398357919,62,male,62 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,1,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,6,6,4,6,6,deepseek_chat,DST0032,3,semantic_arm,1,concise,0,0.3770098799105983,0.0706894810614074,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.6875,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0032_R4,52720549,0.954424398357919,62,male,62 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,1,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,6,6,4,6,6,deepseek_chat,DST0032,4,semantic_arm,1,concise,0,0.3770098799105983,0.0706894810614074,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.8125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0033_R1,50270436,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,3,2,3,deepseek_chat,DST0033,1,neutral_arm,0,naturalistic,1,0.3567047065332346,0.2780589091836012,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.625,0.0,0.5,0.0,0.4375,0.0,0.0625,0.0
DS0033_R2,50270436,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,3,2,3,deepseek_chat,DST0033,2,neutral_arm,0,naturalistic,1,0.3567047065332346,0.2780589091836012,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.5625,0.0,0.4375,0.0,0.4375,0.0625,0.0625,0.0
DS0033_R3,50270436,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,3,2,3,deepseek_chat,DST0033,3,neutral_arm,0,naturalistic,1,0.3567047065332346,0.2780589091836012,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.6875,0.0,0.5,0.0,0.4375,0.0625,0.0,0.0
DS0033_R4,50270436,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,0,0,2,5,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,2,4,3,2,3,deepseek_chat,DST0033,4,neutral_arm,0,naturalistic,1,0.3567047065332346,0.2780589091836012,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.25,0.0,0.4375,0.0,0.4375,0.0625,0.0625,0.0
DS0034_R1,90321111,0.3360277669782562,58,female,58 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,1,1,4,2,0,1,0,a work trip,high education,1,car is available for this trip,4,3,2,4,1,3,deepseek_chat,DST0034,1,neutral_arm,0,naturalistic,1,0.5171370306818357,0.2258603674353677,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0625,0.041666666666666664,0.5,0.0,0.40625,0.0,0.09375,0.0
DS0034_R2,90321111,0.3360277669782562,58,female,58 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,1,1,4,2,0,1,0,a work trip,high education,1,car is available for this trip,4,3,2,4,1,3,deepseek_chat,DST0034,2,neutral_arm,0,naturalistic,1,0.5171370306818357,0.2258603674353677,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.0,4.0,0.041666666666666664,0.375,0.0,0.375,0.125,0.125,0.0
DS0034_R3,90321111,0.3360277669782562,58,female,58 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,1,1,4,2,0,1,0,a work trip,high education,1,car is available for this trip,4,3,2,4,1,3,deepseek_chat,DST0034,3,neutral_arm,0,naturalistic,1,0.5171370306818357,0.2258603674353677,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,3.9375,0.041666666666666664,0.5,0.0,0.40625,0.0,0.09375,0.0
DS0034_R4,90321111,0.3360277669782562,58,female,58 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,1,1,4,2,0,1,0,a work trip,high education,1,car is available for this trip,4,3,2,4,1,3,deepseek_chat,DST0034,4,neutral_arm,0,naturalistic,1,0.5171370306818357,0.2258603674353677,16,6,2,2,2,2,2,0,16,0.0,0.5,0.0,1.0,0.0,4.3125,0.041666666666666664,0.5,0.0,0.375,0.03125,0.09375,0.0
DS0035_R1,54420840,5.694231137832636,19,male,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,0,1,0,0,2,2,0,1,0,a work trip,not high education,0,car is not available for this trip,3,1,1,1,2,4,deepseek_chat,DST0035,1,semantic_arm,1,naturalistic,1,0.5711075915825221,0.1722699305454464,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,0.5,0.0,4.0,0.0625,0.5,0.0,0.5,0.0,0.0,0.0
DS0035_R2,54420840,5.694231137832636,19,male,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,0,1,0,0,2,2,0,1,0,a work trip,not high education,0,car is not available for this trip,3,1,1,1,2,4,deepseek_chat,DST0035,2,semantic_arm,1,naturalistic,1,0.5711075915825221,0.1722699305454464,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,5.0,0.0625,0.5,0.0,0.5,0.0,0.0,0.0
DS0035_R3,54420840,5.694231137832636,19,male,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,0,1,0,0,2,2,0,1,0,a work trip,not high education,0,car is not available for this trip,3,1,1,1,2,4,deepseek_chat,DST0035,3,semantic_arm,1,naturalistic,1,0.5711075915825221,0.1722699305454464,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,0.5,0.0,4.125,0.0625,0.5,0.0,0.5,0.0,0.0,0.0
DS0035_R4,54420840,5.694231137832636,19,male,30 or younger,7000,around CHF 7000 per month,0,1,0,0,0,1,7.0,0,1,0,0,2,2,0,1,0,a work trip,not high education,0,car is not available for this trip,3,1,1,1,2,4,deepseek_chat,DST0035,4,semantic_arm,1,naturalistic,1,0.5711075915825221,0.1722699305454464,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,0.5,0.0,4.6875,0.0625,0.5,0.0,0.5,0.0,0.0,0.0
DS0036_R1,10540009,0.8584724543995766,44,female,44 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,3,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,6,3,4,3,3,deepseek_chat,DST0036,1,semantic_arm,1,concise,0,0.411425057416338,0.2923922406202056,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.125,0.5,0.0,0.3125,0.0,0.1875,0.0
DS0036_R2,10540009,0.8584724543995766,44,female,44 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,3,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,6,3,4,3,3,deepseek_chat,DST0036,2,semantic_arm,1,concise,0,0.411425057416338,0.2923922406202056,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.375,0.125,0.40625,0.0,0.40625,0.09375,0.09375,0.0
DS0036_R3,10540009,0.8584724543995766,44,female,44 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,3,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,6,3,4,3,3,deepseek_chat,DST0036,3,semantic_arm,1,concise,0,0.411425057416338,0.2923922406202056,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.375,0.125,0.40625,0.0,0.40625,0.09375,0.09375,0.0
DS0036_R4,10540009,0.8584724543995766,44,female,44 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,0,1,2,3,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,6,3,4,3,3,deepseek_chat,DST0036,4,semantic_arm,1,concise,0,0.411425057416338,0.2923922406202056,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.125,0.3125,0.0,0.3125,0.1875,0.1875,0.0
DS0037_R1,70140136,0.341514734451877,19,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,1,0,0,2,5,5,1,1,0,a work trip,not high education,1,car is available for this trip,5,1,1,3,1,4,deepseek_chat,DST0037,1,neutral_arm,0,concise,0,0.4895603786979843,0.2301244422420216,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0037_R2,70140136,0.341514734451877,19,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,1,0,0,2,5,5,1,1,0,a work trip,not high education,1,car is available for this trip,5,1,1,3,1,4,deepseek_chat,DST0037,2,neutral_arm,0,concise,0,0.4895603786979843,0.2301244422420216,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0037_R3,70140136,0.341514734451877,19,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,1,0,0,2,5,5,1,1,0,a work trip,not high education,1,car is available for this trip,5,1,1,3,1,4,deepseek_chat,DST0037,3,neutral_arm,0,concise,0,0.4895603786979843,0.2301244422420216,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0037_R4,70140136,0.341514734451877,19,female,30 or younger,9000,around CHF 9000 per month,0,0,0,0,0,1,9.0,1,0,0,2,5,5,1,1,0,a work trip,not high education,1,car is available for this trip,5,1,1,3,1,4,deepseek_chat,DST0037,4,neutral_arm,0,concise,0,0.4895603786979843,0.2301244422420216,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.1875,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0038_R1,10540531,0.1999290444257219,74,male,65 or older,3250,around CHF 3250 per month,1,0,0,0,0,0,3.25,1,0,0,2,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,1,3,1,4,2,2,deepseek_chat,DST0038,1,semantic_arm,1,naturalistic,1,0.4357918128843359,0.1686602438478647,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.625,0.0,0.40625,0.0,0.40625,0.09375,0.09375,0.0
DS0038_R2,10540531,0.1999290444257219,74,male,65 or older,3250,around CHF 3250 per month,1,0,0,0,0,0,3.25,1,0,0,2,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,1,3,1,4,2,2,deepseek_chat,DST0038,2,semantic_arm,1,naturalistic,1,0.4357918128843359,0.1686602438478647,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.375,0.0,0.40625,0.0,0.40625,0.09375,0.09375,0.0
DS0038_R3,10540531,0.1999290444257219,74,male,65 or older,3250,around CHF 3250 per month,1,0,0,0,0,0,3.25,1,0,0,2,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,1,3,1,4,2,2,deepseek_chat,DST0038,3,semantic_arm,1,naturalistic,1,0.4357918128843359,0.1686602438478647,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.1875,0.0,0.40625,0.0,0.40625,0.09375,0.09375,0.0
DS0038_R4,10540531,0.1999290444257219,74,male,65 or older,3250,around CHF 3250 per month,1,0,0,0,0,0,3.25,1,0,0,2,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,1,3,1,4,2,2,deepseek_chat,DST0038,4,semantic_arm,1,naturalistic,1,0.4357918128843359,0.1686602438478647,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.40625,0.0,0.40625,0.09375,0.09375,0.0
DS0039_R1,50260165,5.121759864312539,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,0,car is not available for this trip,1,5,4,3,3,2,deepseek_chat,DST0039,1,neutral_arm,0,concise,0,0.5938339196122839,0.1596411315449168,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.125,0.38541666666666663,0.5,0.0,0.40625,0.09375,0.0,0.0
DS0039_R2,50260165,5.121759864312539,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,0,car is not available for this trip,1,5,4,3,3,2,deepseek_chat,DST0039,2,neutral_arm,0,concise,0,0.5938339196122839,0.1596411315449168,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,0.5,0.0,4.6875,0.38541666666666663,0.5,0.0,0.5,0.0,0.0,0.0
DS0039_R3,50260165,5.121759864312539,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,0,car is not available for this trip,1,5,4,3,3,2,deepseek_chat,DST0039,3,neutral_arm,0,concise,0,0.5938339196122839,0.1596411315449168,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.625,0.38541666666666663,0.5,0.0,0.5,0.0,0.0,0.0
DS0039_R4,50260165,5.121759864312539,19,female,30 or younger,7000,around CHF 7000 per month,0,1,0,1,0,1,7.0,1,0,0,2,3,4,1,0,1,a non-work trip,not high education,0,car is not available for this trip,1,5,4,3,3,2,deepseek_chat,DST0039,4,neutral_arm,0,concise,0,0.5938339196122839,0.1596411315449168,16,6,2,2,2,2,2,0,16,0.0,1.0,0.0,0.5,0.0,3.875,0.38541666666666663,0.1875,0.0,0.1875,0.3125,0.3125,0.0
DS0040_R1,54540917,0.2290902236010023,45,female,45 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,1,3,1,1,deepseek_chat,DST0040,1,semantic_arm,1,naturalistic,1,0.6931588069643864,0.216405622603483,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.5625,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0040_R2,54540917,0.2290902236010023,45,female,45 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,1,3,1,1,deepseek_chat,DST0040,2,semantic_arm,1,naturalistic,1,0.6931588069643864,0.216405622603483,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.625,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0040_R3,54540917,0.2290902236010023,45,female,45 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,1,3,1,1,deepseek_chat,DST0040,3,semantic_arm,1,naturalistic,1,0.6931588069643864,0.216405622603483,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.75,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0040_R4,54540917,0.2290902236010023,45,female,45 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,1,0,1,5,4,2,1,0,a work trip,not high education,1,car is available for this trip,1,5,1,3,1,1,deepseek_chat,DST0040,4,semantic_arm,1,naturalistic,1,0.6931588069643864,0.216405622603483,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.625,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0041_R1,54420585,0.954424398357919,45,male,45 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,4,4,4,4,2,deepseek_chat,DST0041,1,neutral_arm,0,naturalistic,1,0.3979176711951774,0.1567427651313405,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0041_R2,54420585,0.954424398357919,45,male,45 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,4,4,4,4,2,deepseek_chat,DST0041,2,neutral_arm,0,naturalistic,1,0.3979176711951774,0.1567427651313405,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0041_R3,54420585,0.954424398357919,45,male,45 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,4,4,4,4,2,deepseek_chat,DST0041,3,neutral_arm,0,naturalistic,1,0.3979176711951774,0.1567427651313405,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.3125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0041_R4,54420585,0.954424398357919,45,male,45 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,4,4,4,4,2,deepseek_chat,DST0041,4,neutral_arm,0,naturalistic,1,0.3979176711951774,0.1567427651313405,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0042_R1,10350085,0.954424398357919,57,male,57 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,3,3,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,1,5,1,3,deepseek_chat,DST0042,1,neutral_arm,0,naturalistic,1,0.5109753321515225,0.2622768284178848,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.6875,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0042_R2,10350085,0.954424398357919,57,male,57 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,3,3,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,1,5,1,3,deepseek_chat,DST0042,2,neutral_arm,0,naturalistic,1,0.5109753321515225,0.2622768284178848,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0042_R3,10350085,0.954424398357919,57,male,57 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,3,3,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,1,5,1,3,deepseek_chat,DST0042,3,neutral_arm,0,naturalistic,1,0.5109753321515225,0.2622768284178848,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0042_R4,10350085,0.954424398357919,57,male,57 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,3,3,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,1,5,1,3,deepseek_chat,DST0042,4,neutral_arm,0,naturalistic,1,0.5109753321515225,0.2622768284178848,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0043_R1,50270475,0.3735873657560173,59,male,59 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,4,5,1,4,1,4,deepseek_chat,DST0043,1,semantic_arm,1,naturalistic,1,0.5580281945248222,0.0975443875623393,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.875,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0043_R2,50270475,0.3735873657560173,59,male,59 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,4,5,1,4,1,4,deepseek_chat,DST0043,2,semantic_arm,1,naturalistic,1,0.5580281945248222,0.0975443875623393,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.8125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0043_R3,50270475,0.3735873657560173,59,male,59 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,4,5,1,4,1,4,deepseek_chat,DST0043,3,semantic_arm,1,naturalistic,1,0.5580281945248222,0.0975443875623393,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.375,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0043_R4,50270475,0.3735873657560173,59,male,59 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,4,5,1,4,1,4,deepseek_chat,DST0043,4,semantic_arm,1,naturalistic,1,0.5580281945248222,0.0975443875623393,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.875,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0044_R1,30860246,0.3735873657560173,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,2,5,2,4,1,2,deepseek_chat,DST0044,1,neutral_arm,0,concise,0,0.6306795140218378,0.2500464046985419,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0044_R2,30860246,0.3735873657560173,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,2,5,2,4,1,2,deepseek_chat,DST0044,2,neutral_arm,0,concise,0,0.6306795140218378,0.2500464046985419,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.4375,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0044_R3,30860246,0.3735873657560173,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,2,5,2,4,1,2,deepseek_chat,DST0044,3,neutral_arm,0,concise,0,0.6306795140218378,0.2500464046985419,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.8125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0044_R4,30860246,0.3735873657560173,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,2,5,2,4,1,2,deepseek_chat,DST0044,4,neutral_arm,0,concise,0,0.6306795140218378,0.2500464046985419,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.125,0.0,0.5,0.0,0.5,0.0,0.0,0.0
DS0045_R1,47120549,0.2290902236010023,54,female,54 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,0,2,4,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,4,1,4,1,3,deepseek_chat,DST0045,1,semantic_arm,1,concise,0,0.4587204573714811,0.1515789692133773,16,6,2,2,2,2,2,0,16,0.0,0.0,0.0,1.0,0.0,4.25,0.0,0.40625,0.0,0.40625,0.09375,0.09375,0.0
