respondent_id,choice_label,choice_code,chosen_alternative_name,is_valid_choice,duration_sec
AI0668,B,1,CAR,1,0.5155024
AI0669,A,0,PT,1,0.5090666
AI0670,B,1,CAR,1,0.4423416
AI0671,B,1,CAR,1,0.5130381
AI0672,B,1,CAR,1,0.5087219
AI0673,B,1,CAR,1,0.4527272
AI0674,B,1,CAR,1,0.4296178
AI0675,B,1,CAR,1,0.5100001
AI0676,B,1,CAR,1,0.4943903
AI0677,B,1,CAR,1,0.4342335
AI0678,B,1,CAR,1,0.5048786
AI0679,B,1,CAR,1,0.5123717
AI0680,B,1,CAR,1,0.518331
AI0681,A,0,PT,1,0.5137239
AI0682,A,0,PT,1,0.5037232
AI0683,B,1,CAR,1,0.4360205
AI0684,B,1,CAR,1,0.5090721
AI0685,B,1,CAR,1,0.5042402
AI0686,B,1,CAR,1,0.4393556
AI0687,B,1,CAR,1,0.4315397
AI0688,B,1,CAR,1,0.4305005
AI0689,B,1,CAR,1,0.513631
AI0690,B,1,CAR,1,0.4400207
AI0691,B,1,CAR,1,0.4602543
AI0692,B,1,CAR,1,0.5019025
AI0693,B,1,CAR,1,0.4355364
AI0694,B,1,CAR,1,0.4240261
AI0695,B,1,CAR,1,0.4089321
AI0696,B,1,CAR,1,0.5061656
AI0697,B,1,CAR,1,0.9139194
AI0698,B,1,CAR,1,0.670906
AI0699,C,2,SLOW_MODES,1,1.7991147
AI0700,B,1,CAR,1,0.7584373
AI0701,B,1,CAR,1,2.5123974
AI0702,B,1,CAR,1,1.4455164
AI0703,B,1,CAR,1,2.0800304
AI0704,A,0,PT,1,0.5253235
AI0705,B,1,CAR,1,0.4880088
AI0706,B,1,CAR,1,0.4382387
AI0707,B,1,CAR,1,0.4154543
AI0708,B,1,CAR,1,0.4325723
