human_respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,TimePT,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,respondent_id,Envir01,Envir05,LifSty01,LifSty07,Mobil05,Mobil12,choice_code,choice_label,chosen_alternative_name,Choice
H0179,30330353,0.3735873657560173,53,male,53 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,0,3,7,5,1,1,0,a work trip,high education,1,car is available for this trip,112,10,4.8,29,4.18,26.5,0.56,0.145,0.1666666666666666,0.48,0.418,5.3,AI0179,4,5,5,5,5,5,1,B,CAR,1
H0180,30330355,0.8832827856419051,33,male,33 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,2,3,1,0,1,a non-work trip,high education,1,car is available for this trip,113,1,3.8,27,2.94,18.5,0.565,0.135,0.0166666666666666,0.38,0.294,3.7,AI0180,4,5,4,5,3,5,1,B,CAR,1
H0181,30330364,0.1999290444257219,73,male,65 or older,3250,around CHF 3250 per month,0,1,0,0,0,0,3.25,0,0,0,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,142,3,3.8,38,3.98,25.0,0.71,0.19,0.05,0.38,0.398,5.0,AI0181,4,3,2,2,3,5,1,B,CAR,1
H0182,30330409,0.2290902236010023,43,female,43 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,0,0,1,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,87,1,3.8,26,2.72,16.5,0.435,0.13,0.0166666666666666,0.38,0.272,3.3,AI0182,4,4,3,3,3,2,1,B,CAR,1
H0183,30330485,0.8832827856419051,36,male,36 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,3,3,1,0,1,a non-work trip,high education,1,car is available for this trip,73,5,5.7,12,1.62,11.0,0.365,0.06,0.0833333333333333,0.5700000000000001,0.162,2.2,AI0183,4,5,5,5,3,5,1,B,CAR,1
H0184,30330486,0.7944811628173415,34,female,34 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,2,3,1,0,1,a non-work trip,high education,1,car is available for this trip,200,49,8.6,66,7.44,46.5,1.0,0.33,0.8166666666666667,0.86,0.744,9.3,AI0184,4,5,5,5,3,4,1,B,CAR,1
H0185,30330486,0.7944811628173415,34,female,34 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,2,3,1,1,0,a work trip,high education,1,car is available for this trip,118,19,3.8,38,4.66,29.0,0.59,0.19,0.3166666666666666,0.38,0.466,5.8,AI0185,4,5,5,5,5,5,1,B,CAR,1
H0186,30330513,0.3735873657560173,48,male,48 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,1,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,277,23,29.3,88,12.91,100.5,1.385,0.44,0.3833333333333333,2.93,1.291,20.1,AI0186,4,5,5,5,3,5,1,B,CAR,1
H0187,30330558,0.2545934244605354,47,male,47 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,0,0,1,1,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,96,5,3.8,31,3.28,18.5,0.48,0.155,0.0833333333333333,0.38,0.3279999999999999,3.7,AI0187,4,3,2,2,3,5,1,B,CAR,1
H0188,30330565,0.5414274486172608,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,1,0,5,4,2,0,1,a non-work trip,high education,1,car is available for this trip,86,0,3.8,34,3.42,19.5,0.43,0.17,0.0,0.38,0.3419999999999999,3.9,AI0188,4,5,3,5,5,2,1,B,CAR,1
H0189,30330629,0.2290902236010023,48,female,48 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,1,2,1,0,0,1,a non-work trip,high education,1,car is available for this trip,123,5,5.7,23,2.51,13.0,0.615,0.115,0.0833333333333333,0.5700000000000001,0.251,2.6,AI0189,4,5,4,5,3,5,1,B,CAR,1
H0190,30330669,2.029711386372872,33,female,33 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,74,0,3.8,29,3.04,18.0,0.37,0.145,0.0,0.38,0.304,3.6,AI0190,4,3,2,2,3,2,1,B,CAR,1
H0191,30330674,0.2545934244605354,45,male,45 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,1,0,2,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,86,3,3.8,37,4.5,28.0,0.43,0.185,0.05,0.38,0.45,5.6,AI0191,4,3,2,2,3,5,1,B,CAR,1
H0192,30330674,0.2545934244605354,45,male,45 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,1,0,2,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,189,25,5.7,40,4.99,31.5,0.945,0.2,0.4166666666666667,0.5700000000000001,0.499,6.3,AI0192,4,3,2,3,3,4,1,B,CAR,1
H0193,30330675,0.8584724543995766,53,female,53 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,1,0,1,3,0,0,1,a non-work trip,not high education,0,car is not available for this trip,301,92,10.8,50,8.77,66.0,1.505,0.25,1.5333333333333334,1.08,0.877,13.2,AI0193,4,4,2,3,3,2,0,A,PT,0
H0194,30330693,0.3735873657560173,44,male,44 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,118,3,3.8,42,5.27,34.0,0.59,0.21,0.05,0.38,0.5269999999999999,6.8,AI0194,4,5,5,5,5,5,1,B,CAR,1
H0195,30330717,0.3735873657560173,64,male,64 years old,2000,around CHF 2000 per month,1,0,0,0,0,0,2.0,0,1,0,2,0,2,0,0,1,a non-work trip,high education,1,car is available for this trip,152,4,15.2,54,5.66,33.5,0.76,0.27,0.0666666666666666,1.52,0.5660000000000001,6.7,AI0195,4,5,3,5,3,4,1,B,CAR,1
H0196,30330725,0.2545934244605354,45,male,45 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,226,13,16.2,72,10.46,80.0,1.13,0.36,0.2166666666666666,1.62,1.046,16.0,AI0196,4,4,2,3,3,5,1,B,CAR,1
H0197,30330751,0.954424398357919,58,male,58 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,0,0,1,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,182,40,15.0,69,12.55,93.0,0.91,0.345,0.6666666666666666,1.5,1.255,18.6,AI0197,4,4,2,3,3,5,1,B,CAR,1
H0198,30330770,0.3735873657560173,64,male,64 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,1,0,1,4,2,0,0,1,a non-work trip,high education,1,car is available for this trip,141,16,4.9,33,3.64,21.1,0.705,0.165,0.2666666666666666,0.49,0.364,4.220000000000001,AI0198,4,5,3,5,3,4,1,B,CAR,1
H0199,30330795,0.954424398357919,62,male,62 years old,7384,around CHF 7384 per month,0,1,1,0,0,0,7.384,0,0,1,4,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,280,22,11.4,106,11.52,68.0,1.4,0.53,0.3666666666666666,1.14,1.152,13.6,AI0199,4,3,3,3,3,3,1,B,CAR,1
H0200,30330821,0.8832827856419051,31,male,31 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,0,0,1,2,0,1,0,a work trip,high education,1,car is available for this trip,55,0,0.0,24,2.69,17.5,0.275,0.12,0.0,0.0,0.269,3.5,AI0200,4,5,5,5,3,4,1,B,CAR,1
H0201,30330833,0.3735873657560173,51,male,51 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,2,7,3,1,1,0,a work trip,high education,1,car is available for this trip,83,0,3.8,31,3.58,22.0,0.415,0.155,0.0,0.38,0.358,4.4,AI0201,4,5,5,5,3,5,1,B,CAR,1
H0202,30330851,0.3735873657560173,46,male,46 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,2,6,4,2,1,0,a work trip,high education,1,car is available for this trip,93,0,3.8,25,2.97,17.5,0.465,0.125,0.0,0.38,0.297,3.5,AI0202,4,5,5,5,3,5,1,B,CAR,1
H0203,30331017,0.8584724543995766,57,female,57 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,58,0,0.0,30,3.07,18.0,0.29,0.15,0.0,0.0,0.307,3.6,AI0203,4,4,3,3,3,2,1,B,CAR,1
H0204,30331035,0.954424398357919,57,male,57 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,1,0,1,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,160,24,11.4,67,10.19,74.0,0.8,0.335,0.4,1.14,1.019,14.8,AI0204,4,3,2,3,3,5,1,B,CAR,1
H0205,30332010,0.2290902236010023,46,female,46 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,0,0,1,1,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,210,21,24.6,74,12.22,86.0,1.05,0.37,0.35,2.46,1.222,17.2,AI0205,4,5,5,5,3,4,1,B,CAR,1
H0206,30860015,0.8584724543995766,55,female,55 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,0,car is not available for this trip,122,7,0.0,44,4.99,29.0,0.61,0.22,0.1166666666666666,0.0,0.499,5.8,AI0206,4,5,2,3,3,2,0,A,PT,0
H0207,30860018,5.121759864312539,16,female,30 or younger,5000,around CHF 5000 per month,0,1,0,0,0,1,5.0,1,0,0,2,4,4,1,1,0,a work trip,not high education,0,car is not available for this trip,152,0,3.8,42,4.16,25.0,0.76,0.21,0.0,0.38,0.416,5.0,AI0207,4,5,2,2,3,1,0,A,PT,0
H0208,30860031,0.8584724543995766,47,female,47 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,248,51,11.4,71,7.18,56.5,1.24,0.355,0.85,1.14,0.718,11.3,AI0208,4,3,2,2,3,2,1,B,CAR,1
H0209,30860032,0.8584724543995766,47,female,47 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,232,51,9.5,57,5.86,38.5,1.16,0.285,0.85,0.95,0.5860000000000001,7.7,AI0209,4,3,2,3,3,2,1,B,CAR,1
H0210,30860095,0.5414274486172608,28,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,99,0,3.8,3,0.37,2.3,0.495,0.015,0.0,0.38,0.037,0.4599999999999999,AI0210,4,3,2,2,3,5,1,B,CAR,1
H0211,30860141,0.2290902236010023,59,female,59 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,1,2,1,2,0,1,0,a work trip,high education,1,car is available for this trip,93,12,7.6,26,2.72,17.0,0.465,0.13,0.2,0.76,0.272,3.4,AI0211,4,5,3,5,3,4,1,B,CAR,1
H0212,30860157,0.2545934244605354,-1,traveler,30 or younger,15000,around CHF 15000 per month,0,1,0,0,0,1,15.0,0,0,1,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,119,0,19.0,57,5.63,28.6,0.595,0.285,0.0,1.9,0.563,5.720000000000001,AI0212,4,3,2,3,3,2,1,B,CAR,1
H0213,30860176,0.8584724543995766,-1,female,30 or younger,5000,around CHF 5000 per month,0,1,0,0,0,1,5.0,0,0,0,1,3,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,46,0,11.4,34,3.48,19.5,0.23,0.17,0.0,1.14,0.348,3.9,AI0213,4,3,2,3,3,2,1,B,CAR,1
H0214,30860197,2.029711386372872,-1,traveler,30 or younger,9000,around CHF 9000 per month,0,1,0,0,0,1,9.0,1,0,0,1,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,73,5,15.2,35,3.38,18.0,0.365,0.175,0.0833333333333333,1.52,0.3379999999999999,3.6,AI0214,4,3,2,2,3,5,1,B,CAR,1
H0215,30860240,2.029711386372872,35,female,35 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,129,7,7.6,43,4.27,23.5,0.645,0.215,0.1166666666666666,0.76,0.4269999999999999,4.7,AI0215,4,4,2,3,3,5,1,B,CAR,1
H0216,30860245,0.3735873657560173,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,0,1,a non-work trip,high education,1,car is available for this trip,181,24,7.1,42,4.8,27.4,0.905,0.21,0.4,0.71,0.48,5.48,AI0216,4,5,5,5,3,5,1,B,CAR,1
H0217,30860246,0.3735873657560173,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,149,16,3.8,37,4.69,30.0,0.745,0.185,0.2666666666666666,0.38,0.469,6.0,AI0217,4,5,5,5,3,5,1,B,CAR,1
H0218,30860250,0.2290902236010023,55,female,55 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,1,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,213,21,11.5,90,8.61,49.0,1.065,0.45,0.35,1.15,0.861,9.8,AI0218,4,5,2,5,3,5,1,B,CAR,1
H0219,30860253,8.119879017681459,37,female,37 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,2,0,1,0,a work trip,not high education,1,car is available for this trip,163,23,17.1,88,10.99,76.0,0.815,0.44,0.3833333333333333,1.7100000000000002,1.099,15.2,AI0219,4,3,2,3,3,4,1,B,CAR,1
H0220,30860274,0.2545934244605354,41,male,41 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,3,3,1,1,0,a work trip,high education,1,car is available for this trip,122,5,7.6,65,6.86,43.0,0.61,0.325,0.0833333333333333,0.76,0.686,8.6,AI0220,4,5,3,5,3,4,1,B,CAR,1
H0221,30860310,5.121759864312539,19,female,30 or younger,15000,around CHF 15000 per month,0,1,0,1,0,1,15.0,1,0,1,2,5,5,1,0,1,a non-work trip,not high education,1,car is available for this trip,143,15,6.7,42,4.11,21.0,0.715,0.21,0.25,0.67,0.411,4.2,AI0221,4,4,2,3,3,5,1,B,CAR,1
H0222,30860391,0.5414274486172608,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,0,1,5,3,1,1,0,a work trip,high education,1,car is available for this trip,85,13,3.8,30,3.11,19.0,0.425,0.15,0.2166666666666666,0.38,0.311,3.8,AI0222,4,5,5,5,3,5,1,B,CAR,1
H0223,30860430,0.3360277669782562,50,female,50 years old,3250,around CHF 3250 per month,1,0,0,0,0,0,3.25,0,0,0,1,2,1,-1,0,1,a non-work trip,high education,1,car is available for this trip,263,45,11.4,77,7.77,47.0,1.315,0.385,0.75,1.14,0.7769999999999999,9.4,AI0223,4,5,3,5,3,2,1,B,CAR,1
H0224,30860444,0.954424398357919,49,male,49 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,0,2,3,4,0,1,0,a work trip,not high education,1,car is available for this trip,138,7,5.8,56,6.61,39.0,0.69,0.28,0.1166666666666666,0.58,0.661,7.8,AI0224,4,3,2,3,3,5,1,B,CAR,1
H0225,30860491,0.2290902236010023,46,female,46 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,1,4,2,0,1,0,a work trip,high education,1,car is available for this trip,193,36,0.0,85,12.71,87.0,0.965,0.425,0.6,0.0,1.271,17.4,AI0225,4,5,5,5,5,5,1,B,CAR,1
H0226,30860540,0.3735873657560173,50,male,50 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,2,7,5,3,0,1,a non-work trip,high education,1,car is available for this trip,224,23,11.5,89,12.75,86.0,1.12,0.445,0.3833333333333333,1.15,1.275,17.2,AI0226,4,5,3,5,3,4,1,B,CAR,1
H0227,30860545,0.3360277669782562,55,female,55 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,4,2,0,0,1,a non-work trip,high education,1,car is available for this trip,122,9,3.8,60,6.66,42.0,0.61,0.3,0.15,0.38,0.666,8.4,AI0227,4,5,5,5,5,5,1,B,CAR,1
H0228,30860546,0.3735873657560173,53,male,53 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,2,5,2,0,0,1,a non-work trip,high education,1,car is available for this trip,112,12,5.7,33,3.37,18.3,0.56,0.165,0.2,0.5700000000000001,0.337,3.66,AI0228,4,5,3,5,3,4,1,B,CAR,1
H0229,30860711,0.7495589495214057,66,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,1,0,1,4,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,169,10,7.6,74,7.75,47.0,0.845,0.37,0.1666666666666666,0.76,0.775,9.4,AI0229,4,3,2,2,3,5,1,B,CAR,1
H0230,30860712,0.7495589495214057,66,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,1,0,1,4,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,250,32,11.6,76,7.48,42.0,1.25,0.38,0.5333333333333333,1.16,0.748,8.4,AI0230,4,3,2,2,3,5,1,B,CAR,1
H0231,30860718,0.7495589495214057,71,male,65 or older,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,1,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,418,116,23.6,126,15.15,101.0,2.09,0.63,1.9333333333333331,2.3600000000000003,1.515,20.2,AI0231,4,3,2,3,3,4,1,B,CAR,1
H0232,30860723,2.256576028779217,39,male,39 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,132,14,6.7,42,4.08,20.0,0.66,0.21,0.2333333333333333,0.67,0.408,4.0,AI0232,4,3,2,2,3,5,1,B,CAR,1
H0233,30860725,0.954424398357919,55,male,55 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,1,0,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,112,5,0.0,90,9.16,53.7,0.56,0.45,0.0833333333333333,0.0,0.916,10.74,AI0233,4,3,2,3,3,2,1,B,CAR,1
H0234,30860768,0.2545934244605354,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,109,10,5.8,51,5.33,30.0,0.545,0.255,0.1666666666666666,0.58,0.533,6.0,AI0234,4,5,3,5,3,4,1,B,CAR,1
H0235,30860803,0.8584724543995766,57,female,57 years old,2000,around CHF 2000 per month,0,1,0,0,0,0,2.0,1,0,1,2,3,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,187,12,11.8,48,4.86,26.0,0.935,0.24,0.2,1.1800000000000002,0.486,5.2,AI0235,4,3,2,3,3,4,1,B,CAR,1
H0236,30860804,3.818189834136154,61,male,61 years old,2000,around CHF 2000 per month,0,1,0,0,0,0,2.0,0,0,0,2,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,10,0,0.0,2,0.29,0.2,0.05,0.01,0.0,0.0,0.0289999999999999,0.04,AI0236,4,3,2,2,3,5,1,B,CAR,1
H0237,30860804,3.818189834136154,61,male,61 years old,2000,around CHF 2000 per month,0,1,0,0,0,0,2.0,0,0,0,2,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,10,0,0.0,2,0.29,0.2,0.05,0.01,0.0,0.0,0.0289999999999999,0.04,AI0237,4,5,2,2,3,3,1,B,CAR,1
H0238,31320656,0.2545934244605354,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,95,22,0.0,70,7.97,54.0,0.475,0.35,0.3666666666666666,0.0,0.7969999999999999,10.8,AI0238,4,5,3,5,3,4,1,B,CAR,1
H0239,31321173,0.8584724543995766,42,female,42 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,1,1,5,4,3,1,0,a work trip,not high education,1,car is available for this trip,136,20,7.6,80,9.03,60.0,0.68,0.4,0.3333333333333333,0.76,0.903,12.0,AI0239,4,4,2,3,3,5,1,B,CAR,1
H0240,31321487,2.029711386372872,34,female,34 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,0,2,2,0,1,0,a work trip,not high education,0,car is not available for this trip,116,0,0.0,75,6.71,40.0,0.58,0.375,0.0,0.0,0.671,8.0,AI0240,4,4,2,3,3,2,0,A,PT,0
H0241,31321592,0.3735873657560173,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,1,4,2,0,0,1,a non-work trip,high education,1,car is available for this trip,319,53,0.0,256,42.86,321.0,1.595,1.28,0.8833333333333333,0.0,4.286,64.2,AI0241,4,5,3,5,3,4,1,B,CAR,1
H0242,32710161,0.8584724543995766,51,female,51 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,71,0,4.0,12,1.05,6.0,0.355,0.06,0.0,0.4,0.105,1.2,AI0242,4,3,2,3,3,2,1,B,CAR,1
H0243,39010096,2.029711386372872,24,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,1,1,7.0,1,0,1,3,1,2,0,1,0,a work trip,not high education,1,car is available for this trip,34,0,4.0,26,2.64,14.0,0.17,0.13,0.0,0.4,0.264,2.8,AI0243,4,3,2,2,3,5,1,B,CAR,1
H0244,39110243,0.3735873657560173,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,2,1,4,-1,1,0,a work trip,high education,1,car is available for this trip,138,20,0.0,75,10.25,79.0,0.69,0.375,0.3333333333333333,0.0,1.025,15.8,AI0244,4,5,5,5,3,5,1,B,CAR,1
H0245,39110258,0.954424398357919,-1,traveler,30 or younger,-1,unknown income,0,1,0,0,0,1,-0.001,0,0,0,-1,-1,-1,-1,1,0,a work trip,not high education,1,car is available for this trip,42,0,6.8,15,1.75,12.5,0.21,0.075,0.0,0.6799999999999999,0.175,2.5,AI0245,4,3,2,2,3,2,1,B,CAR,1
H0246,39110438,0.3735873657560173,57,male,57 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,2,4,5,1,1,0,a work trip,high education,1,car is available for this trip,141,9,0.0,85,10.07,82.0,0.705,0.425,0.15,0.0,1.007,16.4,AI0246,4,5,5,5,3,5,1,B,CAR,1
H0247,39110815,0.3735873657560173,56,male,56 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,1,0,1,4,3,0,1,0,a work trip,high education,1,car is available for this trip,101,11,7.2,28,3.45,24.0,0.505,0.14,0.1833333333333333,0.72,0.345,4.8,AI0247,4,5,5,5,5,5,1,B,CAR,1
H0248,39110816,0.5414274486172608,24,female,30 or younger,7000,around CHF 7000 per month,0,0,0,0,0,1,7.0,1,0,1,1,3,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,228,24,0.0,299,54.84,428.5,1.14,1.495,0.4,0.0,5.484,85.7,AI0248,4,4,2,3,3,5,1,B,CAR,1
H0249,39110987,0.954424398357919,48,male,48 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,84,11,3.5,14,1.71,11.0,0.42,0.07,0.1833333333333333,0.35,0.1709999999999999,2.2,AI0249,4,3,2,2,3,5,1,B,CAR,1
H0250,39110987,0.954424398357919,48,male,48 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,80,8,3.2,14,1.71,11.0,0.4,0.07,0.1333333333333333,0.32,0.1709999999999999,2.2,AI0250,4,3,2,2,3,5,1,B,CAR,1
H0251,39111287,0.8584724543995766,40,female,40 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,176,1,10.0,51,6.92,39.5,0.88,0.255,0.0166666666666666,1.0,0.692,7.9,AI0251,4,4,2,3,3,5,1,B,CAR,1
H0252,39111325,0.2290902236010023,40,female,40 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,1,1,3,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,42,0,3.4,19,2.11,14.5,0.21,0.095,0.0,0.3399999999999999,0.211,2.9,AI0252,4,4,2,3,3,5,1,B,CAR,1
H0253,39111325,0.2290902236010023,40,female,40 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,1,1,3,4,2,1,0,a work trip,not high education,1,car is available for this trip,46,0,3.4,19,2.11,14.5,0.23,0.095,0.0,0.3399999999999999,0.211,2.9,AI0253,4,4,2,3,3,5,1,B,CAR,1
H0254,39111355,0.3735873657560173,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,107,0,7.2,28,3.51,24.0,0.535,0.14,0.0,0.72,0.351,4.8,AI0254,4,5,5,5,3,5,1,B,CAR,1
H0255,39111360,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,1,3,5,2,0,1,a non-work trip,high education,0,car is not available for this trip,36,0,4.0,18,1.95,8.0,0.18,0.09,0.0,0.4,0.195,1.6,AI0255,4,5,3,5,3,2,0,A,PT,0
H0256,39111360,0.6019450605361366,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,1,3,5,2,1,0,a work trip,high education,0,car is not available for this trip,56,0,2.2,18,1.95,8.0,0.28,0.09,0.0,0.22,0.195,1.6,AI0256,4,5,3,5,5,2,0,A,PT,0
H0257,39120013,0.2290902236010023,55,female,55 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,0,0,2,2,2,-1,1,0,a work trip,high education,1,car is available for this trip,240,3,0.0,284,52.91,416.0,1.2,1.42,0.05,0.0,5.291,83.2,AI0257,4,5,5,5,3,5,1,B,CAR,1
H0258,39120015,0.5414274486172608,32,female,32 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,2,4,4,2,1,0,a work trip,high education,1,car is available for this trip,110,4,15.4,31,3.85,27.0,0.55,0.155,0.0666666666666666,1.54,0.385,5.4,AI0258,4,5,4,5,5,4,1,B,CAR,1
H0259,39120016,0.954424398357919,40,male,40 years old,9000,around CHF 9000 per month,0,1,0,1,0,0,9.0,0,0,0,2,4,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,67,0,8.0,23,2.54,17.5,0.335,0.115,0.0,0.8,0.254,3.5,AI0259,4,3,3,3,3,4,1,B,CAR,1
H0260,39120245,0.3735873657560173,44,male,44 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,0,0,0,1,6,6,4,1,0,a work trip,high education,1,car is available for this trip,98,0,8.0,32,4.03,28.0,0.49,0.16,0.0,0.8,0.403,5.6,AI0260,4,5,3,5,3,2,1,B,CAR,1
