respondent_id,task_index,Choice,PT_AVAILABLE,CAR_AVAILABLE,SLOW_AVAILABLE,TimePT,TimeCar,WaitingTimePT,MarginalCostPT,CostCarCHF,distance_km,panel_row_index,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,normalized_weight,age,CalculatedIncome,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01
PO0014_R4,3,1,1,1,1,157.0,36.0,8.0,11.4,5.45,38.0,3,0.785,0.18,0.13333333333333333,1.1400000000000001,0.545,7.6,0.6019450605361366,35,15000,1,0,1,0,0,0,15.0,1,0,1,1,0,6,4,3,5,3,4
PO0014_R4,4,1,1,1,1,96.0,27.0,18.0,4.4,2.98,19.0,4,0.48,0.135,0.3,0.44000000000000006,0.298,3.8,0.6019450605361366,35,15000,1,0,1,0,0,0,15.0,1,0,1,1,0,6,4,3,5,3,4
PO0014_R4,5,1,1,1,1,46.0,24.0,0.0,3.8,2.38,12.3,5,0.23,0.12,0.0,0.38,0.238,2.46,0.6019450605361366,35,15000,1,0,1,0,0,0,15.0,1,0,1,1,0,6,4,3,5,3,4
PO0014_R4,6,1,1,1,1,113.0,50.0,15.0,23.4,5.2,34.0,6,0.565,0.25,0.25,2.34,0.52,6.8,0.6019450605361366,35,15000,1,0,1,0,0,0,15.0,1,0,1,1,0,6,4,3,5,3,4
PO0015_R1,1,1,1,1,1,133.0,68.0,21.0,13.3,8.24,54.5,1,0.665,0.34,0.35,1.33,0.8240000000000001,10.9,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R1,2,1,1,1,1,129.0,39.0,25.0,11.2,4.18,27.0,2,0.645,0.195,0.4166666666666667,1.1199999999999999,0.418,5.4,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R1,3,0,1,1,1,106.0,51.0,12.0,0.0,7.14,51.0,3,0.53,0.255,0.2,0.0,0.714,10.2,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R1,4,1,1,1,1,115.0,41.0,2.0,6.4,6.71,48.0,4,0.575,0.205,0.03333333333333333,0.64,0.671,9.6,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R1,5,1,1,1,1,162.0,66.0,14.0,12.5,7.81,53.0,5,0.81,0.33,0.23333333333333334,1.25,0.7809999999999999,10.6,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R1,6,0,1,1,1,12.0,2.0,0.0,0.0,0.26,0.6,6,0.06,0.01,0.0,0.0,0.026000000000000002,0.12,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R2,1,1,1,1,1,133.0,68.0,21.0,13.3,8.24,54.5,1,0.665,0.34,0.35,1.33,0.8240000000000001,10.9,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R2,2,1,1,1,1,129.0,39.0,25.0,11.2,4.18,27.0,2,0.645,0.195,0.4166666666666667,1.1199999999999999,0.418,5.4,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R2,3,0,1,1,1,106.0,51.0,12.0,0.0,7.14,51.0,3,0.53,0.255,0.2,0.0,0.714,10.2,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R2,4,1,1,1,1,115.0,41.0,2.0,6.4,6.71,48.0,4,0.575,0.205,0.03333333333333333,0.64,0.671,9.6,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R2,5,1,1,1,1,162.0,66.0,14.0,12.5,7.81,53.0,5,0.81,0.33,0.23333333333333334,1.25,0.7809999999999999,10.6,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R2,6,0,1,1,1,12.0,2.0,0.0,0.0,0.26,0.6,6,0.06,0.01,0.0,0.0,0.026000000000000002,0.12,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R3,1,1,1,1,1,133.0,68.0,21.0,13.3,8.24,54.5,1,0.665,0.34,0.35,1.33,0.8240000000000001,10.9,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R3,2,1,1,1,1,129.0,39.0,25.0,11.2,4.18,27.0,2,0.645,0.195,0.4166666666666667,1.1199999999999999,0.418,5.4,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R3,3,0,1,1,1,106.0,51.0,12.0,0.0,7.14,51.0,3,0.53,0.255,0.2,0.0,0.714,10.2,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R3,4,1,1,1,1,115.0,41.0,2.0,6.4,6.71,48.0,4,0.575,0.205,0.03333333333333333,0.64,0.671,9.6,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R3,5,1,1,1,1,162.0,66.0,14.0,12.5,7.81,53.0,5,0.81,0.33,0.23333333333333334,1.25,0.7809999999999999,10.6,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R3,6,1,1,1,1,12.0,2.0,0.0,0.0,0.26,0.6,6,0.06,0.01,0.0,0.0,0.026000000000000002,0.12,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R4,1,1,1,1,1,133.0,68.0,21.0,13.3,8.24,54.5,1,0.665,0.34,0.35,1.33,0.8240000000000001,10.9,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R4,2,1,1,1,1,129.0,39.0,25.0,11.2,4.18,27.0,2,0.645,0.195,0.4166666666666667,1.1199999999999999,0.418,5.4,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R4,3,0,1,1,1,106.0,51.0,12.0,0.0,7.14,51.0,3,0.53,0.255,0.2,0.0,0.714,10.2,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R4,4,1,1,1,1,115.0,41.0,2.0,6.4,6.71,48.0,4,0.575,0.205,0.03333333333333333,0.64,0.671,9.6,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R4,5,1,1,1,1,162.0,66.0,14.0,12.5,7.81,53.0,5,0.81,0.33,0.23333333333333334,1.25,0.7809999999999999,10.6,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0015_R4,6,0,1,1,1,12.0,2.0,0.0,0.0,0.26,0.6,6,0.06,0.01,0.0,0.0,0.026000000000000002,0.12,2.256576028779217,31,3250,0,1,1,0,0,0,3.25,1,0,0,1,0,1,6,2,1,1,2
PO0016_R1,1,1,1,1,1,127.0,23.0,0.0,8.0,2.31,14.7,1,0.635,0.115,0.0,0.8,0.231,2.94,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R1,2,2,1,0,1,116.0,75.0,0.0,0.0,6.71,40.0,2,0.58,0.375,0.0,0.0,0.671,8.0,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R1,3,1,1,1,1,67.0,22.0,0.0,0.0,2.35,19.0,3,0.335,0.11,0.0,0.0,0.23500000000000001,3.8,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R1,4,1,1,1,1,140.0,69.0,18.0,27.6,8.21,61.0,4,0.7,0.345,0.3,2.7600000000000002,0.8210000000000001,12.2,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R1,5,1,1,1,1,26.0,16.0,0.0,6.0,1.89,12.0,5,0.13,0.08,0.0,0.6,0.189,2.4,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R1,6,1,1,1,1,189.0,50.0,13.0,7.9,5.83,40.0,6,0.945,0.25,0.21666666666666667,0.79,0.583,8.0,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R2,1,1,1,1,1,127.0,23.0,0.0,8.0,2.31,14.7,1,0.635,0.115,0.0,0.8,0.231,2.94,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R2,2,0,1,0,1,116.0,75.0,0.0,0.0,6.71,40.0,2,0.58,0.375,0.0,0.0,0.671,8.0,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R2,3,1,1,1,1,67.0,22.0,0.0,0.0,2.35,19.0,3,0.335,0.11,0.0,0.0,0.23500000000000001,3.8,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R2,4,1,1,1,1,140.0,69.0,18.0,27.6,8.21,61.0,4,0.7,0.345,0.3,2.7600000000000002,0.8210000000000001,12.2,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R2,5,1,1,1,1,26.0,16.0,0.0,6.0,1.89,12.0,5,0.13,0.08,0.0,0.6,0.189,2.4,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R2,6,1,1,1,1,189.0,50.0,13.0,7.9,5.83,40.0,6,0.945,0.25,0.21666666666666667,0.79,0.583,8.0,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R3,1,1,1,1,1,127.0,23.0,0.0,8.0,2.31,14.7,1,0.635,0.115,0.0,0.8,0.231,2.94,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R3,2,0,1,0,1,116.0,75.0,0.0,0.0,6.71,40.0,2,0.58,0.375,0.0,0.0,0.671,8.0,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R3,3,1,1,1,1,67.0,22.0,0.0,0.0,2.35,19.0,3,0.335,0.11,0.0,0.0,0.23500000000000001,3.8,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R3,4,1,1,1,1,140.0,69.0,18.0,27.6,8.21,61.0,4,0.7,0.345,0.3,2.7600000000000002,0.8210000000000001,12.2,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R3,5,1,1,1,1,26.0,16.0,0.0,6.0,1.89,12.0,5,0.13,0.08,0.0,0.6,0.189,2.4,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R3,6,1,1,1,1,189.0,50.0,13.0,7.9,5.83,40.0,6,0.945,0.25,0.21666666666666667,0.79,0.583,8.0,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R4,1,1,1,1,1,127.0,23.0,0.0,8.0,2.31,14.7,1,0.635,0.115,0.0,0.8,0.231,2.94,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R4,2,0,1,0,1,116.0,75.0,0.0,0.0,6.71,40.0,2,0.58,0.375,0.0,0.0,0.671,8.0,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R4,3,1,1,1,1,67.0,22.0,0.0,0.0,2.35,19.0,3,0.335,0.11,0.0,0.0,0.23500000000000001,3.8,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R4,4,1,1,1,1,140.0,69.0,18.0,27.6,8.21,61.0,4,0.7,0.345,0.3,2.7600000000000002,0.8210000000000001,12.2,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R4,5,1,1,1,1,26.0,16.0,0.0,6.0,1.89,12.0,5,0.13,0.08,0.0,0.6,0.189,2.4,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0016_R4,6,1,1,1,1,189.0,50.0,13.0,7.9,5.83,40.0,6,0.945,0.25,0.21666666666666667,0.79,0.583,8.0,0.8584724543995766,42,9000,0,1,0,0,0,0,9.0,1,0,0,0,1,1,6,2,4,1,2
PO0017_R1,1,1,1,1,1,169.0,74.0,10.0,7.6,7.75,47.0,1,0.845,0.37,0.16666666666666666,0.76,0.775,9.4,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R1,2,0,1,1,1,219.0,177.0,17.0,0.0,24.26,180.5,2,1.095,0.885,0.2833333333333333,0.0,2.426,36.1,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R1,3,0,1,0,1,149.0,28.0,60.0,0.0,2.79,20.0,3,0.745,0.14,1.0,0.0,0.279,4.0,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R1,4,1,1,1,1,165.0,66.0,24.0,7.4,8.31,62.0,4,0.825,0.33,0.4,0.74,0.8310000000000001,12.4,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R1,5,1,1,1,1,118.0,24.0,10.0,11.4,2.54,17.5,5,0.59,0.12,0.16666666666666666,1.1400000000000001,0.254,3.5,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R1,6,1,1,1,1,181.0,24.0,15.0,16.2,2.97,20.0,6,0.905,0.12,0.25,1.6199999999999999,0.29700000000000004,4.0,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R2,1,1,1,1,1,169.0,74.0,10.0,7.6,7.75,47.0,1,0.845,0.37,0.16666666666666666,0.76,0.775,9.4,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R2,2,0,1,1,1,219.0,177.0,17.0,0.0,24.26,180.5,2,1.095,0.885,0.2833333333333333,0.0,2.426,36.1,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R2,3,2,1,0,1,149.0,28.0,60.0,0.0,2.79,20.0,3,0.745,0.14,1.0,0.0,0.279,4.0,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R2,4,1,1,1,1,165.0,66.0,24.0,7.4,8.31,62.0,4,0.825,0.33,0.4,0.74,0.8310000000000001,12.4,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R2,5,1,1,1,1,118.0,24.0,10.0,11.4,2.54,17.5,5,0.59,0.12,0.16666666666666666,1.1400000000000001,0.254,3.5,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R2,6,1,1,1,1,181.0,24.0,15.0,16.2,2.97,20.0,6,0.905,0.12,0.25,1.6199999999999999,0.29700000000000004,4.0,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R3,1,1,1,1,1,169.0,74.0,10.0,7.6,7.75,47.0,1,0.845,0.37,0.16666666666666666,0.76,0.775,9.4,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R3,2,1,1,1,1,219.0,177.0,17.0,0.0,24.26,180.5,2,1.095,0.885,0.2833333333333333,0.0,2.426,36.1,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R3,3,0,1,0,1,149.0,28.0,60.0,0.0,2.79,20.0,3,0.745,0.14,1.0,0.0,0.279,4.0,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R3,4,1,1,1,1,165.0,66.0,24.0,7.4,8.31,62.0,4,0.825,0.33,0.4,0.74,0.8310000000000001,12.4,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R3,5,1,1,1,1,118.0,24.0,10.0,11.4,2.54,17.5,5,0.59,0.12,0.16666666666666666,1.1400000000000001,0.254,3.5,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R3,6,1,1,1,1,181.0,24.0,15.0,16.2,2.97,20.0,6,0.905,0.12,0.25,1.6199999999999999,0.29700000000000004,4.0,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R4,1,1,1,1,1,169.0,74.0,10.0,7.6,7.75,47.0,1,0.845,0.37,0.16666666666666666,0.76,0.775,9.4,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R4,2,0,1,1,1,219.0,177.0,17.0,0.0,24.26,180.5,2,1.095,0.885,0.2833333333333333,0.0,2.426,36.1,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R4,3,2,1,0,1,149.0,28.0,60.0,0.0,2.79,20.0,3,0.745,0.14,1.0,0.0,0.279,4.0,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R4,4,1,1,1,1,165.0,66.0,24.0,7.4,8.31,62.0,4,0.825,0.33,0.4,0.74,0.8310000000000001,12.4,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R4,5,1,1,1,1,118.0,24.0,10.0,11.4,2.54,17.5,5,0.59,0.12,0.16666666666666666,1.1400000000000001,0.254,3.5,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0017_R4,6,1,1,1,1,181.0,24.0,15.0,16.2,2.97,20.0,6,0.905,0.12,0.25,1.6199999999999999,0.29700000000000004,4.0,0.954424398357919,40,5000,0,1,0,0,0,0,5.0,1,0,1,0,1,3,4,4,2,6,1
PO0018_R1,1,1,1,1,1,214.0,134.0,12.0,16.6,11.22,67.0,1,1.07,0.67,0.2,1.6600000000000001,1.122,13.4,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R1,2,1,1,1,1,239.0,70.0,30.0,22.7,9.46,70.5,2,1.195,0.35,0.5,2.27,0.9460000000000001,14.1,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R1,3,1,1,1,1,130.0,70.0,9.0,0.0,9.5,65.0,3,0.65,0.35,0.15,0.0,0.95,13.0,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R1,4,1,1,1,1,153.0,62.0,16.0,13.0,7.75,53.5,4,0.765,0.31,0.26666666666666666,1.3,0.775,10.7,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R1,5,1,1,1,1,122.0,29.0,23.0,11.3,3.04,22.0,5,0.61,0.145,0.38333333333333336,1.1300000000000001,0.304,4.4,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R1,6,0,1,1,1,281.0,194.0,51.0,0.0,25.67,189.2,6,1.405,0.97,0.85,0.0,2.567,37.839999999999996,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R2,1,1,1,1,1,214.0,134.0,12.0,16.6,11.22,67.0,1,1.07,0.67,0.2,1.6600000000000001,1.122,13.4,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R2,2,1,1,1,1,239.0,70.0,30.0,22.7,9.46,70.5,2,1.195,0.35,0.5,2.27,0.9460000000000001,14.1,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R2,3,0,1,1,1,130.0,70.0,9.0,0.0,9.5,65.0,3,0.65,0.35,0.15,0.0,0.95,13.0,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R2,4,1,1,1,1,153.0,62.0,16.0,13.0,7.75,53.5,4,0.765,0.31,0.26666666666666666,1.3,0.775,10.7,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R2,5,1,1,1,1,122.0,29.0,23.0,11.3,3.04,22.0,5,0.61,0.145,0.38333333333333336,1.1300000000000001,0.304,4.4,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R2,6,0,1,1,1,281.0,194.0,51.0,0.0,25.67,189.2,6,1.405,0.97,0.85,0.0,2.567,37.839999999999996,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R3,1,1,1,1,1,214.0,134.0,12.0,16.6,11.22,67.0,1,1.07,0.67,0.2,1.6600000000000001,1.122,13.4,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R3,2,1,1,1,1,239.0,70.0,30.0,22.7,9.46,70.5,2,1.195,0.35,0.5,2.27,0.9460000000000001,14.1,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R3,3,1,1,1,1,130.0,70.0,9.0,0.0,9.5,65.0,3,0.65,0.35,0.15,0.0,0.95,13.0,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R3,4,1,1,1,1,153.0,62.0,16.0,13.0,7.75,53.5,4,0.765,0.31,0.26666666666666666,1.3,0.775,10.7,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R3,5,1,1,1,1,122.0,29.0,23.0,11.3,3.04,22.0,5,0.61,0.145,0.38333333333333336,1.1300000000000001,0.304,4.4,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R3,6,1,1,1,1,281.0,194.0,51.0,0.0,25.67,189.2,6,1.405,0.97,0.85,0.0,2.567,37.839999999999996,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R4,1,1,1,1,1,214.0,134.0,12.0,16.6,11.22,67.0,1,1.07,0.67,0.2,1.6600000000000001,1.122,13.4,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R4,2,1,1,1,1,239.0,70.0,30.0,22.7,9.46,70.5,2,1.195,0.35,0.5,2.27,0.9460000000000001,14.1,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R4,3,1,1,1,1,130.0,70.0,9.0,0.0,9.5,65.0,3,0.65,0.35,0.15,0.0,0.95,13.0,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R4,4,1,1,1,1,153.0,62.0,16.0,13.0,7.75,53.5,4,0.765,0.31,0.26666666666666666,1.3,0.775,10.7,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R4,5,1,1,1,1,122.0,29.0,23.0,11.3,3.04,22.0,5,0.61,0.145,0.38333333333333336,1.1300000000000001,0.304,4.4,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0018_R4,6,1,1,1,1,281.0,194.0,51.0,0.0,25.67,189.2,6,1.405,0.97,0.85,0.0,2.567,37.839999999999996,0.1999290444257219,76,9000,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1
PO0019_R1,1,1,1,1,1,186.0,99.0,25.0,13.0,16.18,125.0,1,0.93,0.495,0.4166666666666667,1.3,1.6179999999999999,25.0,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
PO0019_R1,2,1,1,1,1,114.0,39.0,15.0,20.0,3.96,26.0,2,0.57,0.195,0.25,2.0,0.396,5.2,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
PO0019_R1,3,1,1,1,1,111.0,13.0,20.0,11.0,1.23,6.0,3,0.555,0.065,0.3333333333333333,1.1,0.123,1.2,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
PO0019_R1,4,1,1,1,1,136.0,44.0,49.0,16.1,4.37,26.0,4,0.68,0.22,0.8166666666666667,1.61,0.437,5.2,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
PO0019_R1,5,1,1,1,1,134.0,20.0,28.0,8.0,2.32,15.0,5,0.67,0.1,0.4666666666666667,0.8,0.23199999999999998,3.0,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
PO0019_R1,6,1,1,1,1,54.0,10.0,4.0,7.6,1.26,8.0,6,0.27,0.05,0.06666666666666667,0.76,0.126,1.6,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
PO0019_R2,1,1,1,1,1,186.0,99.0,25.0,13.0,16.18,125.0,1,0.93,0.495,0.4166666666666667,1.3,1.6179999999999999,25.0,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
PO0019_R2,2,1,1,1,1,114.0,39.0,15.0,20.0,3.96,26.0,2,0.57,0.195,0.25,2.0,0.396,5.2,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
PO0019_R2,3,1,1,1,1,111.0,13.0,20.0,11.0,1.23,6.0,3,0.555,0.065,0.3333333333333333,1.1,0.123,1.2,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
PO0019_R2,4,1,1,1,1,136.0,44.0,49.0,16.1,4.37,26.0,4,0.68,0.22,0.8166666666666667,1.61,0.437,5.2,0.2545934244605354,50,7000,0,0,0,1,0,0,7.0,0,0,1,1,0,5,5,2,3,1,2
