ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight,normalized_weight,human_id,CAR_AVAILABLE,PT_AVAILABLE,SLOW_AVAILABLE,ScaledIncome,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,high_education,low_education,top_manager,employees,artisans,age_30_less,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip
30330674,1,2,86,42,3,7.6,3.14,37,2,0,2,0,1,0,2,1,1,1,3,2,1,1,3.0,4,6,1,1965,1,7,1,3,15000,4,1,2,2,2,2,1,3.8,4.5,1,2,2,2,3,4,4,2,4,3,1,5,5,3,3,6,4,3,5,4,5,4,4,3,4,3,4,2,5,3,2,1,1,2,2,3,2,2,2,3,2,3,4,3,2,4,4,2,3,2,3,4,5,4,2,4,1,2,2,4,2,2,4,2,2,4,4,28.0,1,41,4,44,4,45,0.000109132,0.2545934244605354,30330674,1,1,1,15.0,0.43,0.185,0.05,0.38,0.45,5.6,0,0,0,0,0,0,1,1,0,0,1
30330674,1,4,189,83,25,11.4,3.48,40,2,0,2,0,1,0,2,1,1,1,3,2,1,1,3.0,4,6,1,1965,1,7,1,3,15000,4,1,2,2,2,2,1,5.7,4.99,1,2,2,2,3,4,4,2,4,3,1,5,5,3,3,6,4,3,5,4,5,4,4,3,4,3,4,2,5,3,2,1,1,2,2,3,2,2,2,3,2,3,4,3,2,4,4,2,3,2,3,4,5,4,2,4,1,2,2,4,2,3,4,2,2,4,4,31.5,1,81,4,52,4,45,0.000109132,0.2545934244605354,30330674,1,1,1,15.0,0.945,0.2,0.4166666666666667,0.5700000000000001,0.499,6.3,0,0,0,0,0,0,1,1,0,0,1
30330675,1,4,301,26,92,21.6,6.12,50,3,0,0,0,1,0,2,3,1,2,3,0,2,2,5.0,0,3,2,1957,1,4,1,6,5000,3,1,2,2,2,1,3,10.8,8.77,2,4,-1,3,4,4,5,4,3,3,3,5,5,2,5,6,5,1,6,1,6,2,5,2,5,5,2,5,2,5,2,5,3,2,5,2,5,1,2,5,1,5,5,3,3,2,3,5,3,1,2,5,5,1,2,4,1,2,2,4,3,2,2,-1,3,2,4,66.0,0,183,4,152,4,53,0.000367986,0.8584724543995766,30330675,0,1,1,5.0,1.505,0.25,1.5333333333333334,1.08,0.877,13.2,0,1,0,1,0,0,1,0,1,0,1
30330693,1,2,118,48,3,7.6,3.68,42,1,0,1,1,1,0,2,2,1,2,2,1,2,1,5.0,10,5,1,1966,1,1,1,3,9000,7,1,2,2,2,2,1,3.8,5.27,1,4,1,2,3,4,3,2,2,5,2,1,5,4,3,6,4,2,5,4,5,4,4,1,4,1,3,1,4,3,1,1,2,3,2,4,3,4,5,3,4,2,1,4,6,2,1,5,3,2,2,4,4,3,1,4,1,2,2,4,1,2,3,2,2,1,4,34.0,1,67,4,40,4,44,0.000160139,0.3735873657560173,30330693,1,1,1,9.0,0.59,0.21,0.05,0.38,0.5269999999999999,6.8,1,0,0,0,0,0,1,1,0,1,0
30330717,1,2,152,72,4,15.2,3.95,54,2,0,2,1,0,0,2,0,1,1,2,0,1,1,5.0,25,1,1,1946,1,2,9,2,2000,8,2,2,2,2,2,1,15.2,5.66,1,1,5,5,1,1,5,2,3,5,1,4,5,3,1,6,5,3,5,3,5,5,6,6,6,6,6,1,6,1,1,1,1,1,1,3,2,1,5,4,3,1,5,3,6,3,1,5,1,5,1,5,5,1,-1,4,1,2,2,4,1,4,2,2,2,3,4,33.5,1,76,5,54,4,64,0.000160139,0.3735873657560173,30330717,1,1,1,2.0,0.76,0.27,0.0666666666666666,1.52,0.5660000000000001,6.7,1,0,0,0,0,0,0,1,0,0,1
30330725,1,3,226,110,13,32.4,7.3,72,2,0,2,0,2,0,1,1,1,2,3,0,1,1,5.5,-1,6,1,1965,1,5,1,6,15000,4,1,2,2,2,2,1,16.2,10.46,1,4,4,2,5,5,5,1,3,3,1,5,5,1,5,6,5,3,5,2,5,5,6,4,3,1,2,3,5,1,1,1,1,1,1,1,1,1,1,5,2,1,5,1,3,5,2,5,1,1,4,2,5,4,2,4,1,2,2,4,5,3,2,3,3,3,4,80.0,1,103,5,95,4,45,0.000109132,0.2545934244605354,30330725,1,1,1,15.0,1.13,0.36,0.2166666666666666,1.62,1.046,16.0,0,0,0,1,0,0,0,0,0,0,1
30330751,1,2,182,37,40,30.0,8.76,69,2,0,2,0,2,0,2,1,1,2,2,0,-1,1,7.0,21,6,1,1952,1,7,1,1,15000,3,1,2,2,2,2,1,15.0,12.55,1,4,1,2,4,5,4,2,3,5,3,4,4,3,4,3,4,2,4,2,4,4,4,3,4,4,4,2,4,4,1,3,4,4,4,2,3,3,3,3,2,1,4,4,3,2,2,4,1,3,2,4,4,4,1,4,1,2,2,4,4,2,-1,-1,3,1,4,93.0,1,105,3,462,4,58,0.000409116,0.954424398357919,30330751,1,1,1,15.0,0.91,0.345,0.6666666666666666,1.5,1.255,18.6,0,1,1,0,0,0,0,0,1,1,0
30330770,2,3,141,70,16,9.8,2.54,33,2,0,1,1,4,0,4,1,1,1,2,1,1,1,6.0,30,4,1,1946,1,2,2,2,7000,7,1,2,2,2,2,1,4.9,3.64,4,5,4,3,4,5,3,4,3,5,5,2,5,2,4,6,2,1,4,2,5,5,3,5,4,4,3,2,5,5,3,2,6,2,4,2,3,1,5,3,2,3,5,4,4,2,2,5,2,3,3,4,4,3,2,4,1,2,2,4,1,3,1,2,3,2,4,21.1,2,55,5,70,4,64,0.000160139,0.3735873657560173,30330770,1,1,1,7.0,0.705,0.165,0.2666666666666666,0.49,0.364,4.220000000000001,1,0,0,0,0,0,0,1,0,0,1
30330795,1,8,280,114,22,22.8,8.04,106,2,0,4,0,0,0,4,1,1,1,2,1,1,1,4.5,27,-1,1,1948,1,2,1,1,7384,3,1,2,2,2,2,1,11.4,11.52,1,1,5,3,6,3,4,2,3,5,6,5,5,4,2,6,5,2,5,5,3,5,5,5,6,3,2,1,5,1,1,1,1,1,4,2,2,1,2,5,5,1,5,3,3,1,1,5,3,6,3,2,5,4,-1,4,1,2,2,4,4,6,2,2,2,3,4,68.0,1,144,4,195,4,62,0.000409116,0.954424398357919,30330795,1,1,1,7.384,1.4,0.53,0.3666666666666666,1.14,1.152,13.6,0,1,1,0,0,0,0,0,1,0,1
30330821,1,0,55,24,0,7.6,1.88,24,2,0,0,0,1,0,2,1,1,1,2,1,2,2,4.0,1,6,1,1979,3,2,1,6,15000,8,2,2,1,2,2,2,0.0,2.69,5,3,1,2,4,4,3,3,2,4,1,2,4,1,4,2,2,1,1,1,6,1,2,3,4,5,3,2,4,4,3,2,3,2,5,1,3,2,4,5,2,2,4,4,2,2,2,3,3,3,4,4,4,3,1,4,1,2,2,4,5,2,3,2,1,2,4,17.5,0,31,3,56,4,31,0.000378621,0.8832827856419051,30330821,1,1,1,15.0,0.275,0.12,0.0,0.0,0.269,3.5,1,0,0,1,0,0,1,0,0,1,0
30330833,1,1,83,47,0,7.6,2.5,31,3,1,2,1,7,1,2,1,1,1,3,1,1,1,5.0,6,6,1,1959,1,3,1,2,15000,8,1,2,2,2,2,2,3.8,3.58,5,5,2,2,5,5,5,4,4,5,5,1,5,2,4,2,2,1,4,2,5,2,4,2,4,2,2,4,2,4,2,3,2,2,5,2,4,2,2,4,3,2,2,4,5,4,2,5,2,2,2,4,4,2,1,4,1,2,2,4,3,2,-1,-1,-1,4,4,22.0,2,36,4,60,4,51,0.000160139,0.3735873657560173,30330833,1,1,1,15.0,0.415,0.155,0.0,0.38,0.358,4.4,1,0,0,0,0,0,0,0,1,1,0
30330851,1,0,93,66,0,7.6,2.07,25,4,2,2,1,6,3,2,2,1,1,2,0,1,1,6.0,7,5,1,1964,1,3,2,2,9000,8,1,2,2,2,2,1,3.8,2.97,5,4,2,3,3,5,3,3,1,5,4,2,3,1,5,2,2,1,5,2,5,3,3,2,4,3,2,2,5,4,2,1,4,3,4,3,3,2,4,2,4,3,4,4,4,4,2,5,3,3,3,3,2,4,1,4,1,2,2,4,3,2,4,-1,-1,1,4,17.5,1,27,5,20,4,46,0.000160139,0.3735873657560173,30330851,1,1,1,9.0,0.465,0.125,0.0,0.38,0.297,3.5,1,0,0,0,0,0,1,0,1,1,0
30331017,1,0,58,28,0,7.6,2.14,30,2,0,2,0,2,0,1,3,1,1,2,0,2,1,8.0,30,4,2,1953,1,2,2,6,7000,3,2,1,2,2,2,1,0.0,3.07,3,3,2,3,2,3,5,2,4,4,4,4,4,2,4,3,4,3,4,3,4,4,4,5,4,4,3,4,5,5,1,4,4,3,3,2,3,1,3,5,4,4,6,4,5,3,6,5,1,3,2,3,3,4,1,4,1,2,2,4,4,2,-1,4,4,3,4,18.0,0,30,4,45,4,57,0.000367986,0.8584724543995766,30331017,1,1,1,7.0,0.29,0.15,0.0,0.0,0.307,3.6,0,1,0,1,0,0,0,0,1,1,0
30331035,1,4,160,62,24,22.8,7.11,67,2,0,1,0,0,0,1,2,1,1,2,0,2,1,4.5,14,6,1,1953,1,2,1,3,15000,3,1,1,2,2,2,1,11.4,10.19,1,3,4,4,3,3,5,2,2,3,4,5,2,2,5,6,4,4,5,3,4,3,2,3,4,3,2,2,5,3,1,3,3,3,4,4,2,1,3,3,3,3,4,3,3,2,2,3,1,4,3,4,1,3,1,4,1,2,2,4,4,2,4,-1,-1,3,4,74.0,1,74,4,60,4,57,0.000409116,0.954424398357919,30331035,1,1,1,15.0,0.8,0.335,0.4,1.14,1.019,14.8,0,1,0,0,0,0,1,0,1,1,0
30332010,1,5,210,91,21,49.2,8.53,74,2,0,1,1,2,0,2,2,1,1,3,2,1,1,6.0,6,6,2,1964,1,2,1,6,15000,6,1,2,2,1,2,1,24.6,12.22,1,5,3,1,4,5,1,5,2,3,4,2,3,5,5,3,5,1,5,2,5,4,5,1,5,4,1,3,5,5,1,1,3,1,5,5,1,1,4,4,4,1,3,4,5,1,1,5,2,1,2,2,2,4,2,4,1,2,2,4,4,3,1,2,3,3,4,86.0,1,98,4,90,4,46,9.82e-05,0.2290902236010023,30332010,1,1,1,15.0,1.05,0.37,0.35,2.46,1.222,17.2,1,0,0,1,0,0,0,0,1,0,1
30860015,1,3,122,48,7,15.4,3.48,44,2,0,1,0,1,0,1,1,2,1,2,0,1,1,4.0,10,3,2,1955,1,2,2,6,5000,3,2,2,1,2,2,3,0.0,4.99,2,4,3,3,4,5,4,2,4,5,3,5,5,3,3,3,4,1,3,3,3,2,3,3,5,5,4,3,3,5,1,5,4,3,5,4,3,1,1,5,3,3,2,3,3,3,3,4,3,3,3,1,3,5,2,6,2,2,4,2,5,3,-1,-1,-1,1,4,29.0,0,67,3,62,4,55,0.000367986,0.8584724543995766,30860015,0,1,1,5.0,0.61,0.22,0.1166666666666666,0.0,0.499,5.8,0,1,0,1,0,0,0,0,0,0,1
30860018,1,0,152,132,0,7.6,2.9,42,4,1,2,2,4,-1,2,1,1,1,4,-1,1,2,7.0,9,3,2,1994,1,4,8,-1,5000,2,1,2,2,2,2,3,3.8,4.16,3,4,3,2,3,3,3,4,3,6,6,5,5,1,3,6,3,6,6,6,6,3,6,1,5,5,4,1,5,5,1,4,3,5,5,2,4,4,4,3,3,3,4,4,2,3,3,6,2,3,3,5,5,4,1,6,2,2,4,2,5,2,3,2,3,1,4,25.0,0,20,4,131,4,16,0.002195453,5.121759864312539,30860018,0,1,1,5.0,0.76,0.21,0.0,0.38,0.416,5.0,0,1,0,0,0,1,1,0,0,1,0
30860031,1,5,248,101,51,22.8,5.01,71,1,0,1,0,1,0,1,1,1,2,1,0,2,2,2.0,1,3,2,1963,1,1,1,6,5000,3,1,2,2,2,2,1,11.4,7.18,2,3,2,3,1,3,5,3,3,4,2,3,4,4,4,3,4,2,4,2,4,4,4,4,2,2,4,4,4,2,1,2,2,2,2,5,3,1,2,5,1,2,5,5,3,2,1,5,2,3,2,2,3,4,-1,6,2,2,4,2,5,6,1,2,1,4,4,56.5,1,96,4,58,4,47,0.000367986,0.8584724543995766,30860031,1,1,1,5.0,1.24,0.355,0.85,1.14,0.718,11.3,0,1,0,1,0,0,0,0,0,0,1
30860032,1,5,232,87,51,19.0,4.09,57,1,0,1,0,1,0,1,1,1,2,1,0,2,2,2.0,1,3,2,1963,1,1,1,6,5000,3,1,2,2,2,2,1,9.5,5.86,2,3,2,3,1,3,5,3,3,4,2,3,4,4,4,3,4,2,4,2,4,4,4,4,2,2,4,4,4,2,1,2,2,2,2,5,3,1,2,5,1,2,5,5,3,2,1,5,2,3,2,2,3,4,-1,6,2,2,4,2,5,5,1,2,1,4,4,38.5,1,94,4,33,4,47,0.000367986,0.8584724543995766,30860032,1,1,1,5.0,1.16,0.285,0.85,0.95,0.5860000000000001,7.7,0,1,0,1,0,0,0,0,0,0,1
30860095,1,0,99,70,0,7.6,0.26,3,4,2,2,0,4,2,1,2,1,1,2,0,1,1,5.0,2,4,2,1982,1,3,2,6,7000,4,1,2,2,2,2,1,3.8,0.37,2,3,4,2,3,5,5,3,3,5,5,4,4,3,5,3,4,3,4,2,4,4,3,2,3,3,2,2,5,5,1,1,5,1,5,2,3,1,1,5,2,2,5,5,3,1,2,4,1,1,2,4,4,3,1,6,2,2,4,2,5,2,3,2,3,3,4,2.3,1,29,4,5,4,28,0.000232084,0.5414274486172608,30860095,1,1,1,7.0,0.495,0.015,0.0,0.38,0.037,0.4599999999999999,0,0,0,1,0,1,1,0,0,1,0
30860141,1,2,93,24,12,15.2,1.9,26,2,0,2,0,1,0,1,2,1,1,1,0,1,1,-1.0,36,5,2,1951,1,2,1,1,9000,6,1,2,2,2,2,1,7.6,2.72,4,4,6,6,5,5,4,2,3,3,4,4,4,3,4,6,4,6,4,3,3,6,3,6,3,4,3,1,4,4,6,4,4,2,4,3,3,1,2,6,6,6,4,6,6,6,6,4,2,6,6,6,3,3,1,6,2,2,4,2,3,2,4,1,2,4,4,17.0,1,57,4,30,4,59,9.82e-05,0.2290902236010023,30860141,1,1,1,9.0,0.465,0.13,0.2,0.76,0.272,3.4,1,0,1,0,0,0,1,0,1,1,0
30860157,1,0,119,78,0,19.0,3.93,57,2,0,1,0,2,0,2,1,1,1,2,1,2,2,3.5,24,6,-1,-1,-1,-1,-1,-1,15000,-1,2,2,2,2,2,-1,19.0,5.63,4,4,3,2,4,4,4,3,4,6,4,3,4,3,4,2,2,1,4,3,4,3,4,3,4,3,4,2,4,5,3,4,4,4,4,4,3,4,3,3,2,2,4,4,3,3,1,3,3,3,3,4,4,4,-1,6,2,2,4,2,3,5,3,3,-1,4,4,28.6,0,41,2,65,4,-1,0.000109132,0.2545934244605354,30860157,1,1,1,15.0,0.595,0.285,0.0,1.9,0.563,5.720000000000001,0,1,0,0,0,1,0,0,1,0,1
30860176,11,1,46,38,0,11.4,2.43,34,4,2,1,0,3,2,1,1,1,2,2,0,-1,1,4.0,7,3,2,-1,-1,-1,-1,-1,5000,-1,2,2,2,2,2,-1,11.4,3.48,1,4,3,3,3,4,4,6,6,5,2,4,4,1,5,1,3,2,5,3,4,4,4,1,3,3,4,2,4,1,1,1,4,1,4,5,3,1,4,5,3,2,5,5,5,2,4,5,1,3,1,3,4,4,-1,6,2,2,4,2,6,3,2,2,1,4,4,19.5,1,8,5,20,4,-1,0.000367986,0.8584724543995766,30860176,1,1,1,5.0,0.23,0.17,0.0,1.14,0.348,3.9,0,1,0,0,0,1,0,0,0,0,1
30860197,1,2,73,18,5,15.2,2.36,35,4,2,1,1,4,1,2,1,1,2,2,0,2,2,4.5,4,5,-1,-1,-1,-1,-1,-1,9000,-1,2,2,2,2,2,-1,15.2,3.38,5,4,2,3,5,5,5,1,5,5,3,1,5,1,3,4,3,1,4,2,5,4,2,3,5,4,2,1,4,4,1,4,3,1,4,3,1,3,3,4,3,2,4,3,3,4,1,4,2,3,4,4,4,4,1,6,2,2,4,2,5,2,3,2,2,3,4,18.0,2,50,3,70,4,-1,0.00087004,2.029711386372872,30860197,1,1,1,9.0,0.365,0.175,0.0833333333333333,1.52,0.3379999999999999,3.6,0,1,0,0,0,1,1,0,0,1,0
30860240,8,2,129,33,7,7.6,2.98,43,3,1,2,1,3,1,1,1,1,2,2,0,2,2,3.0,2,4,2,1975,1,7,2,6,7000,3,2,2,2,2,2,1,7.6,4.27,2,4,4,2,6,5,4,1,6,3,1,1,5,1,4,2,4,3,5,4,3,5,6,6,6,6,6,2,4,2,3,1,5,2,3,4,3,1,2,5,1,4,5,5,2,3,2,3,1,2,1,3,5,4,-1,6,2,2,4,2,5,3,3,3,2,4,4,23.5,1,89,5,55,4,35,0.00087004,2.029711386372872,30860240,1,1,1,7.0,0.645,0.215,0.1166666666666666,0.76,0.4269999999999999,4.7,0,1,0,1,0,0,0,0,0,0,1
30860245,8,4,181,95,24,14.2,3.35,42,4,2,1,0,2,0,2,1,1,1,2,1,1,1,4.5,2,5,1,1967,1,3,1,6,9000,7,1,2,2,2,2,1,7.1,4.8,2,4,2,1,4,5,3,3,2,5,5,2,4,2,3,5,5,1,4,4,4,4,4,4,5,4,1,3,5,5,5,1,3,1,4,4,4,1,2,5,2,2,3,5,5,4,2,5,1,2,2,4,4,4,-1,6,2,2,4,2,5,4,-1,-1,-1,3,4,27.4,1,62,5,75,4,43,0.000160139,0.3735873657560173,30860245,1,1,1,9.0,0.905,0.21,0.4,0.71,0.48,5.48,1,0,0,1,0,0,0,0,0,0,1
30860246,1,2,149,81,16,7.6,3.27,37,4,2,1,0,2,0,2,1,1,1,2,1,1,1,4.5,2,5,1,1967,1,3,1,6,9000,7,1,2,2,2,2,1,3.8,4.69,2,4,2,1,4,5,3,3,2,5,5,2,4,2,3,5,5,1,4,4,4,4,4,4,5,4,1,3,5,5,5,1,3,1,4,4,4,1,2,5,2,2,3,5,5,4,2,5,1,2,2,4,4,4,1,6,2,2,4,2,5,2,-1,-1,-1,3,4,30.0,1,52,5,60,4,43,0.000160139,0.3735873657560173,30860246,1,1,1,9.0,0.745,0.185,0.2666666666666666,0.38,0.469,6.0,1,0,0,1,0,0,0,0,0,1,0
30860250,1,4,213,73,21,23.0,6.01,90,2,0,1,0,3,0,2,1,1,1,2,0,1,1,5.5,2,6,2,1955,1,2,2,6,15000,4,1,2,2,1,2,1,11.5,8.61,2,4,2,3,5,5,3,2,4,5,5,1,4,2,5,3,2,2,4,2,4,2,4,2,4,4,4,5,5,3,2,2,3,2,4,2,2,2,2,5,3,2,4,4,4,3,1,4,2,2,3,4,4,4,1,6,2,2,4,2,2,3,1,2,2,1,4,49.0,1,119,4,80,4,55,9.82e-05,0.2290902236010023,30860250,1,1,1,15.0,1.065,0.45,0.35,1.15,0.861,9.8,0,0,0,1,0,0,0,1,0,1,0
30860253,1,3,163,75,23,34.2,7.67,88,2,0,2,0,4,0,2,1,1,2,2,0,1,1,6.0,2,4,2,1973,1,7,2,6,7000,2,1,2,2,2,2,1,17.1,10.99,4,3,3,2,4,4,2,2,6,3,1,5,5,5,4,6,4,2,5,2,3,4,3,4,3,6,6,4,5,2,2,1,3,1,1,1,1,1,1,5,2,4,3,2,3,1,2,4,2,1,4,2,2,4,1,6,2,2,4,2,6,2,4,-1,-1,4,4,76.0,1,65,5,90,4,37,0.003480603,8.119879017681459,30860253,1,1,1,7.0,0.815,0.44,0.3833333333333333,1.7100000000000002,1.099,15.2,0,1,0,1,0,0,1,0,0,1,0
30860274,1,2,122,48,5,15.2,4.79,65,3,1,1,0,3,1,2,0,1,2,2,0,1,1,6.5,2,5,1,1969,1,3,1,2,9000,6,1,2,2,1,2,2,7.6,6.86,2,2,3,2,2,4,5,1,4,5,3,2,4,1,4,1,4,1,4,1,5,4,3,2,4,4,4,2,5,5,3,1,3,2,4,2,4,1,2,4,1,4,4,4,3,4,3,4,3,4,2,4,4,3,1,6,2,2,4,2,3,2,3,2,-1,1,4,43.0,0,69,5,89,4,41,0.000109132,0.2545934244605354,30860274,1,1,1,9.0,0.61,0.325,0.0833333333333333,0.76,0.686,8.6,1,0,0,0,0,0,1,0,1,1,0
30860310,3,3,143,80,15,13.4,2.87,42,5,1,2,2,5,0,6,2,1,2,5,2,1,1,7.5,4,6,2,1991,1,6,8,6,15000,2,1,2,2,2,2,2,6.7,4.11,1,4,2,3,2,4,4,4,4,5,4,3,4,4,4,5,5,3,4,3,4,4,3,1,4,5,4,4,5,4,5,4,4,3,5,1,5,4,4,4,3,4,4,5,5,4,4,5,2,2,3,2,2,4,2,6,2,2,4,2,4,3,3,1,2,4,4,21.0,0,48,5,124,4,19,0.002195453,5.121759864312539,30860310,1,1,1,15.0,0.715,0.21,0.25,0.67,0.411,4.2,0,1,0,1,0,1,1,0,1,0,1
30860391,1,3,85,22,13,7.6,2.17,30,3,1,1,0,5,1,2,1,1,1,2,2,1,1,5.0,3,5,2,1973,1,3,2,6,9000,6,1,1,2,2,2,2,3.8,3.11,2,4,2,2,3,5,4,2,4,3,4,4,4,3,4,4,2,2,4,3,3,4,4,4,4,3,2,3,4,4,2,1,2,4,4,2,4,4,4,3,3,2,4,4,4,4,4,2,2,3,3,3,3,4,1,6,2,2,4,2,5,2,3,2,1,3,4,19.0,0,50,3,83,4,37,0.000232084,0.5414274486172608,30860391,1,1,1,9.0,0.425,0.15,0.2166666666666666,0.38,0.311,3.8,1,0,0,1,0,0,1,0,0,1,0
30860430,4,4,263,96,45,22.8,5.42,77,1,-1,1,-1,2,-1,1,1,1,1,1,-1,2,2,2.0,8,2,2,1960,1,1,3,2,3250,7,1,2,2,2,2,1,11.4,7.77,2,4,4,3,4,5,4,4,3,5,4,2,4,2,5,6,3,3,2,3,4,4,3,2,4,2,4,4,4,4,1,3,4,2,2,2,4,2,2,5,4,2,4,4,6,2,2,4,4,2,3,5,5,3,-1,6,2,2,4,2,5,6,2,2,2,3,4,47.0,1,122,4,150,4,50,0.000144039,0.3360277669782562,30860430,1,1,1,3.25,1.315,0.385,0.75,1.14,0.7769999999999999,9.4,1,0,0,0,0,0,0,0,0,0,1
30860444,1,2,138,52,7,11.6,4.61,56,4,0,2,0,3,0,3,1,1,1,4,0,2,2,5.0,11,6,1,1961,1,3,1,6,15000,3,1,1,2,2,2,1,5.8,6.61,2,3,4,2,3,4,5,3,4,4,3,2,5,2,5,2,5,2,4,3,5,4,3,2,4,5,4,4,5,4,2,4,3,2,5,4,3,1,1,5,2,3,4,5,4,2,1,5,3,1,4,3,4,4,1,6,2,2,4,2,6,2,4,-1,2,4,4,39.0,2,79,5,80,4,49,0.000409116,0.954424398357919,30860444,1,1,1,15.0,0.69,0.28,0.1166666666666666,0.58,0.661,7.8,0,1,0,1,0,0,1,0,0,1,0
30860491,1,5,193,51,36,45.4,8.87,85,2,0,1,2,4,-1,2,2,1,1,2,0,1,1,5.5,4,6,2,1964,1,2,2,1,15000,6,2,2,1,2,2,1,0.0,12.71,5,5,1,1,5,5,5,-1,4,4,5,1,4,1,5,1,1,1,4,1,5,1,3,1,5,4,4,2,5,5,1,4,3,1,5,3,1,1,1,5,3,1,4,4,4,6,1,4,1,1,1,4,5,3,1,6,2,2,4,2,4,3,2,3,3,4,4,87.0,0,106,5,103,4,46,9.82e-05,0.2290902236010023,30860491,1,1,1,15.0,0.965,0.425,0.6,0.0,1.271,17.4,1,0,1,0,0,0,0,0,1,1,0
30860540,1,6,224,75,23,23.0,8.9,89,5,3,2,0,7,3,3,1,1,1,2,1,1,1,8.0,15,6,1,1960,3,3,1,7,15000,8,1,2,2,2,2,1,11.5,12.75,1,5,3,5,5,5,3,4,2,5,6,5,3,1,5,5,5,1,3,3,5,1,5,1,5,5,6,1,5,3,6,1,3,1,1,1,5,1,1,5,1,1,3,5,4,1,1,5,3,2,3,4,5,5,-1,6,2,2,4,2,2,3,3,3,3,3,4,86.0,1,126,4,100,4,50,0.000160139,0.3735873657560173,30860540,1,1,1,15.0,1.12,0.445,0.3833333333333333,1.15,1.275,17.2,1,0,0,0,0,0,0,1,0,0,1
30860545,1,2,122,38,9,7.6,4.65,60,2,0,2,1,4,0,1,1,1,1,2,0,1,1,5.0,10,6,2,1955,1,7,1,1,15000,7,1,2,2,2,2,1,3.8,6.66,2,2,3,2,3,4,4,2,4,5,4,3,4,1,3,6,2,1,4,4,4,2,4,3,5,4,3,2,5,5,1,3,1,1,3,4,2,1,1,5,3,3,5,3,3,2,1,5,1,3,4,3,1,5,2,6,2,2,4,2,4,2,4,-1,2,1,4,42.0,1,75,5,60,4,55,0.000144039,0.3360277669782562,30860545,1,1,1,15.0,0.61,0.3,0.15,0.38,0.666,8.4,1,0,1,0,0,0,1,0,1,0,1
30860546,1,3,112,65,12,11.4,2.35,33,2,0,2,1,5,0,1,1,1,1,2,0,1,1,5.0,10,6,1,1957,1,7,2,2,15000,7,1,2,2,2,2,1,5.7,3.37,5,2,2,2,4,5,4,3,1,4,4,2,4,2,4,6,4,1,4,3,4,2,4,1,5,2,2,2,5,5,1,4,3,2,4,4,2,1,2,5,4,1,4,3,4,3,2,5,2,2,3,4,5,4,-1,6,2,2,4,2,4,3,1,3,3,3,4,18.3,1,35,6,30,4,53,0.000160139,0.3735873657560173,30860546,1,1,1,15.0,0.56,0.165,0.2,0.5700000000000001,0.337,3.66,1,0,0,0,0,0,0,0,1,0,1
30860711,1,2,169,88,10,15.2,5.41,74,1,0,1,1,4,0,1,1,1,1,1,0,1,1,5.0,6,4,1,1944,1,1,2,3,7000,3,1,2,2,2,2,1,7.6,7.75,2,3,2,2,3,5,4,2,2,3,3,2,2,2,4,3,4,2,4,3,4,2,2,4,4,2,2,2,4,3,2,2,2,2,2,2,2,2,2,4,2,4,4,4,3,2,2,4,2,3,2,4,4,4,2,6,2,2,4,2,1,4,3,2,2,3,4,47.0,1,71,4,-1,4,66,0.0003213,0.7495589495214057,30860711,1,1,1,7.0,0.845,0.37,0.1666666666666666,0.76,0.775,9.4,0,1,0,0,0,0,1,1,0,0,1
